i	f_sup	f_swg	f_swg_id	traj_params	h_max
125	[2.189064406873468, 1.7534211434158193, 0.0020500000937317964, 2.7415926535897928]	[2.1586694736854284, 1.5318897730943801, 0.0020500000937317964, 2.5415926535897926]	Left	[-12.353814210527219, 3.4437859460347022]	0.24
126	[2.222077831469855, 1.7308354444800178, 0.0020500000937317964, 2.5415926535897926]	[2.1586694736854284, 1.5318897730943801, 0.0020500000937317964, 2.5415926535897926]	Left	[-16.79691897439912, 4.015599857483705]	0.24
127	[2.2144060104332017, 1.4745012858224182, 0.0020500000937317964, 2.5415926535897926]	[2.399679631173936, 1.5708012622378797, 0.0020500000937317964, 2.3415926535897924]	Right	[-15.973377703826968, 3.9159216789504216]	0.24
128	[2.5250868388564256, 1.4416771658759655, 0.0020500000937317964, 2.1415926535897922]	[2.345747816131545, 1.2675004885391743, 0.0020500000937317964, 2.3415926535897924]	Left	[-29.62962962962967, 5.333333333333337]	0.24
129	[2.4474166317506194, 1.4498831958625786, 0.0020500000937317964, 2.5415926535897926]	[2.345747816131545, 1.2675004885391743, 0.0020500000937317964, 2.3415926535897924]	Left	[-15.973377703826964, 3.915921678950421]	0.24
130	[2.4892190343114495, 1.4068418304086072, 0.0020500000937317964, 2.5415926535897926]	[2.345747816131545, 1.2675004885391743, 0.0020500000937317964, 2.3415926535897924]	Left	[-27.507163323782304, 5.138762184693023]	0.24
131	[2.3916800950028465, 1.5072716831345405, 0.0020500000937317964, 2.5415926535897926]	[2.345747816131545, 1.2675004885391743, 0.0020500000937317964, 2.3415926535897924]	Left	[-9.151572926596774, 2.9640361012533067]	0.24
132	[2.2009993397595067, 1.3348163278108232, 0.0020500000937317964, 2.7415926535897928]	[2.3916800950028465, 1.5072716831345405, 0.0020500000937317964, 2.5415926535897926]	Right	[-37.67136996254778, 6.013693969936105]	0.24
133	[2.262561182811929, 1.6344997265502077, 0.0020500000937317964, 2.5415926535897926]	[2.2009993397595067, 1.3348163278108232, 0.0020500000937317964, 2.7415926535897928]	Left	[-29.216034712751195, 5.295978976944787]	0.24
134	[2.262561182811929, 1.6344997265502077, 0.0020500000937317964, 2.7415926535897928]	[2.2009993397595067, 1.3348163278108232, 0.0020500000937317964, 2.7415926535897928]	Left	[-29.216034712751195, 5.295978976944787]	0.24
135	[2.1632046142364842, 1.42125450642791, 0.0020500000937317964, 2.5415926535897926]	[2.3916800950028465, 1.5072716831345405, 0.0020500000937317964, 2.5415926535897926]	Right	[-16.853246567474113, 4.022327274697466]	0.24
136	[2.2266129720209107, 1.6202001778135477, 0.0020500000937317964, 2.7415926535897928]	[2.1632046142364842, 1.42125450642791, 0.0020500000937317964, 2.5415926535897926]	Left	[-23.999999999999943, 4.7999999999999945]	0.24
137	[2.21705037016764, 1.7479051371761185, 0.0020500000937317964, 2.7415926535897928]	[2.1632046142364842, 1.42125450642791, 0.0020500000937317964, 2.5415926535897926]	Left	[-10.859728506787313, 3.2288294111822973]	0.24
138	[2.2761331089154915, 1.5863216294098457, 0.0020500000937317964, 2.3415926535897924]	[2.1632046142364842, 1.42125450642791, 0.0020500000937317964, 2.5415926535897926]	Left	[-48.97959183673456, 6.857142857142848]	0.24
139	[2.2830772193604143, 1.7027337393045157, 0.0020500000937317964, 2.5415926535897926]	[2.1632046142364842, 1.42125450642791, 0.0020500000937317964, 2.5415926535897926]	Left	[-19.199999999999957, 4.293250516799591]	0.24
140	[2.3736160845054313, 1.2388062449031934, 0.0020500000937317964, 2.1415926535897922]	[2.650494046538915, 1.3125530695140513, 0.0020500000937317964, 2.3415926535897924]	Right	[-18.356840465555056, 4.197924111621464]	0.24
141	[2.551565692355317, 1.4243700804587018, 0.0020500000937317964, 1.9415926535897923]	[2.3736160845054313, 1.2388062449031934, 0.0020500000937317964, 2.1415926535897922]	Left	[-43.068904975740644, 6.430097104765294]	0.24
142	[2.206729570759348, 1.4834297895898008, 0.0020500000937317964, 2.1415926535897922]	[2.551565692355317, 1.4243700804587018, 0.0020500000937317964, 1.9415926535897923]	Right	[-10.947433413182724, 3.2418414638373996]	0.24
143	[2.4074419060730157, 1.5410019916749547, 0.0020500000937317964, 1.9415926535897923]	[2.206729570759348, 1.4834297895898008, 0.0020500000937317964, 2.1415926535897922]	Left	[-27.927542061461338, 5.177879911605027]	0.24
144	[2.4176407511173386, 1.5404050325826375, 0.0020500000937317964, 2.1415926535897922]	[2.3736160845054313, 1.2388062449031934, 0.0020500000937317964, 2.1415926535897922]	Left	[-9.044898798814154, 2.946710512904447]	0.24
145	[2.1327813173228813, 1.4288025999106697, 0.0020500000937317964, 2.1415926535897922]	[2.4176407511173386, 1.5404050325826375, 0.0020500000937317964, 2.1415926535897922]	Right	[-10.201912858660995, 3.12951055986628]	0.24
146	[2.2072730049153644, 1.4053294561156027, 0.0020500000937317964, 2.1415926535897922]	[2.4176407511173386, 1.5404050325826375, 0.0020500000937317964, 2.1415926535897922]	Right	[-17.328519855595662, 4.078649171156038]	0.24
147	[2.3203863360610737, 1.691869809848059, 0.0020500000937317964, 2.1415926535897922]	[2.2072730049153644, 1.4053294561156027, 0.0020500000937317964, 2.1415926535897922]	Left	[-29.62962962962967, 5.333333333333337]	0.24
148	[2.3431490635248555, 1.5638781763777043, 0.0020500000937317964, 2.1415926535897922]	[2.2072730049153644, 1.4053294561156027, 0.0020500000937317964, 2.1415926535897922]	Left	[-157.3770491803285, 12.291540473558038]	0.24
149	[2.375567201876944, 1.5133899172892304, 0.0020500000937317964, 1.9415926535897923]	[2.2072730049153644, 1.4053294561156027, 0.0020500000937317964, 2.1415926535897922]	Left	[-384.00000000000045, 19.20000000000001]	0.24
150	[2.2817646925078474, 1.3818563123205359, 0.0020500000937317964, 2.3415926535897924]	[2.4176407511173386, 1.5404050325826375, 0.0020500000937317964, 2.1415926535897922]	Right	[-33.21799307958473, 5.647058823529408]	0.24
151	[2.425235910687752, 1.5211976541899688, 0.0020500000937317964, 2.1415926535897922]	[2.2817646925078474, 1.3818563123205359, 0.0020500000937317964, 2.3415926535897924]	Left	[-2250.299745450568, 46.47889580909324]	0.24
152	[2.5387739223385344, 1.547826959670714, 0.0020500000937317964, 2.1415926535897922]	[2.2817646925078474, 1.3818563123205359, 0.0020500000937317964, 2.3415926535897924]	Left	[-65.18050510829883, 7.9103277368239855]	0.24
153	[2.3187507652482537, 1.3352480088217984, 0.0020500000937317964, 2.1415926535897922]	[2.5387739223385344, 1.547826959670714, 0.0020500000937317964, 2.1415926535897922]	Right	[-271.1631902123588, 16.13433179911286]	0.24
154	[2.4534761886286884, 1.5881295231619388, 0.0020500000937317964, 1.9415926535897923]	[2.3187507652482537, 1.3352480088217984, 0.0020500000937317964, 2.1415926535897922]	Left	[-107.86516853932584, 10.175979648061055]	0.24
155	[2.431864096393963, 1.6217883625542546, 0.0020500000937317964, 2.1415926535897922]	[2.3187507652482537, 1.3352480088217984, 0.0020500000937317964, 2.1415926535897922]	Left	[-56.80473372781079, 7.384615384615394]	0.24
156	[2.5054024443077862, 0.9483497588533545, 0.0020500000937317964, 1.7415926535897923]	[2.7850141700979543, 1.0570570851963563, 0.0020500000937317964, 1.9415926535897923]	Right	[-95.99999999999987, 9.599999999999994]	0.24
157	[2.777241963298291, 1.137302863921811, 0.0020500000937317964, 1.7415926535897923]	[2.5054024443077862, 0.9483497588533545, 0.0020500000937317964, 1.7415926535897923]	Left	[-147.69702941202033, 11.907524857649447]	0.24
158	[2.770443277582281, 1.1767208531213493, 0.0020500000937317964, 1.9415926535897923]	[2.5054024443077862, 0.9483497588533545, 0.0020500000937317964, 1.7415926535897923]	Left	[-66.0623418388212, 7.963657963854823]	0.24
159	[2.671898304583435, 1.1597241388313253, 0.0020500000937317964, 1.7415926535897923]	[2.5054024443077862, 0.9483497588533545, 0.0020500000937317964, 1.7415926535897923]	Left	[-41.13864407581042, 6.284353452247734]	0.24
160	[2.4357159157186876, 1.3523841481486232, 0.0020500000937317964, 1.5415926535897924]	[2.671898304583435, 1.1597241388313253, 0.0020500000937317964, 1.7415926535897923]	Right	[-5.710886377156455, 2.341463414634146]	0.24
161	[2.6896972496012443, 1.4850245719991115, 0.0020500000937317964, 1.3415926535897924]	[2.4357159157186876, 1.3523841481486232, 0.0020500000937317964, 1.5415926535897924]	Left	[-9.044898798814154, 2.946710512904447]	0.24
162	[2.635630636326989, 1.3465442436883652, 0.0020500000937317964, 1.7415926535897923]	[2.4357159157186876, 1.3523841481486232, 0.0020500000937317964, 1.5415926535897924]	Left	[-26.506819252054203, 5.04445700566196]	0.24
163	[2.3501937459044653, 1.2364271170189856, 0.0020500000937317964, 1.7415926535897923]	[2.635630636326989, 1.3465442436883652, 0.0020500000937317964, 1.7415926535897923]	Right	[-46.24260840018182, 6.662800016822849]	0.24
164	[2.3297976887564364, 1.3546810846176007, 0.0020500000937317964, 1.7415926535897923]	[2.635630636326989, 1.3465442436883652, 0.0020500000937317964, 1.7415926535897923]	Right	[-85.53141100464983, 9.06146536518591]	0.24
165	[2.3586741181078303, 1.481433409361228, 0.0020500000937317964, 1.9415926535897923]	[2.635630636326989, 1.3465442436883652, 0.0020500000937317964, 1.7415926535897923]	Right	[-42.498278291075636, 6.387358386644092]	0.24
166	[2.3501757609628187, 1.5307058958606512, 0.0020500000937317964, 1.9415926535897923]	[2.635630636326989, 1.3465442436883652, 0.0020500000937317964, 1.7415926535897923]	Right	[-24.54253495681056, 4.853950304498197]	0.24
167	[2.4283426617552824, 1.3716777989076248, 0.0020500000937317964, 1.7415926535897923]	[2.635630636326989, 1.3465442436883652, 0.0020500000937317964, 1.7415926535897923]	Right	[-2250.2997454506126, 46.4788958090937]	0.24
168	[2.700182180745787, 1.5606309039760813, 0.0020500000937317964, 1.5415926535897924]	[2.4283426617552824, 1.3716777989076248, 0.0020500000937317964, 1.7415926535897923]	Left	[-19.199999999999985, 4.293250516799595]	0.24
169	[2.5020194314755635, 1.6264452246188295, 0.0020500000937317964, 1.3415926535897924]	[2.700182180745787, 1.5606309039760813, 0.0020500000937317964, 1.5415926535897924]	Right	[-13.649022406698137, 3.6198151210290024]	0.24
170	[2.6385505885571177, 1.4465016039925158, 0.0020500000937317964, 1.5415926535897924]	[2.4357159157186876, 1.3523841481486232, 0.0020500000937317964, 1.5415926535897924]	Left	[-11.517228767472316, 3.3251375335124744]	0.24
171	[2.6385505885571177, 1.4465016039925158, 0.0020500000937317964, 1.3415926535897924]	[2.4357159157186876, 1.3523841481486232, 0.0020500000937317964, 1.5415926535897924]	Left	[-11.517228767472316, 3.3251375335124744]	0.24
172	[2.435985057882325, 1.678594701223863, 0.0020500000937317964, 1.1415926535897924]	[2.6385505885571177, 1.4465016039925158, 0.0020500000937317964, 1.3415926535897924]	Right	[-9.021420457196209, 2.9428835585031834]	0.24
173	[2.663309414588745, 1.5745579920870771, 0.0020500000937317964, 0.9415926535897925]	[2.435985057882325, 1.678594701223863, 0.0020500000937317964, 1.1415926535897924]	Left	[-56.43261904705171, 7.360388188483651]	0.24
174	[2.5031506498586165, 1.8642978237984236, 0.0020500000937317964, 0.9415926535897925]	[2.663309414588745, 1.5745579920870771, 0.0020500000937317964, 0.9415926535897925]	Right	[-24.61736253874253, 4.861344262361269]	0.24
175	[2.6594592269021753, 1.6862950765970024, 0.0020500000937317964, 1.1415926535897924]	[2.435985057882325, 1.678594701223863, 0.0020500000937317964, 1.1415926535897924]	Left	[-16.569413226066793, 3.988312512457383]	0.24
176	[2.3782045925506914, 1.6510009007233895, 0.0020500000937317964, 1.1415926535897924]	[2.6385505885571177, 1.4465016039925158, 0.0020500000937317964, 1.3415926535897924]	Right	[-10.380677029394649, 3.156810090616612]	0.24
177	[2.6509938205983956, 1.5261568497592466, 0.0020500000937317964, 1.3415926535897924]	[2.3782045925506914, 1.6510009007233895, 0.0020500000937317964, 1.1415926535897924]	Left	[-147.69702941202033, 11.907524857649447]	0.24
178	[2.701242721662955, 1.7561025997565105, 0.0020500000937317964, 1.3415926535897924]	[2.3782045925506914, 1.6510009007233895, 0.0020500000937317964, 1.1415926535897924]	Left	[-9.620869577644362, 3.039084532312089]	0.24
179	[2.444148688261821, 1.7544722655770908, 0.0020500000937317964, 1.1415926535897924]	[2.701242721662955, 1.7561025997565105, 0.0020500000937317964, 1.3415926535897924]	Right	[-63.766414679379906, 7.824049980170417]	0.24
180	[2.5291934049566245, 1.8989277817829475, 0.0020500000937317964, 1.1415926535897924]	[2.701242721662955, 1.7561025997565105, 0.0020500000937317964, 1.3415926535897924]	Right	[-11.392581744251785, 3.3070951716698014]	0.24
181	[2.769313447438361, 1.9430000542291144, 0.0020500000937317964, 1.1415926535897924]	[2.5291934049566245, 1.8989277817829475, 0.0020500000937317964, 1.1415926535897924]	Left	[-24.264309794523868, 4.826358606935762]	0.24
182	[2.5473695725320717, 1.9768355922532033, 0.0020500000937317964, 1.1415926535897924]	[2.701242721662955, 1.7561025997565105, 0.0020500000937317964, 1.3415926535897924]	Right	[-7.122452341998931, 2.6148717460554303]	0.24
183	[2.733836025293062, 1.283649875275746, 0.0020500000937317964, 1.5415926535897924]	[2.4357159157186876, 1.3523841481486232, 0.0020500000937317964, 1.5415926535897924]	Left	[-50.015970203496956, 6.929309590093163]	0.24
184	[2.4880305576548665, 1.430890060276879, 0.0020500000937317964, 1.5415926535897924]	[2.733836025293062, 1.283649875275746, 0.0020500000937317964, 1.5415926535897924]	Right	[-107.86516853932544, 10.175979648061038]	0.24
185	[2.790822590797447, 1.5220875638906426, 0.0020500000937317964, 1.5415926535897924]	[2.4880305576548665, 1.430890060276879, 0.0020500000937317964, 1.5415926535897924]	Left	[-15.973377703826964, 3.915921678950421]	0.24
186	[2.7446398485445394, 1.6534921084011027, 0.0020500000937317964, 1.7415926535897923]	[2.4880305576548665, 1.430890060276879, 0.0020500000937317964, 1.5415926535897924]	Left	[-7.012417823228636, 2.5945945945945947]	0.24
187	[2.4812807017574, 1.7095452956748887, 0.0020500000937317964, 1.7415926535897923]	[2.7446398485445394, 1.6534921084011027, 0.0020500000937317964, 1.7415926535897923]	Right	[-12.3561186662823, 3.4441071295229784]	0.24
188	[2.694661168392464, 1.6549520845161674, 0.0020500000937317964, 1.7415926535897923]	[2.4880305576548665, 1.430890060276879, 0.0020500000937317964, 1.5415926535897924]	Left	[-6.886657101865134, 2.5712236032267843]	0.24
189	[2.4669771366727287, 1.7983396073340423, 0.0020500000937317964, 1.9415926535897923]	[2.694661168392464, 1.6549520845161674, 0.0020500000937317964, 1.7415926535897923]	Right	[-7.086836534884261, 2.6083257222764358]	0.24
190	[2.570042670336539, 2.085180148001839, 0.0020500000937317964, 1.7415926535897923]	[2.4669771366727287, 1.7983396073340423, 0.0020500000937317964, 1.9415926535897923]	Left	[-4.785023911870854, 2.1432738871632857]	0.24
191	[2.4584787795277165, 1.8476120938334653, 0.0020500000937317964, 1.9415926535897923]	[2.694661168392464, 1.6549520845161674, 0.0020500000937317964, 1.7415926535897923]	Right	[-5.500469346849824, 2.297923099882986]	0.24
192	[2.669747085750923, 1.9941238776106671, 0.0020500000937317964, 1.7415926535897923]	[2.4584787795277165, 1.8476120938334653, 0.0020500000937317964, 1.9415926535897923]	Left	[-8.300318187666488, 2.822818708340978]	0.24
193	[2.640758465392789, 2.068687004488045, 0.0020500000937317964, 1.9415926535897923]	[2.4584787795277165, 1.8476120938334653, 0.0020500000937317964, 1.9415926535897923]	Left	[-5.514639819616017, 2.3008811848575266]	0.24
194	[2.6231451314525613, 1.9760059898868334, 0.0020500000937317964, 2.1415926535897922]	[2.4584787795277165, 1.8476120938334653, 0.0020500000937317964, 1.9415926535897923]	Left	[-8.873265886293328, 2.918618723102008]	0.24
195	[2.4451955236026754, 1.790442154331325, 0.0020500000937317964, 2.3415926535897924]	[2.6231451314525613, 1.9760059898868334, 0.0020500000937317964, 2.1415926535897922]	Right	[-278.6771186201583, 16.356345370386133]	0.24
196	[2.288507854900915, 2.034468739925615, 0.0020500000937317964, 1.9415926535897923]	[2.6231451314525613, 1.9760059898868334, 0.0020500000937317964, 2.1415926535897922]	Right	[-15.045719850354757, 3.8005119466120045]	0.24
197	[2.408539157796296, 1.2157773261051112, 0.0020500000937317964, 1.7415926535897923]	[2.671898304583435, 1.1597241388313253, 0.0020500000937317964, 1.7415926535897923]	Right	[-11.866501854140916, 3.3751802588862243]	0.24
198	[2.6650996188674254, 1.1991421280308636, 0.0020500000937317964, 1.9415926535897923]	[2.408539157796296, 1.2157773261051112, 0.0020500000937317964, 1.7415926535897923]	Left	[-600.0000000000028, 24.000000000000057]	0.24
199	[2.3813597617488846, 1.239038161447107, 0.0020500000937317964, 2.1415926535897922]	[2.6650996188674254, 1.1991421280308636, 0.0020500000937317964, 1.9415926535897923]	Right	[-750.1253938268544, 26.83505874921425]	0.24
200	[2.558158734369714, 1.5189347910806543, 0.0020500000937317964, 2.3415926535897924]	[2.3813597617488846, 1.239038161447107, 0.0020500000937317964, 2.1415926535897922]	Left	[-8.442997008952672, 2.8469768401928675]	0.24
201	[2.3854878930772574, 1.0904348016878618, 0.0020500000937317964, 1.7415926535897923]	[2.6650996188674254, 1.1991421280308636, 0.0020500000937317964, 1.9415926535897923]	Right	[-59.10562392246766, 7.5326886943221645]	0.24
202	[2.592757882707317, 1.3595800253102677, 0.0020500000937317964, 1.7415926535897923]	[2.3854878930772574, 1.0904348016878618, 0.0020500000937317964, 1.7415926535897923]	Left	[-30.99409123811642, 5.454752752287839]	0.24
203	[2.6505287263517525, 1.3188058959558566, 0.0020500000937317964, 1.9415926535897923]	[2.3854878930772574, 1.0904348016878618, 0.0020500000937317964, 1.7415926535897923]	Left	[-66.06234183882125, 7.963657963854827]	0.24
