i	f_sup	f_swg	f_swg_id	traj_h
0	[-2.6, 2, 0.000205, 1.5707963267948966]	[-2.4, 2, 0.000205, 1.5707963267948966]	Right	None
1	[-2.35, 1.94, 0.0020500000937317964, 1.5707963267948966]	[-2.6, 2, 0.000205, 1.5707963267948966]	Left	0.02
2	[-2.65, 2.0, 0.0020500000937317964, 1.7707963267948965]	[-2.35, 1.94, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
3	[-2.4996806305146158, 2.265149179062498, 0.0020500000937317964, 1.5707963267948966]	[-2.65, 2.0, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
4	[-2.7496806305146158, 2.445149179062498, 0.0020500000937317964, 1.7707963267948965]	[-2.4996806305146158, 2.265149179062498, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
5	[-2.432797061850998, 2.186876653596539, 0.0020500000937317964, 1.7707963267948965]	[-2.65, 2.0, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
6	[-2.6, 2.08, 0.0020500000937317964, 1.3707963267948966]	[-2.35, 1.94, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
7	[-2.3351164224601835, 2.128339325085359, 0.0020500000937317964, 1.5707963267948966]	[-2.6, 2.08, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
8	[-2.3000000000000003, 2.06, 0.0020500000937317964, 1.3707963267948966]	[-2.6, 2, 0.000205, 1.5707963267948966]	Left	0.02
9	[-2.46819960925694, 2.236943187056786, 0.0020500000937317964, 1.3707963267948966]	[-2.3000000000000003, 2.06, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
10	[-2.499322698377447, 2.335082645602251, 0.0020500000937317964, 1.5707963267948966]	[-2.3000000000000003, 2.06, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
11	[-2.199322698377447, 2.5150826456022513, 0.0020500000937317964, 1.3707963267948966]	[-2.499322698377447, 2.335082645602251, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
12	[-2.4602528360251377, 2.276145850170436, 0.0020500000937317964, 1.1707963267948966]	[-2.3000000000000003, 2.06, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
13	[-2.144992703593407, 2.251426446878129, 0.0020500000937317964, 1.1707963267948966]	[-2.4602528360251377, 2.276145850170436, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
14	[-2.2526755366860414, 2.253525841348879, 0.0020500000937317964, 0.9707963267948967]	[-2.4602528360251377, 2.276145850170436, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
15	[-2.417742659667977, 2.366454336027886, 0.0020500000937317964, 0.7707963267948967]	[-2.2526755366860414, 2.253525841348879, 0.0020500000937317964, 0.9707963267948967]	Right	0.02
16	[-2.2066224869858972, 2.234054924233446, 0.0020500000937317964, 0.9707963267948967]	[-2.4602528360251377, 2.276145850170436, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
17	[-2.4468349391170188, 2.3256954056876245, 0.0020500000937317964, 0.9707963267948967]	[-2.2066224869858972, 2.234054924233446, 0.0020500000937317964, 0.9707963267948967]	Right	0.02
18	[-2.1201843083688106, 2.2718496497564686, 0.0020500000937317964, 0.7707963267948967]	[-2.4468349391170188, 2.3256954056876245, 0.0020500000937317964, 0.9707963267948967]	Left	0.02
19	[-2.2595256502382437, 2.4153208679363734, 0.0020500000937317964, 0.9707963267948967]	[-2.1201843083688106, 2.2718496497564686, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
20	[-2.015408580981003, 2.417939359344721, 0.0020500000937317964, 0.7707963267948967]	[-2.2595256502382437, 2.4153208679363734, 0.0020500000937317964, 0.9707963267948967]	Left	0.02
21	[-2.224420593785153, 2.633146186614578, 0.0020500000937317964, 0.9707963267948967]	[-2.015408580981003, 2.417939359344721, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
22	[-2.2861549557189886, 2.5288588795871556, 0.0020500000937317964, 0.5707963267948968]	[-2.1201843083688106, 2.2718496497564686, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
23	[-2.1745525230470206, 2.2439994457926984, 0.0020500000937317964, 0.37079632679489677]	[-2.2861549557189886, 2.5288588795871556, 0.0020500000937317964, 0.5707963267948968]	Left	0.02
24	[-2.227337504231989, 2.5453526368514665, 0.0020500000937317964, 0.37079632679489677]	[-2.1745525230470206, 2.2439994457926984, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
25	[-2.153820165345633, 2.466643038433811, 0.0020500000937317964, 0.37079632679489677]	[-2.1745525230470206, 2.2439994457926984, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
26	[-1.87734580352853, 2.252255708449445, 0.0020500000937317964, 0.17079632679489676]	[-2.153820165345633, 2.466643038433811, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
27	[-1.9135815789761974, 2.345459617046167, 0.0020500000937317964, 0.37079632679489677]	[-2.153820165345633, 2.466643038433811, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
28	[-1.951908930405908, 2.2232670880913106, 0.0020500000937317964, 0.5707963267948968]	[-2.153820165345633, 2.466643038433811, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
29	[-1.9961936842932446, 2.551350706355219, 0.0020500000937317964, 0.5707963267948968]	[-1.951908930405908, 2.2232670880913106, 0.0020500000937317964, 0.5707963267948968]	Right	0.02
30	[-2.050772971893727, 2.5603515008141398, 0.0020500000937317964, 0.37079632679489677]	[-2.1745525230470206, 2.2439994457926984, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
31	[-2.1510793792519536, 2.3184911333851814, 0.0020500000937317964, 0.7707963267948967]	[-2.2861549557189886, 2.5288588795871556, 0.0020500000937317964, 0.5707963267948968]	Left	0.02
32	[-2.165355706240413, 2.2058228005636944, 0.0020500000937317964, 1.1707963267948966]	[-2.4468349391170188, 2.3256954056876245, 0.0020500000937317964, 0.9707963267948967]	Left	0.02
33	[-2.1138392362087153, 2.32511132639836, 0.0020500000937317964, 1.1707963267948966]	[-2.4602528360251377, 2.276145850170436, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
34	[-2.1598922859088594, 2.3445822435137926, 0.0020500000937317964, 1.1707963267948966]	[-2.4602528360251377, 2.276145850170436, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
35	[-2.300591315678591, 2.653780857711619, 0.0020500000937317964, 1.1707963267948966]	[-2.1598922859088594, 2.3445822435137926, 0.0020500000937317964, 1.1707963267948966]	Right	0.02
36	[-1.9347067987467361, 2.748799383639687, 0.0020500000937317964, 1.3707963267948966]	[-2.300591315678591, 2.653780857711619, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
37	[-2.3667924338710615, 2.4972004887311283, 0.0020500000937317964, 0.9707963267948967]	[-2.1598922859088594, 2.3445822435137926, 0.0020500000937317964, 1.1707963267948966]	Right	0.02
38	[-2.017556104187052, 2.47636815739636, 0.0020500000937317964, 0.7707963267948967]	[-2.3667924338710615, 2.4972004887311283, 0.0020500000937317964, 0.9707963267948967]	Left	0.02
39	[-2.2265681169912015, 2.6915749846662167, 0.0020500000937317964, 0.7707963267948967]	[-2.017556104187052, 2.47636815739636, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
40	[-2.2696094824451727, 2.6497725821053866, 0.0020500000937317964, 0.5707963267948968]	[-2.017556104187052, 2.47636815739636, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
41	[-2.156897446056485, 2.6198393755762646, 0.0020500000937317964, 0.7707963267948967]	[-2.017556104187052, 2.47636815739636, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
42	[-2.017556104187052, 2.47636815739636, 0.0020500000937317964, 0.7707963267948967]	[-2.156897446056485, 2.6198393755762646, 0.0020500000937317964, 0.7707963267948967]	Left	0.02
43	[-1.9919055451495946, 2.7800819187261125, 0.0020500000937317964, 0.7707963267948967]	[-2.017556104187052, 2.47636815739636, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
44	[-2.148691416069872, 2.6975095826820703, 0.0020500000937317964, 0.7707963267948967]	[-2.017556104187052, 2.47636815739636, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
45	[-1.810555306903808, 2.6077099630947034, 0.0020500000937317964, 0.5707963267948968]	[-2.148691416069872, 2.6975095826820703, 0.0020500000937317964, 0.7707963267948967]	Left	0.02
46	[-1.918615768077436, 2.776004160056283, 0.0020500000937317964, 0.37079632679489677]	[-1.810555306903808, 2.6077099630947034, 0.0020500000937317964, 0.5707963267948968]	Right	0.02
47	[-1.902066562340135, 2.567854877594237, 0.0020500000937317964, 0.37079632679489677]	[-1.918615768077436, 2.776004160056283, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
48	[-1.8813342046387471, 2.7904984702353497, 0.0020500000937317964, 0.17079632679489676]	[-1.902066562340135, 2.567854877594237, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
49	[-1.652963110370752, 2.525457636960855, 0.0020500000937317964, 0.17079632679489676]	[-1.8813342046387471, 2.7904984702353497, 0.0020500000937317964, 0.17079632679489676]	Left	0.02
50	[-1.5884115659519542, 2.739544297248571, 0.0020500000937317964, -0.029203673205103253]	[-1.652963110370752, 2.525457636960855, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
51	[-1.45723111821653, 2.435584283213939, 0.0020500000937317964, -0.029203673205103253]	[-1.5884115659519542, 2.739544297248571, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
52	[-1.5084456777086337, 2.7372083354644676, 0.0020500000937317964, -0.029203673205103253]	[-1.45723111821653, 2.435584283213939, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
53	[-1.36580951782773, 2.4829350063588986, 0.0020500000937317964, -0.029203673205103253]	[-1.5884115659519542, 2.739544297248571, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
54	[-1.6448262694415168, 2.8312905845314074, 0.0020500000937317964, 0.37079632679489677]	[-1.652963110370752, 2.525457636960855, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
55	[-1.572354718546182, 2.644882767337962, 0.0020500000937317964, 0.17079632679489676]	[-1.6448262694415168, 2.8312905845314074, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
56	[-1.67397348807055, 2.881047171261063, 0.0020500000937317964, -0.029203673205103253]	[-1.572354718546182, 2.644882767337962, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
57	[-1.3398678410498863, 2.681623096569236, 0.0020500000937317964, 0.5707963267948968]	[-1.6448262694415168, 2.8312905845314074, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
58	[-1.7545818798951198, 2.761622040883956, 0.0020500000937317964, -0.029203673205103253]	[-1.652963110370752, 2.525457636960855, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
59	[-1.660464424051227, 2.5587873680455258, 0.0020500000937317964, 0.17079632679489676]	[-1.7545818798951198, 2.761622040883956, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
60	[-1.5564948904328908, 2.7796727140492514, 0.0020500000937317964, 0.17079632679489676]	[-1.660464424051227, 2.5587873680455258, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
61	[-1.6044112367774412, 2.822146514832665, 0.0020500000937317964, 0.17079632679489676]	[-1.660464424051227, 2.5587873680455258, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
62	[-1.7029562097762871, 2.8051498005426407, 0.0020500000937317964, 0.37079632679489677]	[-1.660464424051227, 2.5587873680455258, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
63	[-1.5834184880380355, 2.4564940459572724, 0.0020500000937317964, -0.22920367320510326]	[-1.7545818798951198, 2.761622040883956, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
64	[-1.6633843762813558, 2.4588300077413754, 0.0020500000937317964, -0.029203673205103253]	[-1.7545818798951198, 2.761622040883956, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
65	[-1.5575871115169475, 2.6558247761195477, 0.0020500000937317964, -0.22920367320510326]	[-1.6633843762813558, 2.4588300077413754, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
66	[-1.5056427673677453, 2.4383350404746, 0.0020500000937317964, -0.22920367320510326]	[-1.5575871115169475, 2.6558247761195477, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
67	[-1.6614583883082565, 2.4746873756254937, 0.0020500000937317964, -0.22920367320510326]	[-1.5575871115169475, 2.6558247761195477, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
68	[-1.5975700556386079, 2.656992757011599, 0.0020500000937317964, -0.22920367320510326]	[-1.6633843762813558, 2.4588300077413754, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
69	[-1.4677179010191501, 2.4213268537912045, 0.0020500000937317964, -0.22920367320510326]	[-1.5975700556386079, 2.656992757011599, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
70	[-1.595939721459188, 2.399898723610465, 0.0020500000937317964, -0.4292036732051033]	[-1.5975700556386079, 2.656992757011599, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
71	[-1.5464608579319432, 2.652191890509714, 0.0020500000937317964, -0.4292036732051033]	[-1.595939721459188, 2.399898723610465, 0.0020500000937317964, -0.4292036732051033]	Right	0.02
72	[-1.4165378248855043, 2.647719141465341, 0.0020500000937317964, -0.4292036732051033]	[-1.595939721459188, 2.399898723610465, 0.0020500000937317964, -0.4292036732051033]	Right	0.02
73	[-1.445209346585392, 2.440890845907376, 0.0020500000937317964, -0.22920367320510326]	[-1.4165378248855043, 2.647719141465341, 0.0020500000937317964, -0.4292036732051033]	Left	0.02
74	[-1.4217806114671914, 2.5401435253208873, 0.0020500000937317964, -0.4292036732051033]	[-1.595939721459188, 2.399898723610465, 0.0020500000937317964, -0.4292036732051033]	Right	0.02
75	[-1.3413364419479972, 2.2833776093772653, 0.0020500000937317964, -0.6292036732051033]	[-1.4217806114671914, 2.5401435253208873, 0.0020500000937317964, -0.4292036732051033]	Left	0.02
76	[-1.546624662431334, 2.2673542972731826, 0.0020500000937317964, -0.4292036732051033]	[-1.4217806114671914, 2.5401435253208873, 0.0020500000937317964, -0.4292036732051033]	Left	0.02
77	[-1.4193230226757385, 2.209093740156583, 0.0020500000937317964, -0.22920367320510326]	[-1.4217806114671914, 2.5401435253208873, 0.0020500000937317964, -0.4292036732051033]	Left	0.02
78	[-1.2764978406493017, 2.3811430568629133, 0.0020500000937317964, -0.22920367320510326]	[-1.4193230226757385, 2.209093740156583, 0.0020500000937317964, -0.22920367320510326]	Right	0.02
79	[-1.1580057907644983, 2.0967847720986086, 0.0020500000937317964, -0.029203673205103253]	[-1.2764978406493017, 2.3811430568629133, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
80	[-1.1492459340741117, 2.39665685301106, 0.0020500000937317964, -0.22920367320510326]	[-1.1580057907644983, 2.0967847720986086, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
81	[-1.1206735139552428, 2.0367322858200447, 0.0020500000937317964, -0.029203673205103253]	[-1.2764978406493017, 2.3811430568629133, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
82	[-0.9734333289541099, 2.2825377534582407, 0.0020500000937317964, -0.22920367320510326]	[-1.1206735139552428, 2.0367322858200447, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
83	[-0.9214889848049078, 2.065048017813293, 0.0020500000937317964, -0.22920367320510326]	[-0.9734333289541099, 2.2825377534582407, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
84	[-0.9319904087173854, 2.3313484527182644, 0.0020500000937317964, 0.17079632679489676]	[-1.1206735139552428, 2.0367322858200447, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
85	[-1.3511623942678124, 2.5012480294200414, 0.0020500000937317964, -0.22920367320510326]	[-1.4193230226757385, 2.209093740156583, 0.0020500000937317964, -0.22920367320510326]	Right	0.02
86	[-1.138537543900482, 2.4002991660967217, 0.0020500000937317964, -0.029203673205103253]	[-1.4193230226757385, 2.209093740156583, 0.0020500000937317964, -0.22920367320510326]	Right	0.02
87	[-1.2927315364151206, 2.4876159037384564, 0.0020500000937317964, -0.029203673205103253]	[-1.4193230226757385, 2.209093740156583, 0.0020500000937317964, -0.22920367320510326]	Right	0.02
88	[-1.360005833172933, 2.2394744743161574, 0.0020500000937317964, -0.029203673205103253]	[-1.2927315364151206, 2.4876159037384564, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
89	[-1.4112203926650366, 2.541098526566686, 0.0020500000937317964, 0.17079632679489676]	[-1.360005833172933, 2.2394744743161574, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
90	[-1.419357233594272, 2.2352655789961338, 0.0020500000937317964, -0.029203673205103253]	[-1.4112203926650366, 2.541098526566686, 0.0020500000937317964, 0.17079632679489676]	Left	0.02
91	[-1.5672681997593003, 2.60672701916843, 0.0020500000937317964, -0.6292036732051033]	[-1.595939721459188, 2.399898723610465, 0.0020500000937317964, -0.4292036732051033]	Right	0.02
92	[-1.5578643620573982, 2.2288228410538236, 0.0020500000937317964, -0.4292036732051033]	[-1.5672681997593003, 2.60672701916843, 0.0020500000937317964, -0.6292036732051033]	Left	0.02
93	[-1.5291928403575106, 2.4356511366117886, 0.0020500000937317964, -0.4292036732051033]	[-1.5578643620573982, 2.2288228410538236, 0.0020500000937317964, -0.4292036732051033]	Right	0.02
94	[-1.4448984831517464, 2.0671481361582416, 0.0020500000937317964, -0.4292036732051033]	[-1.5291928403575106, 2.4356511366117886, 0.0020500000937317964, -0.4292036732051033]	Left	0.02
95	[-1.66698005327648, 2.2787604614394805, 0.0020500000937317964, -0.22920367320510326]	[-1.5291928403575106, 2.4356511366117886, 0.0020500000937317964, -0.4292036732051033]	Left	0.02
96	[-1.5994790457121124, 2.1378930983712556, 0.0020500000937317964, -0.6292036732051033]	[-1.5291928403575106, 2.4356511366117886, 0.0020500000937317964, -0.4292036732051033]	Left	0.02
97	[-1.5302886064902186, 2.3349024461704944, 0.0020500000937317964, -0.8292036732051034]	[-1.5994790457121124, 2.1378930983712556, 0.0020500000937317964, -0.6292036732051033]	Right	0.02
98	[-1.236974537657003, 2.2450867625484032, 0.0020500000937317964, -0.4292036732051033]	[-1.5994790457121124, 2.1378930983712556, 0.0020500000937317964, -0.6292036732051033]	Right	0.02
99	[-1.1773377099651658, 1.9428559752634973, 0.0020500000937317964, -0.22920367320510326]	[-1.236974537657003, 2.2450867625484032, 0.0020500000937317964, -0.4292036732051033]	Left	0.02
100	[-1.5083854985301535, 2.4811160079530725, 0.0020500000937317964, -0.6292036732051033]	[-1.5578643620573982, 2.2288228410538236, 0.0020500000937317964, -0.4292036732051033]	Right	0.02
101	[-1.51289622544648, 2.237026570773406, 0.0020500000937317964, -0.6292036732051033]	[-1.5083854985301535, 2.4811160079530725, 0.0020500000937317964, -0.6292036732051033]	Left	0.02
102	[-1.440131549102717, 2.184061470220425, 0.0020500000937317964, -0.6292036732051033]	[-1.5083854985301535, 2.4811160079530725, 0.0020500000937317964, -0.6292036732051033]	Left	0.02
103	[-1.2930062697888804, 2.386185571175323, 0.0020500000937317964, -0.6292036732051033]	[-1.440131549102717, 2.184061470220425, 0.0020500000937317964, -0.6292036732051033]	Right	0.02
104	[-1.440131549102717, 2.184061470220425, 0.0020500000937317964, -0.8292036732051034]	[-1.2930062697888804, 2.386185571175323, 0.0020500000937317964, -0.6292036732051033]	Left	0.02
105	[-1.2930062697888804, 2.386185571175323, 0.0020500000937317964, -0.4292036732051033]	[-1.440131549102717, 2.184061470220425, 0.0020500000937317964, -0.6292036732051033]	Right	0.02
106	[-1.417850320753023, 2.113396343127618, 0.0020500000937317964, -0.22920367320510326]	[-1.2930062697888804, 2.386185571175323, 0.0020500000937317964, -0.4292036732051033]	Left	0.02
107	[-1.2853058944157407, 2.1627114021554723, 0.0020500000937317964, -0.22920367320510326]	[-1.2930062697888804, 2.386185571175323, 0.0020500000937317964, -0.4292036732051033]	Left	0.02
108	[-1.1311206076546494, 2.3834531004057125, 0.0020500000937317964, -0.029203673205103253]	[-1.2853058944157407, 2.1627114021554723, 0.0020500000937317964, -0.22920367320510326]	Right	0.02
109	[-1.6306290384011612, 2.2817879416068045, 0.0020500000937317964, -0.6292036732051033]	[-1.5672681997593003, 2.60672701916843, 0.0020500000937317964, -0.6292036732051033]	Left	0.02
110	[-1.743818534935904, 2.364178098022553, 0.0020500000937317964, -0.8292036732051034]	[-1.5672681997593003, 2.60672701916843, 0.0020500000937317964, -0.6292036732051033]	Left	0.02
111	[-1.52879347377254, 2.4255313625786585, 0.0020500000937317964, -0.8292036732051034]	[-1.743818534935904, 2.364178098022553, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
112	[-1.7131419026578514, 2.2566655674408707, 0.0020500000937317964, -1.0292036732051033]	[-1.52879347377254, 2.4255313625786585, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
113	[-1.6726141118247821, 2.212421944508396, 0.0020500000937317964, -0.6292036732051034]	[-1.52879347377254, 2.4255313625786585, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
114	[-1.6726141118247821, 2.212421944508396, 0.0020500000937317964, -1.0292036732051033]	[-1.52879347377254, 2.4255313625786585, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
115	[-1.5577853711310865, 2.0870650128663844, 0.0020500000937317964, -0.8292036732051034]	[-1.52879347377254, 2.4255313625786585, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
116	[-1.7131419026578514, 2.2566655674408707, 0.0020500000937317964, -0.8292036732051034]	[-1.52879347377254, 2.4255313625786585, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
117	[-1.676272216880789, 2.2904387264684285, 0.0020500000937317964, -1.0292036732051033]	[-1.52879347377254, 2.4255313625786585, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
118	[-1.4327242741519945, 2.2735745753610686, 0.0020500000937317964, -1.2292036732051033]	[-1.676272216880789, 2.2904387264684285, 0.0020500000937317964, -1.0292036732051033]	Right	0.02
119	[-1.6347810443035686, 2.0956053037552262, 0.0020500000937317964, -1.4292036732051032]	[-1.4327242741519945, 2.2735745753610686, 0.0020500000937317964, -1.2292036732051033]	Left	0.02
120	[-1.3872829201534573, 2.1308853057701933, 0.0020500000937317964, -1.6292036732051032]	[-1.6347810443035686, 2.0956053037552262, 0.0020500000937317964, -1.4292036732051032]	Right	0.02
121	[-1.586941875312408, 2.1425601344557093, 0.0020500000937317964, -1.4292036732051032]	[-1.3872829201534573, 2.1308853057701933, 0.0020500000937317964, -1.6292036732051032]	Left	0.02
122	[-1.633354165496491, 2.2053765281747735, 0.0020500000937317964, -1.4292036732051032]	[-1.3872829201534573, 2.1308853057701933, 0.0020500000937317964, -1.6292036732051032]	Left	0.02
123	[-1.3773888408627875, 2.1812569803937136, 0.0020500000937317964, -1.4292036732051032]	[-1.633354165496491, 2.2053765281747735, 0.0020500000937317964, -1.4292036732051032]	Right	0.02
124	[-1.3448236169999495, 2.3071120803887606, 0.0020500000937317964, -1.6292036732051032]	[-1.633354165496491, 2.2053765281747735, 0.0020500000937317964, -1.4292036732051032]	Right	0.02
125	[-1.6443120497383754, 2.3246243234170345, 0.0020500000937317964, -1.6292036732051032]	[-1.3448236169999495, 2.3071120803887606, 0.0020500000937317964, -1.6292036732051032]	Left	0.02
126	[-1.547985020764555, 2.2588892225265913, 0.0020500000937317964, -1.6292036732051032]	[-1.3448236169999495, 2.3071120803887606, 0.0020500000937317964, -1.6292036732051032]	Left	0.02
127	[-1.254334002368887, 2.141547501918842, 0.0020500000937317964, -1.8292036732051031]	[-1.547985020764555, 2.2588892225265913, 0.0020500000937317964, -1.6292036732051032]	Right	0.02
128	[-1.3617521185939476, 2.017606595408282, 0.0020500000937317964, -1.6292036732051032]	[-1.547985020764555, 2.2588892225265913, 0.0020500000937317964, -1.6292036732051032]	Right	0.02
129	[-1.3588334114225686, 2.0675213341980196, 0.0020500000937317964, -1.8292036732051031]	[-1.547985020764555, 2.2588892225265913, 0.0020500000937317964, -1.6292036732051032]	Right	0.02
130	[-1.536860583816851, 2.1766374461581535, 0.0020500000937317964, -2.029203673205103]	[-1.3588334114225686, 2.0675213341980196, 0.0020500000937317964, -1.8292036732051031]	Left	0.02
131	[-1.267833058916607, 2.043881313169698, 0.0020500000937317964, -2.2292036732051033]	[-1.536860583816851, 2.1766374461581535, 0.0020500000937317964, -2.029203673205103]	Right	0.02
132	[-1.3309576739523303, 2.1419388624792317, 0.0020500000937317964, -2.029203673205103]	[-1.536860583816851, 2.1766374461581535, 0.0020500000937317964, -2.029203673205103]	Right	0.02
133	[-1.6442372431820598, 2.1850191538342725, 0.0020500000937317964, -2.029203673205103]	[-1.3309576739523303, 2.1419388624792317, 0.0020500000937317964, -2.029203673205103]	Left	0.02
134	[-1.4017609448795068, 1.998457515865768, 0.0020500000937317964, -2.2292036732051033]	[-1.6442372431820598, 2.1850191538342725, 0.0020500000937317964, -2.029203673205103]	Right	0.02
135	[-1.3752097182818157, 2.052263020845817, 0.0020500000937317964, -1.8292036732051031]	[-1.6442372431820598, 2.1850191538342725, 0.0020500000937317964, -2.029203673205103]	Right	0.02
136	[-1.521827341056339, 1.8681346072537055, 0.0020500000937317964, -2.029203673205103]	[-1.6442372431820598, 2.1850191538342725, 0.0020500000937317964, -2.029203673205103]	Right	0.02
137	[-1.4383343333175391, 2.1503205701553507, 0.0020500000937317964, -1.8292036732051031]	[-1.6442372431820598, 2.1850191538342725, 0.0020500000937317964, -2.029203673205103]	Right	0.02
138	[-1.677691370198261, 2.027405115896414, 0.0020500000937317964, -2.029203673205103]	[-1.4383343333175391, 2.1503205701553507, 0.0020500000937317964, -1.8292036732051031]	Left	0.02
139	[-1.6796388786456478, 2.1132784805275406, 0.0020500000937317964, -2.029203673205103]	[-1.3309576739523303, 2.1419388624792317, 0.0020500000937317964, -2.029203673205103]	Left	0.02
140	[-1.557228976519927, 1.7963939339469737, 0.0020500000937317964, -2.2292036732051033]	[-1.6796388786456478, 2.1132784805275406, 0.0020500000937317964, -2.029203673205103]	Right	0.02
141	[-1.718259431041968, 1.9968164693975183, 0.0020500000937317964, -2.2292036732051033]	[-1.557228976519927, 1.7963939339469737, 0.0020500000937317964, -2.2292036732051033]	Left	0.02
142	[-1.816156693592803, 1.8702616354912118, 0.0020500000937317964, -2.029203673205103]	[-1.557228976519927, 1.7963939339469737, 0.0020500000937317964, -2.2292036732051033]	Left	0.02
143	[-1.8651053248682206, 1.8069842185380585, 0.0020500000937317964, -2.2292036732051033]	[-1.557228976519927, 1.7963939339469737, 0.0020500000937317964, -2.2292036732051033]	Left	0.02
144	[-1.6890008003881674, 1.5443300800638011, 0.0020500000937317964, -2.4292036732051034]	[-1.8651053248682206, 1.8069842185380585, 0.0020500000937317964, -2.2292036732051033]	Right	0.02
145	[-1.8197295245608898, 1.6956905791253867, 0.0020500000937317964, -2.2292036732051033]	[-1.6890008003881674, 1.5443300800638011, 0.0020500000937317964, -2.4292036732051034]	Left	0.02
146	[-1.6680993157185453, 1.4013977321745525, 0.0020500000937317964, -2.4292036732051034]	[-1.8197295245608898, 1.6956905791253867, 0.0020500000937317964, -2.2292036732051033]	Right	0.02
147	[-1.5824392109865648, 1.512133211842571, 0.0020500000937317964, -2.029203673205103]	[-1.8197295245608898, 1.6956905791253867, 0.0020500000937317964, -2.2292036732051033]	Right	0.02
148	[-1.9607741361780437, 1.7060064665698185, 0.0020500000937317964, -2.4292036732051034]	[-1.6890008003881674, 1.5443300800638011, 0.0020500000937317964, -2.4292036732051034]	Left	0.02
149	[-1.8956982194153564, 1.7674358329423376, 0.0020500000937317964, -2.4292036732051034]	[-1.557228976519927, 1.7963939339469737, 0.0020500000937317964, -2.2292036732051033]	Left	0.02
150	[-1.7776954639179292, 1.5390165918635388, 0.0020500000937317964, -2.4292036732051034]	[-1.8956982194153564, 1.7674358329423376, 0.0020500000937317964, -2.4292036732051034]	Right	0.02
