i	f_sup	f_swg	f_swg_id	traj_h
3450	[1.1915070850704519, 2.8190727450292834, 0.0020500000937317964, 1.5707963267948966]	[0.9954937695022035, 2.8588066111882955, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
3451	[0.8954937695022034, 2.7988066111882954, 0.0020500000937317964, 1.5707963267948966]	[1.1954937695022034, 2.8588066111882955, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
3452	[1.1454937695022034, 2.8588066111882955, 0.0020500000937317964, 1.5707963267948966]	[0.9454937695022034, 2.7988066111882954, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3453	[0.9454937695022034, 2.7988066111882954, 0.0020500000937317964, 1.5707963267948966]	[1.1454937695022034, 2.8588066111882955, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
3454	[1.1954937695022034, 2.7988066111882954, 0.0020500000937317964, 1.3707963267948966]	[0.9454937695022034, 2.7988066111882954, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3455	[1.2454937695022035, 2.7988066111882954, 0.0020500000937317964, 1.7707963267948965]	[0.9454937695022034, 2.7988066111882954, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3456	[1.1954937695022034, 2.7988066111882954, 0.0020500000937317964, 1.7707963267948965]	[0.9454937695022034, 2.7988066111882954, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3457	[1.1454937695022034, 2.7988066111882954, 0.0020500000937317964, 1.5707963267948966]	[0.9454937695022034, 2.7988066111882954, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3458	[0.8454937695022033, 2.7988066111882954, 0.0020500000937317964, 1.3707963267948966]	[1.1454937695022034, 2.7988066111882954, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
3459	[1.1673274491658843, 2.876415132847551, 0.0020500000937317964, 1.5707963267948966]	[0.8454937695022033, 2.7988066111882954, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
3460	[0.8454937695022033, 2.7388066111882954, 0.0020500000937317964, 1.3707963267948966]	[1.1454937695022034, 2.7988066111882954, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
3461	[0.9454937695022034, 2.7988066111882954, 0.0020500000937317964, 1.7707963267948965]	[1.1454937695022034, 2.7988066111882954, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
3462	[0.9454937695022034, 2.7388066111882954, 0.0020500000937317964, 1.5707963267948966]	[1.1454937695022034, 2.7988066111882954, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
3463	[0.9454937695022034, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	[1.1454937695022034, 2.7988066111882954, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
3464	[0.8454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	[1.1454937695022034, 2.7988066111882954, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
3465	[1.1024305738102174, 2.8496699492165862, 0.0020500000937317964, 1.7707963267948965]	[0.8454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
3466	[0.9064172582419691, 2.809936083057574, 0.0020500000937317964, 1.7707963267948965]	[1.1024305738102174, 2.8496699492165862, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3467	[0.8944970983942654, 2.8687400777280483, 0.0020500000937317964, 1.5707963267948966]	[1.1024305738102174, 2.8496699492165862, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3468	[0.8084106004578449, 2.790069149978068, 0.0020500000937317964, 1.7707963267948965]	[1.1024305738102174, 2.8496699492165862, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3469	[0.857413929349907, 2.800002616517821, 0.0020500000937317964, 1.7707963267948965]	[1.1024305738102174, 2.8496699492165862, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3470	[0.8454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	[1.1024305738102174, 2.8496699492165862, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3471	[0.9064172582419691, 2.809936083057574, 0.0020500000937317964, 1.5707963267948966]	[1.1024305738102174, 2.8496699492165862, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3472	[0.9183374180896727, 2.7511320883870996, 0.0020500000937317964, 1.5707963267948966]	[1.1024305738102174, 2.8496699492165862, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3473	[0.8454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.5707963267948966]	[1.1024305738102174, 2.8496699492165862, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3474	[1.1454937695022034, 2.7988066111882954, 0.0020500000937317964, 1.7707963267948965]	[0.8454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3475	[1.1454937695022034, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	[0.8454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3476	[0.8885569651941894, 2.8679432731600047, 0.0020500000937317964, 1.7707963267948965]	[1.1454937695022034, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3477	[0.9494804539339551, 2.8190727450292834, 0.0020500000937317964, 1.5707963267948966]	[1.1454937695022034, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3478	[0.8514737961498309, 2.7992058119497774, 0.0020500000937317964, 1.5707963267948966]	[1.1454937695022034, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3479	[0.9123972848895967, 2.7503352838190556, 0.0020500000937317964, 1.5707963267948966]	[1.1454937695022034, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3480	[0.9494804539339551, 2.8190727450292834, 0.0020500000937317964, 1.7707963267948965]	[1.1454937695022034, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3481	[0.8514737961498309, 2.7992058119497774, 0.0020500000937317964, 1.9707963267948965]	[1.1454937695022034, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3482	[1.1454937695022034, 2.8588066111882955, 0.0020500000937317964, 1.3707963267948966]	[0.8454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3483	[1.0954937695022033, 2.7988066111882954, 0.0020500000937317964, 1.3707963267948966]	[0.8454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3484	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.5707963267948966]	[0.8454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3485	[0.8454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.5707963267948966]	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
3486	[0.8454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.3707963267948966]	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
3487	[0.7954937695022033, 2.8588066111882955, 0.0020500000937317964, 1.5707963267948966]	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
3488	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	[0.7954937695022033, 2.8588066111882955, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3489	[0.7885569651941893, 2.8679432731600047, 0.0020500000937317964, 1.5707963267948966]	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3490	[1.0385569651941893, 2.8679432731600047, 0.0020500000937317964, 1.7707963267948965]	[0.7885569651941893, 2.8679432731600047, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3491	[0.8544638094736446, 2.769405412330518, 0.0020500000937317964, 1.5707963267948966]	[1.0385569651941893, 2.8679432731600047, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3492	[1.0885569651941893, 2.8679432731600047, 0.0020500000937317964, 1.5707963267948966]	[0.7885569651941893, 2.8679432731600047, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3493	[0.8885569651941894, 2.8679432731600047, 0.0020500000937317964, 1.7707963267948965]	[1.0885569651941893, 2.8679432731600047, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
3494	[1.0964904406101414, 2.8488731446485427, 0.0020500000937317964, 1.5707963267948966]	[0.8885569651941894, 2.8679432731600047, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
3495	[1.0385569651941893, 2.8679432731600047, 0.0020500000937317964, 1.3707963267948966]	[0.7885569651941893, 2.8679432731600047, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3496	[1.0885569651941893, 2.8679432731600047, 0.0020500000937317964, 1.7707963267948965]	[0.7885569651941893, 2.8679432731600047, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3497	[0.7945369918418168, 2.8083424739214866, 0.0020500000937317964, 1.5707963267948966]	[1.0885569651941893, 2.8679432731600047, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3498	[0.892543649625941, 2.8282094070009927, 0.0020500000937317964, 1.5707963267948966]	[1.0885569651941893, 2.8679432731600047, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3499	[1.0385569651941893, 2.8679432731600047, 0.0020500000937317964, 1.5707963267948966]	[0.7885569651941893, 2.8679432731600047, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3500	[0.7395536363021271, 2.8580098066202515, 0.0020500000937317964, 1.7707963267948965]	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3501	[0.9964904406101411, 2.8488731446485422, 0.0020500000937317964, 1.9707963267948965]	[0.7395536363021271, 2.8580098066202515, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
3502	[0.7201721424092756, 2.732047641955947, 0.0020500000937317964, 1.9707963267948965]	[0.9964904406101411, 2.8488731446485422, 0.0020500000937317964, 1.9707963267948965]	Right	0.02
3503	[0.7662251921094199, 2.7515185590713798, 0.0020500000937317964, 2.1707963267948966]	[0.9964904406101411, 2.8488731446485422, 0.0020500000937317964, 1.9707963267948965]	Right	0.02
3504	[0.7633939559975345, 2.7404018172793028, 0.0020500000937317964, 1.9707963267948965]	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3505	[0.8123972848895966, 2.7503352838190556, 0.0020500000937317964, 1.9707963267948965]	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3506	[0.7633939559975345, 2.7404018172793028, 0.0020500000937317964, 1.5707963267948966]	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3507	[1.0133939559975345, 2.800401817279303, 0.0020500000937317964, 1.5707963267948966]	[0.7633939559975345, 2.7404018172793028, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3508	[0.7885569651941893, 2.8679432731600047, 0.0020500000937317964, 1.7707963267948965]	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3509	[0.7514737961498308, 2.7992058119497774, 0.0020500000937317964, 1.9707963267948965]	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3510	[0.8123972848895966, 2.7503352838190556, 0.0020500000937317964, 1.7707963267948965]	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3511	[0.7514737961498308, 2.7992058119497774, 0.0020500000937317964, 1.7707963267948965]	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3512	[0.8614006137816587, 2.760268750358809, 0.0020500000937317964, 1.5707963267948966]	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3513	[0.7395536363021271, 2.8580098066202515, 0.0020500000937317964, 1.9707963267948965]	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3514	[0.800477125041893, 2.80913927848953, 0.0020500000937317964, 1.5707963267948966]	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3515	[0.7514737961498308, 2.7992058119497774, 0.0020500000937317964, 1.5707963267948966]	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3516	[0.8614006137816587, 2.760268750358809, 0.0020500000937317964, 1.7707963267948965]	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3517	[0.8123972848895966, 2.7503352838190556, 0.0020500000937317964, 1.5707963267948966]	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3518	[0.7633939559975345, 2.7404018172793028, 0.0020500000937317964, 1.7707963267948965]	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3519	[1.0954937695022033, 2.7988066111882954, 0.0020500000937317964, 1.3707963267948966]	[0.7954937695022033, 2.8588066111882955, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3520	[1.0454937695022033, 2.7988066111882954, 0.0020500000937317964, 1.5707963267948966]	[0.7954937695022033, 2.8588066111882955, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3521	[0.7964904406101412, 2.8488731446485422, 0.0020500000937317964, 1.5707963267948966]	[1.1024305738102174, 2.8496699492165862, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3522	[1.0464904406101412, 2.788873144648542, 0.0020500000937317964, 1.3707963267948966]	[0.7964904406101412, 2.8488731446485422, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3523	[0.9964904406101411, 2.8488731446485422, 0.0020500000937317964, 1.7707963267948965]	[0.7964904406101412, 2.8488731446485422, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3524	[0.7024704672577686, 2.789272345410024, 0.0020500000937317964, 1.5707963267948966]	[0.9964904406101411, 2.8488731446485422, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3525	[0.7395536363021271, 2.8580098066202515, 0.0020500000937317964, 1.5707963267948966]	[0.9964904406101411, 2.8488731446485422, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3526	[0.9895536363021271, 2.8580098066202515, 0.0020500000937317964, 1.7707963267948965]	[0.7395536363021271, 2.8580098066202515, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3527	[1.0395536363021272, 2.8580098066202515, 0.0020500000937317964, 1.7707963267948965]	[0.7395536363021271, 2.8580098066202515, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3528	[0.8064571516895205, 2.7495384792510116, 0.0020500000937317964, 1.7707963267948965]	[1.0395536363021272, 2.8580098066202515, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3529	[0.7514737961498308, 2.799205811949777, 0.0020500000937317964, 1.9707963267948965]	[0.9964904406101411, 2.8488731446485422, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3530	[0.7024704672577686, 2.789272345410024, 0.0020500000937317964, 1.9707963267948965]	[0.9964904406101411, 2.8488731446485422, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3531	[0.8866826660583457, 2.867156013871754, 0.0020500000937317964, 1.7707963267948965]	[0.7024704672577686, 2.789272345410024, 0.0020500000937317964, 1.9707963267948965]	Left	0.02
3532	[0.6416660215980352, 2.8174886811729887, 0.0020500000937317964, 1.5707963267948966]	[0.8866826660583457, 2.867156013871754, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3533	[0.7514737961498308, 2.799205811949777, 0.0020500000937317964, 1.7707963267948965]	[0.9964904406101411, 2.8488731446485422, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3534	[0.9594072715657828, 2.780135683438315, 0.0020500000937317964, 1.9707963267948965]	[0.7514737961498308, 2.799205811949777, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
3535	[0.6902001888341964, 2.7748871972614406, 0.0020500000937317964, 2.1707963267948966]	[0.9594072715657828, 2.780135683438315, 0.0020500000937317964, 1.9707963267948965]	Right	0.02
3536	[0.8891458602198342, 2.838295555045867, 0.0020500000937317964, 1.9707963267948967]	[0.6902001888341964, 2.7748871972614406, 0.0020500000937317964, 2.1707963267948966]	Left	0.02
3537	[0.5738857277881037, 2.8135761517535602, 0.0020500000937317964, 2.1707963267948966]	[0.8891458602198342, 2.838295555045867, 0.0020500000937317964, 1.9707963267948967]	Right	0.02
3538	[0.5583089940957576, 2.8504185915136757, 0.0020500000937317964, 1.9707963267948967]	[0.8891458602198342, 2.838295555045867, 0.0020500000937317964, 1.9707963267948967]	Right	0.02
3539	[1.0454937695022033, 2.858806611188295, 0.0020500000937317964, 1.7707963267948965]	[0.7514737961498308, 2.799205811949777, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
3540	[1.0084106004578448, 2.7900691499780677, 0.0020500000937317964, 1.9707963267948965]	[0.7514737961498308, 2.799205811949777, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
3541	[0.7633939559975345, 2.7404018172793023, 0.0020500000937317964, 1.5707963267948966]	[0.9964904406101411, 2.8488731446485422, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3542	[0.8123972848895965, 2.7503352838190556, 0.0020500000937317964, 1.5707963267948966]	[0.9964904406101411, 2.8488731446485422, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3543	[0.8004771250418928, 2.80913927848953, 0.0020500000937317964, 1.9707963267948965]	[0.9964904406101411, 2.8488731446485422, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3544	[0.7514737961498308, 2.799205811949777, 0.0020500000937317964, 1.5707963267948966]	[0.9964904406101411, 2.8488731446485422, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3545	[0.9514737961498307, 2.739205811949777, 0.0020500000937317964, 1.7707963267948965]	[0.7514737961498308, 2.799205811949777, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3546	[0.690550307410065, 2.8480763400804983, 0.0020500000937317964, 1.9707963267948965]	[0.9964904406101411, 2.8488731446485422, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3547	[0.7633939559975345, 2.7404018172793023, 0.0020500000937317964, 1.9707963267948965]	[0.9964904406101411, 2.8488731446485422, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3548	[0.9936592044982557, 2.837756402856465, 0.0020500000937317964, 1.7707963267948965]	[0.7633939559975345, 2.7404018172793023, 0.0020500000937317964, 1.9707963267948965]	Left	0.02
3549	[0.7143906271054723, 2.7304683507395495, 0.0020500000937317964, 1.7707963267948965]	[0.9964904406101411, 2.8488731446485422, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3550	[0.7633939559975345, 2.7404018172793023, 0.0020500000937317964, 1.7707963267948965]	[0.9964904406101411, 2.8488731446485422, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3551	[0.8004771250418928, 2.80913927848953, 0.0020500000937317964, 1.7707963267948965]	[0.9964904406101411, 2.8488731446485422, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3552	[1.0454937695022033, 2.8588066111882955, 0.0020500000937317964, 1.7707963267948965]	[0.8004771250418928, 2.80913927848953, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
3553	[0.7964904406101412, 2.8488731446485422, 0.0020500000937317964, 1.9707963267948965]	[1.1024305738102174, 2.8496699492165862, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3554	[0.8203307603055485, 2.7312651553075935, 0.0020500000937317964, 1.5707963267948966]	[1.1024305738102174, 2.8496699492165862, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3555	[1.0203307603055485, 2.7312651553075935, 0.0020500000937317964, 1.3707963267948966]	[0.8203307603055485, 2.7312651553075935, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
3556	[0.8693340891976107, 2.7411986218473463, 0.0020500000937317964, 1.7707963267948965]	[1.1024305738102174, 2.8496699492165862, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
3557	[1.2275935830068723, 2.6804018172793027, 0.0020500000937317964, 1.1707963267948966]	[0.9454937695022034, 2.7988066111882954, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
3558	[1.1613740181499579, 2.857079402813407, 0.0020500000937317964, 1.1707963267948966]	[0.9454937695022034, 2.7988066111882954, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
3559	[1.1415070850704518, 2.7590727450292833, 0.0020500000937317964, 1.1707963267948966]	[0.9454937695022034, 2.7988066111882954, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
3560	[0.7044187609258661, 2.4555121876367934, 0.0020500000937317964, 0.37079632679489677]	[0.8124792220994941, 2.287217990675214, 0.0020500000937317964, 0.5707963267948968]	Right	0.02
3561	[0.7746747646652942, 2.2188745711082523, 0.0020500000937317964, 0.5707963267948968]	[0.7400076712041593, 2.4736258078686593, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
3562	[0.6967311713856419, 2.5253460971374353, 0.0020500000937317964, 0.37079632679489677]	[0.7746747646652942, 2.2188745711082523, 0.0020500000937317964, 0.5707963267948968]	Right	0.02
3563	[0.7692027222809766, 2.33893827994399, 0.0020500000937317964, 0.37079632679489677]	[0.6967311713856419, 2.5253460971374353, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
3564	[0.6604953959379745, 2.618550005734158, 0.0020500000937317964, 0.17079632679489676]	[0.7692027222809766, 2.33893827994399, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
3565	[0.8624066308776992, 2.3751740553916574, 0.0020500000937317964, 0.37079632679489677]	[0.6967311713856419, 2.5253460971374353, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
3566	[0.8650211008552534, 2.6444196023311313, 0.0020500000937317964, 0.17079632679489676]	[0.8624066308776992, 2.3751740553916574, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
3567	[1.0539742059237103, 2.372580083340627, 0.0020500000937317964, 0.17079632679489676]	[0.8650211008552534, 2.6444196023311313, 0.0020500000937317964, 0.17079632679489676]	Left	0.02
3568	[1.1803650144515607, 2.6988090880592086, 0.0020500000937317964, 0.37079632679489677]	[1.0539742059237103, 2.372580083340627, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
3569	[1.1015290360524839, 2.685211716627189, 0.0020500000937317964, -0.029203673205103253]	[1.0539742059237103, 2.372580083340627, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
3570	[1.1927265396662479, 2.3824196834846085, 0.0020500000937317964, 0.17079632679489676]	[1.1015290360524839, 2.685211716627189, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
3571	[1.0942291554771617, 2.435318315866813, 0.0020500000937317964, 0.17079632679489676]	[1.1015290360524839, 2.685211716627189, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
3572	[1.2291183211500243, 2.7122748340859713, 0.0020500000937317964, -0.029203673205103253]	[1.0942291554771617, 2.435318315866813, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
3573	[1.3203158247637883, 2.409482800943391, 0.0020500000937317964, -0.22920367320510326]	[1.2291183211500243, 2.7122748340859713, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
3574	[1.4002817130071086, 2.407146839159288, 0.0020500000937317964, -0.029203673205103253]	[1.2291183211500243, 2.7122748340859713, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
3575	[1.4690159858799854, 2.7052669487336622, 0.0020500000937317964, -0.22920367320510326]	[1.4002817130071086, 2.407146839159288, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
3576	[1.5599142352643154, 2.478689129300991, 0.0020500000937317964, -0.029203673205103253]	[1.4690159858799854, 2.7052669487336622, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
3577	[1.119362710696421, 2.6426062904385192, 0.0020500000937317964, 0.37079632679489677]	[1.0942291554771617, 2.435318315866813, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
3578	[1.3223197336271675, 2.506928558871808, 0.0020500000937317964, 0.5707963267948968]	[1.119362710696421, 2.6426062904385192, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
3579	[1.2377324162486063, 2.7497144434258707, 0.0020500000937317964, 0.5707963267948968]	[1.3223197336271675, 2.506928558871808, 0.0020500000937317964, 0.5707963267948968]	Right	0.02
3580	[1.2713912556409221, 2.771326535660596, 0.0020500000937317964, 0.5707963267948968]	[1.3223197336271675, 2.506928558871808, 0.0020500000937317964, 0.5707963267948968]	Right	0.02
3581	[1.0432390126070894, 2.730953234863351, 0.0020500000937317964, 0.37079632679489677]	[1.0942291554771617, 2.435318315866813, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
3582	[1.189700331950486, 2.7054761483699616, 0.0020500000937317964, 0.17079632679489676]	[1.0942291554771617, 2.435318315866813, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
3583	[1.1645667767312267, 2.498188173798255, 0.0020500000937317964, 0.17079632679489676]	[1.189700331950486, 2.7054761483699616, 0.0020500000937317964, 0.17079632679489676]	Left	0.02
3584	[1.3402300717585003, 2.8329155356618485, 0.0020500000937317964, -0.029203673205103253]	[1.1645667767312267, 2.498188173798255, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
3585	[1.4743304717240533, 2.628912881931367, 0.0020500000937317964, -0.029203673205103253]	[1.3402300717585003, 2.8329155356618485, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
3586	[1.3572267860485243, 2.7343705626630026, 0.0020500000937317964, -0.029203673205103253]	[1.1645667767312267, 2.498188173798255, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
3587	[1.1135766338611544, 2.7938230927947934, 0.0020500000937317964, 0.37079632679489677]	[1.1645667767312267, 2.498188173798255, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
3588	[1.3165336567919008, 2.6581453612280823, 0.0020500000937317964, 0.37079632679489677]	[1.1135766338611544, 2.7938230927947934, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
3589	[1.0629480072068587, 2.7343525777213555, 0.0020500000937317964, 0.17079632679489676]	[1.1645667767312267, 2.498188173798255, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
3590	[1.019980777343662, 2.569670029338319, 0.0020500000937317964, 0.37079632679489677]	[1.0539742059237103, 2.372580083340627, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
3591	[1.0539742059237103, 2.372580083340627, 0.0020500000937317964, -0.029203673205103253]	[0.8650211008552534, 2.6444196023311313, 0.0020500000937317964, 0.17079632679489676]	Left	0.02
3592	[1.2911760151985787, 2.615757593971707, 0.0020500000937317964, -0.22920367320510326]	[1.0539742059237103, 2.372580083340627, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
3593	[1.320400149878472, 2.3008830952389396, 0.0020500000937317964, -0.22920367320510326]	[1.2911760151985787, 2.615757593971707, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
3594	[1.44699163613909, 2.579405258820813, 0.0020500000937317964, -0.4292036732051033]	[1.320400149878472, 2.3008830952389396, 0.0020500000937317964, -0.22920367320510326]	Right	0.02
3595	[1.304166454112653, 2.4073559421144823, 0.0020500000937317964, -0.22920367320510326]	[1.2911760151985787, 2.615757593971707, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
3596	[1.2457355962599612, 2.420988067796068, 0.0020500000937317964, -0.4292036732051033]	[1.2911760151985787, 2.615757593971707, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
3597	[1.458360446627292, 2.320039204472748, 0.0020500000937317964, -0.029203673205103253]	[1.2911760151985787, 2.615757593971707, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
3598	[1.6056006316284248, 2.565844672110944, 0.0020500000937317964, -0.029203673205103253]	[1.458360446627292, 2.320039204472748, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
