i	f_sup	f_swg	f_swg_id	traj_h
154	[2.6364771508974867, -0.7334936213495694, 0.0020500000937317964, 4.7415926535897945]	[2.913433669116645, -0.5986044556767065, 0.0020500000937317964, 4.541592653589794]	Left	0.02
155	[2.8346399001677103, -0.6676793007068211, 0.0020500000937317964, 4.541592653589794]	[2.6364771508974867, -0.7334936213495694, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
156	[2.8930864417871596, -0.9560956694737931, 0.0020500000937317964, 4.7415926535897945]	[2.6364771508974867, -0.7334936213495694, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
157	[2.647280974148964, -1.1033358544749263, 0.0020500000937317964, 4.7415926535897945]	[2.8930864417871596, -0.9560956694737931, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
158	[2.694923692516936, -1.0219099901165414, 0.0020500000937317964, 4.7415926535897945]	[2.8930864417871596, -0.9560956694737931, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
159	[2.6984276351930907, -1.141858822481522, 0.0020500000937317964, 4.941592653589795]	[2.8930864417871596, -0.9560956694737931, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
160	[2.8795650356871443, -1.0379875456902126, 0.0020500000937317964, 4.7415926535897945]	[2.6984276351930907, -1.141858822481522, 0.0020500000937317964, 4.941592653589795]	Right	0.02
161	[2.677898343740766, -0.9838530339679803, 0.0020500000937317964, 4.7415926535897945]	[2.8795650356871443, -1.0379875456902126, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
162	[2.8795650356871443, -1.0379875456902126, 0.0020500000937317964, 5.141592653589795]	[2.6984276351930907, -1.141858822481522, 0.0020500000937317964, 4.941592653589795]	Right	0.02
163	[2.6938553626354382, -1.2329539975095667, 0.0020500000937317964, 5.341592653589795]	[2.8795650356871443, -1.0379875456902126, 0.0020500000937317964, 5.141592653589795]	Left	0.02
164	[2.697705550322008, -1.1212169129996414, 0.0020500000937317964, 5.341592653589795]	[2.8795650356871443, -1.0379875456902126, 0.0020500000937317964, 5.141592653589795]	Left	0.02
165	[2.6317446178322688, -1.2173894422638967, 0.0020500000937317964, 5.141592653589795]	[2.8795650356871443, -1.0379875456902126, 0.0020500000937317964, 5.141592653589795]	Left	0.02
166	[2.772611980900494, -1.2848904498282638, 0.0020500000937317964, 5.141592653589795]	[2.8795650356871443, -1.0379875456902126, 0.0020500000937317964, 5.141592653589795]	Left	0.02
167	[2.772611980900494, -1.2848904498282638, 0.0020500000937317964, 5.341592653589795]	[2.8795650356871443, -1.0379875456902126, 0.0020500000937317964, 5.141592653589795]	Left	0.02
168	[2.793419322727851, -1.330355321169548, 0.0020500000937317964, 5.141592653589795]	[2.8795650356871443, -1.0379875456902126, 0.0020500000937317964, 5.141592653589795]	Left	0.02
169	[2.6449450123648606, -1.0233699662316058, 0.0020500000937317964, 4.7415926535897945]	[2.8930864417871596, -0.9560956694737931, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
170	[2.699887611308155, -1.1918375026335972, 0.0020500000937317964, 4.541592653589794]	[2.8930864417871596, -0.9560956694737931, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
171	[2.907157600938215, -1.4609827262560031, 0.0020500000937317964, 4.541592653589794]	[2.699887611308155, -1.1918375026335972, 0.0020500000937317964, 4.541592653589794]	Right	0.02
172	[2.594525967651653, -1.5085375563847772, 0.0020500000937317964, 4.341592653589794]	[2.907157600938215, -1.4609827262560031, 0.0020500000937317964, 4.541592653589794]	Left	0.02
173	[2.790795409912186, -1.831613872500241, 0.0020500000937317964, 4.341592653589794]	[2.594525967651653, -1.5085375563847772, 0.0020500000937317964, 4.341592653589794]	Right	0.02
174	[2.536044173151779, -1.7969467790391065, 0.0020500000937317964, 4.141592653589794]	[2.790795409912186, -1.831613872500241, 0.0020500000937317964, 4.341592653589794]	Left	0.02
175	[2.5391631969129396, -1.9269093570790075, 0.0020500000937317964, 4.541592653589794]	[2.790795409912186, -1.831613872500241, 0.0020500000937317964, 4.341592653589794]	Left	0.02
176	[2.6043875927187408, -1.7591423216049065, 0.0020500000937317964, 4.141592653589794]	[2.790795409912186, -1.831613872500241, 0.0020500000937317964, 4.341592653589794]	Left	0.02
177	[2.5809285962196338, -1.587373534783854, 0.0020500000937317964, 4.541592653589794]	[2.907157600938215, -1.4609827262560031, 0.0020500000937317964, 4.541592653589794]	Left	0.02
178	[2.8527681152101385, -1.7763266398523103, 0.0020500000937317964, 4.541592653589794]	[2.5809285962196338, -1.587373534783854, 0.0020500000937317964, 4.541592653589794]	Right	0.02
179	[2.518040753346545, -1.9519899348795842, 0.0020500000937317964, 4.541592653589794]	[2.8527681152101385, -1.7763266398523103, 0.0020500000937317964, 4.541592653589794]	Left	0.02
180	[2.5673132398459684, -1.9604882920245963, 0.0020500000937317964, 4.541592653589794]	[2.8527681152101385, -1.7763266398523103, 0.0020500000937317964, 4.541592653589794]	Left	0.02
181	[2.774601214417675, -1.9353547368053365, 0.0020500000937317964, 4.541592653589794]	[2.5673132398459684, -1.9604882920245963, 0.0020500000937317964, 4.541592653589794]	Right	0.02
182	[2.774583229476028, -2.229633515647002, 0.0020500000937317964, 4.341592653589794]	[2.5673132398459684, -1.9604882920245963, 0.0020500000937317964, 4.541592653589794]	Right	0.02
183	[2.5415734579842217, -2.139044077027834, 0.0020500000937317964, 4.341592653589794]	[2.774583229476028, -2.229633515647002, 0.0020500000937317964, 4.341592653589794]	Left	0.02
184	[2.444241418059126, -2.251411661339412, 0.0020500000937317964, 4.541592653589794]	[2.774583229476028, -2.229633515647002, 0.0020500000937317964, 4.341592653589794]	Left	0.02
185	[2.641331364056818, -2.2854050899194602, 0.0020500000937317964, 4.541592653589794]	[2.444241418059126, -2.251411661339412, 0.0020500000937317964, 4.541592653589794]	Right	0.02
186	[2.5053376825365543, -2.2322479856245567, 0.0020500000937317964, 4.141592653589794]	[2.774583229476028, -2.229633515647002, 0.0020500000937317964, 4.341592653589794]	Left	0.02
187	[2.7474064715536364, -2.0930266936034903, 0.0020500000937317964, 4.341592653589794]	[2.5673132398459684, -1.9604882920245963, 0.0020500000937317964, 4.541592653589794]	Right	0.02
188	[2.384452462233834, -2.1986883570329505, 0.0020500000937317964, 4.541592653589794]	[2.7474064715536364, -2.0930266936034903, 0.0020500000937317964, 4.341592653589794]	Left	0.02
189	[2.446053280494868, -2.040241712418522, 0.0020500000937317964, 4.341592653589794]	[2.7474064715536364, -2.0930266936034903, 0.0020500000937317964, 4.341592653589794]	Left	0.02
190	[2.700804517255275, -2.0749088058796565, 0.0020500000937317964, 4.141592653589794]	[2.446053280494868, -2.040241712418522, 0.0020500000937317964, 4.341592653589794]	Right	0.02
191	[2.3511088067566406, -2.0642828913846363, 0.0020500000937317964, 4.141592653589794]	[2.700804517255275, -2.0749088058796565, 0.0020500000937317964, 4.141592653589794]	Left	0.02
192	[2.480781360164994, -1.862329855030741, 0.0020500000937317964, 3.941592653589794]	[2.700804517255275, -2.0749088058796565, 0.0020500000937317964, 4.141592653589794]	Left	0.02
193	[2.5705809797523616, -2.2004659641968045, 0.0020500000937317964, 3.941592653589794]	[2.480781360164994, -1.862329855030741, 0.0020500000937317964, 3.941592653589794]	Right	0.02
194	[2.4352559052374305, -2.1183131219714504, 0.0020500000937317964, 3.941592653589794]	[2.700804517255275, -2.0749088058796565, 0.0020500000937317964, 4.141592653589794]	Left	0.02
195	[2.3727208989913664, -2.03062405199232, 0.0020500000937317964, 4.141592653589794]	[2.700804517255275, -2.0749088058796565, 0.0020500000937317964, 4.141592653589794]	Left	0.02
196	[2.6251621944337353, -2.192714743752762, 0.0020500000937317964, 4.141592653589794]	[2.3727208989913664, -2.03062405199232, 0.0020500000937317964, 4.141592653589794]	Right	0.02
197	[2.5008926640840636, -2.3862530702585785, 0.0020500000937317964, 3.941592653589794]	[2.3727208989913664, -2.03062405199232, 0.0020500000937317964, 4.141592653589794]	Right	0.02
198	[2.3274882393750365, -2.1341996920004576, 0.0020500000937317964, 3.941592653589794]	[2.5008926640840636, -2.3862530702585785, 0.0020500000937317964, 3.941592653589794]	Left	0.02
199	[2.2518829704244663, -2.2838120020117394, 0.0020500000937317964, 3.7415926535897936]	[2.5008926640840636, -2.3862530702585785, 0.0020500000937317964, 3.941592653589794]	Left	0.02
200	[2.3435234518786445, -2.524024454142861, 0.0020500000937317964, 3.5415926535897935]	[2.2518829704244663, -2.2838120020117394, 0.0020500000937317964, 3.7415926535897936]	Right	0.02
201	[2.3209034430570874, -2.316447154803765, 0.0020500000937317964, 3.7415926535897936]	[2.3435234518786445, -2.524024454142861, 0.0020500000937317964, 3.5415926535897935]	Left	0.02
202	[2.3717555755483963, -2.565291234888345, 0.0020500000937317964, 3.7415926535897936]	[2.2518829704244663, -2.2838120020117394, 0.0020500000937317964, 3.7415926535897936]	Right	0.02
203	[2.30834721776397, -2.366345563502707, 0.0020500000937317964, 3.7415926535897936]	[2.3717555755483963, -2.565291234888345, 0.0020500000937317964, 3.7415926535897936]	Left	0.02
204	[2.259680644683503, -2.702547236110985, 0.0020500000937317964, 3.7415926535897936]	[2.30834721776397, -2.366345563502707, 0.0020500000937317964, 3.7415926535897936]	Right	0.02
205	[2.8170930001427346, -1.6889923043082216, 0.0020500000937317964, 4.7415926535897945]	[2.5809285962196338, -1.587373534783854, 0.0020500000937317964, 4.541592653589794]	Right	0.02
206	[2.6154263081963562, -1.6348577925859893, 0.0020500000937317964, 4.941592653589795]	[2.8170930001427346, -1.6889923043082216, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
207	[2.832916043841304, -1.686802136735191, 0.0020500000937317964, 5.141592653589795]	[2.6154263081963562, -1.6348577925859893, 0.0020500000937317964, 4.941592653589795]	Right	0.02
208	[2.601741499448314, -1.9025759303819023, 0.0020500000937317964, 4.941592653589795]	[2.832916043841304, -1.686802136735191, 0.0020500000937317964, 5.141592653589795]	Left	0.02
209	[2.8624523161514057, -1.8134023287493564, 0.0020500000937317964, 4.941592653589795]	[2.6154263081963562, -1.6348577925859893, 0.0020500000937317964, 4.941592653589795]	Right	0.02
210	[2.5930182363572563, -1.9789477202451025, 0.0020500000937317964, 5.141592653589795]	[2.8624523161514057, -1.8134023287493564, 0.0020500000937317964, 4.941592653589795]	Left	0.02
211	[2.7998465319152213, -1.9502761985452146, 0.0020500000937317964, 4.941592653589795]	[2.5930182363572563, -1.9789477202451025, 0.0020500000937317964, 5.141592653589795]	Right	0.02
212	[2.6277972152088913, -2.093101380571652, 0.0020500000937317964, 4.7415926535897945]	[2.7998465319152213, -1.9502761985452146, 0.0020500000937317964, 4.941592653589795]	Left	0.02
213	[2.881778549091448, -2.22574180442214, 0.0020500000937317964, 4.541592653589794]	[2.6277972152088913, -2.093101380571652, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
214	[2.8776906159692675, -2.0858014999963292, 0.0020500000937317964, 4.941592653589795]	[2.6277972152088913, -2.093101380571652, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
215	[2.8497841523008782, -2.059391889764296, 0.0020500000937317964, 5.341592653589795]	[2.5930182363572563, -1.9789477202451025, 0.0020500000937317964, 5.141592653589795]	Right	0.02
216	[2.647660051345981, -2.206517169078133, 0.0020500000937317964, 5.541592653589795]	[2.8497841523008782, -2.059391889764296, 0.0020500000937317964, 5.341592653589795]	Left	0.02
217	[2.860769469416243, -2.0626965310258902, 0.0020500000937317964, 5.541592653589795]	[2.647660051345981, -2.206517169078133, 0.0020500000937317964, 5.541592653589795]	Right	0.02
218	[2.6919036742784557, -2.247044959911202, 0.0020500000937317964, 5.341592653589795]	[2.860769469416243, -2.0626965310258902, 0.0020500000937317964, 5.541592653589795]	Left	0.02
219	[2.8502990055113258, -1.985299054415759, 0.0020500000937317964, 5.541592653589795]	[2.647660051345981, -2.206517169078133, 0.0020500000937317964, 5.541592653589795]	Right	0.02
220	[2.603416428413506, -2.165989378245064, 0.0020500000937317964, 5.541592653589795]	[2.8502990055113258, -1.985299054415759, 0.0020500000937317964, 5.541592653589795]	Left	0.02
221	[2.8184414895768706, -2.2273426428011693, 0.0020500000937317964, 5.741592653589795]	[2.8502990055113258, -1.985299054415759, 0.0020500000937317964, 5.541592653589795]	Left	0.02
222	[2.6527748045016395, -2.1285823289861905, 0.0020500000937317964, 5.141592653589795]	[2.8497841523008782, -2.059391889764296, 0.0020500000937317964, 5.341592653589795]	Left	0.02
223	[2.8800991612080598, -2.0245456198494045, 0.0020500000937317964, 5.141592653589795]	[2.6527748045016395, -2.1285823289861905, 0.0020500000937317964, 5.141592653589795]	Right	0.02
224	[2.5930182363572563, -1.9789477202451025, 0.0020500000937317964, 4.941592653589795]	[2.8624523161514057, -1.8134023287493564, 0.0020500000937317964, 4.941592653589795]	Left	0.02
225	[2.836480144076805, -1.9221471965718304, 0.0020500000937317964, 4.7415926535897945]	[2.5930182363572563, -1.9789477202451025, 0.0020500000937317964, 4.941592653589795]	Right	0.02
226	[2.810507972002204, -2.0308920643943043, 0.0020500000937317964, 4.941592653589795]	[2.5930182363572563, -1.9789477202451025, 0.0020500000937317964, 4.941592653589795]	Right	0.02
227	[2.607942441327411, -2.2629851616256516, 0.0020500000937317964, 4.941592653589795]	[2.810507972002204, -2.0308920643943043, 0.0020500000937317964, 4.941592653589795]	Left	0.02
228	[2.8416477855200197, -0.9075769654367823, 0.0020500000937317964, 4.7415926535897945]	[2.6364771508974867, -0.7334936213495694, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
229	[2.595842317881824, -1.0548171504379156, 0.0020500000937317964, 4.541592653589794]	[2.8416477855200197, -0.9075769654367823, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
230	[2.5400237332694906, -0.856362405944679, 0.0020500000937317964, 4.541592653589794]	[2.8416477855200197, -0.9075769654367823, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
231	[2.5470316186218005, -1.0962600706746404, 0.0020500000937317964, 4.541592653589794]	[2.8416477855200197, -0.9075769654367823, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
232	[2.7933940511189155, -1.1387518563997003, 0.0020500000937317964, 4.7415926535897945]	[2.5470316186218005, -1.0962600706746404, 0.0020500000937317964, 4.541592653589794]	Right	0.02
233	[2.5002378603357607, -1.3774136417896334, 0.0020500000937317964, 4.7415926535897945]	[2.7933940511189155, -1.1387518563997003, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
234	[2.591727359172537, -1.084617344677468, 0.0020500000937317964, 4.7415926535897945]	[2.7933940511189155, -1.1387518563997003, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
235	[2.600195220639911, -1.3744936895595046, 0.0020500000937317964, 4.7415926535897945]	[2.7933940511189155, -1.1387518563997003, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
236	[2.5935063560977207, -0.9748512621945952, 0.0020500000937317964, 4.541592653589794]	[2.8416477855200197, -0.9075769654367823, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
237	[2.5917543847596436, -0.9148768460121048, 0.0020500000937317964, 4.541592653589794]	[2.8416477855200197, -0.9075769654367823, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
238	[2.73067305022705, -0.135171228245392, 0.0020500000937317964, 3.941592653589794]	[2.900065792245561, -0.3827719127182954, 0.0020500000937317964, 3.7415926535897936]	Left	0.02
239	[2.737617160671973, -0.25158333814006195, 0.0020500000937317964, 3.941592653589794]	[2.900065792245561, -0.3827719127182954, 0.0020500000937317964, 3.7415926535897936]	Left	0.02
240	[2.7556811711693876, -0.5200487763714091, 0.0020500000937317964, 3.941592653589794]	[2.737617160671973, -0.25158333814006195, 0.0020500000937317964, 3.941592653589794]	Right	0.02
241	[2.5066714775097902, -0.41760770812457015, 0.0020500000937317964, 3.941592653589794]	[2.7556811711693876, -0.5200487763714091, 0.0020500000937317964, 3.941592653589794]	Left	0.02
242	[2.9587585859576837, -0.38271865002288186, 0.0020500000937317964, 3.941592653589794]	[2.737617160671973, -0.25158333814006195, 0.0020500000937317964, 3.941592653589794]	Right	0.02
243	[2.7456166968430624, -0.3151129172434012, 0.0020500000937317964, 3.7415926535897936]	[2.9587585859576837, -0.38271865002288186, 0.0020500000937317964, 3.941592653589794]	Left	0.02
244	[2.618144551005337, -0.3028307335806465, 0.0020500000937317964, 3.7415926535897936]	[2.9587585859576837, -0.38271865002288186, 0.0020500000937317964, 3.941592653589794]	Left	0.02
245	[3.3, 0.19999999999999998, 0.0020500000937317964, 2.941592653589793]	[3.3, -0.1, 0.000205, 3.141592653589793]	Left	0.02
246	[3.1423925429773574, -0.07415304027286632, 0.0020500000937317964, 3.141592653589793]	[3.3, 0.19999999999999998, 0.0020500000937317964, 2.941592653589793]	Right	0.02
247	[3.1031898798637076, -0.06620626704106383, 0.0020500000937317964, 3.141592653589793]	[3.3, 0.19999999999999998, 0.0020500000937317964, 2.941592653589793]	Right	0.02
248	[3.1031898798637076, 0.13379373295893618, 0.0020500000937317964, 2.941592653589793]	[3.1031898798637076, -0.06620626704106383, 0.0020500000937317964, 3.141592653589793]	Left	0.02
249	[3.1023930752956637, -0.17214640024113995, 0.0020500000937317964, 2.7415926535897928]	[3.1031898798637076, 0.13379373295893618, 0.0020500000937317964, 2.941592653589793]	Right	0.02
250	[2.9231898798637075, 0.1337937329589362, 0.0020500000937317964, 3.3415926535897933]	[3.1031898798637076, -0.06620626704106383, 0.0020500000937317964, 3.141592653589793]	Left	0.02
251	[3.2602661338409877, 0.0039866844317516525, 0.0020500000937317964, 2.7415926535897928]	[3.3, 0.19999999999999998, 0.0020500000937317964, 2.941592653589793]	Right	0.02
252	[3.3576207194181507, 0.23425193293247287, 0.0020500000937317964, 2.7415926535897928]	[3.2602661338409877, 0.0039866844317516525, 0.0020500000937317964, 2.7415926535897928]	Left	0.02
253	[3.3023570597779774, 0.2576170334709919, 0.0020500000937317964, 2.5415926535897926]	[3.2602661338409877, 0.0039866844317516525, 0.0020500000937317964, 2.7415926535897928]	Left	0.02
254	[3.1116763045346376, 0.0851616781472746, 0.0020500000937317964, 2.7415926535897928]	[3.3023570597779774, 0.2576170334709919, 0.0020500000937317964, 2.5415926535897926]	Right	0.02
255	[3.050430756268499, 0.06648059633759215, 0.0020500000937317964, 2.5415926535897926]	[3.3023570597779774, 0.2576170334709919, 0.0020500000937317964, 2.5415926535897926]	Right	0.02
256	[3.142071237722677, 0.3066930484687138, 0.0020500000937317964, 2.7415926535897928]	[3.050430756268499, 0.06648059633759215, 0.0020500000937317964, 2.5415926535897926]	Left	0.02
257	[3.142071237722677, 0.3066930484687138, 0.0020500000937317964, 2.5415926535897926]	[3.050430756268499, 0.06648059633759215, 0.0020500000937317964, 2.5415926535897926]	Left	0.02
258	[2.97353205951828, 0.36141548820038605, 0.0020500000937317964, 2.7415926535897928]	[3.050430756268499, 0.06648059633759215, 0.0020500000937317964, 2.5415926535897926]	Left	0.02
259	[2.7298574121360306, 0.24729859101536622, 0.0020500000937317964, 2.7415926535897928]	[2.97353205951828, 0.36141548820038605, 0.0020500000937317964, 2.7415926535897928]	Right	0.02
260	[2.8824756573533663, 0.45419873897756835, 0.0020500000937317964, 2.5415926535897926]	[2.7298574121360306, 0.24729859101536622, 0.0020500000937317964, 2.7415926535897928]	Left	0.02
261	[2.7545768154283374, 0.5625587234470968, 0.0020500000937317964, 2.5415926535897926]	[2.7298574121360306, 0.24729859101536622, 0.0020500000937317964, 2.7415926535897928]	Left	0.02
262	[2.735105898312905, 0.5165056737469526, 0.0020500000937317964, 2.941592653589793]	[2.7298574121360306, 0.24729859101536622, 0.0020500000937317964, 2.7415926535897928]	Left	0.02
263	[2.626634570943665, 0.2834091891343459, 0.0020500000937317964, 2.7415926535897928]	[2.735105898312905, 0.5165056737469526, 0.0020500000937317964, 2.941592653589793]	Right	0.02
264	[2.631883057120539, 0.5526162718659322, 0.0020500000937317964, 2.7415926535897928]	[2.626634570943665, 0.2834091891343459, 0.0020500000937317964, 2.7415926535897928]	Left	0.02
265	[2.4926742107847315, 0.5571876066659126, 0.0020500000937317964, 2.5415926535897926]	[2.626634570943665, 0.2834091891343459, 0.0020500000937317964, 2.7415926535897928]	Left	0.02
266	[2.2972121546147566, 0.4485847310234806, 0.0020500000937317964, 2.5415926535897926]	[2.4926742107847315, 0.5571876066659126, 0.0020500000937317964, 2.5415926535897926]	Right	0.02
267	[2.3232814687662207, 0.30958692219300926, 0.0020500000937317964, 2.7415926535897928]	[2.4926742107847315, 0.5571876066659126, 0.0020500000937317964, 2.5415926535897926]	Right	0.02
268	[2.2353741583074314, 0.5638944226091434, 0.0020500000937317964, 2.7415926535897928]	[2.3232814687662207, 0.30958692219300926, 0.0020500000937317964, 2.7415926535897928]	Left	0.02
269	[2.6513539742359717, 0.5986693215660764, 0.0020500000937317964, 2.5415926535897926]	[2.626634570943665, 0.2834091891343459, 0.0020500000937317964, 2.7415926535897928]	Left	0.02
270	[2.333400821533719, 0.45270428230427956, 0.0020500000937317964, 2.7415926535897928]	[2.6513539742359717, 0.5986693215660764, 0.0020500000937317964, 2.5415926535897926]	Right	0.02
271	[2.3212777850659103, 0.7835411484283561, 0.0020500000937317964, 2.5415926535897926]	[2.333400821533719, 0.45270428230427956, 0.0020500000937317964, 2.7415926535897928]	Left	0.02
272	[1.9620578516181737, 0.6658082328363111, 0.0020500000937317964, 2.5415926535897926]	[2.3212777850659103, 0.7835411484283561, 0.0020500000937317964, 2.5415926535897926]	Right	0.02
273	[1.9902899752879253, 0.7070750135817949, 0.0020500000937317964, 2.3415926535897924]	[2.3212777850659103, 0.7835411484283561, 0.0020500000937317964, 2.5415926535897926]	Right	0.02
274	[2.00835398578534, 0.9755404518131421, 0.0020500000937317964, 2.5415926535897926]	[1.9902899752879253, 0.7070750135817949, 0.0020500000937317964, 2.3415926535897924]	Left	0.02
275	[2.460673218992632, 0.42621396624235913, 0.0020500000937317964, 2.3415926535897924]	[2.6513539742359717, 0.5986693215660764, 0.0020500000937317964, 2.5415926535897926]	Right	0.02
276	[2.5314813691120417, 0.31719008868947096, 0.0020500000937317964, 2.3415926535897924]	[2.6513539742359717, 0.5986693215660764, 0.0020500000937317964, 2.5415926535897926]	Right	0.02
277	[2.704885793821069, 0.5692434669475919, 0.0020500000937317964, 2.1415926535897922]	[2.5314813691120417, 0.31719008868947096, 0.0020500000937317964, 2.3415926535897924]	Left	0.02
278	[2.5879456164515453, 0.39972365018043865, 0.0020500000937317964, 2.3415926535897924]	[2.6513539742359717, 0.5986693215660764, 0.0020500000937317964, 2.5415926535897926]	Right	0.02
279	[2.607042096026578, 0.7388922284241202, 0.0020500000937317964, 2.1415926535897922]	[2.5879456164515453, 0.39972365018043865, 0.0020500000937317964, 2.3415926535897924]	Left	0.02
280	[2.705613504412799, 0.7091655157105213, 0.0020500000937317964, 2.3415926535897924]	[2.5879456164515453, 0.39972365018043865, 0.0020500000937317964, 2.3415926535897924]	Left	0.02
281	[2.5203398836720647, 0.6128655392950597, 0.0020500000937317964, 2.5415926535897926]	[2.705613504412799, 0.7091655157105213, 0.0020500000937317964, 2.3415926535897924]	Right	0.02
282	[2.640212488795995, 0.8943447721716652, 0.0020500000937317964, 2.7415926535897928]	[2.5203398836720647, 0.6128655392950597, 0.0020500000937317964, 2.5415926535897926]	Left	0.02
283	[2.517721392263717, 0.8569826085523004, 0.0020500000937317964, 2.5415926535897926]	[2.5203398836720647, 0.6128655392950597, 0.0020500000937317964, 2.5415926535897926]	Left	0.02
284	[2.3649994694604524, 0.6292775992682861, 0.0020500000937317964, 2.1415926535897922]	[2.705613504412799, 0.7091655157105213, 0.0020500000937317964, 2.3415926535897924]	Right	0.02
285	[2.6174407649028213, 0.7913682910287277, 0.0020500000937317964, 1.9415926535897923]	[2.3649994694604524, 0.6292775992682861, 0.0020500000937317964, 2.1415926535897922]	Left	0.02
286	[2.406172458679615, 0.644856507251526, 0.0020500000937317964, 1.7415926535897923]	[2.6174407649028213, 0.7913682910287277, 0.0020500000937317964, 1.9415926535897923]	Right	0.02
287	[2.4092914824407754, 0.7748190852914268, 0.0020500000937317964, 1.7415926535897923]	[2.6174407649028213, 0.7913682910287277, 0.0020500000937317964, 1.9415926535897923]	Right	0.02
288	[2.575787342716424, 0.9861934652693978, 0.0020500000937317964, 1.7415926535897923]	[2.4092914824407754, 0.7748190852914268, 0.0020500000937317964, 1.7415926535897923]	Left	0.02
289	[2.451097685312755, 0.9578915022411372, 0.0020500000937317964, 2.1415926535897922]	[2.3649994694604524, 0.6292775992682861, 0.0020500000937317964, 2.1415926535897922]	Left	0.02
290	[2.2287732577643613, 0.9339781395482991, 0.0020500000937317964, 1.9415926535897923]	[2.451097685312755, 0.9578915022411372, 0.0020500000937317964, 2.1415926535897922]	Right	0.02
291	[2.4866435182859288, 1.0986078110493345, 0.0020500000937317964, 1.7415926535897923]	[2.2287732577643613, 0.9339781395482991, 0.0020500000937317964, 1.9415926535897923]	Left	0.02
292	[2.2793555437142223, 1.123741366268594, 0.0020500000937317964, 1.7415926535897923]	[2.4866435182859288, 1.0986078110493345, 0.0020500000937317964, 1.7415926535897923]	Right	0.02
293	[2.501922576205304, 1.3041961141920384, 0.0020500000937317964, 1.9415926535897923]	[2.2793555437142223, 1.123741366268594, 0.0020500000937317964, 1.7415926535897923]	Left	0.02
294	[2.2321724754822236, 1.446093553069166, 0.0020500000937317964, 1.9415926535897923]	[2.501922576205304, 1.3041961141920384, 0.0020500000937317964, 1.9415926535897923]	Right	0.02
295	[2.490042736003791, 1.6107232245702015, 0.0020500000937317964, 2.1415926535897922]	[2.2321724754822236, 1.446093553069166, 0.0020500000937317964, 1.9415926535897923]	Left	0.02
296	[2.2893304006901234, 1.5531510224850475, 0.0020500000937317964, 2.3415926535897924]	[2.490042736003791, 1.6107232245702015, 0.0020500000937317964, 2.1415926535897922]	Right	0.02
297	[2.4627348253991506, 1.8052044007431685, 0.0020500000937317964, 2.1415926535897922]	[2.2893304006901234, 1.5531510224850475, 0.0020500000937317964, 2.3415926535897924]	Left	0.02
298	[2.490042736003791, 1.6107232245702015, 0.0020500000937317964, 1.7415926535897923]	[2.2321724754822236, 1.446093553069166, 0.0020500000937317964, 1.9415926535897923]	Left	0.02
299	[2.3031508185801135, 1.5176028121908458, 0.0020500000937317964, 1.7415926535897923]	[2.490042736003791, 1.6107232245702015, 0.0020500000937317964, 1.7415926535897923]	Right	0.02
300	[2.2906542699820975, 1.1576843304148365, 0.0020500000937317964, 1.9415926535897923]	[2.501922576205304, 1.3041961141920384, 0.0020500000937317964, 1.9415926535897923]	Right	0.02
301	[2.222310850415136, 1.1954887878490366, 0.0020500000937317964, 1.9415926535897923]	[2.501922576205304, 1.3041961141920384, 0.0020500000937317964, 1.9415926535897923]	Right	0.02
302	[2.4866435182859288, 1.0986078110493345, 0.0020500000937317964, 1.7415926535897923]	[2.2793555437142223, 1.123741366268594, 0.0020500000937317964, 1.7415926535897923]	Left	0.02
303	[2.5511950627047266, 1.3126944713370505, 0.0020500000937317964, 1.5415926535897924]	[2.2793555437142223, 1.123741366268594, 0.0020500000937317964, 1.7415926535897923]	Left	0.02
304	[2.357996232225722, 1.5484363044968545, 0.0020500000937317964, 1.5415926535897924]	[2.5511950627047266, 1.3126944713370505, 0.0020500000937317964, 1.5415926535897924]	Right	0.02
305	[2.299549690606273, 1.2600199357298827, 0.0020500000937317964, 1.5415926535897924]	[2.5511950627047266, 1.3126944713370505, 0.0020500000937317964, 1.5415926535897924]	Right	0.02
306	[2.3542002943265548, 1.418491736101459, 0.0020500000937317964, 1.5415926535897924]	[2.5511950627047266, 1.3126944713370505, 0.0020500000937317964, 1.5415926535897924]	Right	0.02
307	[2.604093695086931, 1.4111918555261367, 0.0020500000937317964, 1.5415926535897924]	[2.3542002943265548, 1.418491736101459, 0.0020500000937317964, 1.5415926535897924]	Left	0.02
