i	f_sup	f_swg	f_swg_id	traj_params	h_max
54	[-2.3148293183658595, 5.340694366720968, 0.3999999947845936, 1.3707963267948968]	[-2.0148293183658597, 5.200694366720969, 0.3999999947845936, 1.5707963267948968]	Right	0.02
55	[-1.9850488654703762, 5.457505551493874, 0.3999999947845936, 1.1707963267948969]	[-2.3148293183658595, 5.340694366720968, 0.3999999947845936, 1.3707963267948968]	Left	0.02
56	[-2.2224253294403766, 5.666437153586758, 0.3999999947845936, 1.3707963267948968]	[-1.9850488654703762, 5.457505551493874, 0.3999999947845936, 1.1707963267948969]	Right	0.02
57	[-1.9985983075608198, 5.763912608325519, 0.3999999947845936, 1.3707963267948968]	[-2.2224253294403766, 5.666437153586758, 0.3999999947845936, 1.3707963267948968]	Left	0.02
58	[-2.255535111868834, 5.75477594635381, 0.3999999947845936, 1.5707963267948968]	[-1.9985983075608198, 5.763912608325519, 0.3999999947845936, 1.3707963267948968]	Right	0.02
59	[-2.0555351118688336, 5.81477594635381, 0.3999999947845936, 1.3707963267948968]	[-2.255535111868834, 5.75477594635381, 0.3999999947845936, 1.5707963267948968]	Left	0.02
60	[-2.2634685872847857, 5.7957058178423475, 0.3999999947845936, 1.3707963267948968]	[-2.0555351118688336, 5.81477594635381, 0.3999999947845936, 1.3707963267948968]	Right	0.02
61	[-1.998585009744969, 5.8440451429277065, 0.3999999947845936, 1.1707963267948969]	[-2.2634685872847857, 5.7957058178423475, 0.3999999947845936, 1.3707963267948968]	Left	0.02
62	[-2.139284039514701, 6.153243757125533, 0.4999999888241291, 1.3707963267948968]	[-1.998585009744969, 5.8440451429277065, 0.3999999947845936, 1.1707963267948969]	Right	0.152
63	[-1.9313505640987487, 6.172313885636995, 0.4999999888241291, 1.5707963267948968]	[-2.139284039514701, 6.153243757125533, 0.4999999888241291, 1.3707963267948968]	Left	0.152
64	[-2.131350564098749, 6.3123138856369945, 0.4999999888241291, 1.7707963267948967]	[-1.9313505640987487, 6.172313885636995, 0.4999999888241291, 1.5707963267948968]	Right	0.02
65	[-1.9353372485305005, 6.352047751796007, 0.4999999888241291, 1.5707963267948968]	[-2.131350564098749, 6.3123138856369945, 0.4999999888241291, 1.7707963267948967]	Left	0.02
66	[-2.1853372485305007, 6.532047751796006, 0.4999999888241291, 1.5707963267948968]	[-1.9353372485305005, 6.352047751796007, 0.4999999888241291, 1.5707963267948968]	Right	0.02
67	[-1.9853372485305008, 6.592047751796006, 0.4999999888241291, 1.3707963267948968]	[-2.1853372485305007, 6.532047751796006, 0.4999999888241291, 1.5707963267948968]	Left	0.02
68	[-2.251543515571565, 6.788857871932298, 0.4999999888241291, 1.5707963267948968]	[-1.9853372485305008, 6.592047751796006, 0.4999999888241291, 1.3707963267948968]	Right	0.02
69	[-2.0515435155715647, 6.788857871932298, 0.4999999888241291, 1.3707963267948968]	[-2.251543515571565, 6.788857871932298, 0.4999999888241291, 1.5707963267948968]	Left	0.02
70	[-2.247556831139813, 6.82859173809131, 0.4999999888241291, 1.3707963267948968]	[-2.0515435155715647, 6.788857871932298, 0.4999999888241291, 1.3707963267948968]	Right	0.02
71	[-2.0396233557238608, 6.847661866602772, 0.4999999888241291, 1.3707963267948968]	[-2.247556831139813, 6.82859173809131, 0.4999999888241291, 1.3707963267948968]	Left	0.02
72	[-2.2389460541013073, 7.122744512205023, 0.600000012665987, 1.5707963267948968]	[-2.0396233557238608, 6.847661866602772, 0.4999999888241291, 1.3707963267948968]	Right	0.152
73	[-1.9389460541013073, 7.122744512205023, 0.600000012665987, 1.5707963267948968]	[-2.2389460541013073, 7.122744512205023, 0.600000012665987, 1.5707963267948968]	Left	0.152
74	[-2.2389460541013073, 7.262744512205023, 0.600000012665987, 1.5707963267948968]	[-1.9389460541013073, 7.122744512205023, 0.600000012665987, 1.5707963267948968]	Right	0.02
75	[-2.038946054101307, 7.492744512205023, 0.600000012665987, 1.7707963267948967]	[-2.2389460541013073, 7.262744512205023, 0.600000012665987, 1.5707963267948968]	Left	0.02
76	[-2.3038296316411238, 7.541083837290382, 0.600000012665987, 1.7707963267948967]	[-2.038946054101307, 7.492744512205023, 0.600000012665987, 1.7707963267948967]	Right	0.02
77	[-2.021729818136455, 7.659488631199375, 0.600000012665987, 1.5707963267948968]	[-2.3038296316411238, 7.541083837290382, 0.600000012665987, 1.7707963267948967]	Left	0.02
78	[-2.321729818136455, 7.759488631199375, 0.600000012665987, 1.7707963267948967]	[-2.021729818136455, 7.659488631199375, 0.600000012665987, 1.5707963267948968]	Right	0.02
79	[-2.064793013828441, 7.7503519692276654, 0.600000012665987, 1.5707963267948968]	[-2.321729818136455, 7.759488631199375, 0.600000012665987, 1.7707963267948967]	Left	0.02
80	[-2.314793013828441, 7.810351969227665, 0.600000012665987, 1.5707963267948968]	[-2.064793013828441, 7.7503519692276654, 0.600000012665987, 1.5707963267948968]	Right	0.02
81	[-2.1147930138284408, 7.870351969227665, 0.600000012665987, 1.5707963267948968]	[-2.314793013828441, 7.810351969227665, 0.600000012665987, 1.5707963267948968]	Left	0.02
82	[-2.4147930138284406, 7.810351969227665, 0.600000012665987, 1.5707963267948968]	[-2.1147930138284408, 7.870351969227665, 0.600000012665987, 1.5707963267948968]	Right	0.02
83	[-2.2147930138284404, 7.810351969227665, 0.600000012665987, 1.7707963267948967]	[-2.4147930138284406, 7.810351969227665, 0.600000012665987, 1.5707963267948968]	Left	0.02
84	[-2.4717298181364544, 7.819488631199374, 0.600000012665987, 1.7707963267948967]	[-2.2147930138284404, 7.810351969227665, 0.600000012665987, 1.7707963267948967]	Right	0.02
85	[-2.2757165025682062, 7.859222497358386, 0.600000012665987, 1.9707963267948967]	[-2.4717298181364544, 7.819488631199374, 0.600000012665987, 1.7707963267948967]	Left	0.02
86	[-2.5909766349999366, 7.83450309406608, 0.600000012665987, 1.9707963267948967]	[-2.2757165025682062, 7.859222497358386, 0.600000012665987, 1.9707963267948967]	Right	0.02
87	[-2.450277605230205, 8.143701708263906, 0.7000000365078449, 1.9707963267948967]	[-2.5909766349999366, 7.83450309406608, 0.600000012665987, 1.9707963267948967]	Left	0.152
88	[-2.673431638261647, 8.157924139202464, 0.7000000365078449, 1.9707963267948967]	[-2.450277605230205, 8.143701708263906, 0.7000000365078449, 1.9707963267948967]	Right	0.152
89	[-2.4360551742916465, 8.366855741295348, 0.7000000365078449, 2.1707963267948966]	[-2.673431638261647, 8.157924139202464, 0.7000000365078449, 1.9707963267948967]	Left	0.02
90	[-2.5672437488698803, 8.20440710972176, 0.7000000365078449, 1.9707963267948967]	[-2.4360551742916465, 8.366855741295348, 0.7000000365078449, 2.1707963267948966]	Right	0.02
91	[-2.360343600907678, 8.357025354939097, 0.7000000365078449, 1.7707963267948967]	[-2.5672437488698803, 8.20440710972176, 0.7000000365078449, 1.9707963267948967]	Left	0.02
92	[-2.690124053803162, 8.473836539712002, 0.7000000365078449, 1.5707963267948968]	[-2.360343600907678, 8.357025354939097, 0.7000000365078449, 1.7707963267948967]	Right	0.02
93	[-2.4901240538031617, 8.533836539712002, 0.7000000365078449, 1.7707963267948967]	[-2.690124053803162, 8.473836539712002, 0.7000000365078449, 1.5707963267948968]	Left	0.02
94	[-2.68613736937141, 8.49410267355299, 0.7000000365078449, 1.7707963267948967]	[-2.4901240538031617, 8.533836539712002, 0.7000000365078449, 1.7707963267948967]	Right	0.02
95	[-2.419931102330346, 8.690912793689282, 0.7000000365078449, 1.5707963267948968]	[-2.68613736937141, 8.49410267355299, 0.7000000365078449, 1.7707963267948967]	Left	0.02
96	[-2.669931102330346, 8.690912793689282, 0.7000000365078449, 1.5707963267948968]	[-2.419931102330346, 8.690912793689282, 0.7000000365078449, 1.5707963267948968]	Right	0.02
97	[-2.469931102330346, 8.630912793689282, 0.7000000365078449, 1.3707963267948968]	[-2.669931102330346, 8.690912793689282, 0.7000000365078449, 1.5707963267948968]	Left	0.02
98	[-2.679187267247545, 8.85699211039947, 0.7000000365078449, 1.1707963267948969]	[-2.469931102330346, 8.630912793689282, 0.7000000365078449, 1.3707963267948968]	Right	0.02
99	[-2.472287119285343, 8.704373865182136, 0.7000000365078449, 1.3707963267948968]	[-2.679187267247545, 8.85699211039947, 0.7000000365078449, 1.1707963267948969]	Left	0.02
100	[-2.648433501774085, 8.842114389125273, 0.7000000365078449, 1.3707963267948968]	[-2.472287119285343, 8.704373865182136, 0.7000000365078449, 1.3707963267948968]	Right	0.02
101	[-2.4034168573137746, 8.792447056426507, 0.7000000365078449, 1.3707963267948968]	[-2.648433501774085, 8.842114389125273, 0.7000000365078449, 1.3707963267948968]	Left	0.02
102	[-2.648433501774085, 8.842114389125273, 0.7000000365078449, 1.1707963267948969]	[-2.4034168573137746, 8.792447056426507, 0.7000000365078449, 1.3707963267948968]	Right	0.02
103	[-2.379226419042499, 8.836865902948398, 0.7000000365078449, 0.9707963267948969]	[-2.648433501774085, 8.842114389125273, 0.7000000365078449, 1.1707963267948969]	Left	0.02
104	[-2.5251914583042963, 9.15481905565065, 0.7270511901842838, 1.1707963267948969]	[-2.379226419042499, 8.836865902948398, 0.7000000365078449, 0.9707963267948969]	Right	0.064
105	[-2.178777858487874, 9.203784531878574, 0.7270511901842838, 1.3707963267948968]	[-2.5251914583042963, 9.15481905565065, 0.7270511901842838, 1.1707963267948969]	Left	0.064
106	[-2.3390306945130113, 9.41993038204901, 0.7270511901842838, 1.5707963267948968]	[-2.178777858487874, 9.203784531878574, 0.7270511901842838, 1.3707963267948968]	Right	0.02
107	[-2.0390306945130114, 9.51993038204901, 0.7270511901842838, 1.5707963267948968]	[-2.3390306945130113, 9.41993038204901, 0.7270511901842838, 1.5707963267948968]	Left	0.02
108	[-2.2390306945130116, 9.57993038204901, 0.7270511901842838, 1.3707963267948968]	[-2.0390306945130114, 9.51993038204901, 0.7270511901842838, 1.5707963267948968]	Right	0.02
