i	f_sup	f_swg	f_swg_id	traj_h
0	[-2.4, 1.1, 0.000205, 1.5707963267948966]	[-2.2, 1.1, 0.000205, 1.5707963267948966]	Right	None
1	[-2.1, 1.2000000000000002, 0.0020500000937317964, 1.3707963267948966]	[-2.4, 1.1, 0.000205, 1.5707963267948966]	Left	0.02
2	[-2.15, 1.28, 0.0020500000937317964, 1.5707963267948966]	[-2.4, 1.1, 0.000205, 1.5707963267948966]	Left	0.02
3	[-2.1, 1.24, 0.0020500000937317964, 1.5707963267948966]	[-2.4, 1.1, 0.000205, 1.5707963267948966]	Left	0.02
4	[-2.1999999999999997, 1.2000000000000002, 0.0020500000937317964, 1.5707963267948966]	[-2.4, 1.1, 0.000205, 1.5707963267948966]	Left	0.02
5	[-2.4, 1.3000000000000003, 0.0020500000937317964, 1.7707963267948965]	[-2.1999999999999997, 1.2000000000000002, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
6	[-2.15, 1.28, 0.0020500000937317964, 1.7707963267948965]	[-2.4, 1.1, 0.000205, 1.5707963267948966]	Left	0.02
7	[-2.1999999999999997, 1.2400000000000002, 0.0020500000937317964, 1.7707963267948965]	[-2.4, 1.1, 0.000205, 1.5707963267948966]	Left	0.02
8	[-2.521833679663681, 1.3176085216592557, 0.0020500000937317964, 1.9707963267948965]	[-2.1999999999999997, 1.2400000000000002, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
9	[-2.3149335317014788, 1.4702267668765914, 0.0020500000937317964, 2.1707963267948966]	[-2.521833679663681, 1.3176085216592557, 0.0020500000937317964, 1.9707963267948965]	Left	0.02
10	[-2.5590506009587193, 1.4728452582849392, 0.0020500000937317964, 1.9707963267948967]	[-2.3149335317014788, 1.4702267668765914, 0.0020500000937317964, 2.1707963267948966]	Right	0.02
11	[-2.5625342161743823, 1.3008340248580808, 0.0020500000937317964, 2.370796326794897]	[-2.3149335317014788, 1.4702267668765914, 0.0020500000937317964, 2.1707963267948966]	Right	0.02
12	[-2.396563568824204, 1.5578432546887675, 0.0020500000937317964, 2.370796326794897]	[-2.5625342161743823, 1.3008340248580808, 0.0020500000937317964, 2.370796326794897]	Left	0.02
13	[-2.5789462761476085, 1.456174439069693, 0.0020500000937317964, 2.370796326794897]	[-2.396563568824204, 1.5578432546887675, 0.0020500000937317964, 2.370796326794897]	Right	0.02
14	[-2.380151508850978, 1.4025028404771553, 0.0020500000937317964, 2.370796326794897]	[-2.5625342161743823, 1.3008340248580808, 0.0020500000937317964, 2.370796326794897]	Left	0.02
15	[-2.5891635216551276, 1.1872960132072985, 0.0020500000937317964, 2.370796326794897]	[-2.380151508850978, 1.4025028404771553, 0.0020500000937317964, 2.370796326794897]	Right	0.02
16	[-2.4518871179409305, 1.472173511411872, 0.0020500000937317964, 2.570796326794897]	[-2.5891635216551276, 1.1872960132072985, 0.0020500000937317964, 2.370796326794897]	Left	0.02
17	[-2.5625342161743823, 1.3008340248580808, 0.0020500000937317964, 2.570796326794897]	[-2.380151508850978, 1.4025028404771553, 0.0020500000937317964, 2.370796326794897]	Right	0.02
18	[-2.4509317835024143, 1.5856934586525382, 0.0020500000937317964, 2.770796326794897]	[-2.5625342161743823, 1.3008340248580808, 0.0020500000937317964, 2.570796326794897]	Left	0.02
19	[-2.6059385322661757, 1.5663826368759253, 0.0020500000937317964, 2.370796326794897]	[-2.5625342161743823, 1.3008340248580808, 0.0020500000937317964, 2.570796326794897]	Left	0.02
20	[-2.552316970666863, 1.5697124507204752, 0.0020500000937317964, 2.570796326794897]	[-2.5625342161743823, 1.3008340248580808, 0.0020500000937317964, 2.370796326794897]	Left	0.02
21	[-2.663919403338831, 1.284853016926018, 0.0020500000937317964, 2.370796326794897]	[-2.552316970666863, 1.5697124507204752, 0.0020500000937317964, 2.570796326794897]	Right	0.02
22	[-2.6895699623762885, 1.5885667782557706, 0.0020500000937317964, 2.570796326794897]	[-2.663919403338831, 1.284853016926018, 0.0020500000937317964, 2.370796326794897]	Left	0.02
23	[-2.561478335091992, 1.5338627105856153, 0.0020500000937317964, 2.570796326794897]	[-2.663919403338831, 1.284853016926018, 0.0020500000937317964, 2.370796326794897]	Left	0.02
24	[-2.66953879626562, 1.3655685136240359, 0.0020500000937317964, 2.370796326794897]	[-2.561478335091992, 1.5338627105856153, 0.0020500000937317964, 2.570796326794897]	Right	0.02
25	[-2.5957919716547617, 1.6424464756575197, 0.0020500000937317964, 2.1707963267948966]	[-2.66953879626562, 1.3655685136240359, 0.0020500000937317964, 2.370796326794897]	Left	0.02
26	[-2.7873447341387254, 1.4412108364455756, 0.0020500000937317964, 2.570796326794897]	[-2.561478335091992, 1.5338627105856153, 0.0020500000937317964, 2.570796326794897]	Right	0.02
27	[-2.797090210838203, 1.6851473562286945, 0.0020500000937317964, 2.770796326794897]	[-2.7873447341387254, 1.4412108364455756, 0.0020500000937317964, 2.570796326794897]	Left	0.02
28	[-2.813639416575504, 1.4769980737666488, 0.0020500000937317964, 2.570796326794897]	[-2.797090210838203, 1.6851473562286945, 0.0020500000937317964, 2.770796326794897]	Right	0.02
29	[-2.8450870513208786, 1.85370889955869, 0.0020500000937317964, 2.570796326794897]	[-2.813639416575504, 1.4769980737666488, 0.0020500000937317964, 2.570796326794897]	Left	0.02
30	[-2.6280755810199956, 1.6549476816165347, 0.0020500000937317964, 2.370796326794897]	[-2.813639416575504, 1.4769980737666488, 0.0020500000937317964, 2.570796326794897]	Left	0.02
31	[-2.7592108929028156, 1.433806256330824, 0.0020500000937317964, 2.1707963267948966]	[-2.6280755810199956, 1.6549476816165347, 0.0020500000937317964, 2.370796326794897]	Right	0.02
32	[-2.6132458536410184, 1.7517594090330766, 0.0020500000937317964, 1.9707963267948967]	[-2.7592108929028156, 1.433806256330824, 0.0020500000937317964, 2.1707963267948966]	Left	0.02
33	[-2.518998440771694, 1.525446737785002, 0.0020500000937317964, 2.370796326794897]	[-2.7592108929028156, 1.433806256330824, 0.0020500000937317964, 2.1707963267948966]	Left	0.02
34	[-2.651548724815062, 1.7294393692090178, 0.0020500000937317964, 2.570796326794897]	[-2.813639416575504, 1.4769980737666488, 0.0020500000937317964, 2.570796326794897]	Left	0.02
35	[-2.8695617617335376, 1.4987395390352491, 0.0020500000937317964, 2.9707963267948974]	[-2.797090210838203, 1.6851473562286945, 0.0020500000937317964, 2.770796326794897]	Right	0.02
36	[-2.8185716188634657, 1.794374458031787, 0.0020500000937317964, 2.9707963267948974]	[-2.8695617617335376, 1.4987395390352491, 0.0020500000937317964, 2.9707963267948974]	Left	0.02
37	[-2.76794299220917, 1.7349039429583497, 0.0020500000937317964, 2.770796326794897]	[-2.8695617617335376, 1.4987395390352491, 0.0020500000937317964, 2.9707963267948974]	Left	0.02
38	[-2.8207279733941384, 1.4335507518995814, 0.0020500000937317964, 2.570796326794897]	[-2.76794299220917, 1.7349039429583497, 0.0020500000937317964, 2.770796326794897]	Right	0.02
39	[-2.6081490225452226, 1.653573908989862, 0.0020500000937317964, 2.370796326794897]	[-2.8207279733941384, 1.4335507518995814, 0.0020500000937317964, 2.570796326794897]	Left	0.02
40	[-2.7764413493541817, 1.6856314564589268, 0.0020500000937317964, 3.1707963267948975]	[-2.8695617617335376, 1.4987395390352491, 0.0020500000937317964, 2.9707963267948974]	Left	0.02
41	[-2.7077070764813045, 1.3875113468845526, 0.0020500000937317964, 2.9707963267948974]	[-2.7764413493541817, 1.6856314564589268, 0.0020500000937317964, 3.1707963267948975]	Right	0.02
42	[-2.8705588051980744, 1.4827967836204967, 0.0020500000937317964, 3.1707963267948975]	[-2.7764413493541817, 1.6856314564589268, 0.0020500000937317964, 3.1707963267948975]	Right	0.02
43	[-2.8276559088462854, 1.3840074042083979, 0.0020500000937317964, 3.3707963267948977]	[-2.7764413493541817, 1.6856314564589268, 0.0020500000937317964, 3.1707963267948975]	Right	0.02
44	[-2.7077070764813045, 1.3875113468845526, 0.0020500000937317964, 3.1707963267948975]	[-2.7764413493541817, 1.6856314564589268, 0.0020500000937317964, 3.1707963267948975]	Right	0.02
45	[-2.8305758610764142, 1.4839647645125482, 0.0020500000937317964, 3.1707963267948975]	[-2.7764413493541817, 1.6856314564589268, 0.0020500000937317964, 3.1707963267948975]	Right	0.02
46	[-2.8393357177668013, 1.7838368454249998, 0.0020500000937317964, 3.1707963267948975]	[-2.8305758610764142, 1.4839647645125482, 0.0020500000937317964, 3.1707963267948975]	Left	0.02
47	[-2.86909882908301, 1.4328181034684215, 0.0020500000937317964, 3.1707963267948975]	[-2.7764413493541817, 1.6856314564589268, 0.0020500000937317964, 3.1707963267948975]	Right	0.02
48	[-2.8149643173607775, 1.6344847954147999, 0.0020500000937317964, 3.3707963267948977]	[-2.86909882908301, 1.4328181034684215, 0.0020500000937317964, 3.1707963267948975]	Left	0.02
49	[-2.8669086615099793, 1.416995059769852, 0.0020500000937317964, 3.1707963267948975]	[-2.8149643173607775, 1.6344847954147999, 0.0020500000937317964, 3.3707963267948977]	Right	0.02
50	[-2.814234125902811, 1.6686404318683057, 0.0020500000937317964, 3.3707963267948977]	[-2.8669086615099793, 1.416995059769852, 0.0020500000937317964, 3.1707963267948975]	Left	0.02
51	[-2.746073497494885, 1.3764861426048471, 0.0020500000937317964, 3.570796326794898]	[-2.814234125902811, 1.6686404318683057, 0.0020500000937317964, 3.3707963267948977]	Right	0.02
52	[-2.7747450191947727, 1.583314438162812, 0.0020500000937317964, 3.3707963267948977]	[-2.746073497494885, 1.3764861426048471, 0.0020500000937317964, 3.570796326794898]	Left	0.02
53	[-2.729304600256155, 1.388544911987173, 0.0020500000937317964, 3.1707963267948975]	[-2.7747450191947727, 1.583314438162812, 0.0020500000937317964, 3.3707963267948977]	Right	0.02
54	[-2.7065843907868463, 1.2911601488993534, 0.0020500000937317964, 3.3707963267948977]	[-2.7747450191947727, 1.583314438162812, 0.0020500000937317964, 3.3707963267948977]	Right	0.02
55	[-2.8293028648043137, 1.5583456279699834, 0.0020500000937317964, 3.770796326794898]	[-2.746073497494885, 1.3764861426048471, 0.0020500000937317964, 3.570796326794898]	Left	0.02
56	[-2.7336021700096684, 1.2569465950985719, 0.0020500000937317964, 3.9707963267948982]	[-2.8293028648043137, 1.5583456279699834, 0.0020500000937317964, 3.770796326794898]	Right	0.02
57	[-2.76011242558242, 1.3613362801707447, 0.0020500000937317964, 3.570796326794898]	[-2.8293028648043137, 1.5583456279699834, 0.0020500000937317964, 3.770796326794898]	Right	0.02
58	[-2.7336021700096684, 1.2569465950985719, 0.0020500000937317964, 3.570796326794898]	[-2.8293028648043137, 1.5583456279699834, 0.0020500000937317964, 3.770796326794898]	Right	0.02
59	[-2.838706702506215, 1.1804414498553768, 0.0020500000937317964, 3.770796326794898]	[-2.8293028648043137, 1.5583456279699834, 0.0020500000937317964, 3.770796326794898]	Right	0.02
60	[-2.814234125902811, 1.6686404318683057, 0.0020500000937317964, 3.1707963267948975]	[-2.8669086615099793, 1.416995059769852, 0.0020500000937317964, 3.1707963267948975]	Left	0.02
61	[-2.8756685182003663, 1.7168671406823035, 0.0020500000937317964, 3.1707963267948975]	[-2.8669086615099793, 1.416995059769852, 0.0020500000937317964, 3.1707963267948975]	Left	0.02
62	[-2.8083942214425535, 1.4687257112600047, 0.0020500000937317964, 3.1707963267948975]	[-2.8756685182003663, 1.7168671406823035, 0.0020500000937317964, 3.1707963267948975]	Right	0.02
63	[-2.8156941020178756, 1.7186191120203809, 0.0020500000937317964, 3.1707963267948975]	[-2.8669086615099793, 1.416995059769852, 0.0020500000937317964, 3.1707963267948975]	Left	0.02
64	[-2.874208542085302, 1.6668884605302283, 0.0020500000937317964, 3.1707963267948975]	[-2.8669086615099793, 1.416995059769852, 0.0020500000937317964, 3.1707963267948975]	Left	0.02
65	[-2.8127741497877468, 1.6186617517162305, 0.0020500000937317964, 3.1707963267948975]	[-2.8669086615099793, 1.416995059769852, 0.0020500000937317964, 3.1707963267948975]	Left	0.02
66	[-2.797090210838203, 1.6851473562286945, 0.0020500000937317964, 2.570796326794897]	[-2.7873447341387254, 1.4412108364455756, 0.0020500000937317964, 2.570796326794897]	Left	0.02
67	[-2.653702157831312, 1.5537314427884121, 0.0020500000937317964, 2.370796326794897]	[-2.663919403338831, 1.284853016926018, 0.0020500000937317964, 2.370796326794897]	Left	0.02
68	[-2.81967280518149, 1.2967222129577254, 0.0020500000937317964, 2.370796326794897]	[-2.653702157831312, 1.5537314427884121, 0.0020500000937317964, 2.370796326794897]	Right	0.02
69	[-2.810488028751589, 1.6363037788324541, 0.0020500000937317964, 2.370796326794897]	[-2.81967280518149, 1.2967222129577254, 0.0020500000937317964, 2.370796326794897]	Left	0.02
70	[-2.680331463312057, 1.4401934311376299, 0.0020500000937317964, 2.370796326794897]	[-2.81967280518149, 1.2967222129577254, 0.0020500000937317964, 2.370796326794897]	Left	0.02
71	[-2.4467013605480683, 1.4223896370900688, 0.0020500000937317964, 2.370796326794897]	[-2.663919403338831, 1.284853016926018, 0.0020500000937317964, 2.370796326794897]	Left	0.02
72	[-2.756143226078151, 1.304721749128815, 0.0020500000937317964, 2.570796326794897]	[-2.4467013605480683, 1.4223896370900688, 0.0020500000937317964, 2.370796326794897]	Right	0.02
73	[-2.6864725551434345, 1.3764573582187674, 0.0020500000937317964, 2.1707963267948966]	[-2.4467013605480683, 1.4223896370900688, 0.0020500000937317964, 2.370796326794897]	Right	0.02
74	[-2.7213078906107926, 1.3405895536737913, 0.0020500000937317964, 2.1707963267948966]	[-2.4467013605480683, 1.4223896370900688, 0.0020500000937317964, 2.370796326794897]	Right	0.02
75	[-2.750002134246774, 1.3684578220476777, 0.0020500000937317964, 2.370796326794897]	[-2.4467013605480683, 1.4223896370900688, 0.0020500000937317964, 2.370796326794897]	Right	0.02
76	[-2.453952056096166, 1.6135797914365408, 0.0020500000937317964, 2.1707963267948966]	[-2.5625342161743823, 1.3008340248580808, 0.0020500000937317964, 2.370796326794897]	Left	0.02
77	[-2.518514104277123, 1.6762833952777856, 0.0020500000937317964, 2.1707963267948966]	[-2.5625342161743823, 1.3008340248580808, 0.0020500000937317964, 2.370796326794897]	Left	0.02
78	[-2.649702678855357, 1.5138347637041978, 0.0020500000937317964, 2.1707963267948966]	[-2.518514104277123, 1.6762833952777856, 0.0020500000937317964, 2.1707963267948966]	Right	0.02
79	[-2.522418721403242, 1.7705423681403116, 0.0020500000937317964, 2.370796326794897]	[-2.649702678855357, 1.5138347637041978, 0.0020500000937317964, 2.1707963267948966]	Left	0.02
80	[-2.8451647350253317, 1.62243763934663, 0.0020500000937317964, 1.9707963267948967]	[-2.518514104277123, 1.6762833952777856, 0.0020500000937317964, 2.1707963267948966]	Right	0.02
81	[-2.7154711041479658, 1.829269846968764, 0.0020500000937317964, 2.1707963267948966]	[-2.8451647350253317, 1.62243763934663, 0.0020500000937317964, 1.9707963267948967]	Left	0.02
82	[-2.6694180544478217, 1.8487407640841966, 0.0020500000937317964, 1.7707963267948967]	[-2.8451647350253317, 1.62243763934663, 0.0020500000937317964, 1.9707963267948967]	Left	0.02
83	[-2.8535112101683664, 1.75020290325471, 0.0020500000937317964, 1.7707963267948967]	[-2.6694180544478217, 1.8487407640841966, 0.0020500000937317964, 1.7707963267948967]	Right	0.02
84	[-2.5965744058603524, 1.7410662412830007, 0.0020500000937317964, 1.9707963267948967]	[-2.8535112101683664, 1.75020290325471, 0.0020500000937317964, 1.7707963267948967]	Left	0.02
85	[-2.5965744058603524, 1.7410662412830007, 0.0020500000937317964, 1.7707963267948967]	[-2.8535112101683664, 1.75020290325471, 0.0020500000937317964, 1.7707963267948967]	Left	0.02
86	[-2.6694180544478217, 1.8487407640841966, 0.0020500000937317964, 1.9707963267948967]	[-2.8535112101683664, 1.75020290325471, 0.0020500000937317964, 1.7707963267948967]	Left	0.02
87	[-2.8536302532483986, 1.7708570956224665, 0.0020500000937317964, 1.7707963267948967]	[-2.6694180544478217, 1.8487407640841966, 0.0020500000937317964, 1.9707963267948967]	Right	0.02
88	[-2.876318202410024, 1.696122518866861, 0.0020500000937317964, 1.7707963267948967]	[-2.6694180544478217, 1.8487407640841966, 0.0020500000937317964, 1.9707963267948967]	Right	0.02
89	[-2.692225046689479, 1.7946603796963476, 0.0020500000937317964, 1.9707963267948967]	[-2.876318202410024, 1.696122518866861, 0.0020500000937317964, 1.7707963267948967]	Left	0.02
90	[-2.692225046689479, 1.7946603796963476, 0.0020500000937317964, 1.5707963267948968]	[-2.876318202410024, 1.696122518866861, 0.0020500000937317964, 1.7707963267948967]	Left	0.02
91	[-2.8536302532483986, 1.7708570956224665, 0.0020500000937317964, 2.1707963267948966]	[-2.6694180544478217, 1.8487407640841966, 0.0020500000937317964, 1.9707963267948967]	Right	0.02
92	[-2.608494565708056, 1.7998702359534753, 0.0020500000937317964, 1.7707963267948967]	[-2.8535112101683664, 1.75020290325471, 0.0020500000937317964, 1.7707963267948967]	Left	0.02
93	[-2.559491236815994, 1.8098037024932283, 0.0020500000937317964, 1.7707963267948967]	[-2.8535112101683664, 1.75020290325471, 0.0020500000937317964, 1.7707963267948967]	Left	0.02
94	[-2.6455777347524143, 1.7311327747432477, 0.0020500000937317964, 1.7707963267948967]	[-2.8535112101683664, 1.75020290325471, 0.0020500000937317964, 1.7707963267948967]	Left	0.02
95	[-2.657497894600118, 1.7899367694137223, 0.0020500000937317964, 1.9707963267948967]	[-2.8535112101683664, 1.75020290325471, 0.0020500000937317964, 1.7707963267948967]	Left	0.02
96	[-2.841710093400695, 1.7120531009519921, 0.0020500000937317964, 1.7707963267948967]	[-2.657497894600118, 1.7899367694137223, 0.0020500000937317964, 1.9707963267948967]	Right	0.02
97	[-2.6455777347524143, 1.7311327747432477, 0.0020500000937317964, 1.9707963267948967]	[-2.8535112101683664, 1.75020290325471, 0.0020500000937317964, 1.7707963267948967]	Left	0.02
98	[-2.5475710769682904, 1.750999707822754, 0.0020500000937317964, 1.5707963267948968]	[-2.8535112101683664, 1.75020290325471, 0.0020500000937317964, 1.7707963267948967]	Left	0.02
99	[-2.5475710769682904, 1.750999707822754, 0.0020500000937317964, 1.7707963267948967]	[-2.8535112101683664, 1.75020290325471, 0.0020500000937317964, 1.7707963267948967]	Left	0.02
100	[-2.559491236815994, 1.8098037024932283, 0.0020500000937317964, 1.9707963267948967]	[-2.8535112101683664, 1.75020290325471, 0.0020500000937317964, 1.7707963267948967]	Left	0.02
101	[-2.8358095350168595, 1.692978199800633, 0.0020500000937317964, 1.7707963267948967]	[-2.559491236815994, 1.8098037024932283, 0.0020500000937317964, 1.9707963267948967]	Right	0.02
102	[-2.608494565708056, 1.7998702359534753, 0.0020500000937317964, 1.5707963267948968]	[-2.8535112101683664, 1.75020290325471, 0.0020500000937317964, 1.7707963267948967]	Left	0.02
103	[-2.5965744058603524, 1.7410662412830007, 0.0020500000937317964, 1.5707963267948968]	[-2.8535112101683664, 1.75020290325471, 0.0020500000937317964, 1.7707963267948967]	Left	0.02
104	[-2.6455777347524143, 1.7311327747432477, 0.0020500000937317964, 1.5707963267948968]	[-2.8535112101683664, 1.75020290325471, 0.0020500000937317964, 1.7707963267948967]	Left	0.02
105	[-2.559491236815994, 1.8098037024932283, 0.0020500000937317964, 1.5707963267948968]	[-2.8535112101683664, 1.75020290325471, 0.0020500000937317964, 1.7707963267948967]	Left	0.02
106	[-2.759491236815994, 1.7498037024932283, 0.0020500000937317964, 1.7707963267948967]	[-2.559491236815994, 1.8098037024932283, 0.0020500000937317964, 1.5707963267948968]	Right	0.02
107	[-2.657497894600118, 1.7899367694137223, 0.0020500000937317964, 1.7707963267948967]	[-2.8535112101683664, 1.75020290325471, 0.0020500000937317964, 1.7707963267948967]	Left	0.02
108	[-2.5475710769682904, 1.750999707822754, 0.0020500000937317964, 1.9707963267948967]	[-2.8535112101683664, 1.75020290325471, 0.0020500000937317964, 1.7707963267948967]	Left	0.02
109	[-2.9144346989081322, 1.7990734313854313, 0.0020500000937317964, 1.5707963267948968]	[-2.6694180544478217, 1.8487407640841966, 0.0020500000937317964, 1.7707963267948967]	Right	0.02
110	[-2.6144346989081324, 1.7990734313854313, 0.0020500000937317964, 1.7707963267948967]	[-2.9144346989081322, 1.7990734313854313, 0.0020500000937317964, 1.5707963267948968]	Left	0.02
111	[-2.6644346989081322, 1.7990734313854313, 0.0020500000937317964, 1.5707963267948968]	[-2.9144346989081322, 1.7990734313854313, 0.0020500000937317964, 1.5707963267948968]	Left	0.02
112	[-2.6644346989081322, 1.8590734313854314, 0.0020500000937317964, 1.5707963267948968]	[-2.9144346989081322, 1.7990734313854313, 0.0020500000937317964, 1.5707963267948968]	Left	0.02
113	[-2.6144346989081324, 1.7390734313854312, 0.0020500000937317964, 1.7707963267948967]	[-2.9144346989081322, 1.7990734313854313, 0.0020500000937317964, 1.5707963267948968]	Left	0.02
114	[-2.6644346989081322, 1.7990734313854313, 0.0020500000937317964, 1.7707963267948967]	[-2.9144346989081322, 1.7990734313854313, 0.0020500000937317964, 1.5707963267948968]	Left	0.02
115	[-2.714434698908132, 1.7990734313854313, 0.0020500000937317964, 1.3707963267948968]	[-2.9144346989081322, 1.7990734313854313, 0.0020500000937317964, 1.5707963267948968]	Left	0.02
116	[-2.714434698908132, 1.7990734313854313, 0.0020500000937317964, 1.5707963267948968]	[-2.9144346989081322, 1.7990734313854313, 0.0020500000937317964, 1.5707963267948968]	Left	0.02
117	[-2.714434698908132, 1.7390734313854312, 0.0020500000937317964, 1.7707963267948967]	[-2.9144346989081322, 1.7990734313854313, 0.0020500000937317964, 1.5707963267948968]	Left	0.02
118	[-2.714434698908132, 1.8590734313854314, 0.0020500000937317964, 1.5707963267948968]	[-2.9144346989081322, 1.7990734313854313, 0.0020500000937317964, 1.5707963267948968]	Left	0.02
119	[-2.6641698613854885, 1.449394435541823, 0.0020500000937317964, 1.9707963267948967]	[-2.3149335317014788, 1.4702267668765914, 0.0020500000937317964, 2.1707963267948966]	Right	0.02
120	[-2.456592562046392, 1.47201444436338, 0.0020500000937317964, 1.7707963267948967]	[-2.6641698613854885, 1.449394435541823, 0.0020500000937317964, 1.9707963267948967]	Left	0.02
121	[-2.387851563184623, 1.566219938234418, 0.0020500000937317964, 1.9707963267948967]	[-2.6641698613854885, 1.449394435541823, 0.0020500000937317964, 1.9707963267948967]	Left	0.02
122	[-2.7342651630010453, 1.615185414462342, 0.0020500000937317964, 2.1707963267948966]	[-2.387851563184623, 1.566219938234418, 0.0020500000937317964, 1.9707963267948967]	Right	0.02
123	[-2.521833679663681, 1.3176085216592557, 0.0020500000937317964, 1.7707963267948965]	[-2.1999999999999997, 1.2400000000000002, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
124	[-2.304630741514679, 1.5044851752557948, 0.0020500000937317964, 1.5707963267948966]	[-2.521833679663681, 1.3176085216592557, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
125	[-2.1, 1.04, 0.0020500000937317964, 1.3707963267948966]	[-2.4, 1.1, 0.000205, 1.5707963267948966]	Left	0.02
126	[-2.317202938149002, 1.2268766535965392, 0.0020500000937317964, 1.5707963267948966]	[-2.1, 1.04, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
127	[-2.2761463824887422, 1.1777405239431364, 0.0020500000937317964, 1.1707963267948966]	[-2.1, 1.04, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
128	[-2.045881133988021, 1.0803859383659737, 0.0020500000937317964, 0.9707963267948967]	[-2.2761463824887422, 1.1777405239431364, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
129	[-1.9608862500570117, 1.1530211206508298, 0.0020500000937317964, 1.3707963267948966]	[-2.2761463824887422, 1.1777405239431364, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
130	[-2.006939299757156, 1.1724920377662624, 0.0020500000937317964, 1.3707963267948966]	[-2.2761463824887422, 1.1777405239431364, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
131	[-1.9998280842878766, 1.0609150212505414, 0.0020500000937317964, 0.9707963267948967]	[-2.2761463824887422, 1.1777405239431364, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
132	[-1.9102618655568873, 1.272759049871205, 0.0020500000937317964, 0.9707963267948967]	[-2.2761463824887422, 1.1777405239431364, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
133	[-2.0279947811489327, 1.6319789833189415, 0.0020500000937317964, 0.9707963267948967]	[-1.9102618655568873, 1.272759049871205, 0.0020500000937317964, 0.9707963267948967]	Right	0.02
134	[-1.7013441504007243, 1.578133227387786, 0.0020500000937317964, 1.1707963267948966]	[-2.0279947811489327, 1.6319789833189415, 0.0020500000937317964, 0.9707963267948967]	Left	0.02
135	[-1.8555394258252154, 1.441298228075602, 0.0020500000937317964, 0.9707963267948967]	[-2.0279947811489327, 1.6319789833189415, 0.0020500000937317964, 0.9707963267948967]	Left	0.02
136	[-1.821660877421513, 1.4908183649701827, 0.0020500000937317964, 0.9707963267948967]	[-2.0279947811489327, 1.6319789833189415, 0.0020500000937317964, 0.9707963267948967]	Left	0.02
137	[-1.8850923551923424, 1.7523072703329319, 0.0020500000937317964, 1.1707963267948966]	[-1.821660877421513, 1.4908183649701827, 0.0020500000937317964, 0.9707963267948967]	Right	0.02
138	[-2.037545823009002, 1.5294666543073188, 0.0020500000937317964, 0.9707963267948967]	[-1.9102618655568873, 1.272759049871205, 0.0020500000937317964, 0.9707963267948967]	Right	0.02
139	[-1.8312119192815823, 1.38830603595856, 0.0020500000937317964, 0.9707963267948967]	[-2.037545823009002, 1.5294666543073188, 0.0020500000937317964, 0.9707963267948967]	Left	0.02
140	[-1.999762657479181, 1.6732457640644256, 0.0020500000937317964, 1.1707963267948966]	[-1.8312119192815823, 1.38830603595856, 0.0020500000937317964, 0.9707963267948967]	Right	0.02
141	[-1.67993119024747, 1.7877352071079267, 0.0020500000937317964, 0.9707963267948967]	[-1.999762657479181, 1.6732457640644256, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
142	[-1.7151305443485476, 2.0904908932161597, 0.0020500000937317964, 1.1707963267948966]	[-1.67993119024747, 1.7877352071079267, 0.0020500000937317964, 0.9707963267948967]	Right	0.02
143	[-1.5082303963863453, 1.937872647998824, 0.0020500000937317964, 1.3707963267948966]	[-1.7151305443485476, 2.0904908932161597, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
144	[-1.4848652958478263, 1.993136307638997, 0.0020500000937317964, 1.3707963267948966]	[-1.7151305443485476, 2.0904908932161597, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
145	[-2.075328988538823, 1.385687544550212, 0.0020500000937317964, 0.9707963267948967]	[-1.9102618655568873, 1.272759049871205, 0.0020500000937317964, 0.9707963267948967]	Right	0.02
146	[-1.7803940966760292, 1.462586241300431, 0.0020500000937317964, 0.7707963267948967]	[-2.075328988538823, 1.385687544550212, 0.0020500000937317964, 0.9707963267948967]	Left	0.02
147	[-2.023193184826396, 1.0056513616103682, 0.0020500000937317964, 1.1707963267948966]	[-2.2761463824887422, 1.1777405239431364, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
148	[-2.24499291510405, 1.2514254034633672, 0.0020500000937317964, 0.9707963267948967]	[-2.023193184826396, 1.0056513616103682, 0.0020500000937317964, 1.1707963267948966]	Right	0.02
149	[-1.9973922306311467, 1.0820326614448565, 0.0020500000937317964, 1.1707963267948966]	[-2.24499291510405, 1.2514254034633672, 0.0020500000937317964, 0.9707963267948967]	Left	0.02
150	[-2.2307704841654923, 1.028271370431925, 0.0020500000937317964, 1.1707963267948966]	[-2.023193184826396, 1.0056513616103682, 0.0020500000937317964, 1.1707963267948966]	Right	0.02
151	[-1.9778172865031458, 0.8561822080991568, 0.0020500000937317964, 1.1707963267948966]	[-2.2307704841654923, 1.028271370431925, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
