i	f_sup	f_swg	f_swg_id	traj_h
2482	[0.2338404228277506, 2.855782792356094, 0.0020500000937317964, 1.5707963267948966]	[-0.023096381480263467, 2.846646130384385, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2483	[-0.01615957717224939, 2.855782792356094, 0.0020500000937317964, 1.7707963267948965]	[0.2338404228277506, 2.855782792356094, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
2484	[0.25900343202440534, 2.728241336475392, 0.0020500000937317964, 1.1707963267948966]	[-0.023096381480263467, 2.846646130384385, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2485	[0.22192026298004694, 2.7969787976856195, 0.0020500000937317964, 1.1707963267948966]	[-0.023096381480263467, 2.846646130384385, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2486	[0.25900343202440534, 2.728241336475392, 0.0020500000937317964, 1.5707963267948966]	[-0.023096381480263467, 2.846646130384385, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2487	[0.22192026298004694, 2.7969787976856195, 0.0020500000937317964, 1.5707963267948966]	[-0.023096381480263467, 2.846646130384385, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2488	[0.1609967742402812, 2.748108269554898, 0.0020500000937317964, 1.1707963267948966]	[-0.023096381480263467, 2.846646130384385, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2489	[0.17291693408798486, 2.8069122642253728, 0.0020500000937317964, 1.5707963267948966]	[-0.023096381480263467, 2.846646130384385, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2490	[0.2828437517198127, 2.845849325816341, 0.0020500000937317964, 1.1707963267948966]	[-0.023096381480263467, 2.846646130384385, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2491	[0.22192026298004694, 2.7969787976856195, 0.0020500000937317964, 1.3707963267948966]	[-0.023096381480263467, 2.846646130384385, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2492	[0.2828437517198127, 2.845849325816341, 0.0020500000937317964, 1.5707963267948966]	[-0.023096381480263467, 2.846646130384385, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2493	[-0.017156248280187303, 2.785849325816341, 0.0020500000937317964, 1.5707963267948966]	[0.2828437517198127, 2.845849325816341, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
2494	[0.032843751719812686, 2.845849325816341, 0.0020500000937317964, 1.3707963267948966]	[0.2828437517198127, 2.845849325816341, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
2495	[0.270923591872109, 2.7870453311458663, 0.0020500000937317964, 1.3707963267948966]	[-0.023096381480263467, 2.846646130384385, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2496	[0.21000010313234327, 2.738174803015145, 0.0020500000937317964, 1.5707963267948966]	[-0.023096381480263467, 2.846646130384385, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2497	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	[0.18483709393568853, 2.865716258895847, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
2498	[0.12790028962767447, 2.8565795969241377, 0.0020500000937317964, 1.3707963267948966]	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2499	[-0.1290365146803396, 2.8474429349524284, 0.0020500000937317964, 1.1707963267948966]	[0.12790028962767447, 2.8565795969241377, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
2500	[0.22790028962767445, 2.7965795969241376, 0.0020500000937317964, 1.5707963267948966]	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2501	[0.12790028962767447, 2.8565795969241377, 0.0020500000937317964, 1.7707963267948965]	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2502	[0.22790028962767445, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2503	[0.027900289627674435, 2.8565795969241377, 0.0020500000937317964, 1.7707963267948965]	[0.22790028962767445, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
2504	[0.2848370939356885, 2.8474429349524284, 0.0020500000937317964, 1.9707963267948965]	[0.027900289627674435, 2.8565795969241377, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
2505	[-0.022099710372325554, 2.7965795969241376, 0.0020500000937317964, 1.7707963267948965]	[0.22790028962767445, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
2506	[0.17790028962767446, 2.8565795969241377, 0.0020500000937317964, 1.7707963267948965]	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2507	[0.17790028962767446, 2.7965795969241376, 0.0020500000937317964, 1.3707963267948966]	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2508	[0.22790028962767445, 2.7965795969241376, 0.0020500000937317964, 1.7707963267948965]	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2509	[0.17790028962767446, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2510	[-0.022099710372325554, 2.8565795969241377, 0.0020500000937317964, 1.7707963267948965]	[0.17790028962767446, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
2511	[0.22790028962767445, 2.7965795969241376, 0.0020500000937317964, 1.3707963267948966]	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2512	[0.12790028962767447, 2.7965795969241376, 0.0020500000937317964, 1.7707963267948965]	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2513	[0.17790028962767446, 2.7965795969241376, 0.0020500000937317964, 1.5707963267948966]	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2514	[0.12790028962767447, 2.7965795969241376, 0.0020500000937317964, 1.3707963267948966]	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2515	[0.22790028962767445, 2.8565795969241377, 0.0020500000937317964, 1.3707963267948966]	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2516	[0.019966814211722445, 2.8375094684126756, 0.0020500000937317964, 1.3707963267948966]	[0.22790028962767445, 2.8565795969241377, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
2517	[0.12790028962767447, 2.7965795969241376, 0.0020500000937317964, 1.5707963267948966]	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2518	[0.12790028962767447, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2519	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.3707963267948966]	[0.12790028962767447, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
2520	[-0.12209971037232553, 2.8565795969241377, 0.0020500000937317964, 1.7707963267948965]	[0.12790028962767447, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
2521	[-0.17209971037232552, 2.7965795969241376, 0.0020500000937317964, 1.3707963267948966]	[0.12790028962767447, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
2522	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	[0.12790028962767447, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
2523	[-0.07209971037232554, 2.7965795969241376, 0.0020500000937317964, 1.3707963267948966]	[0.12790028962767447, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
2524	[-0.07209971037232554, 2.7965795969241376, 0.0020500000937317964, 1.7707963267948965]	[0.12790028962767447, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
2525	[-0.17209971037232552, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	[0.12790028962767447, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
2526	[-0.12209971037232553, 2.7965795969241376, 0.0020500000937317964, 1.7707963267948965]	[0.12790028962767447, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
2527	[-0.12209971037232553, 2.7965795969241376, 0.0020500000937317964, 1.3707963267948966]	[0.12790028962767447, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
2528	[-0.12209971037232553, 2.8565795969241377, 0.0020500000937317964, 1.3707963267948966]	[0.12790028962767447, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
2529	[0.17192026298004692, 2.796978797685619, 0.0020500000937317964, 1.5707963267948966]	[-0.12209971037232553, 2.8565795969241377, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2530	[0.1109967742402812, 2.7481082695548977, 0.0020500000937317964, 1.3707963267948966]	[-0.12209971037232553, 2.8565795969241377, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2531	[0.12291693408798487, 2.8069122642253723, 0.0020500000937317964, 1.3707963267948966]	[-0.12209971037232553, 2.8565795969241377, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2532	[0.0739136051959228, 2.8168457307651256, 0.0020500000937317964, 1.5707963267948966]	[-0.12209971037232553, 2.8565795969241377, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2533	[0.06199344534821913, 2.758041736094651, 0.0020500000937317964, 1.1707963267948966]	[-0.12209971037232553, 2.8565795969241377, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2534	[0.12291693408798487, 2.8069122642253723, 0.0020500000937317964, 1.5707963267948966]	[-0.12209971037232553, 2.8565795969241377, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2535	[0.22790028962767445, 2.8565795969241377, 0.0020500000937317964, 1.7707963267948965]	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2536	[-0.05419952387699434, 2.738174803015145, 0.0020500000937317964, 1.9707963267948965]	[0.22790028962767445, 2.8565795969241377, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
2537	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.1707963267948966]	[0.18483709393568853, 2.865716258895847, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
2538	[0.1121124884282515, 2.7786959284624078, 0.0020500000937317964, 1.3707963267948966]	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2539	[0.13547758896677053, 2.8339595881025805, 0.0020500000937317964, 0.9707963267948967]	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2540	[0.18153063866691477, 2.814488670987148, 0.0020500000937317964, 1.3707963267948966]	[-0.07209971037232554, 2.8565795969241377, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2541	[-0.023096381480263467, 2.846646130384385, 0.0020500000937317964, 1.1707963267948966]	[0.18483709393568853, 2.865716258895847, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
2542	[0.16111581732031358, 2.768762461922655, 0.0020500000937317964, 0.9707963267948967]	[-0.023096381480263467, 2.846646130384385, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2543	[0.1844809178588326, 2.8240261215628277, 0.0020500000937317964, 0.9707963267948967]	[-0.023096381480263467, 2.846646130384385, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2544	[0.3077404846438131, 2.8587691668521935, 0.0020500000937317964, 1.3707963267948966]	[-0.023096381480263467, 2.846646130384385, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2545	[0.05080368033579902, 2.8496325048804843, 0.0020500000937317964, 1.3707963267948966]	[0.3077404846438131, 2.8587691668521935, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
2546	[0.3329034938404678, 2.7312277109714915, 0.0020500000937317964, 1.1707963267948966]	[0.05080368033579902, 2.8496325048804843, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2547	[0.2958203247961094, 2.799965172181719, 0.0020500000937317964, 1.1707963267948966]	[0.05080368033579902, 2.8496325048804843, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2548	[0.23489683605634368, 2.7510946440509976, 0.0020500000937317964, 1.1707963267948966]	[0.05080368033579902, 2.8496325048804843, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2549	[0.3077404846438131, 2.8587691668521935, 0.0020500000937317964, 1.5707963267948966]	[0.05080368033579902, 2.8496325048804843, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2550	[0.007740484643813106, 2.7987691668521935, 0.0020500000937317964, 1.3707963267948966]	[0.3077404846438131, 2.8587691668521935, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
2551	[0.35674381353587514, 2.8488357003124403, 0.0020500000937317964, 1.1707963267948966]	[0.05080368033579902, 2.8496325048804843, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2552	[0.3077404846438131, 2.8587691668521935, 0.0020500000937317964, 1.1707963267948966]	[0.05080368033579902, 2.8496325048804843, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2553	[0.34482365368817147, 2.7900317056419657, 0.0020500000937317964, 1.5707963267948966]	[0.05080368033579902, 2.8496325048804843, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2554	[0.35674381353587514, 2.8488357003124403, 0.0020500000937317964, 1.5707963267948966]	[0.05080368033579902, 2.8496325048804843, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2555	[0.34482365368817147, 2.7900317056419657, 0.0020500000937317964, 1.3707963267948966]	[0.05080368033579902, 2.8496325048804843, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2556	[0.0998070092278611, 2.8396990383407315, 0.0020500000937317964, 1.5707963267948966]	[0.3077404846438131, 2.8587691668521935, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
2557	[0.39980700922786105, 2.8396990383407315, 0.0020500000937317964, 1.5707963267948966]	[0.0998070092278611, 2.8396990383407315, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2558	[0.2998070092278611, 2.7796990383407314, 0.0020500000937317964, 1.3707963267948966]	[0.0998070092278611, 2.8396990383407315, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2559	[0.3498070092278611, 2.8396990383407315, 0.0020500000937317964, 1.3707963267948966]	[0.0998070092278611, 2.8396990383407315, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2560	[0.3498070092278611, 2.7796990383407314, 0.0020500000937317964, 1.5707963267948966]	[0.0998070092278611, 2.8396990383407315, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2561	[0.2998070092278611, 2.8396990383407315, 0.0020500000937317964, 1.5707963267948966]	[0.0998070092278611, 2.8396990383407315, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2562	[0.2998070092278611, 2.7796990383407314, 0.0020500000937317964, 1.5707963267948966]	[0.0998070092278611, 2.8396990383407315, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2563	[0.39980700922786105, 2.7796990383407314, 0.0020500000937317964, 1.5707963267948966]	[0.0998070092278611, 2.8396990383407315, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2564	[0.3498070092278611, 2.7796990383407314, 0.0020500000937317964, 1.7707963267948965]	[0.0998070092278611, 2.8396990383407315, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2565	[0.3498070092278611, 2.7796990383407314, 0.0020500000937317964, 1.3707963267948966]	[0.0998070092278611, 2.8396990383407315, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2566	[0.3498070092278611, 2.8396990383407315, 0.0020500000937317964, 1.7707963267948965]	[0.0998070092278611, 2.8396990383407315, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2567	[0.14187353381190912, 2.8587691668521935, 0.0020500000937317964, 1.7707963267948965]	[0.3498070092278611, 2.8396990383407315, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
2568	[0.39980700922786105, 2.7796990383407314, 0.0020500000937317964, 1.7707963267948965]	[0.0998070092278611, 2.8396990383407315, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2569	[0.39980700922786105, 2.7796990383407314, 0.0020500000937317964, 1.3707963267948966]	[0.0998070092278611, 2.8396990383407315, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2570	[0.39980700922786105, 2.8396990383407315, 0.0020500000937317964, 1.3707963267948966]	[0.0998070092278611, 2.8396990383407315, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2571	[0.19187353381190905, 2.8206289098292694, 0.0020500000937317964, 1.5707963267948966]	[0.39980700922786105, 2.8396990383407315, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
2572	[0.39187353381190904, 2.8206289098292694, 0.0020500000937317964, 1.3707963267948966]	[0.19187353381190905, 2.8206289098292694, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2573	[0.491873533811909, 2.7606289098292693, 0.0020500000937317964, 1.3707963267948966]	[0.19187353381190905, 2.8206289098292694, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2574	[0.09386687602778493, 2.8404958429087754, 0.0020500000937317964, 1.1707963267948966]	[0.39980700922786105, 2.8396990383407315, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
2575	[0.4247037421518615, 2.852618879376584, 0.0020500000937317964, 1.3707963267948966]	[0.09386687602778493, 2.8404958429087754, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2576	[0.21677026673590952, 2.833548750865122, 0.0020500000937317964, 1.5707963267948966]	[0.4247037421518615, 2.852618879376584, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
2577	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.3707963267948966]	[0.39980700922786105, 2.8396990383407315, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
2578	[0.43689017827221943, 2.7709615771305036, 0.0020500000937317964, 1.5707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2579	[0.33888352048809534, 2.79082851021001, 0.0020500000937317964, 1.1707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2580	[0.33888352048809534, 2.79082851021001, 0.0020500000937317964, 1.5707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2581	[0.4488103381199231, 2.829765571800978, 0.0020500000937317964, 1.5707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2582	[0.32696336064039166, 2.7320245155395355, 0.0020500000937317964, 1.1707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2583	[0.43689017827221943, 2.7709615771305036, 0.0020500000937317964, 1.3707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2584	[0.350803680335799, 2.8496325048804843, 0.0020500000937317964, 1.1707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2585	[0.3759666895324537, 2.7220910489997823, 0.0020500000937317964, 1.5707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2586	[0.32696336064039166, 2.7320245155395355, 0.0020500000937317964, 1.5707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2587	[0.350803680335799, 2.8496325048804843, 0.0020500000937317964, 1.5707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2588	[0.09386687602778493, 2.8404958429087754, 0.0020500000937317964, 1.5707963267948966]	[0.39980700922786105, 2.8396990383407315, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
2589	[0.34386687602778493, 2.8404958429087754, 0.0020500000937317964, 1.5707963267948966]	[0.09386687602778493, 2.8404958429087754, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2590	[0.29386687602778494, 2.7804958429087754, 0.0020500000937317964, 1.7707963267948965]	[0.09386687602778493, 2.8404958429087754, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2591	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.5707963267948966]	[0.39980700922786105, 2.8396990383407315, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
2592	[0.342870204919847, 2.770562376369022, 0.0020500000937317964, 1.5707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2593	[0.44287020491984697, 2.770562376369022, 0.0020500000937317964, 1.5707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2594	[0.392870204919847, 2.830562376369022, 0.0020500000937317964, 1.5707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2595	[0.44287020491984697, 2.830562376369022, 0.0020500000937317964, 1.5707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2596	[0.14287020491984698, 2.770562376369022, 0.0020500000937317964, 1.7707963267948965]	[0.44287020491984697, 2.830562376369022, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
2597	[0.24287020491984695, 2.770562376369022, 0.0020500000937317964, 1.5707963267948966]	[0.44287020491984697, 2.830562376369022, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
2598	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.3707963267948966]	[0.44287020491984697, 2.830562376369022, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
2599	[0.39980700922786105, 2.8396990383407315, 0.0020500000937317964, 1.1707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2600	[0.3878868493801574, 2.780895043670257, 0.0020500000937317964, 1.1707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2601	[0.392870204919847, 2.830562376369022, 0.0020500000937317964, 1.3707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2602	[0.44287020491984697, 2.770562376369022, 0.0020500000937317964, 1.3707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2603	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.1707963267948966]	[0.39980700922786105, 2.8396990383407315, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
2604	[0.42765402134377933, 2.8621563299522634, 0.0020500000937317964, 1.3707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2605	[0.17071721703576526, 2.853019667980554, 0.0020500000937317964, 1.5707963267948966]	[0.42765402134377933, 2.8621563299522634, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
2606	[0.17071721703576526, 2.853019667980554, 0.0020500000937317964, 1.3707963267948966]	[0.42765402134377933, 2.8621563299522634, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
2607	[0.21972054592782733, 2.8430862014408014, 0.0020500000937317964, 1.5707963267948966]	[0.42765402134377933, 2.8621563299522634, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
2608	[0.4697205459278273, 2.7830862014408013, 0.0020500000937317964, 1.3707963267948966]	[0.21972054592782733, 2.8430862014408014, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
2609	[0.21972054592782733, 2.8430862014408014, 0.0020500000937317964, 1.3707963267948966]	[0.42765402134377933, 2.8621563299522634, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
2610	[0.5256606791279035, 2.8422893968727574, 0.0020500000937317964, 1.5707963267948966]	[0.21972054592782733, 2.8430862014408014, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2611	[0.5137405192801998, 2.783485402202283, 0.0020500000937317964, 1.5707963267948966]	[0.21972054592782733, 2.8430862014408014, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2612	[0.403813701648372, 2.7445483406113147, 0.0020500000937317964, 1.5707963267948966]	[0.21972054592782733, 2.8430862014408014, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2613	[0.4528170305404341, 2.7346148740715615, 0.0020500000937317964, 1.1707963267948966]	[0.21972054592782733, 2.8430862014408014, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2614	[0.4528170305404341, 2.7346148740715615, 0.0020500000937317964, 1.5707963267948966]	[0.21972054592782733, 2.8430862014408014, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
2615	[0.303717303181905, 2.697415048267119, 0.0020500000937317964, 1.3707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2616	[0.3660242379512891, 2.8447848073075805, 0.0020500000937317964, 1.3707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2617	[0.3497703528820492, 2.6779441311516865, 0.0020500000937317964, 1.3707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2618	[0.327082403720424, 2.7526787079072923, 0.0020500000937317964, 0.9707963267948967]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2619	[0.39582340258219345, 2.658473214036254, 0.0020500000937317964, 0.9707963267948967]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2620	[0.3497703528820492, 2.6779441311516865, 0.0020500000937317964, 0.9707963267948967]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2621	[0.42765402134377933, 2.8621563299522634, 0.0020500000937317964, 1.1707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2622	[0.3660242379512891, 2.8447848073075805, 0.0020500000937317964, 1.1707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2623	[0.327082403720424, 2.7526787079072923, 0.0020500000937317964, 1.1707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2624	[0.37313545342056825, 2.7332077907918597, 0.0020500000937317964, 0.9707963267948967]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2625	[0.39582340258219345, 2.658473214036254, 0.0020500000937317964, 1.1707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2626	[0.4425536036592315, 2.7690005333166003, 0.0020500000937317964, 1.1707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2627	[0.4191885031207125, 2.713736873676427, 0.0020500000937317964, 1.3707963267948966]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2628	[0.45813033735157754, 2.8058429730767154, 0.0020500000937317964, 0.9707963267948967]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2629	[0.35044750425894305, 2.807942367547465, 0.0020500000937317964, 0.9707963267948967]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
2630	[0.47370707104392357, 2.842685412836831, 0.0020500000937317964, 0.9707963267948967]	[0.14287020491984698, 2.830562376369022, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
