i	f_sup	f_swg	f_swg_id	traj_h
0	[3.3, -0.1, 0.000205, 3.141592653589793]	[3.3, 0.1, 0.000205, 3.141592653589793]	Right	None
1	[3.36, 0.15, 0.0020500000937317964, 3.3415926535897933]	[3.3, -0.1, 0.000205, 3.141592653589793]	Left	0.02
2	[3.1199999999999997, 0.10000000000000003, 0.0020500000937317964, 2.941592653589793]	[3.3, -0.1, 0.000205, 3.141592653589793]	Left	0.02
3	[2.97232600951711, -0.12514971138080422, 0.0020500000937317964, 2.7415926535897928]	[3.1199999999999997, 0.10000000000000003, 0.0020500000937317964, 2.941592653589793]	Right	0.02
4	[2.9775744956939842, 0.14405737135078212, 0.0020500000937317964, 2.7415926535897928]	[2.97232600951711, -0.12514971138080422, 0.0020500000937317964, 2.7415926535897928]	Left	0.02
5	[2.954954486872427, -0.06351992798831393, 0.0020500000937317964, 2.7415926535897928]	[2.9775744956939842, 0.14405737135078212, 0.0020500000937317964, 2.7415926535897928]	Right	0.02
6	[2.8075847278319657, -0.0012129932189297865, 0.0020500000937317964, 2.941592653589793]	[2.9775744956939842, 0.14405737135078212, 0.0020500000937317964, 2.7415926535897928]	Right	0.02
7	[2.8075847278319657, -0.0012129932189297865, 0.0020500000937317964, 2.5415926535897926]	[2.9775744956939842, 0.14405737135078212, 0.0020500000937317964, 2.7415926535897928]	Right	0.02
8	[2.6878467986115906, 0.049411391281194844, 0.0020500000937317964, 2.5415926535897926]	[2.9775744956939842, 0.14405737135078212, 0.0020500000937317964, 2.7415926535897928]	Right	0.02
9	[2.77074228807185, 0.014363740473416264, 0.0020500000937317964, 2.5415926535897926]	[2.9775744956939842, 0.14405737135078212, 0.0020500000937317964, 2.7415926535897928]	Right	0.02
10	[2.96142304331519, 0.18681909579713357, 0.0020500000937317964, 2.3415926535897924]	[2.77074228807185, 0.014363740473416264, 0.0020500000937317964, 2.5415926535897926]	Left	0.02
11	[2.7204128858266823, 0.14790760665363387, 0.0020500000937317964, 2.3415926535897924]	[2.96142304331519, 0.18681909579713357, 0.0020500000937317964, 2.3415926535897924]	Right	0.02
12	[2.941554311112393, 0.2790429185364537, 0.0020500000937317964, 2.3415926535897924]	[2.7204128858266823, 0.14790760665363387, 0.0020500000937317964, 2.3415926535897924]	Left	0.02
13	[2.7351103720671155, 0.2810665086664583, 0.0020500000937317964, 2.5415926535897926]	[2.77074228807185, 0.014363740473416264, 0.0020500000937317964, 2.5415926535897926]	Left	0.02
14	[2.7681237966635024, 0.2584808097306569, 0.0020500000937317964, 2.3415926535897924]	[2.77074228807185, 0.014363740473416264, 0.0020500000937317964, 2.5415926535897926]	Left	0.02
15	[2.5529169693936455, 0.04946879692650746, 0.0020500000937317964, 2.1415926535897922]	[2.7681237966635024, 0.2584808097306569, 0.0020500000937317964, 2.3415926535897924]	Right	0.02
16	[2.639015185245948, 0.3780826998993585, 0.0020500000937317964, 2.1415926535897922]	[2.5529169693936455, 0.04946879692650746, 0.0020500000937317964, 2.1415926535897922]	Left	0.02
17	[2.62395675129896, 0.3089940353655567, 0.0020500000937317964, 2.1415926535897922]	[2.5529169693936455, 0.04946879692650746, 0.0020500000937317964, 2.1415926535897922]	Left	0.02
18	[2.371515455856591, 0.14690334360511503, 0.0020500000937317964, 1.9415926535897923]	[2.62395675129896, 0.3089940353655567, 0.0020500000937317964, 2.1415926535897922]	Right	0.02
19	[2.358408139281116, 0.3523983514573504, 0.0020500000937317964, 2.1415926535897922]	[2.62395675129896, 0.3089940353655567, 0.0020500000937317964, 2.1415926535897922]	Right	0.02
20	[2.6011940238351783, 0.4369856688359113, 0.0020500000937317964, 2.1415926535897922]	[2.358408139281116, 0.3523983514573504, 0.0020500000937317964, 2.1415926535897922]	Left	0.02
21	[2.251498313336544, 0.4263597543408911, 0.0020500000937317964, 2.3415926535897924]	[2.6011940238351783, 0.4369856688359113, 0.0020500000937317964, 2.1415926535897922]	Right	0.02
22	[2.251498313336544, 0.4263597543408911, 0.0020500000937317964, 2.1415926535897922]	[2.6011940238351783, 0.4369856688359113, 0.0020500000937317964, 2.1415926535897922]	Right	0.02
23	[2.4078358289517046, 0.6455824292887156, 0.0020500000937317964, 1.9415926535897923]	[2.251498313336544, 0.4263597543408911, 0.0020500000937317964, 2.1415926535897922]	Left	0.02
24	[2.124095971833164, 0.6854784627049592, 0.0020500000937317964, 1.9415926535897923]	[2.4078358289517046, 0.6455824292887156, 0.0020500000937317964, 1.9415926535897923]	Right	0.02
25	[2.2271615054969742, 0.9723190033727558, 0.0020500000937317964, 1.7415926535897923]	[2.124095971833164, 0.6854784627049592, 0.0020500000937317964, 1.9415926535897923]	Left	0.02
26	[1.9909971015738734, 0.8707002338483881, 0.0020500000937317964, 1.7415926535897923]	[2.2271615054969742, 0.9723190033727558, 0.0020500000937317964, 1.7415926535897923]	Right	0.02
27	[2.2271615054969742, 0.9723190033727558, 0.0020500000937317964, 2.1415926535897922]	[2.124095971833164, 0.6854784627049592, 0.0020500000937317964, 1.9415926535897923]	Left	0.02
28	[1.962763528708186, 0.9213905253865108, 0.0020500000937317964, 2.1415926535897922]	[2.2271615054969742, 0.9723190033727558, 0.0020500000937317964, 2.1415926535897922]	Right	0.02
29	[2.016793759295, 0.8372434269057211, 0.0020500000937317964, 1.9415926535897923]	[2.2271615054969742, 0.9723190033727558, 0.0020500000937317964, 2.1415926535897922]	Right	0.02
30	[2.0071383484066936, 0.7597400525238402, 0.0020500000937317964, 2.1415926535897922]	[2.2271615054969742, 0.9723190033727558, 0.0020500000937317964, 2.1415926535897922]	Right	0.02
31	[1.919539344238735, 0.9887082041711426, 0.0020500000937317964, 2.1415926535897922]	[2.2271615054969742, 0.9723190033727558, 0.0020500000937317964, 2.1415926535897922]	Right	0.02
32	[2.4254491628919324, 0.7382634438899274, 0.0020500000937317964, 1.7415926535897923]	[2.124095971833164, 0.6854784627049592, 0.0020500000937317964, 1.9415926535897923]	Left	0.02
33	[2.1892847589688316, 0.6366446743655597, 0.0020500000937317964, 1.7415926535897923]	[2.4254491628919324, 0.7382634438899274, 0.0020500000937317964, 1.7415926535897923]	Right	0.02
34	[2.3557806192444803, 0.8480190543435306, 0.0020500000937317964, 1.5415926535897924]	[2.1892847589688316, 0.6366446743655597, 0.0020500000937317964, 1.7415926535897923]	Left	0.02
35	[2.1611218126504115, 1.0337822073512595, 0.0020500000937317964, 1.5415926535897924]	[2.3557806192444803, 0.8480190543435306, 0.0020500000937317964, 1.5415926535897924]	Right	0.02
36	[2.1126031086134005, 1.0852208636183993, 0.0020500000937317964, 1.7415926535897923]	[2.3557806192444803, 0.8480190543435306, 0.0020500000937317964, 1.5415926535897924]	Right	0.02
37	[2.148492644672774, 0.8731526095627902, 0.0020500000937317964, 1.5415926535897924]	[2.4254491628919324, 0.7382634438899274, 0.0020500000937317964, 1.7415926535897923]	Right	0.02
38	[2.351327317511204, 0.9672700654066828, 0.0020500000937317964, 1.5415926535897924]	[2.148492644672774, 0.8731526095627902, 0.0020500000937317964, 1.5415926535897924]	Left	0.02
39	[2.452452658707406, 1.004333057298214, 0.0020500000937317964, 1.7415926535897923]	[2.148492644672774, 0.8731526095627902, 0.0020500000937317964, 1.5415926535897924]	Left	0.02
40	[2.2385572454682547, 0.6451430315105717, 0.0020500000937317964, 1.5415926535897924]	[2.4254491628919324, 0.7382634438899274, 0.0020500000937317964, 1.7415926535897923]	Right	0.02
41	[2.4367199947384783, 0.5793287108678236, 0.0020500000937317964, 1.5415926535897924]	[2.2385572454682547, 0.6451430315105717, 0.0020500000937317964, 1.5415926535897924]	Left	0.02
42	[2.1850746226400246, 0.5266541752606556, 0.0020500000937317964, 1.3415926535897924]	[2.4367199947384783, 0.5793287108678236, 0.0020500000937317964, 1.5415926535897924]	Right	0.02
43	[2.411652442072696, 0.6175524246449854, 0.0020500000937317964, 1.3415926535897924]	[2.1850746226400246, 0.5266541752606556, 0.0020500000937317964, 1.3415926535897924]	Left	0.02
44	[2.542517259502887, 0.7763234792459955, 0.0020500000937317964, 1.3415926535897924]	[2.2385572454682547, 0.6451430315105717, 0.0020500000937317964, 1.5415926535897924]	Left	0.02
45	[2.440223937414633, 0.6992775432328041, 0.0020500000937317964, 1.7415926535897923]	[2.2385572454682547, 0.6451430315105717, 0.0020500000937317964, 1.5415926535897924]	Left	0.02
46	[2.1836634763435034, 0.7159127413070517, 0.0020500000937317964, 1.5415926535897924]	[2.440223937414633, 0.6992775432328041, 0.0020500000937317964, 1.7415926535897923]	Right	0.02
47	[2.536677355042629, 0.5764087586376946, 0.0020500000937317964, 1.3415926535897924]	[2.2385572454682547, 0.6451430315105717, 0.0020500000937317964, 1.5415926535897924]	Left	0.02
48	[2.3646280383362988, 0.7192339406641317, 0.0020500000937317964, 1.1415926535897924]	[2.536677355042629, 0.5764087586376946, 0.0020500000937317964, 1.3415926535897924]	Right	0.02
49	[2.5714563338942638, 0.690562418964244, 0.0020500000937317964, 1.1415926535897924]	[2.3646280383362988, 0.7192339406641317, 0.0020500000937317964, 1.1415926535897924]	Left	0.02
50	[2.6335670786974332, 0.7061269742099141, 0.0020500000937317964, 1.1415926535897924]	[2.3646280383362988, 0.7192339406641317, 0.0020500000937317964, 1.1415926535897924]	Left	0.02
51	[2.650212952159319, 0.7424988712829413, 0.0020500000937317964, 1.1415926535897924]	[2.3646280383362988, 0.7192339406641317, 0.0020500000937317964, 1.1415926535897924]	Left	0.02
52	[2.419038407766329, 0.9582726649296525, 0.0020500000937317964, 1.1415926535897924]	[2.650212952159319, 0.7424988712829413, 0.0020500000937317964, 1.1415926535897924]	Right	0.02
53	[2.7667340663925195, 0.9971021507941322, 0.0020500000937317964, 1.1415926535897924]	[2.419038407766329, 0.9582726649296525, 0.0020500000937317964, 1.1415926535897924]	Left	0.02
54	[2.552205395461415, 1.2492478415138706, 0.0020500000937317964, 1.1415926535897924]	[2.7667340663925195, 0.9971021507941322, 0.0020500000937317964, 1.1415926535897924]	Right	0.02
55	[2.7667340663925195, 0.9971021507941322, 0.0020500000937317964, 1.3415926535897924]	[2.419038407766329, 0.9582726649296525, 0.0020500000937317964, 1.1415926535897924]	Left	0.02
56	[2.637417266384003, 0.5943898896999887, 0.0020500000937317964, 1.1415926535897924]	[2.3646280383362988, 0.7192339406641317, 0.0020500000937317964, 1.1415926535897924]	Left	0.02
57	[2.513818338135467, 0.8049208967650128, 0.0020500000937317964, 1.1415926535897924]	[2.637417266384003, 0.5943898896999887, 0.0020500000937317964, 1.1415926535897924]	Right	0.02
58	[2.7827573784966013, 0.7918139303107952, 0.0020500000937317964, 1.3415926535897924]	[2.513818338135467, 0.8049208967650128, 0.0020500000937317964, 1.1415926535897924]	Left	0.02
59	[2.5058066820834255, 0.9075650070066812, 0.0020500000937317964, 1.3415926535897924]	[2.637417266384003, 0.5943898896999887, 0.0020500000937317964, 1.1415926535897924]	Right	0.02
60	[2.6623860765768317, 0.6489477353095296, 0.0020500000937317964, 1.1415926535897924]	[2.3646280383362988, 0.7192339406641317, 0.0020500000937317964, 1.1415926535897924]	Left	0.02
61	[2.3895968485291275, 0.7737917862736726, 0.0020500000937317964, 0.9415926535897925]	[2.6623860765768317, 0.6489477353095296, 0.0020500000937317964, 1.1415926535897924]	Right	0.02
62	[2.5968357026396838, 0.5487316668678934, 0.0020500000937317964, 1.1415926535897924]	[2.3895968485291275, 0.7737917862736726, 0.0020500000937317964, 0.9415926535897925]	Left	0.02
63	[2.4652251183391063, 0.861906784174586, 0.0020500000937317964, 1.3415926535897924]	[2.5968357026396838, 0.5487316668678934, 0.0020500000937317964, 1.1415926535897924]	Right	0.02
64	[2.5106899896803903, 0.8410994423472288, 0.0020500000937317964, 1.1415926535897924]	[2.5968357026396838, 0.5487316668678934, 0.0020500000937317964, 1.1415926535897924]	Right	0.02
65	[2.762983156579639, 0.7916205788199839, 0.0020500000937317964, 1.3415926535897924]	[2.5106899896803903, 0.8410994423472288, 0.0020500000937317964, 1.1415926535897924]	Left	0.02
66	[2.3656611582466938, 0.7645054605146044, 0.0020500000937317964, 1.3415926535897924]	[2.5968357026396838, 0.5487316668678934, 0.0020500000937317964, 1.1415926535897924]	Right	0.02
67	[2.439945027467376, 0.6865188797868629, 0.0020500000937317964, 1.3415926535897924]	[2.5968357026396838, 0.5487316668678934, 0.0020500000937317964, 1.1415926535897924]	Right	0.02
68	[2.5106899896803903, 0.8410994423472288, 0.0020500000937317964, 1.3415926535897924]	[2.5968357026396838, 0.5487316668678934, 0.0020500000937317964, 1.1415926535897924]	Right	0.02
69	[2.4732367743911476, 0.7592626739329175, 0.0020500000937317964, 1.3415926535897924]	[2.5968357026396838, 0.5487316668678934, 0.0020500000937317964, 1.1415926535897924]	Right	0.02
70	[2.4652251183391063, 0.861906784174586, 0.0020500000937317964, 0.9415926535897925]	[2.5968357026396838, 0.5487316668678934, 0.0020500000937317964, 1.1415926535897924]	Right	0.02
71	[2.749739375709752, 0.827971001395492, 0.0020500000937317964, 0.9415926535897925]	[2.4652251183391063, 0.861906784174586, 0.0020500000937317964, 0.9415926535897925]	Left	0.02
72	[2.8027044762627336, 0.9007356777392551, 0.0020500000937317964, 0.9415926535897925]	[2.4652251183391063, 0.861906784174586, 0.0020500000937317964, 0.9415926535897925]	Left	0.02
73	[2.524845488081536, 1.0287762286866835, 0.0020500000937317964, 0.7415926535897925]	[2.8027044762627336, 0.9007356777392551, 0.0020500000937317964, 0.9415926535897925]	Right	0.02
74	[2.6937112832193235, 0.8444277998013721, 0.0020500000937317964, 0.9415926535897925]	[2.524845488081536, 1.0287762286866835, 0.0020500000937317964, 0.7415926535897925]	Left	0.02
75	[2.767450654773448, 0.9119741178564871, 0.0020500000937317964, 0.5415926535897926]	[2.524845488081536, 1.0287762286866835, 0.0020500000937317964, 0.7415926535897925]	Left	0.02
76	[2.818590356015566, 1.17614211545814, 0.0020500000937317964, 0.34159265358979257]	[2.767450654773448, 0.9119741178564871, 0.0020500000937317964, 0.5415926535897926]	Right	0.02
77	[2.862553460622218, 0.8733761242481881, 0.0020500000937317964, 0.14159265358979256]	[2.818590356015566, 1.17614211545814, 0.0020500000937317964, 0.34159265358979257]	Left	0.02
78	[2.8458040531144224, 0.9204872412816212, 0.0020500000937317964, 0.34159265358979257]	[2.818590356015566, 1.17614211545814, 0.0020500000937317964, 0.34159265358979257]	Left	0.02
79	[2.7788064230832417, 1.1089317094153528, 0.0020500000937317964, 0.34159265358979257]	[2.8458040531144224, 0.9204872412816212, 0.0020500000937317964, 0.34159265358979257]	Right	0.02
80	[2.7620570155754463, 1.1560428264487859, 0.0020500000937317964, 0.34159265358979257]	[2.8458040531144224, 0.9204872412816212, 0.0020500000937317964, 0.34159265358979257]	Right	0.02
81	[2.7453076080676513, 1.2031539434822187, 0.0020500000937317964, 0.14159265358979256]	[2.8458040531144224, 0.9204872412816212, 0.0020500000937317964, 0.34159265358979257]	Right	0.02
82	[2.8018409485077704, 1.223253232491573, 0.0020500000937317964, 0.14159265358979256]	[2.8458040531144224, 0.9204872412816212, 0.0020500000937317964, 0.34159265358979257]	Right	0.02
83	[2.830064950119744, 1.0252547331714839, 0.0020500000937317964, 0.34159265358979257]	[2.8018409485077704, 1.223253232491573, 0.0020500000937317964, 0.14159265358979256]	Left	0.02
84	[2.84417695092573, 0.9262554835114394, 0.0020500000937317964, 0.14159265358979256]	[2.8018409485077704, 1.223253232491573, 0.0020500000937317964, 0.14159265358979256]	Left	0.02
85	[2.770665400323717, 1.016787532687892, 0.0020500000937317964, -0.05840734641020745]	[2.8018409485077704, 1.223253232491573, 0.0020500000937317964, 0.14159265358979256]	Left	0.02
86	[2.845156622728297, 1.2628587780309253, 0.0020500000937317964, -0.05840734641020745]	[2.770665400323717, 1.016787532687892, 0.0020500000937317964, -0.05840734641020745]	Right	0.02
87	[2.770665400323717, 1.016787532687892, 0.0020500000937317964, -0.25840734641020746]	[2.845156622728297, 1.2628587780309253, 0.0020500000937317964, -0.05840734641020745]	Left	[0.02]
88	[2.763765729174316, 1.225479637325394, 0.0020500000937317964, -0.25840734641020746]	[2.770665400323717, 1.016787532687892, 0.0020500000937317964, -0.25840734641020746]	Right	0.02
89	[2.8611270732305694, 0.889442781186726, 0.0020500000937317964, -0.4584073464102075]	[2.763765729174316, 1.225479637325394, 0.0020500000937317964, -0.25840734641020746]	Left	0.02
90	[2.745111290121034, 0.9201077134299458, 0.0020500000937317964, -0.25840734641020746]	[2.763765729174316, 1.225479637325394, 0.0020500000937317964, -0.25840734641020746]	Left	0.02
91	[2.808996565627742, 1.161807261574811, 0.0020500000937317964, -0.4584073464102075]	[2.745111290121034, 0.9201077134299458, 0.0020500000937317964, -0.25840734641020746]	Right	0.02
92	[2.765916274272701, 0.8485276923450816, 0.0020500000937317964, -0.4584073464102075]	[2.808996565627742, 1.161807261574811, 0.0020500000937317964, -0.4584073464102075]	Left	0.02
93	[2.810168318602186, 0.9382035339784963, 0.0020500000937317964, -0.25840734641020746]	[2.808996565627742, 1.161807261574811, 0.0020500000937317964, -0.4584073464102075]	Left	0.02
94	[2.8239126330908095, 0.8756647954299949, 0.0020500000937317964, -0.25840734641020746]	[2.808996565627742, 1.161807261574811, 0.0020500000937317964, -0.4584073464102075]	Left	0.02
95	[2.6290955070114985, 0.9507726456731657, 0.0020500000937317964, -0.05840734641020745]	[2.763765729174316, 1.225479637325394, 0.0020500000937317964, -0.25840734641020746]	Left	0.02
96	[2.8217736207290836, 1.2101471712037841, 0.0020500000937317964, -0.4584073464102075]	[2.770665400323717, 1.016787532687892, 0.0020500000937317964, -0.25840734641020746]	Right	0.02
97	[2.836689688192151, 0.924004705058968, 0.0020500000937317964, -0.25840734641020746]	[2.8217736207290836, 1.2101471712037841, 0.0020500000937317964, -0.4584073464102075]	Left	0.02
98	[2.82979001704275, 1.13269680969647, 0.0020500000937317964, -0.05840734641020745]	[2.836689688192151, 0.924004705058968, 0.0020500000937317964, -0.25840734641020746]	Right	0.02
99	[2.855344127245433, 1.2293766289544164, 0.0020500000937317964, -0.4584073464102075]	[2.836689688192151, 0.924004705058968, 0.0020500000937317964, -0.25840734641020746]	Right	0.02
100	[2.845156622728297, 1.2628587780309253, 0.0020500000937317964, 0.14159265358979256]	[2.770665400323717, 1.016787532687892, 0.0020500000937317964, -0.05840734641020745]	Right	0.02
101	[2.689988637020219, 1.1571263885080119, 0.0020500000937317964, 0.7415926535897925]	[2.767450654773448, 0.9119741178564871, 0.0020500000937317964, 0.5415926535897926]	Right	0.02
102	[2.5652703082725155, 0.9993511728239163, 0.0020500000937317964, 1.1415926535897924]	[2.8027044762627336, 0.9007356777392551, 0.0020500000937317964, 0.9415926535897925]	Right	0.02
103	[2.8630283465130484, 0.9290649674693142, 0.0020500000937317964, 1.3415926535897924]	[2.5652703082725155, 0.9993511728239163, 0.0020500000937317964, 1.1415926535897924]	Left	0.02
104	[2.8675010955574214, 1.058988000515753, 0.0020500000937317964, 0.9415926535897925]	[2.5652703082725155, 0.9993511728239163, 0.0020500000937317964, 1.1415926535897924]	Left	0.02
105	[2.665376994602524, 1.2061132798295895, 0.0020500000937317964, 1.1415926535897924]	[2.8675010955574214, 1.058988000515753, 0.0020500000937317964, 0.9415926535897925]	Right	0.02
106	[2.872205290160489, 1.1774417581297016, 0.0020500000937317964, 0.9415926535897925]	[2.665376994602524, 1.2061132798295895, 0.0020500000937317964, 1.1415926535897924]	Left	0.02
107	[2.8164362105025336, 1.440671334268297, 0.0020500000937317964, 0.9415926535897925]	[2.872205290160489, 1.1774417581297016, 0.0020500000937317964, 0.9415926535897925]	Right	0.02
108	[2.6885064807401466, 1.4348417336882644, 0.0020500000937317964, 0.7415926535897925]	[2.872205290160489, 1.1774417581297016, 0.0020500000937317964, 0.9415926535897925]	Right	0.02
109	[2.7411118818288243, 1.2251980081959977, 0.0020500000937317964, 0.7415926535897925]	[2.8675010955574214, 1.058988000515753, 0.0020500000937317964, 0.9415926535897925]	Right	0.02
110	[2.8319608950065795, 1.0371914742546795, 0.0020500000937317964, 0.9415926535897925]	[2.7411118818288243, 1.2251980081959977, 0.0020500000937317964, 0.7415926535897925]	Left	0.02
111	[2.805616871211391, 1.3408458705842543, 0.0020500000937317964, 0.7415926535897925]	[2.8319608950065795, 1.0371914742546795, 0.0020500000937317964, 0.9415926535897925]	Right	0.02
112	[2.5945267270163614, 1.1358069693393407, 0.0020500000937317964, 0.7415926535897925]	[2.8319608950065795, 1.0371914742546795, 0.0020500000937317964, 0.9415926535897925]	Right	0.02
113	[2.841157071762233, 1.3626423968453278, 0.0020500000937317964, 1.1415926535897924]	[2.8675010955574214, 1.058988000515753, 0.0020500000937317964, 0.9415926535897925]	Right	0.02
114	[2.8007322515712536, 1.3920674527080952, 0.0020500000937317964, 0.9415926535897925]	[2.8675010955574214, 1.058988000515753, 0.0020500000937317964, 0.9415926535897925]	Right	0.02
115	[2.788191971209252, 1.2898777205015648, 0.0020500000937317964, 0.9415926535897925]	[2.8675010955574214, 1.058988000515753, 0.0020500000937317964, 0.9415926535897925]	Right	0.02
116	[2.2672432752484797, 0.7419541501334405, 0.0020500000937317964, 1.5415926535897924]	[2.536677355042629, 0.5764087586376946, 0.0020500000937317964, 1.3415926535897924]	Right	0.02
117	[2.4700779480869097, 0.8360716059773331, 0.0020500000937317964, 1.7415926535897923]	[2.2672432752484797, 0.7419541501334405, 0.0020500000937317964, 1.5415926535897924]	Left	0.02
118	[2.565363384822854, 0.6732198772605633, 0.0020500000937317964, 1.7415926535897923]	[2.2672432752484797, 0.7419541501334405, 0.0020500000937317964, 1.5415926535897924]	Left	0.02
119	[2.5723712701751635, 0.9131175419905245, 0.0020500000937317964, 1.5415926535897924]	[2.2672432752484797, 0.7419541501334405, 0.0020500000937317964, 1.5415926535897924]	Left	0.02
120	[2.2792150793920087, 1.1517793273804575, 0.0020500000937317964, 1.3415926535897924]	[2.5723712701751635, 0.9131175419905245, 0.0020500000937317964, 1.5415926535897924]	Right	0.02
121	[2.4967048150369564, 1.2037236715296595, 0.0020500000937317964, 1.5415926535897924]	[2.2792150793920087, 1.1517793273804575, 0.0020500000937317964, 1.3415926535897924]	Left	0.02
122	[2.473873885986077, 0.9660161743727287, 0.0020500000937317964, 1.3415926535897924]	[2.2672432752484797, 0.7419541501334405, 0.0020500000937317964, 1.5415926535897924]	Left	0.02
123	[2.2713083553112843, 1.1981092716040758, 0.0020500000937317964, 1.5415926535897924]	[2.473873885986077, 0.9660161743727287, 0.0020500000937317964, 1.3415926535897924]	Right	0.02
124	[2.3018245692797468, 1.1088413563991657, 0.0020500000937317964, 1.5415926535897924]	[2.473873885986077, 0.9660161743727287, 0.0020500000937317964, 1.3415926535897924]	Right	0.02
125	[2.504659242118177, 1.2029588122430583, 0.0020500000937317964, 1.5415926535897924]	[2.3018245692797468, 1.1088413563991657, 0.0020500000937317964, 1.5415926535897924]	Left	0.02
126	[2.207707113435854, 1.3116760292375957, 0.0020500000937317964, 1.5415926535897924]	[2.504659242118177, 1.2029588122430583, 0.0020500000937317964, 1.5415926535897924]	Right	0.02
127	[2.464316404325527, 1.5342780773618196, 0.0020500000937317964, 1.3415926535897924]	[2.207707113435854, 1.3116760292375957, 0.0020500000937317964, 1.5415926535897924]	Left	0.02
128	[2.3013551714069203, 1.7160571646233844, 0.0020500000937317964, 1.1415926535897924]	[2.464316404325527, 1.5342780773618196, 0.0020500000937317964, 1.3415926535897924]	Right	0.02
129	[2.310443255194644, 1.7550110698585124, 0.0020500000937317964, 1.3415926535897924]	[2.464316404325527, 1.5342780773618196, 0.0020500000937317964, 1.3415926535897924]	Right	0.02
130	[2.588965418776517, 1.6284195835978943, 0.0020500000937317964, 1.1415926535897924]	[2.310443255194644, 1.7550110698585124, 0.0020500000937317964, 1.3415926535897924]	Left	0.02
131	[2.3744367478454125, 1.8805652743176327, 0.0020500000937317964, 1.3415926535897924]	[2.588965418776517, 1.6284195835978943, 0.0020500000937317964, 1.1415926535897924]	Right	0.02
132	[2.4915806556886975, 1.6511397930672032, 0.0020500000937317964, 1.1415926535897924]	[2.310443255194644, 1.7550110698585124, 0.0020500000937317964, 1.3415926535897924]	Left	0.02
133	[2.6548540262375124, 1.9108353965525708, 0.0020500000937317964, 1.1415926535897924]	[2.310443255194644, 1.7550110698585124, 0.0020500000937317964, 1.3415926535897924]	Left	0.02
134	[2.5312550979889763, 2.121366403617595, 0.0020500000937317964, 0.9415926535897925]	[2.6548540262375124, 1.9108353965525708, 0.0020500000937317964, 1.1415926535897924]	Right	0.02
135	[2.7738040191348534, 1.9448160684409912, 0.0020500000937317964, 0.7415926535897925]	[2.5312550979889763, 2.121366403617595, 0.0020500000937317964, 0.9415926535897925]	Left	0.02
136	[2.382064798189808, 2.035679447516714, 0.0020500000937317964, 0.9415926535897925]	[2.6548540262375124, 1.9108353965525708, 0.0020500000937317964, 1.1415926535897924]	Right	0.02
137	[2.3570959879969795, 1.981121601907173, 0.0020500000937317964, 1.1415926535897924]	[2.6548540262375124, 1.9108353965525708, 0.0020500000937317964, 1.1415926535897924]	Right	0.02
138	[2.688145773161284, 1.9835791906986253, 0.0020500000937317964, 0.9415926535897925]	[2.3570959879969795, 1.981121601907173, 0.0020500000937317964, 1.1415926535897924]	Left	0.02
139	[2.261481731487097, 1.440160621517927, 0.0020500000937317964, 1.5415926535897924]	[2.504659242118177, 1.2029588122430583, 0.0020500000937317964, 1.5415926535897924]	Right	0.02
140	[2.6016966501921983, 1.1000814997087789, 0.0020500000937317964, 1.7415926535897923]	[2.3018245692797468, 1.1088413563991657, 0.0020500000937317964, 1.5415926535897924]	Left	0.02
141	[2.266969288328605, 1.2757447947360527, 0.0020500000937317964, 1.9415926535897923]	[2.6016966501921983, 1.1000814997087789, 0.0020500000937317964, 1.7415926535897923]	Right	0.02
142	[2.3876099899044823, 1.164633044127577, 0.0020500000937317964, 1.9415926535897923]	[2.6016966501921983, 1.1000814997087789, 0.0020500000937317964, 1.7415926535897923]	Right	0.02
143	[2.6454802504260497, 1.3292627156286123, 0.0020500000937317964, 1.7415926535897923]	[2.3876099899044823, 1.164633044127577, 0.0020500000937317964, 1.9415926535897923]	Left	0.02
144	[2.6423612266648893, 1.1993001375887116, 0.0020500000937317964, 1.9415926535897923]	[2.3876099899044823, 1.164633044127577, 0.0020500000937317964, 1.9415926535897923]	Left	0.02
145	[2.4776948747400445, 1.0709062415353434, 0.0020500000937317964, 2.1415926535897922]	[2.6423612266648893, 1.1993001375887116, 0.0020500000937317964, 1.9415926535897923]	Right	0.02
146	[2.4342119442028434, 1.1827509318514107, 0.0020500000937317964, 2.1415926535897922]	[2.6423612266648893, 1.1993001375887116, 0.0020500000937317964, 1.9415926535897923]	Right	0.02
147	[2.5700880028123345, 1.3412996521135123, 0.0020500000937317964, 2.3415926535897924]	[2.4342119442028434, 1.1827509318514107, 0.0020500000937317964, 2.1415926535897922]	Left	0.02
148	[2.6445796904048176, 1.3178265083184453, 0.0020500000937317964, 2.1415926535897922]	[2.4342119442028434, 1.1827509318514107, 0.0020500000937317964, 2.1415926535897922]	Left	0.02
149	[2.401793805850755, 1.2332391909398843, 0.0020500000937317964, 1.9415926535897923]	[2.6445796904048176, 1.3178265083184453, 0.0020500000937317964, 2.1415926535897922]	Right	0.02
150	[2.5484759105776087, 1.3749584915058282, 0.0020500000937317964, 2.3415926535897924]	[2.4342119442028434, 1.1827509318514107, 0.0020500000937317964, 2.1415926535897922]	Left	0.02
151	[2.307465753089101, 1.3360470023623285, 0.0020500000937317964, 2.3415926535897924]	[2.5484759105776087, 1.3749584915058282, 0.0020500000937317964, 2.3415926535897924]	Right	0.02
