i	f_sup	f_swg	f_swg_id	traj_h
615	[3.5166550476679164, -0.13555597642821443, 0.0020500000937317964, 3.941592653589794]	[3.3967824425439863, 0.14592325644839116, 0.0020500000937317964, 3.7415926535897936]	Right	0.02
616	[3.1770734817931876, -0.1263711999983135, 0.0020500000937317964, 3.7415926535897936]	[3.5166550476679164, -0.13555597642821443, 0.0020500000937317964, 3.941592653589794]	Left	0.02
617	[3.303513158553295, -0.06795024364873374, 0.0020500000937317964, 4.141592653589794]	[3.5166550476679164, -0.13555597642821443, 0.0020500000937317964, 3.941592653589794]	Left	0.02
618	[3.5235363156435757, -0.2805291944976493, 0.0020500000937317964, 4.141592653589794]	[3.303513158553295, -0.06795024364873374, 0.0020500000937317964, 4.141592653589794]	Right	0.02
619	[3.2039092810894565, -0.026973816349998153, 0.0020500000937317964, 4.141592653589794]	[3.5166550476679164, -0.13555597642821443, 0.0020500000937317964, 3.941592653589794]	Left	0.02
620	[3.376347993133271, -0.2315451969053705, 0.0020500000937317964, 3.941592653589794]	[3.3967824425439863, 0.14592325644839116, 0.0020500000937317964, 3.7415926535897936]	Right	0.02
621	[3.23881137296922, -0.01432715411460786, 0.0020500000937317964, 4.141592653589794]	[3.376347993133271, -0.2315451969053705, 0.0020500000937317964, 3.941592653589794]	Left	0.02
622	[3.4071055699307995, -0.12238761528823569, 0.0020500000937317964, 4.341592653589794]	[3.23881137296922, -0.01432715411460786, 0.0020500000937317964, 4.141592653589794]	Right	0.02
623	[3.155473356931553, -0.21768309986700196, 0.0020500000937317964, 4.341592653589794]	[3.4071055699307995, -0.12238761528823569, 0.0020500000937317964, 4.341592653589794]	Left	0.02
624	[3.38848312842336, -0.30827253848617014, 0.0020500000937317964, 4.341592653589794]	[3.155473356931553, -0.21768309986700196, 0.0020500000937317964, 4.341592653589794]	Right	0.02
625	[3.119237581483886, -0.31088700846372463, 0.0020500000937317964, 4.341592653589794]	[3.38848312842336, -0.30827253848617014, 0.0020500000937317964, 4.341592653589794]	Left	0.02
626	[3.1772148222001535, -0.16176075470896836, 0.0020500000937317964, 4.341592653589794]	[3.38848312842336, -0.30827253848617014, 0.0020500000937317964, 4.341592653589794]	Left	0.02
627	[3.38848312842336, -0.30827253848617014, 0.0020500000937317964, 4.541592653589794]	[3.155473356931553, -0.21768309986700196, 0.0020500000937317964, 4.341592653589794]	Right	0.02
628	[3.0826501808528075, -0.3164093794154058, 0.0020500000937317964, 4.541592653589794]	[3.38848312842336, -0.30827253848617014, 0.0020500000937317964, 4.541592653589794]	Left	0.02
629	[3.0826501808528075, -0.3164093794154058, 0.0020500000937317964, 4.341592653589794]	[3.38848312842336, -0.30827253848617014, 0.0020500000937317964, 4.541592653589794]	Left	0.02
630	[3.3374014176132145, -0.35107647287654037, 0.0020500000937317964, 4.341592653589794]	[3.0826501808528075, -0.3164093794154058, 0.0020500000937317964, 4.341592653589794]	Right	0.02
631	[3.0826501808528075, -0.3164093794154058, 0.0020500000937317964, 4.341592653589794]	[3.3374014176132145, -0.35107647287654037, 0.0020500000937317964, 4.341592653589794]	Left	[0.02]
632	[3.150993600419769, -0.27860492198120584, 0.0020500000937317964, 4.341592653589794]	[3.3374014176132145, -0.35107647287654037, 0.0020500000937317964, 4.341592653589794]	Left	0.02
633	[3.075851495136798, -0.35582736861494424, 0.0020500000937317964, 4.7415926535897945]	[3.38848312842336, -0.30827253848617014, 0.0020500000937317964, 4.541592653589794]	Left	0.02
634	[3.3757235760492494, -0.34706751192455726, 0.0020500000937317964, 4.7415926535897945]	[3.075851495136798, -0.35582736861494424, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
635	[3.325744895897174, -0.34852748803962175, 0.0020500000937317964, 4.941592653589795]	[3.075851495136798, -0.35582736861494424, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
636	[3.130975369721535, -0.39396790697823947, 0.0020500000937317964, 4.7415926535897945]	[3.325744895897174, -0.34852748803962175, 0.0020500000937317964, 4.941592653589795]	Left	0.02
637	[3.4308474506339866, -0.3852080502878525, 0.0020500000937317964, 4.541592653589794]	[3.130975369721535, -0.39396790697823947, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
638	[3.1844850181368716, -0.3427162645627925, 0.0020500000937317964, 4.341592653589794]	[3.4308474506339866, -0.3852080502878525, 0.0020500000937317964, 4.541592653589794]	Left	0.02
639	[3.379116799143834, -0.32669361022042664, 0.0020500000937317964, 4.7415926535897945]	[3.130975369721535, -0.39396790697823947, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
640	[3.1774501071974557, -0.2725590984981944, 0.0020500000937317964, 4.941592653589795]	[3.379116799143834, -0.32669361022042664, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
641	[3.1774501071974557, -0.2725590984981944, 0.0020500000937317964, 4.541592653589794]	[3.379116799143834, -0.32669361022042664, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
642	[3.179202078535533, -0.33253351468068465, 0.0020500000937317964, 4.541592653589794]	[3.379116799143834, -0.32669361022042664, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
643	[3.2740142444070215, -0.29001304797219596, 0.0020500000937317964, 4.7415926535897945]	[3.075851495136798, -0.35582736861494424, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
644	[3.0770194760288496, -0.3958103127366045, 0.0020500000937317964, 4.7415926535897945]	[3.2740142444070215, -0.29001304797219596, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
645	[3.276934196637151, -0.3899704082763465, 0.0020500000937317964, 4.7415926535897945]	[3.0770194760288496, -0.3958103127366045, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
646	[3.0752675046907725, -0.33583589655411417, 0.0020500000937317964, 4.541592653589794]	[3.276934196637151, -0.3899704082763465, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
647	[3.0258728149847225, -0.3572873447300088, 0.0020500000937317964, 4.7415926535897945]	[3.2740142444070215, -0.29001304797219596, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
648	[3.3757235760492494, -0.34706751192455726, 0.0020500000937317964, 4.941592653589795]	[3.075851495136798, -0.35582736861494424, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
649	[3.118629542648115, -0.3454371777451377, 0.0020500000937317964, 4.7415926535897945]	[3.3757235760492494, -0.34706751192455726, 0.0020500000937317964, 4.941592653589795]	Left	0.02
650	[3.4185016235605667, -0.33667732105475073, 0.0020500000937317964, 4.541592653589794]	[3.118629542648115, -0.3454371777451377, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
651	[3.152318724500259, -0.20665376896180257, 0.0020500000937317964, 4.7415926535897945]	[3.38848312842336, -0.30827253848617014, 0.0020500000937317964, 4.541592653589794]	Left	0.02
652	[3.453942776750788, -0.25786832845390584, 0.0020500000937317964, 4.541592653589794]	[3.152318724500259, -0.20665376896180257, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
653	[3.4521908054127106, -0.19789391227141556, 0.0020500000937317964, 4.7415926535897945]	[3.152318724500259, -0.20665376896180257, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
654	[3.206385337774515, -0.3451340972725488, 0.0020500000937317964, 4.541592653589794]	[3.4521908054127106, -0.19789391227141556, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
655	[3.206385337774515, -0.3451340972725488, 0.0020500000937317964, 4.7415926535897945]	[3.4521908054127106, -0.19789391227141556, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
656	[3.2075533186665663, -0.385117041394209, 0.0020500000937317964, 4.941592653589795]	[3.4521908054127106, -0.19789391227141556, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
657	[3.499707607930025, -0.31695641298628247, 0.0020500000937317964, 4.941592653589795]	[3.2075533186665663, -0.385117041394209, 0.0020500000937317964, 4.941592653589795]	Right	0.02
658	[3.304938081754386, -0.3623968319249002, 0.0020500000937317964, 4.941592653589795]	[3.499707607930025, -0.31695641298628247, 0.0020500000937317964, 4.941592653589795]	Left	0.02
659	[3.304938081754386, -0.3623968319249002, 0.0020500000937317964, 4.7415926535897945]	[3.499707607930025, -0.31695641298628247, 0.0020500000937317964, 4.941592653589795]	Left	0.02
660	[3.504852802362687, -0.3565569274646422, 0.0020500000937317964, 4.941592653589795]	[3.304938081754386, -0.3623968319249002, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
661	[3.60305819132876, -0.2936625590520229, 0.0020500000937317964, 4.7415926535897945]	[3.304938081754386, -0.3623968319249002, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
662	[3.4048954420585362, -0.35947687969477116, 0.0020500000937317964, 4.941592653589795]	[3.60305819132876, -0.2936625590520229, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
663	[3.256245700210476, -0.37375693665955456, 0.0020500000937317964, 4.7415926535897945]	[3.499707607930025, -0.31695641298628247, 0.0020500000937317964, 4.941592653589795]	Left	0.02
664	[3.4373831007045297, -0.2698856598682452, 0.0020500000937317964, 4.7415926535897945]	[3.2075533186665663, -0.385117041394209, 0.0020500000937317964, 4.941592653589795]	Right	0.02
665	[3.1892416712822307, -0.337159956626058, 0.0020500000937317964, 4.7415926535897945]	[3.4373831007045297, -0.2698856598682452, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
666	[3.1357590484540006, -0.2186711003761419, 0.0020500000937317964, 4.7415926535897945]	[3.4373831007045297, -0.2698856598682452, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
667	[3.2357164087581514, -0.2157511481460129, 0.0020500000937317964, 4.7415926535897945]	[3.4373831007045297, -0.2698856598682452, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
668	[3.1357590484540006, -0.2186711003761419, 0.0020500000937317964, 4.941592653589795]	[3.4373831007045297, -0.2698856598682452, 0.0020500000937317964, 4.7415926535897945]	Left	0.02
669	[3.468809714762215, -0.3258030455262904, 0.0020500000937317964, 4.941592653589795]	[3.1357590484540006, -0.2186711003761419, 0.0020500000937317964, 4.941592653589795]	Right	0.02
670	[3.4023228448422054, -0.33967662245559127, 0.0020500000937317964, 5.141592653589795]	[3.2075533186665663, -0.385117041394209, 0.0020500000937317964, 4.941592653589795]	Right	0.02
671	[3.499707607930025, -0.31695641298628247, 0.0020500000937317964, 5.141592653589795]	[3.2075533186665663, -0.385117041394209, 0.0020500000937317964, 4.941592653589795]	Right	0.02
672	[3.247414441030776, -0.3664352765135276, 0.0020500000937317964, 4.941592653589795]	[3.499707607930025, -0.31695641298628247, 0.0020500000937317964, 5.141592653589795]	Left	0.02
673	[3.4772442230687393, -0.2512038949875638, 0.0020500000937317964, 4.941592653589795]	[3.247414441030776, -0.3664352765135276, 0.0020500000937317964, 4.941592653589795]	Right	0.02
674	[3.247414441030776, -0.3664352765135276, 0.0020500000937317964, 5.141592653589795]	[3.4772442230687393, -0.2512038949875638, 0.0020500000937317964, 4.941592653589795]	Left	[0.02]
675	[3.247414441030776, -0.3664352765135276, 0.0020500000937317964, 5.141592653589795]	[3.499707607930025, -0.31695641298628247, 0.0020500000937317964, 5.141592653589795]	Left	0.02
676	[3.52020366907848, -0.24159122554938442, 0.0020500000937317964, 5.141592653589795]	[3.247414441030776, -0.3664352765135276, 0.0020500000937317964, 5.141592653589795]	Right	0.02
677	[3.429273926395912, -0.2832059092040988, 0.0020500000937317964, 5.341592653589795]	[3.247414441030776, -0.3664352765135276, 0.0020500000937317964, 5.141592653589795]	Right	0.02
678	[3.5618183527331944, -0.33252096823195254, 0.0020500000937317964, 5.341592653589795]	[3.247414441030776, -0.3664352765135276, 0.0020500000937317964, 5.141592653589795]	Right	0.02
679	[3.357489359122792, -0.3807371130490155, 0.0020500000937317964, 4.941592653589795]	[3.152318724500259, -0.20665376896180257, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
680	[3.1378600229913256, -0.1250020852657902, 0.0020500000937317964, 4.141592653589794]	[3.4071055699307995, -0.12238761528823569, 0.0020500000937317964, 4.341592653589794]	Left	0.02
681	[3.3578831800816062, -0.33758103611470575, 0.0020500000937317964, 3.941592653589794]	[3.1378600229913256, -0.1250020852657902, 0.0020500000937317964, 4.141592653589794]	Right	0.02
682	[3.3530753393439854, -0.20653471376902538, 0.0020500000937317964, 3.941592653589794]	[3.23881137296922, -0.01432715411460786, 0.0020500000937317964, 4.141592653589794]	Right	0.02
683	[3.127338299473674, -0.12910412865853155, 0.0020500000937317964, 3.941592653589794]	[3.376347993133271, -0.2315451969053705, 0.0020500000937317964, 3.941592653589794]	Left	0.02
684	[3.2708095176535785, -0.2684454705279645, 0.0020500000937317964, 3.941592653589794]	[3.127338299473674, -0.12910412865853155, 0.0020500000937317964, 3.941592653589794]	Right	0.02
685	[3.127338299473674, -0.12910412865853152, 0.0020500000937317964, 3.7415926535897936]	[3.2708095176535785, -0.2684454705279645, 0.0020500000937317964, 3.941592653589794]	Left	0.02
686	[3.2967310414921847, -0.37670481313143495, 0.0020500000937317964, 3.7415926535897936]	[3.127338299473674, -0.12910412865853152, 0.0020500000937317964, 3.7415926535897936]	Right	0.02
687	[3.044804737982706, -0.1855683759980351, 0.0020500000937317964, 3.7415926535897936]	[3.2967310414921847, -0.37670481313143495, 0.0020500000937317964, 3.7415926535897936]	Left	0.02
688	[3.1838025468131774, -0.21163769014949932, 0.0020500000937317964, 3.5415926535897935]	[3.2967310414921847, -0.37670481313143495, 0.0020500000937317964, 3.7415926535897936]	Left	0.02
689	[3.0682555607258224, -0.29068763642480433, 0.0020500000937317964, 3.941592653589794]	[3.2967310414921847, -0.37670481313143495, 0.0020500000937317964, 3.7415926535897936]	Left	0.02
690	[3.2050905600380064, -0.13649236100031328, 0.0020500000937317964, 3.7415926535897936]	[3.2967310414921847, -0.37670481313143495, 0.0020500000937317964, 3.7415926535897936]	Left	0.02
691	[3.3425451267435307, -0.3381161414626811, 0.0020500000937317964, 4.141592653589794]	[3.127338299473674, -0.12910412865853155, 0.0020500000937317964, 3.941592653589794]	Right	0.02
692	[2.9658343009514896, -0.3695637762080557, 0.0020500000937317964, 3.941592653589794]	[3.3425451267435307, -0.3381161414626811, 0.0020500000937317964, 4.141592653589794]	Left	0.02
693	[3.0901038313011617, -0.17602544970223938, 0.0020500000937317964, 4.141592653589794]	[3.3425451267435307, -0.3381161414626811, 0.0020500000937317964, 4.141592653589794]	Left	0.02
694	[3.225979889910653, -0.33457416996434103, 0.0020500000937317964, 3.941592653589794]	[3.0901038313011617, -0.17602544970223938, 0.0020500000937317964, 4.141592653589794]	Right	0.02
695	[3.3425451267435307, -0.3381161414626811, 0.0020500000937317964, 3.941592653589794]	[3.0901038313011617, -0.17602544970223938, 0.0020500000937317964, 4.141592653589794]	Right	[0.02]
696	[3.4020309287208605, -0.12328382628319515, 0.0020500000937317964, 3.3415926535897933]	[3.4509964049487847, 0.22312977353322747, 0.0020500000937317964, 3.5415926535897935]	Right	0.02
697	[3.13, -0.09999999999999998, 0.0020500000937317964, 3.3415926535897933]	[3.36, 0.1, 0.0020500000937317964, 3.141592653589793]	Right	0.02
698	[3.0703992007614813, 0.19401997335237248, 0.0020500000937317964, 3.141592653589793]	[3.13, -0.09999999999999998, 0.0020500000937317964, 3.3415926535897933]	Left	0.02
699	[2.890399200761481, -0.005980026647627507, 0.0020500000937317964, 3.141592653589793]	[3.0703992007614813, 0.19401997335237248, 0.0020500000937317964, 3.141592653589793]	Right	0.02
700	[3.149070128511462, 0.10793347541595202, 0.0020500000937317964, 3.141592653589793]	[3.13, -0.09999999999999998, 0.0020500000937317964, 3.3415926535897933]	Left	0.02
701	[2.9331898798637077, 0.1662062670410639, 0.0020500000937317964, 3.5415926535897935]	[3.13, -0.09999999999999998, 0.0020500000937317964, 3.3415926535897933]	Left	0.02
702	[2.9189674489251494, -0.05694776599037818, 0.0020500000937317964, 3.7415926535897936]	[2.9331898798637077, 0.1662062670410639, 0.0020500000937317964, 3.5415926535897935]	Right	0.02
703	[2.806038954246142, 0.10811935699155745, 0.0020500000937317964, 3.941592653589794]	[2.9189674489251494, -0.05694776599037818, 0.0020500000937317964, 3.7415926535897936]	Left	0.02
704	[2.8798395014913303, -0.10295759396782789, 0.0020500000937317964, 3.941592653589794]	[2.806038954246142, 0.10811935699155745, 0.0020500000937317964, 3.941592653589794]	Right	0.02
705	[2.630829807831733, -0.000516525720988939, 0.0020500000937317964, 4.141592653589794]	[2.8798395014913303, -0.10295759396782789, 0.0020500000937317964, 3.941592653589794]	Left	0.02
706	[2.7565188173515613, 0.07424080858785531, 0.0020500000937317964, 3.941592653589794]	[2.9189674489251494, -0.05694776599037818, 0.0020500000937317964, 3.7415926535897936]	Left	0.02
707	[2.5879796391471643, 0.019518368856183133, 0.0020500000937317964, 3.941592653589794]	[2.9189674489251494, -0.05694776599037818, 0.0020500000937317964, 3.7415926535897936]	Left	0.02
708	[2.7732532598878987, -0.07678160755927849, 0.0020500000937317964, 3.941592653589794]	[2.5879796391471643, 0.019518368856183133, 0.0020500000937317964, 3.941592653589794]	Right	0.02
709	[2.705647527108418, -0.28992349667389966, 0.0020500000937317964, 3.941592653589794]	[2.5879796391471643, 0.019518368856183133, 0.0020500000937317964, 3.941592653589794]	Right	0.02
710	[2.633911918018466, -0.22025282573918312, 0.0020500000937317964, 3.941592653589794]	[2.5879796391471643, 0.019518368856183133, 0.0020500000937317964, 3.941592653589794]	Right	0.02
711	[2.357033955984982, -0.1465060011283251, 0.0020500000937317964, 4.141592653589794]	[2.633911918018466, -0.22025282573918312, 0.0020500000937317964, 3.941592653589794]	Left	0.02
712	[2.669779722563442, -0.2550881612065414, 0.0020500000937317964, 3.941592653589794]	[2.5879796391471643, 0.019518368856183133, 0.0020500000937317964, 3.941592653589794]	Right	0.02
713	[2.6777792587345317, -0.31861774030988055, 0.0020500000937317964, 3.7415926535897936]	[2.5879796391471643, 0.019518368856183133, 0.0020500000937317964, 3.941592653589794]	Right	0.02
714	[2.5153306271609437, -0.18742916573164706, 0.0020500000937317964, 3.941592653589794]	[2.6777792587345317, -0.31861774030988055, 0.0020500000937317964, 3.7415926535897936]	Left	0.02
715	[2.6946696498858245, -0.36160584306843835, 0.0020500000937317964, 3.7415926535897936]	[2.5153306271609437, -0.18742916573164706, 0.0020500000937317964, 3.941592653589794]	Right	0.02
716	[2.3354497164380876, -0.24387292747639314, 0.0020500000937317964, 3.7415926535897936]	[2.6946696498858245, -0.36160584306843835, 0.0020500000937317964, 3.7415926535897936]	Left	0.02
717	[2.4766103347868467, -0.45020683120381266, 0.0020500000937317964, 3.7415926535897936]	[2.3354497164380876, -0.24387292747639314, 0.0020500000937317964, 3.7415926535897936]	Right	0.02
718	[2.2811482786168717, -0.3416039555613806, 0.0020500000937317964, 3.7415926535897936]	[2.4766103347868467, -0.45020683120381266, 0.0020500000937317964, 3.7415926535897936]	Left	0.02
719	[2.394076773295879, -0.5066710785433163, 0.0020500000937317964, 3.7415926535897936]	[2.2811482786168717, -0.3416039555613806, 0.0020500000937317964, 3.7415926535897936]	Right	0.02
720	[2.30198060995164, -0.6908402852453905, 0.0020500000937317964, 3.7415926535897936]	[2.2811482786168717, -0.3416039555613806, 0.0020500000937317964, 3.7415926535897936]	Right	0.02
721	[2.5322210183122364, -0.23041726849020486, 0.0020500000937317964, 3.5415926535897935]	[2.6946696498858245, -0.36160584306843835, 0.0020500000937317964, 3.7415926535897936]	Left	0.02
722	[2.6653683464141396, -0.39126436675226284, 0.0020500000937317964, 3.3415926535897933]	[2.5322210183122364, -0.23041726849020486, 0.0020500000937317964, 3.5415926535897935]	Right	0.02
723	[2.4685582262778474, -0.12505809971119897, 0.0020500000937317964, 3.141592653589793]	[2.6653683464141396, -0.39126436675226284, 0.0020500000937317964, 3.3415926535897933]	Left	0.02
724	[2.3636818401078394, -0.28513970822187706, 0.0020500000937317964, 3.941592653589794]	[2.6946696498858245, -0.36160584306843835, 0.0020500000937317964, 3.7415926535897936]	Left	0.02
725	[2.3827783196828722, -0.6243082864655587, 0.0020500000937317964, 4.141592653589794]	[2.3636818401078394, -0.28513970822187706, 0.0020500000937317964, 3.941592653589794]	Right	0.02
726	[2.097918885888415, -0.5127058537935908, 0.0020500000937317964, 3.941592653589794]	[2.3827783196828722, -0.6243082864655587, 0.0020500000937317964, 4.141592653589794]	Left	0.02
727	[2.117015365463448, -0.8518744320372724, 0.0020500000937317964, 4.141592653589794]	[2.097918885888415, -0.5127058537935908, 0.0020500000937317964, 3.941592653589794]	Right	0.02
728	[2.1388417998997533, -0.6340537631650365, 0.0020500000937317964, 4.141592653589794]	[2.3827783196828722, -0.6243082864655587, 0.0020500000937317964, 4.141592653589794]	Left	0.02
729	[2.2747178585092445, -0.7926024834271381, 0.0020500000937317964, 3.941592653589794]	[2.1388417998997533, -0.6340537631650365, 0.0020500000937317964, 4.141592653589794]	Right	0.02
730	[2.1371812383451934, -0.5753844406363755, 0.0020500000937317964, 3.7415926535897936]	[2.2747178585092445, -0.7926024834271381, 0.0020500000937317964, 3.941592653589794]	Left	0.02
731	[2.1828664665116606, -0.9356525508444806, 0.0020500000937317964, 4.341592653589794]	[2.1388417998997533, -0.6340537631650365, 0.0020500000937317964, 4.141592653589794]	Right	0.02
732	[2.423701233694211, -0.7456561958370044, 0.0020500000937317964, 4.341592653589794]	[2.1388417998997533, -0.6340537631650365, 0.0020500000937317964, 4.141592653589794]	Right	0.02
733	[2.3156407725205828, -0.9139503927985837, 0.0020500000937317964, 4.341592653589794]	[2.1388417998997533, -0.6340537631650365, 0.0020500000937317964, 4.141592653589794]	Right	0.02
734	[1.95268676320078, -1.019612056228044, 0.0020500000937317964, 4.141592653589794]	[2.3156407725205828, -0.9139503927985837, 0.0020500000937317964, 4.341592653589794]	Left	0.02
735	[2.1303370242405033, -0.462217594705117, 0.0020500000937317964, 3.941592653589794]	[2.3827783196828722, -0.6243082864655587, 0.0020500000937317964, 4.141592653589794]	Left	0.02
736	[2.149433503815536, -0.8013861729487985, 0.0020500000937317964, 4.141592653589794]	[2.1303370242405033, -0.462217594705117, 0.0020500000937317964, 3.941592653589794]	Right	0.02
737	[1.8418113425572968, -0.8177753737471852, 0.0020500000937317964, 4.341592653589794]	[2.149433503815536, -0.8013861729487985, 0.0020500000937317964, 4.141592653589794]	Left	0.02
738	[2.0095967182433023, -1.0761318478404542, 0.0020500000937317964, 4.141592653589794]	[1.8418113425572968, -0.8177753737471852, 0.0020500000937317964, 4.341592653589794]	Right	0.02
739	[1.8316471103934164, -0.8905680122849456, 0.0020500000937317964, 4.341592653589794]	[2.0095967182433023, -1.0761318478404542, 0.0020500000937317964, 4.141592653589794]	Left	0.02
740	[2.133000301452185, -0.9433529934699139, 0.0020500000937317964, 4.141592653589794]	[1.8316471103934164, -0.8905680122849456, 0.0020500000937317964, 4.341592653589794]	Right	0.02
741	[1.7992289720413281, -0.9410562713734194, 0.0020500000937317964, 4.141592653589794]	[2.0095967182433023, -1.0761318478404542, 0.0020500000937317964, 4.141592653589794]	Left	0.02
742	[1.8316471103934164, -0.8905680122849456, 0.0020500000937317964, 4.141592653589794]	[2.0095967182433023, -1.0761318478404542, 0.0020500000937317964, 4.141592653589794]	Left	0.02
743	[1.8634234347920224, -0.7841165343548694, 0.0020500000937317964, 3.941592653589794]	[2.149433503815536, -0.8013861729487985, 0.0020500000937317964, 4.141592653589794]	Left	0.02
744	[2.042762457516903, -0.9582932116916607, 0.0020500000937317964, 4.141592653589794]	[1.8634234347920224, -0.7841165343548694, 0.0020500000937317964, 3.941592653589794]	Right	0.02
745	[1.7567523884933895, -0.9410235730977315, 0.0020500000937317964, 4.141592653589794]	[2.042762457516903, -0.9582932116916607, 0.0020500000937317964, 4.141592653589794]	Left	0.02
746	[1.9294103467252555, -0.588807222099883, 0.0020500000937317964, 3.941592653589794]	[2.149433503815536, -0.8013861729487985, 0.0020500000937317964, 4.141592653589794]	Left	0.02
747	[2.0470782346865093, -0.8982490876299658, 0.0020500000937317964, 3.941592653589794]	[1.9294103467252555, -0.588807222099883, 0.0020500000937317964, 3.941592653589794]	Right	0.02
748	[2.03107916234433, -0.7711899294232873, 0.0020500000937317964, 4.141592653589794]	[1.9294103467252555, -0.588807222099883, 0.0020500000937317964, 3.941592653589794]	Right	0.02
749	[1.7655305503264855, -0.814594245515081, 0.0020500000937317964, 3.941592653589794]	[2.03107916234433, -0.7711899294232873, 0.0020500000937317964, 4.141592653589794]	Left	0.02
750	[1.911066706661626, -1.0953418674091828, 0.0020500000937317964, 3.7415926535897936]	[1.7655305503264855, -0.814594245515081, 0.0020500000937317964, 3.941592653589794]	Right	0.02
751	[1.7655305503264855, -0.814594245515081, 0.0020500000937317964, 4.341592653589794]	[2.03107916234433, -0.7711899294232873, 0.0020500000937317964, 4.141592653589794]	Left	0.02
752	[1.9157025920722637, -0.9802697050071382, 0.0020500000937317964, 4.341592653589794]	[1.7655305503264855, -0.814594245515081, 0.0020500000937317964, 4.341592653589794]	Right	0.02
753	[2.117229707665028, -0.6677126025573523, 0.0020500000937317964, 4.341592653589794]	[2.3827783196828722, -0.6243082864655587, 0.0020500000937317964, 4.141592653589794]	Left	0.02
754	[2.1820659843692045, -0.5667360843804047, 0.0020500000937317964, 4.341592653589794]	[2.3827783196828722, -0.6243082864655587, 0.0020500000937317964, 4.141592653589794]	Left	0.02
755	[2.3317334723313765, -0.871694512772035, 0.0020500000937317964, 4.341592653589794]	[2.1820659843692045, -0.5667360843804047, 0.0020500000937317964, 4.341592653589794]	Right	0.02
756	[2.015885971093541, -0.8561910950257559, 0.0020500000937317964, 4.341592653589794]	[2.3317334723313765, -0.871694512772035, 0.0020500000937317964, 4.341592653589794]	Left	0.02
757	[2.0769822355709695, -0.8370274193109004, 0.0020500000937317964, 4.541592653589794]	[2.3317334723313765, -0.871694512772035, 0.0020500000937317964, 4.341592653589794]	Left	0.02
758	[2.382815183141522, -0.8288905783816648, 0.0020500000937317964, 4.341592653589794]	[2.0769822355709695, -0.8370274193109004, 0.0020500000937317964, 4.541592653589794]	Right	0.02
759	[2.145677280321342, -0.886904499521742, 0.0020500000937317964, 4.541592653589794]	[2.382815183141522, -0.8288905783816648, 0.0020500000937317964, 4.341592653589794]	Left	0.02
760	[2.4515102278918945, -0.8787676585925064, 0.0020500000937317964, 4.541592653589794]	[2.145677280321342, -0.886904499521742, 0.0020500000937317964, 4.541592653589794]	Right	0.02
761	[2.1167828660283012, -1.0544309536197802, 0.0020500000937317964, 4.7415926535897945]	[2.4515102278918945, -0.8787676585925064, 0.0020500000937317964, 4.541592653589794]	Left	0.02
762	[2.2544202818942023, -0.8447742300124584, 0.0020500000937317964, 4.7415926535897945]	[2.4515102278918945, -0.8787676585925064, 0.0020500000937317964, 4.541592653589794]	Left	0.02
763	[2.5072336348847077, -0.9374317097412864, 0.0020500000937317964, 4.941592653589795]	[2.2544202818942023, -0.8447742300124584, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
764	[2.2955800204221912, -1.1305709017375059, 0.0020500000937317964, 4.7415926535897945]	[2.5072336348847077, -0.9374317097412864, 0.0020500000937317964, 4.941592653589795]	Left	0.02
765	[2.4984146932606213, -1.2246883575813983, 0.0020500000937317964, 4.941592653589795]	[2.2955800204221912, -1.1305709017375059, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
766	[2.5972040726727204, -1.1817854612296093, 0.0020500000937317964, 4.541592653589794]	[2.2955800204221912, -1.1305709017375059, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
767	[2.549561354304748, -1.263211325587994, 0.0020500000937317964, 4.7415926535897945]	[2.2955800204221912, -1.1305709017375059, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
768	[2.5454734211825674, -1.1232710211621832, 0.0020500000937317964, 4.541592653589794]	[2.2955800204221912, -1.1305709017375059, 0.0020500000937317964, 4.7415926535897945]	Right	0.02
