i	f_sup	f_swg	f_swg_id	traj_h
33	[-2.7323388431954494, 1.2032434644970431, 0.0020500000937317964, 3.570796326794898]	[-2.8571828941595925, 1.4760326925447473, 0.0020500000937317964, 3.570796326794898]	Right	0.02
34	[-2.7464295119187825, 1.2572627181279643, 0.0020500000937317964, 3.3707963267948977]	[-2.723164581299973, 1.5428476319509847, 0.0020500000937317964, 3.570796326794898]	Right	0.02
35	[-2.5141951198339823, 1.5151771533741343, 0.0020500000937317964, 2.9707963267948974]	[-2.466640289705208, 1.202545520087572, 0.0020500000937317964, 2.9707963267948974]	Left	0.02
36	[-2.4890615646147225, 1.3078891788024278, 0.0020500000937317964, 2.9707963267948974]	[-2.5141951198339823, 1.5151771533741343, 0.0020500000937317964, 2.9707963267948974]	Right	0.02
37	[-2.774841986311376, 1.3571796502434974, 0.0020500000937317964, 2.9707963267948974]	[-2.5141951198339823, 1.5151771533741343, 0.0020500000937317964, 2.9707963267948974]	Right	0.02
38	[-2.8618148056396886, 1.6766099692460692, 0.0020500000937317964, 2.9707963267948974]	[-2.774841986311376, 1.3571796502434974, 0.0020500000937317964, 2.9707963267948974]	Left	0.02
39	[-2.853677964710453, 1.3707770216755168, 0.0020500000937317964, 2.9707963267948974]	[-2.8618148056396886, 1.6766099692460692, 0.0020500000937317964, 2.9707963267948974]	Right	0.02
40	[-2.819684536130405, 1.5678669676732089, 0.0020500000937317964, 2.9707963267948974]	[-2.853677964710453, 1.3707770216755168, 0.0020500000937317964, 2.9707963267948974]	Left	0.02
41	[-2.811186178985393, 1.6171394541726318, 0.0020500000937317964, 2.770796326794897]	[-2.853677964710453, 1.3707770216755168, 0.0020500000937317964, 2.9707963267948974]	Left	0.02
42	[-2.8458532724465275, 1.3623882174122248, 0.0020500000937317964, 2.770796326794897]	[-2.811186178985393, 1.6171394541726318, 0.0020500000937317964, 2.770796326794897]	Right	0.02
43	[-2.7829788272406115, 1.66301259781405, 0.0020500000937317964, 2.770796326794897]	[-2.774841986311376, 1.3571796502434974, 0.0020500000937317964, 2.9707963267948974]	Left	0.02
44	[-2.7995280329779124, 1.4548633153520043, 0.0020500000937317964, 2.9707963267948974]	[-2.7829788272406115, 1.66301259781405, 0.0020500000937317964, 2.770796326794897]	Right	0.02
45	[-2.8470828631066865, 1.7674949486385665, 0.0020500000937317964, 3.1707963267948975]	[-2.7995280329779124, 1.4548633153520043, 0.0020500000937317964, 2.9707963267948974]	Left	0.02
46	[-2.81616323105216, 1.7114237764231337, 0.0020500000937317964, 2.770796326794897]	[-2.7995280329779124, 1.4548633153520043, 0.0020500000937317964, 2.9707963267948974]	Left	0.02
47	[-2.8508303245132947, 1.4566725396627267, 0.0020500000937317964, 2.770796326794897]	[-2.81616323105216, 1.7114237764231337, 0.0020500000937317964, 2.770796326794897]	Right	0.02
48	[-2.7485378901078406, 1.7504982343485422, 0.0020500000937317964, 2.9707963267948974]	[-2.7995280329779124, 1.4548633153520043, 0.0020500000937317964, 2.9707963267948974]	Left	0.02
49	[-2.5481885484140303, 1.3180872073764422, 0.0020500000937317964, 2.770796326794897]	[-2.5141951198339823, 1.5151771533741343, 0.0020500000937317964, 2.9707963267948974]	Right	0.02
50	[-2.4975599217597346, 1.2586166923030049, 0.0020500000937317964, 2.770796326794897]	[-2.5141951198339823, 1.5151771533741343, 0.0020500000937317964, 2.9707963267948974]	Right	0.02
51	[-2.5182922794611224, 1.4812602849441174, 0.0020500000937317964, 2.570796326794897]	[-2.4975599217597346, 1.2586166923030049, 0.0020500000937317964, 2.770796326794897]	Left	0.02
52	[-2.703856115016631, 1.3033106770942315, 0.0020500000937317964, 2.370796326794897]	[-2.5182922794611224, 1.4812602849441174, 0.0020500000937317964, 2.570796326794897]	Right	0.02
53	[-2.742566214101977, 1.2501363200996396, 0.0020500000937317964, 2.770796326794897]	[-2.5141951198339823, 1.5151771533741343, 0.0020500000937317964, 2.9707963267948974]	Right	0.02
54	[-2.7078991206408425, 1.5048875568600466, 0.0020500000937317964, 2.770796326794897]	[-2.742566214101977, 1.2501363200996396, 0.0020500000937317964, 2.770796326794897]	Left	0.02
55	[-2.836293016694211, 1.3402212049352016, 0.0020500000937317964, 2.770796326794897]	[-2.7078991206408425, 1.5048875568600466, 0.0020500000937317964, 2.770796326794897]	Right	0.02
56	[-2.61581388935835, 1.2790127494510337, 0.0020500000937317964, 2.770796326794897]	[-2.5141951198339823, 1.5151771533741343, 0.0020500000937317964, 2.9707963267948974]	Right	0.02
57	[-2.650801941877494, 1.4880003954517425, 0.0020500000937317964, 2.770796326794897]	[-2.466640289705208, 1.202545520087572, 0.0020500000937317964, 2.9707963267948974]	Left	0.02
58	[-2.1224849376543227, 1.2975366960174797, 0.0020500000937317964, 2.570796326794897]	[-2.2575605141213577, 1.0871689498155055, 0.0020500000937317964, 2.570796326794897]	Left	0.02
59	[-2.2575605141213577, 1.0871689498155055, 0.0020500000937317964, 2.770796326794897]	[-2.1224849376543227, 1.2975366960174797, 0.0020500000937317964, 2.570796326794897]	Right	[0.02]
60	[-2.3813400652746517, 1.4035210048369469, 0.0020500000937317964, 2.9707963267948974]	[-2.2575605141213577, 1.0871689498155055, 0.0020500000937317964, 2.770796326794897]	Left	0.02
61	[-2.6097111595426465, 1.1384801715624522, 0.0020500000937317964, 3.1707963267948975]	[-2.3813400652746517, 1.4035210048369469, 0.0020500000937317964, 2.9707963267948974]	Right	0.02
62	[-2.241011308384057, 1.2953182322775512, 0.0020500000937317964, 2.9707963267948974]	[-2.2575605141213577, 1.0871689498155055, 0.0020500000937317964, 2.770796326794897]	Left	0.02
63	[-2.4608840455070395, 1.0795498855024794, 0.0020500000937317964, 3.1707963267948975]	[-2.241011308384057, 1.2953182322775512, 0.0020500000937317964, 2.9707963267948974]	Right	0.02
64	[-2.4696439021974266, 1.379421966414931, 0.0020500000937317964, 3.3707963267948977]	[-2.4608840455070395, 1.0795498855024794, 0.0020500000937317964, 3.1707963267948975]	Left	0.02
65	[-2.6495671507448972, 1.374166052400699, 0.0020500000937317964, 3.1707963267948975]	[-2.4608840455070395, 1.0795498855024794, 0.0020500000937317964, 3.1707963267948975]	Left	0.02
66	[-2.2782928718227455, 1.309812542456618, 0.0020500000937317964, 2.570796326794897]	[-2.2575605141213577, 1.0871689498155055, 0.0020500000937317964, 2.770796326794897]	Left	0.02
67	[-2.241011308384057, 1.2953182322775512, 0.0020500000937317964, 2.570796326794897]	[-2.2575605141213577, 1.0871689498155055, 0.0020500000937317964, 2.770796326794897]	Left	0.02
68	[-2.375366451994463, 1.162811272637045, 0.0020500000937317964, 2.370796326794897]	[-2.1224849376543227, 1.2975366960174797, 0.0020500000937317964, 2.570796326794897]	Right	0.02
69	[-2.1581484092037, 1.3003478928010959, 0.0020500000937317964, 2.370796326794897]	[-2.375366451994463, 1.162811272637045, 0.0020500000937317964, 2.370796326794897]	Left	0.02
70	[-2.3350638885032384, 1.077513538927199, 0.0020500000937317964, 2.370796326794897]	[-2.1224849376543227, 1.2975366960174797, 0.0020500000937317964, 2.570796326794897]	Right	0.02
71	[-2.2402908755274282, 1.3731790188390192, 0.0020500000937317964, 2.370796326794897]	[-2.2575605141213577, 1.0871689498155055, 0.0020500000937317964, 2.570796326794897]	Left	0.02
72	[-2.449302888331578, 1.1579721915691623, 0.0020500000937317964, 2.1707963267948966]	[-2.2402908755274282, 1.3731790188390192, 0.0020500000937317964, 2.370796326794897]	Right	0.02
73	[-2.4250265750009175, 1.156550409660541, 0.0020500000937317964, 2.1707963267948966]	[-2.1442789531068156, 1.3020865659956813, 0.0020500000937317964, 2.370796326794897]	Right	0.02
74	[-2.518811867904013, 1.396261593280213, 0.0020500000937317964, 1.9707963267948967]	[-2.223876976041219, 1.319362896529994, 0.0020500000937317964, 2.1707963267948966]	Right	0.02
75	[-2.343065187326503, 1.6225647180177796, 0.0020500000937317964, 1.7707963267948967]	[-2.518811867904013, 1.396261593280213, 0.0020500000937317964, 1.9707963267948967]	Left	0.02
76	[-2.332059788434137, 1.7249311245934718, 0.0020500000937317964, 1.7707963267948967]	[-2.518811867904013, 1.396261593280213, 0.0020500000937317964, 1.9707963267948967]	Left	0.02
77	[-2.2424935697031474, 1.513087095972808, 0.0020500000937317964, 2.1707963267948966]	[-2.518811867904013, 1.396261593280213, 0.0020500000937317964, 1.9707963267948967]	Left	0.02
78	[-2.619962023056909, 1.5335215453835234, 0.0020500000937317964, 2.1707963267948966]	[-2.2424935697031474, 1.513087095972808, 0.0020500000937317964, 2.1707963267948966]	Right	0.02
79	[-2.492678065604794, 1.7902291498196372, 0.0020500000937317964, 1.9707963267948967]	[-2.619962023056909, 1.5335215453835234, 0.0020500000937317964, 2.1707963267948966]	Left	0.02
80	[-2.7229433141055157, 1.6928745642424745, 0.0020500000937317964, 2.1707963267948966]	[-2.492678065604794, 1.7902291498196372, 0.0020500000937317964, 1.9707963267948967]	Right	0.02
81	[-2.55787619112358, 1.8058030589214815, 0.0020500000937317964, 1.9707963267948967]	[-2.7229433141055157, 1.6928745642424745, 0.0020500000937317964, 2.1707963267948966]	Left	0.02
82	[-2.764776339085782, 1.6531848137041458, 0.0020500000937317964, 1.7707963267948967]	[-2.55787619112358, 1.8058030589214815, 0.0020500000937317964, 1.9707963267948967]	Right	0.02
83	[-2.827083273855166, 1.8005545727446073, 0.0020500000937317964, 2.1707963267948966]	[-2.55787619112358, 1.8058030589214815, 0.0020500000937317964, 1.9707963267948967]	Right	0.02
84	[-2.7093503582631207, 2.1597745061923437, 0.10000000149011612, 1.9707963267948967]	[-2.827083273855166, 1.8005545727446073, 0.0020500000937317964, 2.1707963267948966]	Left	0.152
85	[-2.742088389924157, 1.7279193904597514, 0.0020500000937317964, 1.9707963267948967]	[-2.55787619112358, 1.8058030589214815, 0.0020500000937317964, 1.9707963267948967]	Right	0.02
86	[-2.55787619112358, 1.8058030589214815, 0.0020500000937317964, 1.7707963267948967]	[-2.742088389924157, 1.7279193904597514, 0.0020500000937317964, 1.9707963267948967]	Left	[0.02]
87	[-2.8399760046282485, 1.6873982650124886, 0.0020500000937317964, 1.9707963267948967]	[-2.55787619112358, 1.8058030589214815, 0.0020500000937317964, 1.7707963267948967]	Right	0.02
88	[-2.653525163866852, 1.657081821717734, 0.0020500000937317964, 1.9707963267948967]	[-2.492678065604794, 1.7902291498196372, 0.0020500000937317964, 1.9707963267948967]	Right	0.02
89	[-2.492678065604794, 1.7902291498196372, 0.0020500000937317964, 1.7707963267948967]	[-2.653525163866852, 1.657081821717734, 0.0020500000937317964, 1.9707963267948967]	Left	[0.02]
90	[-2.7085583142525484, 1.848501941444749, 0.0020500000937317964, 1.5707963267948968]	[-2.492678065604794, 1.7902291498196372, 0.0020500000937317964, 1.7707963267948967]	Right	0.02
91	[-2.492678065604794, 1.7902291498196372, 0.0020500000937317964, 1.9707963267948967]	[-2.653525163866852, 1.657081821717734, 0.0020500000937317964, 1.9707963267948967]	Left	[0.02]
92	[-2.448827473430567, 1.3719264776240492, 0.0020500000937317964, 1.9707963267948967]	[-2.2424935697031474, 1.513087095972808, 0.0020500000937317964, 2.1707963267948966]	Right	0.02
93	[-2.2730807928530568, 1.5982296023616158, 0.0020500000937317964, 1.9707963267948967]	[-2.448827473430567, 1.3719264776240492, 0.0020500000937317964, 1.9707963267948967]	Left	0.02
94	[-2.4339278911151148, 1.4650822742597125, 0.0020500000937317964, 2.1707963267948966]	[-2.2730807928530568, 1.5982296023616158, 0.0020500000937317964, 1.9707963267948967]	Right	0.02
95	[-2.4414392410887853, 1.4496787381883816, 0.0020500000937317964, 2.370796326794897]	[-2.2424935697031474, 1.513087095972808, 0.0020500000937317964, 2.1707963267948966]	Right	0.02
96	[-2.396386660113908, 1.754424968595752, 0.0020500000937317964, 2.570796326794897]	[-2.4414392410887853, 1.4496787381883816, 0.0020500000937317964, 2.370796326794897]	Left	0.02
97	[-2.6426244503551395, 1.556013903740197, 0.0020500000937317964, 2.370796326794897]	[-2.396386660113908, 1.754424968595752, 0.0020500000937317964, 2.570796326794897]	Right	0.02
98	[-2.4336124375509898, 1.7712207310100538, 0.0020500000937317964, 2.370796326794897]	[-2.6426244503551395, 1.556013903740197, 0.0020500000937317964, 2.370796326794897]	Left	0.02
99	[-2.599583084901168, 1.514211501179367, 0.0020500000937317964, 2.370796326794897]	[-2.4336124375509898, 1.7712207310100538, 0.0020500000937317964, 2.370796326794897]	Right	0.02
100	[-2.6324072048476204, 1.8248923296025912, 0.0020500000937317964, 2.570796326794897]	[-2.6426244503551395, 1.556013903740197, 0.0020500000937317964, 2.370796326794897]	Left	0.02
101	[-2.6899794069327743, 1.6241799942889235, 0.0020500000937317964, 2.570796326794897]	[-2.6324072048476204, 1.8248923296025912, 0.0020500000937317964, 2.570796326794897]	Right	0.02
102	[-2.851629879795445, 1.6685548139874309, 0.0020500000937317964, 2.370796326794897]	[-2.6324072048476204, 1.8248923296025912, 0.0020500000937317964, 2.570796326794897]	Right	0.02
103	[-2.841412634287926, 1.9374332398498253, 0.0020500000937317964, 2.570796326794897]	[-2.851629879795445, 1.6685548139874309, 0.0020500000937317964, 2.370796326794897]	Left	0.152
104	[-2.7122885379260118, 1.8120260321673354, 0.0020500000937317964, 2.570796326794897]	[-2.851629879795445, 1.6685548139874309, 0.0020500000937317964, 2.370796326794897]	Left	0.02
105	[-2.7122885379260118, 1.8120260321673354, 0.0020500000937317964, 2.1707963267948966]	[-2.851629879795445, 1.6685548139874309, 0.0020500000937317964, 2.370796326794897]	Left	0.02
106	[-2.817971040403129, 1.6469427217527053, 0.0020500000937317964, 2.770796326794897]	[-2.6324072048476204, 1.8248923296025912, 0.0020500000937317964, 2.570796326794897]	Right	0.02
107	[-2.7454994895077944, 1.8333505389461506, 0.0020500000937317964, 2.570796326794897]	[-2.817971040403129, 1.6469427217527053, 0.0020500000937317964, 2.770796326794897]	Left	0.02
108	[-2.7440096375195884, 1.540032895808134, 0.0020500000937317964, 2.570796326794897]	[-2.6324072048476204, 1.8248923296025912, 0.0020500000937317964, 2.570796326794897]	Right	0.02
109	[-2.5314306866706726, 1.7600560528984146, 0.0020500000937317964, 2.770796326794897]	[-2.7440096375195884, 1.540032895808134, 0.0020500000937317964, 2.570796326794897]	Left	0.02
110	[-2.6779424704478743, 1.5487877466752082, 0.0020500000937317964, 2.9707963267948974]	[-2.5314306866706726, 1.7600560528984146, 0.0020500000937317964, 2.770796326794897]	Right	0.02
111	[-2.5678253437784946, 1.8342246370977318, 0.0020500000937317964, 2.9707963267948974]	[-2.6779424704478743, 1.5487877466752082, 0.0020500000937317964, 2.9707963267948974]	Left	0.02
112	[-2.1893858628306644, 1.6230831628974085, 0.0020500000937317964, 2.570796326794897]	[-2.4414392410887853, 1.4496787381883816, 0.0020500000937317964, 2.370796326794897]	Left	0.02
113	[-2.490094254176051, 1.3436943539542974, 0.0020500000937317964, 1.9707963267948967]	[-2.2424935697031474, 1.513087095972808, 0.0020500000937317964, 2.1707963267948966]	Right	0.02
114	[-2.2005118755027, 1.264099236889821, 0.0020500000937317964, 1.7707963267948965]	[-2.4307771240034213, 1.1667446513126583, 0.0020500000937317964, 1.9707963267948965]	Left	0.02
115	[-2.5402257949379368, 1.429913750554788, 0.0020500000937317964, 1.5707963267948966]	[-2.2005118755027, 1.264099236889821, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
116	[-2.2699300257413633, 1.2998919794145614, 0.0020500000937317964, 1.9707963267948965]	[-2.4307771240034213, 1.1667446513126583, 0.0020500000937317964, 1.9707963267948965]	Left	0.02
117	[-2.60076689186544, 1.3120150158823702, 0.0020500000937317964, 1.9707963267948965]	[-2.2699300257413633, 1.2998919794145614, 0.0020500000937317964, 1.9707963267948965]	Right	0.02
118	[-2.4930840587728054, 1.3141144103531197, 0.0020500000937317964, 1.9707963267948965]	[-2.2699300257413633, 1.2998919794145614, 0.0020500000937317964, 1.9707963267948965]	Right	0.02
119	[-2.5001952742420848, 1.2025373938373987, 0.0020500000937317964, 1.7707963267948965]	[-2.2699300257413633, 1.2998919794145614, 0.0020500000937317964, 1.9707963267948965]	Right	0.02
120	[-2.45414222454194, 1.2220083109528312, 0.0020500000937317964, 1.7707963267948965]	[-2.2699300257413633, 1.2998919794145614, 0.0020500000937317964, 1.9707963267948965]	Right	0.02
121	[-2.2231998246643254, 1.1893646601342152, 0.0020500000937317964, 1.7707963267948965]	[-2.4307771240034213, 1.1667446513126583, 0.0020500000937317964, 1.9707963267948965]	Left	0.02
122	[-2.1, 1.28, 0.0020500000937317964, 1.7707963267948965]	[-2.4, 1.1, 0.000205, 1.5707963267948966]	Left	0.02
123	[-2.4138869064318786, 1.3184058585456058, 0.0020500000937317964, 1.5707963267948966]	[-2.1, 1.28, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
124	[-2.1638869064318786, 1.2584058585456057, 0.0020500000937317964, 1.5707963267948966]	[-2.4138869064318786, 1.3184058585456058, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
125	[-2.1, 1.04, 0.0020500000937317964, 1.3707963267948966]	[-2.4, 1.1, 0.000205, 1.5707963267948966]	Left	0.02
126	[-2.3582594938092614, 1.276012783249942, 0.0020500000937317964, 1.1707963267948966]	[-2.1, 1.04, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
127	[-2.366206267041064, 1.2368101201362922, 0.0020500000937317964, 1.5707963267948966]	[-2.1, 1.04, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
128	[-2.1, 1.1600000000000001, 0.0020500000937317964, 1.3707963267948966]	[-2.4, 1.1, 0.000205, 1.5707963267948966]	Left	0.02
129	[-2.325149711380804, 1.3076739904828896, 0.0020500000937317964, 1.5707963267948966]	[-2.1, 1.1600000000000001, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
130	[-2.284093155720545, 1.2585378608294868, 0.0020500000937317964, 1.3707963267948966]	[-2.1, 1.1600000000000001, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
131	[-2.0880798401522966, 1.2188039946704745, 0.0020500000937317964, 1.1707963267948966]	[-2.284093155720545, 1.2585378608294868, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
132	[-2.318345088653018, 1.3161585802476372, 0.0020500000937317964, 1.1707963267948966]	[-2.0880798401522966, 1.2188039946704745, 0.0020500000937317964, 1.1707963267948966]	Right	0.02
133	[-2.2949799881144988, 1.3714222398878102, 0.0020500000937317964, 1.3707963267948966]	[-2.0880798401522966, 1.2188039946704745, 0.0020500000937317964, 1.1707963267948966]	Right	0.02
134	[-2.071152966234942, 1.4688976946265717, 0.0020500000937317964, 1.1707963267948966]	[-2.2949799881144988, 1.3714222398878102, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
135	[-2.3410330378146433, 1.3908931570032428, 0.0020500000937317964, 1.1707963267948966]	[-2.0880798401522966, 1.2188039946704745, 0.0020500000937317964, 1.1707963267948966]	Right	0.02
136	[-2.056249221390711, 1.422487110586484, 0.0020500000937317964, 0.9707963267948967]	[-2.3410330378146433, 1.3908931570032428, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
137	[-2.3377284542673165, 1.5423597157104139, 0.0020500000937317964, 0.7707963267948967]	[-2.056249221390711, 1.422487110586484, 0.0020500000937317964, 0.9707963267948967]	Right	0.02
138	[-2.155345746943912, 1.4406909000913393, 0.0020500000937317964, 0.7707963267948967]	[-2.3377284542673165, 1.5423597157104139, 0.0020500000937317964, 0.7707963267948967]	Left	0.02
139	[-2.2946870888133453, 1.5841621182712438, 0.0020500000937317964, 0.5707963267948968]	[-2.155345746943912, 1.4406909000913393, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
140	[-2.0821081379644295, 1.3641389611809633, 0.0020500000937317964, 0.37079632679489677]	[-2.2946870888133453, 1.5841621182712438, 0.0020500000937317964, 0.5707963267948968]	Left	0.02
141	[-2.004930541109497, 1.6623731284785712, 0.0020500000937317964, 0.5707963267948968]	[-2.0821081379644295, 1.3641389611809633, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
142	[-2.0794936679868754, 1.6333845081204372, 0.0020500000937317964, 0.5707963267948968]	[-2.0821081379644295, 1.3641389611809633, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
143	[-2.1167752314255646, 1.6188901979413703, 0.0020500000937317964, 0.17079632679489676]	[-2.0821081379644295, 1.3641389611809633, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
144	[-2.190815464307432, 1.6437506869711311, 0.0020500000937317964, 0.37079632679489677]	[-2.0821081379644295, 1.3641389611809633, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
145	[-2.172697576583598, 1.5971487326727698, 0.0020500000937317964, 0.37079632679489677]	[-2.0821081379644295, 1.3641389611809633, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
146	[-1.9697405536528516, 1.4614710011060588, 0.0020500000937317964, 0.17079632679489676]	[-2.172697576583598, 1.5971487326727698, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
147	[-1.9221857235240778, 1.774102634392621, 0.0020500000937317964, 0.37079632679489677]	[-1.9697405536528516, 1.4614710011060588, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
148	[-1.951622665929018, 1.4148690468076977, 0.0020500000937317964, 0.17079632679489676]	[-2.172697576583598, 1.5971487326727698, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
149	[-1.8476531323106817, 1.6357543928114233, 0.0020500000937317964, -0.029203673205103253]	[-1.951622665929018, 1.4148690468076977, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
150	[-1.9856160945090662, 1.6119589928053897, 0.0020500000937317964, 0.17079632679489676]	[-1.951622665929018, 1.4148690468076977, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
