i	f_sup	f_swg	f_swg_id	traj_h
722	[-2.4606144954774063, -0.7254757574419246, 0.0020500000937317964, -3.229203673205104]	[-2.423423540646409, -0.5200084050991285, 0.0020500000937317964, -3.029203673205104]	Right	0.02
723	[-2.434364800445572, -0.42662637479117244, 0.0020500000937317964, -3.029203673205104]	[-2.4606144954774063, -0.7254757574419246, 0.0020500000937317964, -3.229203673205104]	Left	0.02
724	[-2.5795834230190793, -0.7449211307295215, 0.0020500000937317964, -3.229203673205104]	[-2.434364800445572, -0.42662637479117244, 0.0020500000937317964, -3.029203673205104]	Right	0.02
725	[-2.7370183067496687, -0.4801301615014608, 0.0020500000937317964, -3.029203673205104]	[-2.5795834230190793, -0.7449211307295215, 0.0020500000937317964, -3.229203673205104]	Left	0.02
726	[-2.553333727987245, -0.4460717480787693, 0.0020500000937317964, -3.029203673205104]	[-2.5795834230190793, -0.7449211307295215, 0.0020500000937317964, -3.229203673205104]	Left	0.02
727	[-2.5793094301247366, -0.7509082007849119, 0.0020500000937317964, -3.029203673205104]	[-2.553333727987245, -0.4460717480787693, 0.0020500000937317964, -3.029203673205104]	Right	0.02
728	[-2.709767603254258, -0.6649974036537719, 0.0020500000937317964, -3.229203673205104]	[-2.553333727987245, -0.4460717480787693, 0.0020500000937317964, -3.029203673205104]	Right	0.02
729	[-2.6922678065663685, -0.4657644818866038, 0.0020500000937317964, -3.029203673205104]	[-2.709767603254258, -0.6649974036537719, 0.0020500000937317964, -3.229203673205104]	Left	0.02
730	[-2.604608214614597, -0.7074580811788667, 0.0020500000937317964, -2.829203673205104]	[-2.6922678065663685, -0.4657644818866038, 0.0020500000937317964, -3.029203673205104]	Right	0.02
731	[-2.6660747886102807, -0.5171376664009635, 0.0020500000937317964, -3.029203673205104]	[-2.604608214614597, -0.7074580811788667, 0.0020500000937317964, -2.829203673205104]	Left	0.02
732	[-2.6324290305297646, -0.8152449674910028, 0.0020500000937317964, -3.029203673205104]	[-2.6660747886102807, -0.5171376664009635, 0.0020500000937317964, -3.029203673205104]	Right	0.02
733	[-2.6814414321092017, -0.46955756270648763, 0.0020500000937317964, -2.6292036732051036]	[-2.604608214614597, -0.7074580811788667, 0.0020500000937317964, -2.829203673205104]	Left	0.02
734	[-2.4820686393621765, -0.7016146451501221, 0.0020500000937317964, -2.829203673205104]	[-2.6814414321092017, -0.46955756270648763, 0.0020500000937317964, -2.6292036732051036]	Right	0.02
735	[-2.6968080756081227, -0.42197745901201184, 0.0020500000937317964, -2.6292036732051036]	[-2.604608214614597, -0.7074580811788667, 0.0020500000937317964, -2.829203673205104]	Left	0.02
736	[-2.574242870272948, -0.6398714021154088, 0.0020500000937317964, -2.829203673205104]	[-2.6968080756081227, -0.42197745901201184, 0.0020500000937317964, -2.6292036732051036]	Right	0.02
737	[-2.6020243755507284, -0.7128658400165302, 0.0020500000937317964, -2.6292036732051036]	[-2.6968080756081227, -0.42197745901201184, 0.0020500000937317964, -2.6292036732051036]	Right	0.02
738	[-2.8229809534594414, -0.3538981633214971, 0.0020500000937317964, -3.4292036732051043]	[-2.709767603254258, -0.6649974036537719, 0.0020500000937317964, -3.229203673205104]	Left	0.02
739	[-2.8505441526186215, -0.6585951768482322, 0.0020500000937317964, -3.4292036732051043]	[-2.8229809534594414, -0.3538981633214971, 0.0020500000937317964, -3.4292036732051043]	Right	0.02
740	[-2.765445496979653, -0.37091789444929074, 0.0020500000937317964, -3.6292036732051045]	[-2.8505441526186215, -0.6585951768482322, 0.0020500000937317964, -3.4292036732051043]	Left	0.02
741	[-2.765445496979653, -0.37091789444929074, 0.0020500000937317964, -3.229203673205104]	[-2.8505441526186215, -0.6585951768482322, 0.0020500000937317964, -3.4292036732051043]	Left	0.02
742	[-2.851465068541638, -0.6645173380936761, 0.0020500000937317964, -3.4292036732051043]	[-2.765445496979653, -0.37091789444929074, 0.0020500000937317964, -3.229203673205104]	Right	0.02
743	[-2.8522680879287807, -0.4557127520332548, 0.0020500000937317964, -3.229203673205104]	[-2.851465068541638, -0.6645173380936761, 0.0020500000937317964, -3.4292036732051043]	Left	0.02
744	[-2.86976788461667, -0.6549456738004229, 0.0020500000937317964, -3.029203673205104]	[-2.8522680879287807, -0.4557127520332548, 0.0020500000937317964, -3.229203673205104]	Right	0.02
745	[-2.4063266687118086, -0.6750491256995386, 0.0020500000937317964, -3.029203673205104]	[-2.434364800445572, -0.42662637479117244, 0.0020500000937317964, -3.029203673205104]	Right	0.02
746	[-2.4603405025830636, -0.731462827497315, 0.0020500000937317964, -3.029203673205104]	[-2.434364800445572, -0.42662637479117244, 0.0020500000937317964, -3.029203673205104]	Right	0.02
747	[-2.5933553610269264, -0.44457077910078097, 0.0020500000937317964, -3.029203673205104]	[-2.4603405025830636, -0.731462827497315, 0.0020500000937317964, -3.029203673205104]	Left	0.02
748	[-2.5000881427284023, -0.7359489285747172, 0.0020500000937317964, -3.029203673205104]	[-2.5933553610269264, -0.44457077910078097, 0.0020500000937317964, -3.029203673205104]	Right	0.02
749	[-2.1843440345258074, -0.5410081611245958, 0.0020500000937317964, -3.029203673205104]	[-2.270363606087792, -0.8346076047689811, 0.0020500000937317964, -3.229203673205104]	Left	0.02
750	[-2.028120898539632, -0.7053076796346779, 0.0020500000937317964, -3.4292036732051043]	[-2.0456206952275213, -0.904540601401846, 0.0020500000937317964, -3.229203673205104]	Left	0.02
751	[-2.209111981644914, -0.9646187434872966, 0.0020500000937317964, -3.229203673205104]	[-2.028120898539632, -0.7053076796346779, 0.0020500000937317964, -3.4292036732051043]	Right	0.02
752	[-2.362171916203531, -0.6500195438174439, 0.0020500000937317964, -3.4292036732051043]	[-2.209111981644914, -0.9646187434872966, 0.0020500000937317964, -3.229203673205104]	Left	0.02
753	[-2.1986806297861383, -0.5899414017319933, 0.0020500000937317964, -3.029203673205104]	[-2.0456206952275213, -0.904540601401846, 0.0020500000937317964, -3.229203673205104]	Left	0.02
754	[-2.2644039720689686, -0.899263955515538, 0.0020500000937317964, -3.229203673205104]	[-2.1986806297861383, -0.5899414017319933, 0.0020500000937317964, -3.029203673205104]	Right	0.02
755	[-2.2425292262091068, -0.6502228033065778, 0.0020500000937317964, -3.029203673205104]	[-2.2644039720689686, -0.899263955515538, 0.0020500000937317964, -3.229203673205104]	Left	0.02
756	[-2.308252568491937, -0.9595453570901225, 0.0020500000937317964, -3.229203673205104]	[-2.2425292262091068, -0.6502228033065778, 0.0020500000937317964, -3.029203673205104]	Right	0.02
757	[-1.2041055589595029, -0.8270703216105868, 0.0020500000937317964, -2.829203673205104]	[-1.142638984963819, -1.01739073638849, 0.0020500000937317964, -2.829203673205104]	Left	0.02
758	[-1.3526964928029561, -0.8225168197130897, 0.0020500000937317964, -2.6292036732051036]	[-1.142638984963819, -1.01739073638849, 0.0020500000937317964, -2.829203673205104]	Left	0.02
759	[-1.2023497821900009, -0.9674163249153653, 0.0020500000937317964, -2.4292036732051034]	[-1.3526964928029561, -0.8225168197130897, 0.0020500000937317964, -2.6292036732051036]	Right	0.02
760	[-1.5398252613267274, -0.928553733887014, 0.0020500000937317964, -2.4292036732051034]	[-1.2023497821900009, -0.9674163249153653, 0.0020500000937317964, -2.4292036732051034]	Left	0.02
761	[-1.3764143561108244, -1.1177543577139961, 0.0020500000937317964, -2.4292036732051034]	[-1.5398252613267274, -0.928553733887014, 0.0020500000937317964, -2.4292036732051034]	Right	0.02
762	[-1.449684524410754, -1.2471045894002981, 0.0020500000937317964, -2.2292036732051033]	[-1.5398252613267274, -0.928553733887014, 0.0020500000937317964, -2.4292036732051034]	Right	0.02
763	[-1.7330865571213387, -1.2048755963326367, 0.0020500000937317964, -2.029203673205103]	[-1.449684524410754, -1.2471045894002981, 0.0020500000937317964, -2.2292036732051033]	Left	0.02
764	[-1.5708498150990813, -1.4410518854431305, 0.0020500000937317964, -2.029203673205103]	[-1.7330865571213387, -1.2048755963326367, 0.0020500000937317964, -2.029203673205103]	Right	0.02
765	[-1.5537348738545094, -1.2933796849916073, 0.0020500000937317964, -2.2292036732051033]	[-1.7330865571213387, -1.2048755963326367, 0.0020500000937317964, -2.029203673205103]	Right	0.02
766	[-1.7975885209693734, -1.2817435864710818, 0.0020500000937317964, -2.2292036732051033]	[-1.5537348738545094, -1.2933796849916073, 0.0020500000937317964, -2.2292036732051033]	Left	0.02
767	[-1.610714978932795, -1.0466820539497534, 0.0020500000937317964, -2.029203673205103]	[-1.449684524410754, -1.2471045894002981, 0.0020500000937317964, -2.2292036732051033]	Left	0.02
768	[-1.3599741482515673, -1.1035066597934176, 0.0020500000937317964, -2.029203673205103]	[-1.610714978932795, -1.0466820539497534, 0.0020500000937317964, -2.029203673205103]	Right	0.02
769	[-1.5835778758478818, -1.104678412767862, 0.0020500000937317964, -2.2292036732051033]	[-1.3599741482515673, -1.1035066597934176, 0.0020500000937317964, -2.029203673205103]	Left	0.02
770	[-1.341687454032551, -1.1794381869382091, 0.0020500000937317964, -2.2292036732051033]	[-1.610714978932795, -1.0466820539497534, 0.0020500000937317964, -2.029203673205103]	Right	0.02
771	[-1.6156892410634391, -1.0433388823702585, 0.0020500000937317964, -2.4292036732051034]	[-1.341687454032551, -1.1794381869382091, 0.0020500000937317964, -2.2292036732051033]	Left	0.02
772	[-1.585541101147415, -1.1678020884176836, 0.0020500000937317964, -2.4292036732051034]	[-1.341687454032551, -1.1794381869382091, 0.0020500000937317964, -2.2292036732051033]	Left	0.02
773	[-1.4756153399954508, -1.2248619842421387, 0.0020500000937317964, -1.8292036732051031]	[-1.610714978932795, -1.0466820539497534, 0.0020500000937317964, -2.029203673205103]	Right	0.02
774	[-1.7633122865051456, -1.335000383399734, 0.0020500000937317964, -1.6292036732051032]	[-1.4756153399954508, -1.2248619842421387, 0.0020500000937317964, -1.8292036732051031]	Left	0.02
775	[-1.5195760068992152, -1.449423396836104, 0.0020500000937317964, -1.6292036732051032]	[-1.7633122865051456, -1.335000383399734, 0.0020500000937317964, -1.6292036732051032]	Right	0.02
776	[-1.5219109726363185, -1.4893551878678943, 0.0020500000937317964, -1.4292036732051032]	[-1.7633122865051456, -1.335000383399734, 0.0020500000937317964, -1.6292036732051032]	Right	0.02
777	[-1.8047967208104654, -1.630690439945899, 0.0020500000937317964, -1.6292036732051032]	[-1.5219109726363185, -1.4893551878678943, 0.0020500000937317964, -1.4292036732051032]	Left	0.02
778	[-1.5219109726363185, -1.4893551878678943, 0.0020500000937317964, -1.6292036732051032]	[-1.7633122865051456, -1.335000383399734, 0.0020500000937317964, -1.6292036732051032]	Right	0.02
779	[-1.7773220809277648, -1.5745911295904746, 0.0020500000937317964, -1.4292036732051032]	[-1.5219109726363185, -1.4893551878678943, 0.0020500000937317964, -1.6292036732051032]	Left	0.02
780	[-1.510067155649272, -1.67791007709957, 0.0020500000937317964, -1.4292036732051032]	[-1.7773220809277648, -1.5745911295904746, 0.0020500000937317964, -1.4292036732051032]	Right	0.02
781	[-1.515048886497115, -1.1714243398695054, 0.0020500000937317964, -2.6292036732051036]	[-1.5398252613267274, -0.928553733887014, 0.0020500000937317964, -2.4292036732051034]	Right	0.02
782	[-1.7492847101406837, -0.958977690279499, 0.0020500000937317964, -2.4292036732051034]	[-1.515048886497115, -1.1714243398695054, 0.0020500000937317964, -2.6292036732051036]	Left	0.02
783	[-1.4545046868724807, -1.1191328502004163, 0.0020500000937317964, -2.6292036732051036]	[-1.5398252613267274, -0.928553733887014, 0.0020500000937317964, -2.4292036732051034]	Right	0.02
784	[-1.550478930031648, -1.268092390512627, 0.0020500000937317964, -2.6292036732051036]	[-1.5398252613267274, -0.928553733887014, 0.0020500000937317964, -2.4292036732051034]	Right	0.02
785	[-1.8195777845717602, -1.0752561737762485, 0.0020500000937317964, -2.4292036732051034]	[-1.550478930031648, -1.268092390512627, 0.0020500000937317964, -2.6292036732051036]	Left	0.02
786	[-1.7923913285112845, -1.3821126493586808, 0.0020500000937317964, -2.6292036732051036]	[-1.8195777845717602, -1.0752561737762485, 0.0020500000937317964, -2.4292036732051034]	Right	0.02
787	[-1.3299990533462964, -0.7626434012194772, 0.0020500000937317964, -2.829203673205104]	[-1.142638984963819, -1.01739073638849, 0.0020500000937317964, -2.829203673205104]	Left	0.02
788	[-1.2377991923527707, -1.048124023386332, 0.0020500000937317964, -2.6292036732051036]	[-1.3299990533462964, -0.7626434012194772, 0.0020500000937317964, -2.829203673205104]	Right	0.02
789	[-1.4720343128462803, -1.0712304797868926, 0.0020500000937317964, -2.6292036732051036]	[-1.3299990533462964, -0.7626434012194772, 0.0020500000937317964, -2.829203673205104]	Right	0.02
790	[-1.751483157215901, -0.9415834845248214, 0.0020500000937317964, -2.6292036732051036]	[-1.4720343128462803, -1.0712304797868926, 0.0020500000937317964, -2.6292036732051036]	Left	0.02
791	[-1.8048673384688165, -1.3158162051572586, 0.0020500000937317964, -2.6292036732051036]	[-1.751483157215901, -0.9415834845248214, 0.0020500000937317964, -2.6292036732051036]	Right	0.02
792	[-1.9029195027369563, -1.1415010506745409, 0.0020500000937317964, -2.4292036732051034]	[-1.8048673384688165, -1.3158162051572586, 0.0020500000937317964, -2.6292036732051036]	Left	0.02
793	[-1.908415227719661, -1.4105174014915767, 0.0020500000937317964, -2.2292036732051033]	[-1.9029195027369563, -1.1415010506745409, 0.0020500000937317964, -2.4292036732051034]	Right	0.02
794	[-2.1918172604302457, -1.3682884084239153, 0.0020500000937317964, -2.029203673205103]	[-1.908415227719661, -1.4105174014915767, 0.0020500000937317964, -2.2292036732051033]	Left	0.02
795	[-2.011879700676194, -1.568594360881043, 0.0020500000937317964, -2.2292036732051033]	[-2.1918172604302457, -1.3682884084239153, 0.0020500000937317964, -2.029203673205103]	Right	0.02
796	[-2.285881487707082, -1.4324950563130923, 0.0020500000937317964, -2.029203673205103]	[-2.011879700676194, -1.568594360881043, 0.0020500000937317964, -2.2292036732051033]	Left	0.02
797	[-2.078806824868117, -1.6907973675883285, 0.0020500000937317964, -2.029203673205103]	[-2.285881487707082, -1.4324950563130923, 0.0020500000937317964, -2.029203673205103]	Right	0.02
798	[-2.320111370196226, -1.7278394572161386, 0.0020500000937317964, -2.029203673205103]	[-2.078806824868117, -1.6907973675883285, 0.0020500000937317964, -2.029203673205103]	Left	0.02
799	[-2.1407596869293966, -1.8163435458751092, 0.0020500000937317964, -1.8292036732051031]	[-2.320111370196226, -1.7278394572161386, 0.0020500000937317964, -2.029203673205103]	Right	0.02
800	[-2.051083845295982, -1.8605955902045943, 0.0020500000937317964, -2.2292036732051033]	[-2.320111370196226, -1.7278394572161386, 0.0020500000937317964, -2.029203673205103]	Right	0.02
801	[-2.1755754459057624, -1.999886082979998, 0.0020500000937317964, -2.2292036732051033]	[-2.320111370196226, -1.7278394572161386, 0.0020500000937317964, -2.029203673205103]	Right	0.02
802	[-2.4128657594800873, -1.8163287156971823, 0.0020500000937317964, -2.029203673205103]	[-2.1755754459057624, -1.999886082979998, 0.0020500000937317964, -2.2292036732051033]	Left	0.02
803	[-2.260065302810949, -1.9586383093362016, 0.0020500000937317964, -1.8292036732051031]	[-2.4128657594800873, -1.8163287156971823, 0.0020500000937317964, -2.029203673205103]	Right	0.02
804	[-2.6088792140509587, -2.1043395630214285, 0.0020500000937317964, -1.6292036732051032]	[-2.260065302810949, -1.9586383093362016, 0.0020500000937317964, -1.8292036732051031]	Left	0.02
805	[-2.417392638971869, -2.2557756603182098, 0.0020500000937317964, -1.6292036732051032]	[-2.6088792140509587, -2.1043395630214285, 0.0020500000937317964, -1.6292036732051032]	Right	0.02
806	[-2.6634638843149028, -2.1812844379136296, 0.0020500000937317964, -1.4292036732051032]	[-2.417392638971869, -2.2557756603182098, 0.0020500000937317964, -1.6292036732051032]	Left	0.02
807	[-2.422646311880351, -2.345622190139738, 0.0020500000937317964, -1.6292036732051032]	[-2.6088792140509587, -2.1043395630214285, 0.0020500000937317964, -1.6292036732051032]	Right	0.02
808	[-2.6223052670393017, -2.333947361454222, 0.0020500000937317964, -1.8292036732051031]	[-2.422646311880351, -2.345622190139738, 0.0020500000937317964, -1.6292036732051032]	Left	0.02
809	[-2.6827273516460037, -2.5107217139258986, 0.0020500000937317964, -1.8292036732051031]	[-2.422646311880351, -2.345622190139738, 0.0020500000937317964, -1.6292036732051032]	Left	0.02
810	[-2.1886761553965504, -1.9269588265208955, 0.0020500000937317964, -2.2292036732051033]	[-2.4128657594800873, -1.8163287156971823, 0.0020500000937317964, -2.029203673205103]	Right	0.02
811	[-2.496552503744844, -1.9163685419298107, 0.0020500000937317964, -2.029203673205103]	[-2.1886761553965504, -1.9269588265208955, 0.0020500000937317964, -2.2292036732051033]	Left	0.02
812	[-2.5230001798497765, -1.9587029038417774, 0.0020500000937317964, -2.4292036732051034]	[-2.1755754459057624, -1.999886082979998, 0.0020500000937317964, -2.2292036732051033]	Left	0.02
813	[-2.5284959048324813, -2.227719254658813, 0.0020500000937317964, -2.2292036732051033]	[-2.5230001798497765, -1.9587029038417774, 0.0020500000937317964, -2.4292036732051034]	Right	0.02
814	[-2.5009716675115166, -2.3360816852327866, 0.0020500000937317964, -2.2292036732051033]	[-2.5230001798497765, -1.9587029038417774, 0.0020500000937317964, -2.4292036732051034]	Right	0.02
815	[-2.7015505076292783, -2.105066255235106, 0.0020500000937317964, -2.029203673205103]	[-2.5009716675115166, -2.3360816852327866, 0.0020500000937317964, -2.2292036732051033]	Left	0.02
816	[-2.5216129478752265, -2.3053722076922334, 0.0020500000937317964, -2.029203673205103]	[-2.7015505076292783, -2.105066255235106, 0.0020500000937317964, -2.029203673205103]	Right	0.02
817	[-2.5216129478752265, -2.3053722076922334, 0.0020500000937317964, -2.2292036732051033]	[-2.7015505076292783, -2.105066255235106, 0.0020500000937317964, -2.029203673205103]	Right	0.02
818	[-2.7654665949900905, -2.293736109171708, 0.0020500000937317964, -2.2292036732051033]	[-2.5216129478752265, -2.3053722076922334, 0.0020500000937317964, -2.2292036732051033]	Left	0.02
819	[-2.4508096769480505, -2.16189086107877, 0.0020500000937317964, -2.2292036732051033]	[-2.7015505076292783, -2.105066255235106, 0.0020500000937317964, -2.029203673205103]	Right	0.02
820	[-2.3898973291673444, -1.5669595673385432, 0.0020500000937317964, -2.2292036732051033]	[-2.011879700676194, -1.568594360881043, 0.0020500000937317964, -2.2292036732051033]	Left	0.02
821	[-2.238267120325, -1.8612524142893774, 0.0020500000937317964, -2.029203673205103]	[-2.3898973291673444, -1.5669595673385432, 0.0020500000937317964, -2.2292036732051033]	Right	0.02
822	[-2.1700732430590772, -1.4462227826924994, 0.0020500000937317964, -2.4292036732051034]	[-2.011879700676194, -1.568594360881043, 0.0020500000937317964, -2.2292036732051033]	Left	0.02
823	[-2.049453151941894, -1.1665587770415595, 0.0020500000937317964, -2.6292036732051036]	[-1.8048673384688165, -1.3158162051572586, 0.0020500000937317964, -2.6292036732051036]	Left	0.02
824	[-2.0243955136775864, -1.4966680237533339, 0.0020500000937317964, -2.4292036732051034]	[-2.049453151941894, -1.1665587770415595, 0.0020500000937317964, -2.6292036732051036]	Right	0.02
825	[-2.3240308680489163, -1.425123251681802, 0.0020500000937317964, -2.4292036732051034]	[-2.0243955136775864, -1.4966680237533339, 0.0020500000937317964, -2.4292036732051034]	Left	0.02
826	[-2.05925854457413, -1.5162784566069618, 0.0020500000937317964, -2.829203673205104]	[-2.049453151941894, -1.1665587770415595, 0.0020500000937317964, -2.6292036732051036]	Right	0.02
827	[-2.307380135368848, -1.3336978547306981, 0.0020500000937317964, -2.6292036732051036]	[-2.05925854457413, -1.5162784566069618, 0.0020500000937317964, -2.829203673205104]	Left	0.02
828	[-2.2823224971045404, -1.6638071014424725, 0.0020500000937317964, -2.829203673205104]	[-2.307380135368848, -1.3336978547306981, 0.0020500000937317964, -2.6292036732051036]	Right	0.02
829	[-2.343789071100224, -1.4734866866645693, 0.0020500000937317964, -2.6292036732051036]	[-2.2823224971045404, -1.6638071014424725, 0.0020500000937317964, -2.829203673205104]	Left	0.02
830	[-2.378107504799495, -1.7796275776092922, 0.0020500000937317964, -2.829203673205104]	[-2.343789071100224, -1.4734866866645693, 0.0020500000937317964, -2.6292036732051036]	Right	0.02
831	[-2.378107504799495, -1.7796275776092922, 0.0020500000937317964, -2.6292036732051036]	[-2.343789071100224, -1.4734866866645693, 0.0020500000937317964, -2.6292036732051036]	Right	0.02
832	[-2.332894484073443, -1.6968279232813568, 0.0020500000937317964, -2.6292036732051036]	[-2.343789071100224, -1.4734866866645693, 0.0020500000937317964, -2.6292036732051036]	Right	0.02
833	[-2.283868401939373, -1.7839855005227157, 0.0020500000937317964, -2.829203673205104]	[-2.343789071100224, -1.4734866866645693, 0.0020500000937317964, -2.6292036732051036]	Right	0.02
834	[-2.5319899927340908, -1.601404898646452, 0.0020500000937317964, -2.6292036732051036]	[-2.283868401939373, -1.7839855005227157, 0.0020500000937317964, -2.829203673205104]	Left	0.02
835	[-2.5166233492351697, -1.6489850023409278, 0.0020500000937317964, -2.6292036732051036]	[-2.283868401939373, -1.7839855005227157, 0.0020500000937317964, -2.829203673205104]	Left	0.02
836	[-2.3662766386222147, -1.7938845075432035, 0.0020500000937317964, -2.4292036732051034]	[-2.5166233492351697, -1.6489850023409278, 0.0020500000937317964, -2.6292036732051036]	Right	0.02
837	[-2.5700075304880854, -2.023217722973365, 0.0020500000937317964, -2.6292036732051036]	[-2.5166233492351697, -1.6489850023409278, 0.0020500000937317964, -2.6292036732051036]	Right	0.02
838	[-2.394058143899995, -1.8668789454443249, 0.0020500000937317964, -2.4292036732051034]	[-2.5166233492351697, -1.6489850023409278, 0.0020500000937317964, -2.6292036732051036]	Right	0.02
839	[-2.6936934982713248, -1.795334173372793, 0.0020500000937317964, -2.6292036732051036]	[-2.394058143899995, -1.8668789454443249, 0.0020500000937317964, -2.4292036732051034]	Left	0.02
840	[-2.647935880348, -1.9990649771359525, 0.0020500000937317964, -2.4292036732051034]	[-2.6936934982713248, -1.795334173372793, 0.0020500000937317964, -2.6292036732051036]	Right	0.02
841	[-2.844028966607084, -1.772024228543574, 0.0020500000937317964, -2.2292036732051033]	[-2.647935880348, -1.9990649771359525, 0.0020500000937317964, -2.4292036732051034]	Left	0.02
842	[-2.6679244421270307, -2.0346783670178317, 0.0020500000937317964, -2.4292036732051034]	[-2.844028966607084, -1.772024228543574, 0.0020500000937317964, -2.2292036732051033]	Right	0.02
843	[-2.785927197624458, -1.8062591259390328, 0.0020500000937317964, -2.6292036732051036]	[-2.6679244421270307, -2.0346783670178317, 0.0020500000937317964, -2.4292036732051034]	Left	0.02
844	[-2.7853826004271856, -2.0927895840301276, 0.0020500000937317964, -2.4292036732051034]	[-2.785927197624458, -1.8062591259390328, 0.0020500000937317964, -2.6292036732051036]	Right	0.02
845	[-2.4943207055242995, -2.0273912558164273, 0.0020500000937317964, -2.6292036732051036]	[-2.6936934982713248, -1.795334173372793, 0.0020500000937317964, -2.6292036732051036]	Right	0.02
846	[-2.589104405581694, -1.736502874811909, 0.0020500000937317964, -2.6292036732051036]	[-2.4943207055242995, -2.0273912558164273, 0.0020500000937317964, -2.6292036732051036]	Left	0.02
847	[-2.704043488100833, -1.8585233948471003, 0.0020500000937317964, -2.4292036732051034]	[-2.4943207055242995, -2.0273912558164273, 0.0020500000937317964, -2.6292036732051036]	Left	0.02
848	[-2.7737695498939203, -1.8977442605543562, 0.0020500000937317964, -2.4292036732051034]	[-2.4943207055242995, -2.0273912558164273, 0.0020500000937317964, -2.6292036732051036]	Left	0.02
849	[-2.564950494959542, -2.0477262671295215, 0.0020500000937317964, -2.6292036732051036]	[-2.7737695498939203, -1.8977442605543562, 0.0020500000937317964, -2.4292036732051034]	Right	0.02
850	[-2.798282590960955, -1.8541654719336769, 0.0020500000937317964, -2.829203673205104]	[-2.4943207055242995, -2.0273912558164273, 0.0020500000937317964, -2.6292036732051036]	Left	0.02
851	[-2.831976224354223, -2.075219173709422, 0.0020500000937317964, -2.6292036732051036]	[-2.798282590960955, -1.8541654719336769, 0.0020500000937317964, -2.829203673205104]	Right	0.02
852	[-2.5923728697924395, -1.8530761013337096, 0.0020500000937317964, -2.4292036732051034]	[-2.4943207055242995, -2.0273912558164273, 0.0020500000937317964, -2.6292036732051036]	Left	0.02
853	[-2.383553814858061, -2.003058107908875, 0.0020500000937317964, -2.2292036732051033]	[-2.5923728697924395, -1.8530761013337096, 0.0020500000937317964, -2.4292036732051034]	Right	0.02
854	[-2.7615714433492116, -2.001423314366375, 0.0020500000937317964, -2.029203673205103]	[-2.383553814858061, -2.003058107908875, 0.0020500000937317964, -2.2292036732051033]	Left	0.02
855	[-2.564591364514659, -1.7800816634325882, 0.0020500000937317964, -2.4292036732051034]	[-2.4943207055242995, -2.0273912558164273, 0.0020500000937317964, -2.6292036732051036]	Left	0.02
856	[-2.540078323447624, -1.8236604520532678, 0.0020500000937317964, -2.829203673205104]	[-2.4943207055242995, -2.0273912558164273, 0.0020500000937317964, -2.6292036732051036]	Left	0.02
857	[-2.491565710970862, -1.9790942490527021, 0.0020500000937317964, -2.4292036732051034]	[-2.5166233492351697, -1.6489850023409278, 0.0020500000937317964, -2.6292036732051036]	Right	0.02
858	[-2.760928965529875, -1.8814037321466257, 0.0020500000937317964, -2.4292036732051034]	[-2.491565710970862, -1.9790942490527021, 0.0020500000937317964, -2.4292036732051034]	Left	0.02
859	[-2.7282467844866947, -1.919243856912022, 0.0020500000937317964, -2.2292036732051033]	[-2.491565710970862, -1.9790942490527021, 0.0020500000937317964, -2.4292036732051034]	Left	0.02
860	[-2.7107805570206365, -2.223538008840882, 0.0020500000937317964, -2.029203673205103]	[-2.7282467844866947, -1.919243856912022, 0.0020500000937317964, -2.2292036732051033]	Right	0.02
861	[-2.5916906456023625, -2.1513051008391435, 0.0020500000937317964, -2.4292036732051034]	[-2.7282467844866947, -1.919243856912022, 0.0020500000937317964, -2.2292036732051033]	Right	0.02
862	[-2.7423755821429703, -1.8850457349949483, 0.0020500000937317964, -2.2292036732051033]	[-2.5916906456023625, -2.1513051008391435, 0.0020500000937317964, -2.4292036732051034]	Left	0.02
863	[-2.828371719118195, -2.0914547086984636, 0.0020500000937317964, -2.2292036732051033]	[-2.5916906456023625, -2.1513051008391435, 0.0020500000937317964, -2.4292036732051034]	Left	0.02
864	[-2.667341264596154, -2.2918772441490085, 0.0020500000937317964, -2.2292036732051033]	[-2.828371719118195, -2.0914547086984636, 0.0020500000937317964, -2.2292036732051033]	Right	0.02
865	[-2.788823333522474, -2.1220476032455995, 0.0020500000937317964, -2.4292036732051034]	[-2.667341264596154, -2.2918772441490085, 0.0020500000937317964, -2.2292036732051033]	Left	0.02
866	[-2.638138396981866, -2.3883069690897947, 0.0020500000937317964, -2.6292036732051036]	[-2.788823333522474, -2.1220476032455995, 0.0020500000937317964, -2.4292036732051034]	Right	0.02
867	[-2.761636877461998, -2.428904078828032, 0.0020500000937317964, -2.4292036732051034]	[-2.788823333522474, -2.1220476032455995, 0.0020500000937317964, -2.4292036732051034]	Right	0.02
868	[-2.4008851955335953, -1.4919266588632745, 0.0020500000937317964, -3.029203673205104]	[-2.2823224971045404, -1.6638071014424725, 0.0020500000937317964, -2.829203673205104]	Left	0.02
869	[-2.292013491869927, -1.381277958425174, 0.0020500000937317964, -3.029203673205104]	[-2.05925854457413, -1.5162784566069618, 0.0020500000937317964, -2.829203673205104]	Left	0.02
870	[-2.44844736713694, -1.6002036140001765, 0.0020500000937317964, -2.829203673205104]	[-2.292013491869927, -1.381277958425174, 0.0020500000937317964, -3.029203673205104]	Right	0.02
871	[-2.4528178166992527, -1.3914432270235682, 0.0020500000937317964, -3.029203673205104]	[-2.44844736713694, -1.6002036140001765, 0.0020500000937317964, -2.829203673205104]	Left	0.02
