i	f_sup	f_swg	f_swg_id	traj_params	h_max
1146	[-1.0275411070593747, -0.809064453037606, 0.0020500000937317964, -1.2292036732051033]	[-0.899394505953706, -0.5724668016860666, 0.0020500000937317964, -1.2292036732051033]	Left	[-12.486509457633929, 3.4622318061228325]	0.24
1147	[-0.8390966389256431, -0.742066823006425, 0.0020500000937317964, -1.4292036732051032]	[-1.0275411070593747, -0.809064453037606, 0.0020500000937317964, -1.2292036732051033]	Right	[-29.629629629629644, 5.333333333333334]	0.24
1148	[-1.0173383371173508, -0.9088897741424609, 0.0020500000937317964, -1.4292036732051032]	[-0.8390966389256431, -0.742066823006425, 0.0020500000937317964, -1.4292036732051032]	Left	[-95.34032836785987, 9.5669595605472]	0.24
1149	[-1.0229831374397456, -0.8692900742784431, 0.0020500000937317964, -1.6292036732051032]	[-0.8390966389256431, -0.742066823006425, 0.0020500000937317964, -1.4292036732051032]	Left	[-263.1650696714492, 15.894604961577096]	0.24
1150	[-0.9287202603402636, -0.4267273076233407, 0.0020500000937317964, -1.0292036732051033]	[-1.1857868863509478, -0.58137771916978, 0.0020500000937317964, -1.0292036732051033]	Right	[-22.64150943396225, 4.662172139314866]	0.24
1151	[-1.2167169686602355, -0.5299643939676432, 0.0020500000937317964, -1.2292036732051033]	[-0.9287202603402636, -0.4267273076233407, 0.0020500000937317964, -1.0292036732051033]	Left	[-266.66666666666737, 16.00000000000002]	0.24
1152	[-0.8977901780309758, -0.47814063282547753, 0.0020500000937317964, -0.8292036732051034]	[-1.1857868863509478, -0.58137771916978, 0.0020500000937317964, -1.0292036732051033]	Right	[-14.20118343195266, 3.692307692307692]	0.24
1153	[-0.9636517611665847, -0.8503801415653093, 0.0020500000937317964, -0.6292036732051034]	[-0.8977901780309758, -0.47814063282547753, 0.0020500000937317964, -0.8292036732051034]	Left	[-7.887840359576483, 2.7517861009158078]	0.24
1154	[-0.8650362660819236, -0.612945973575091, 0.0020500000937317964, -0.8292036732051034]	[-0.9636517611665847, -0.8503801415653093, 0.0020500000937317964, -0.6292036732051034]	Right	[-49.88231244568632, 6.920044793775461]	0.24
1155	[-0.8165264818527482, -0.6482560406104118, 0.0020500000937317964, -0.8292036732051034]	[-0.9636517611665847, -0.8503801415653093, 0.0020500000937317964, -0.6292036732051034]	Right	[-27.009507132001325, 5.092065086654065]	0.24
1156	[-0.9603471199049906, -0.8613654586806743, 0.0020500000937317964, -1.0292036732051033]	[-0.8165264818527482, -0.6482560406104118, 0.0020500000937317964, -0.8292036732051034]	Left	[-7294.952229319513, 83.6848501232256]	0.24
1157	[-0.8792915382388524, -0.9498527045456236, 0.0020500000937317964, -0.8292036732051034]	[-0.8165264818527482, -0.6482560406104118, 0.0020500000937317964, -0.8292036732051034]	Left	[-56.43261904705174, 7.360388188483652]	0.24
1158	[-0.6949431093535411, -0.7809869094078359, 0.0020500000937317964, -0.8292036732051034]	[-0.8792915382388524, -0.9498527045456236, 0.0020500000937317964, -0.8292036732051034]	Right	[-29.629629629629648, 5.333333333333335]	0.24
1159	[-1.2286313240193951, -0.6071527877608531, 0.0020500000937317964, -0.8292036732051034]	[-1.107199382605022, -0.3240374691990766, 0.0020500000937317964, -1.0292036732051033]	Left	[-7.521373321934898, 2.6871022289926936]	0.24
1160	[-0.9668854185239524, -0.4487574565279826, 0.0020500000937317964, -0.6292036732051034]	[-1.2286313240193951, -0.6071527877608531, 0.0020500000937317964, -0.8292036732051034]	Right	[-27.239387071260623, 5.1136886479732215]	0.24
1161	[-1.1140106978377888, -0.6508815574828801, 0.0020500000937317964, -0.6292036732051034]	[-0.9668854185239524, -0.4487574565279826, 0.0020500000937317964, -0.6292036732051034]	Left	[-63.786980200199395, 7.825311558793772]	0.24
1162	[-0.8242708661264425, -0.49072279275275144, 0.0020500000937317964, -0.4292036732051034]	[-1.1140106978377888, -0.6508815574828801, 0.0020500000937317964, -0.6292036732051034]	Right	[-43.438914027149366, 6.4576588223646025]	0.24
1163	[-0.8373778325806599, -0.7596618331138861, 0.0020500000937317964, -0.22920367320510338]	[-0.8242708661264425, -0.49072279275275144, 0.0020500000937317964, -0.4292036732051034]	Left	[-10.864781059319865, 3.2295804397703227]	0.24
1164	[-1.7328801312895865, 0.4771425102341424, 0.0020500000937317964, -1.4292036732051032]	[-1.5433488324530895, 0.5647660616421426, 0.0020500000937317964, -1.4292036732051032]	Left	[-383.99999999999886, 19.19999999999997]	0.24
1165	[-1.5843812567995197, 0.49831051144312255, 0.0020500000937317964, -1.2292036732051033]	[-1.7823797561196089, 0.4700865098311491, 0.0020500000937317964, -1.4292036732051032]	Right	[-22.64150943396228, 4.66217213931487]	0.24
1166	[-1.8201496179782903, 0.2659029387027389, 0.0020500000937317964, -1.0292036732051033]	[-1.5843812567995197, 0.49831051144312255, 0.0020500000937317964, -1.2292036732051033]	Left	[-22.264745214030935, 4.623219160441098]	0.24
1167	[-1.6178417849952131, 0.31758988786489495, 0.0020500000937317964, -1.0292036732051033]	[-1.8201496179782903, 0.2659029387027389, 0.0020500000937317964, -1.0292036732051033]	Right	[-28.419560922224345, 5.223291920363572]	0.24
1168	[-1.7563430954869605, -0.034144936956402194, 0.0020500000937317964, -1.2292036732051033]	[-1.6178417849952131, 0.31758988786489495, 0.0020500000937317964, -1.0292036732051033]	Left	[-10.201912858661002, 3.1295105598662807]	0.24
1169	[-1.4872886953042055, -0.044620133484291745, 0.0020500000937317964, -1.4292036732051032]	[-1.7563430954869605, -0.034144936956402194, 0.0020500000937317964, -1.2292036732051033]	Right	[-6.475975768061281, 2.4933785788240885]	0.24
1170	[-1.737669398486856, 0.12880073816370735, 0.0020500000937317964, -0.8292036732051034]	[-1.6178417849952131, 0.31758988786489495, 0.0020500000937317964, -1.0292036732051033]	Left	[-37.500000000000014, 6.000000000000001]	0.24
1171	[-1.5164512838244826, 0.3314396923290526, 0.0020500000937317964, -0.6292036732051034]	[-1.737669398486856, 0.12880073816370735, 0.0020500000937317964, -0.8292036732051034]	Right	[-91.67433888188536, 9.381224084660271]	0.24
1172	[-1.4776223902598133, -0.006039665594574417, 0.0020500000937317964, -0.8292036732051034]	[-1.5164512838244826, 0.3314396923290526, 0.0020500000937317964, -0.6292036732051034]	Left	[-11.187979135212828, 3.2772640982692125]	0.24
1173	[-1.3706714379846332, 0.1732965934481305, 0.0020500000937317964, -0.6292036732051034]	[-1.4776223902598133, -0.006039665594574417, 0.0020500000937317964, -0.8292036732051034]	Right	[-20.75181976344282, 4.463378425912944]	0.24
1174	[-1.2158764847643706, 0.15235566563829614, 0.0020500000937317964, -0.6292036732051034]	[-1.4776223902598133, -0.006039665594574417, 0.0020500000937317964, -0.8292036732051034]	Right	[-7.842093023463077, 2.743794690301108]	0.24
1175	[-1.1618394303202786, 0.09336416839499649, 0.0020500000937317964, -0.6292036732051034]	[-1.4776223902598133, -0.006039665594574417, 0.0020500000937317964, -0.8292036732051034]	Right	[-5.262306181763829, 2.2476240643162004]	0.24
1176	[-1.2310298695421724, -0.1036451794042423, 0.0020500000937317964, -0.8292036732051034]	[-1.1618394303202786, 0.09336416839499649, 0.0020500000937317964, -0.6292036732051034]	Left	[-13.649022406698153, 3.6198151210290046]	0.24
1177	[-0.9152469096026377, -0.004241345414671388, 0.0020500000937317964, -0.8292036732051034]	[-1.2310298695421724, -0.1036451794042423, 0.0020500000937317964, -0.8292036732051034]	Right	[-13.649022406698153, 3.6198151210290046]	0.24
1178	[-1.0050304932107879, -0.27634226072823354, 0.0020500000937317964, -1.0292036732051033]	[-0.9152469096026377, -0.004241345414671388, 0.0020500000937317964, -0.8292036732051034]	Left	[-11.866501854140912, 3.3751802588862234]	0.24
1179	[-1.6826612915047272, 0.20505047860045533, 0.0020500000937317964, -0.4292036732051034]	[-1.5164512838244826, 0.3314396923290526, 0.0020500000937317964, -0.6292036732051034]	Left	[-108.59833234855977, 10.210504348689998]	0.24
1180	[-1.5032593949310435, 0.4528708964553313, 0.0020500000937317964, -0.6292036732051034]	[-1.6826612915047272, 0.20505047860045533, 0.0020500000937317964, -0.4292036732051034]	Right	[-64.34504701959794, 7.859468502310701]	0.24
1181	[-1.5240667367584007, 0.4074060251140472, 0.0020500000937317964, -0.22920367320510338]	[-1.6826612915047272, 0.20505047860045533, 0.0020500000937317964, -0.4292036732051034]	Right	[-164.69719586225406, 12.57415237810342]	0.24
1182	[-1.4445285921087252, 0.13213582413746622, 0.0020500000937317964, -0.029203673205103364]	[-1.5240667367584007, 0.4074060251140472, 0.0020500000937317964, -0.22920367320510338]	Left	[-15.477947068823875, 3.8547151887099154]	0.24
1183	[-1.5695071556970182, 0.2126364989384082, 0.0020500000937317964, -0.029203673205103364]	[-1.5240667367584007, 0.4074060251140472, 0.0020500000937317964, -0.22920367320510338]	Left	[-74.64191616637326, 8.465000857632463]	0.24
1184	[-1.562207275121696, 0.46252989969878444, 0.0020500000937317964, -0.22920367320510338]	[-1.5695071556970182, 0.2126364989384082, 0.0020500000937317964, -0.029203673205103364]	Right	[-213.64942928409403, 14.321433312093111]	0.24
1185	[-1.6887987613823139, 0.18400773611691112, 0.0020500000937317964, -0.029203673205103364]	[-1.562207275121696, 0.46252989969878444, 0.0020500000937317964, -0.22920367320510338]	Left	[-63.786980200199324, 7.825311558793768]	0.24
1186	[-1.4222669706958853, 0.4584419665766041, 0.0020500000937317964, 0.17079632679489665]	[-1.5695071556970182, 0.2126364989384082, 0.0020500000937317964, -0.029203673205103364]	Right	[-74.02917851125235, 8.43018453954611]	0.24
1187	[-1.5607472990066316, 0.5125085798508597, 0.0020500000937317964, 0.17079632679489665]	[-1.5695071556970182, 0.2126364989384082, 0.0020500000937317964, -0.029203673205103364]	Right	[-77.46926841923143, 8.62383312004947]	0.24
1188	[-1.549662864545538, 0.21964975134146283, 0.0020500000937317964, -0.8292036732051034]	[-1.737669398486856, 0.12880073816370735, 0.0020500000937317964, -0.8292036732051034]	Right	[-67.41272168500464, 8.044638762405958]	0.24
1189	[-1.6763161339307504, -0.0862243229996568, 0.0020500000937317964, -0.6292036732051034]	[-1.549662864545538, 0.21964975134146283, 0.0020500000937317964, -0.8292036732051034]	Left	[-19.200000000000006, 4.2932505167995965]	0.24
1190	[-1.448341214234955, 0.05704966622970617, 0.0020500000937317964, -0.8292036732051034]	[-1.6763161339307504, -0.0862243229996568, 0.0020500000937317964, -0.6292036732051034]	Right	[-26.154571419265793, 5.010827133567387]	0.24
1191	[-1.313811625875641, 0.020969341177490747, 0.0020500000937317964, -0.6292036732051034]	[-1.6763161339307504, -0.0862243229996568, 0.0020500000937317964, -0.6292036732051034]	Right	[-10.094667777057895, 3.1130179996228065]	0.24
1192	[-1.43151184932671, -0.1407299395864273, 0.0020500000937317964, -0.6292036732051034]	[-1.313811625875641, 0.020969341177490747, 0.0020500000937317964, -0.6292036732051034]	Left	[-15.262321144674075, 3.827770669578719]	0.24
1193	[-1.413086557792155, -0.03045524334170098, 0.0020500000937317964, -0.8292036732051034]	[-1.6763161339307504, -0.0862243229996568, 0.0020500000937317964, -0.6292036732051034]	Right	[-11.821845391117455, 3.3688234705120355]	0.24
1194	[-1.5974349866774664, -0.19932103847948873, 0.0020500000937317964, -0.8292036732051034]	[-1.413086557792155, -0.03045524334170098, 0.0020500000937317964, -0.8292036732051034]	Left	[-50.49149673554591, 6.962171849798314]	0.24
1195	[-1.7340112934308494, 0.050783956203675096, 0.0020500000937317964, -0.6292036732051034]	[-1.549662864545538, 0.21964975134146283, 0.0020500000937317964, -0.8292036732051034]	Left	[-157.37704918032793, 12.291540473558015]	0.24
1196	[-1.5383762298878376, 0.2175979901232519, 0.0020500000937317964, -0.4292036732051034]	[-1.7340112934308494, 0.050783956203675096, 0.0020500000937317964, -0.6292036732051034]	Right	[-7294.952229319812, 83.68485012322732]	0.24
1197	[-1.5151112992690279, -0.06798692369976847, 0.0020500000937317964, -0.6292036732051034]	[-1.5383762298878376, 0.2175979901232519, 0.0020500000937317964, -0.4292036732051034]	Left	[-15.477947068823893, 3.8547151887099176]	0.24
1198	[-1.5354614295978213, 0.15363312524205858, 0.0020500000937317964, -0.8292036732051034]	[-1.7340112934308494, 0.050783956203675096, 0.0020500000937317964, -0.6292036732051034]	Right	[-210.53205573716014, 14.216566867836754]	0.24
1199	[-1.4705850305715429, 0.5775544807569505, 0.0020500000937317964, -1.0292036732051033]	[-1.7733510217814945, 0.5335913761502985, 0.0020500000937317964, -1.2292036732051033]	Right	[-7.492608085760981, 2.6819589412089333]	0.24
1200	[-1.6967215742729391, 0.3714907440083744, 0.0020500000937317964, -1.2292036732051033]	[-1.4705850305715429, 0.5775544807569505, 0.0020500000937317964, -1.0292036732051033]	Left	[-29.861250477655137, 5.3541386289999]	0.24
1201	[-1.727651656582227, 0.4229040692105112, 0.0020500000937317964, -1.0292036732051033]	[-1.4705850305715429, 0.5775544807569505, 0.0020500000937317964, -1.0292036732051033]	Left	[-66.94508431189671, 8.01668765385186]	0.24
1202	[-1.792708778681647, 0.9537404892611019, 0.0020500000937317964, -1.0292036732051033]	[-2.049775404692331, 0.7990900777146626, 0.0020500000937317964, -1.0292036732051033]	Right	[0]	0
1203	[-1.9125363921732899, 0.7649513395599143, 0.0020500000937317964, -0.8292036732051034]	[-1.792708778681647, 0.9537404892611019, 0.0020500000937317964, -1.0292036732051033]	Left	[-599.999999999996, 23.99999999999992]	0.24
1204	[-1.6261440117760482, 0.7738622570436279, 0.0020500000937317964, -0.8292036732051034]	[-1.9331564470461486, 0.7992268896946723, 0.0020500000937317964, -1.0292036732051033]	Right	[-9.021420457196207, 2.942883558503183]	0.24
1205	[-1.7330949640512283, 0.594525998000923, 0.0020500000937317964, -1.0292036732051033]	[-1.6261440117760482, 0.7738622570436279, 0.0020500000937317964, -0.8292036732051034]	Left	[-11.71774128465782, 3.3539576075543214]	0.24
1206	[-1.5617172133774389, 0.6976262723652158, 0.0020500000937317964, -1.2292036732051033]	[-1.7330949640512283, 0.594525998000923, 0.0020500000937317964, -1.0292036732051033]	Right	[-96.35905589130236, 9.6179360392784]	0.24
1207	[-1.7503744575227767, 0.4819681071326274, 0.0020500000937317964, -1.0292036732051033]	[-1.5617172133774389, 0.6976262723652158, 0.0020500000937317964, -1.2292036732051033]	Left	[-74.02917851125217, 8.430184539546099]	0.24
1208	[-1.467322638526845, 0.6377124656193943, 0.0020500000937317964, -0.8292036732051034]	[-1.7330949640512283, 0.594525998000923, 0.0020500000937317964, -1.0292036732051033]	Right	[-21.937344323015115, 4.589101279128029]	0.24
1209	[-1.6553291724681631, 0.5468634524416388, 0.0020500000937317964, -1.0292036732051033]	[-1.467322638526845, 0.6377124656193943, 0.0020500000937317964, -0.8292036732051034]	Left	[-115.39520359174874, 10.525179117149445]	0.24
1210	[-1.6553291724681631, 0.5468634524416388, 0.0020500000937317964, -0.8292036732051034]	[-1.467322638526845, 0.6377124656193943, 0.0020500000937317964, -0.8292036732051034]	Left	[-115.39520359174874, 10.525179117149445]	0.24
1211	[-1.3125276853065824, 0.61677153780956, 0.0020500000937317964, -0.6292036732051034]	[-1.6553291724681631, 0.5468634524416388, 0.0020500000937317964, -0.8292036732051034]	Right	[-39.344262295082, 6.1457702367790095]	0.24
1212	[-1.4405682362540106, 0.33891254962836215, 0.0020500000937317964, -0.4292036732051034]	[-1.3125276853065824, 0.61677153780956, 0.0020500000937317964, -0.6292036732051034]	Left	[-10.742359996389824, 3.211333927908188]	0.24
1213	[-1.261166339680327, 0.5867329674832381, 0.0020500000937317964, -0.22920367320510338]	[-1.4405682362540106, 0.33891254962836215, 0.0020500000937317964, -0.4292036732051034]	Right	[-271.16319021235904, 16.134331799112868]	0.24
1214	[-1.170268090295997, 0.3601551480505669, 0.0020500000937317964, -0.4292036732051034]	[-1.261166339680327, 0.5867329674832381, 0.0020500000937317964, -0.22920367320510338]	Left	[-13.058840693010628, 3.540690196175063]	0.24
1215	[-0.9597370832309731, 0.48375407629910333, 0.0020500000937317964, -0.22920367320510338]	[-1.170268090295997, 0.3601551480505669, 0.0020500000937317964, -0.4292036732051034]	Right	[-9.461460687426188, 3.0138019609671005]	0.24
1216	[-0.9305129485510797, 0.1688795775663361, 0.0020500000937317964, -0.029203673205103364]	[-0.9597370832309731, 0.48375407629910333, 0.0020500000937317964, -0.22920367320510338]	Left	[-10.205288753301765, 3.1300283070876045]	0.24
1217	[-1.1207892267687523, 0.6124483149498159, 0.0020500000937317964, -0.6292036732051034]	[-1.170268090295997, 0.3601551480505669, 0.0020500000937317964, -0.4292036732051034]	Right	[-47.13504152761735, 6.726785254972293]	0.24
1218	[-0.8570929729893046, 0.4917657323511446, 0.0020500000937317964, -0.6292036732051034]	[-1.170268090295997, 0.3601551480505669, 0.0020500000937317964, -0.4292036732051034]	Right	[-5.57186934999982, 2.3127893496814247]	0.24
1219	[-1.004218252303141, 0.2896416313962471, 0.0020500000937317964, -0.6292036732051034]	[-0.8570929729893046, 0.4917657323511446, 0.0020500000937317964, -0.6292036732051034]	Left	[-29.49788630781107, 5.321463225044276]	0.24
1220	[-0.8616036999056311, 0.24767629517147818, 0.0020500000937317964, -0.6292036732051034]	[-0.8570929729893046, 0.4917657323511446, 0.0020500000937317964, -0.6292036732051034]	Left	[-8.89504967935965, 2.9221991191883663]	0.24
1221	[-1.2205821002657793, 0.32055085029438063, 0.0020500000937317964, -0.4292036732051034]	[-1.261166339680327, 0.5867329674832381, 0.0020500000937317964, -0.22920367320510338]	Left	[-19.69996460202741, 4.348789028907508]	0.24
1222	[-1.3066067586189445, 0.3919634413075991, 0.0020500000937317964, -0.4292036732051034]	[-1.261166339680327, 0.5867329674832381, 0.0020500000937317964, -0.22920367320510338]	Left	[-46.24260840018175, 6.662800016822843]	0.24
1223	[-1.038896512653536, 0.5443813674355339, 0.0020500000937317964, -0.6292036732051034]	[-1.3066067586189445, 0.3919634413075991, 0.0020500000937317964, -0.4292036732051034]	Right	[-18.750903107539628, 4.242742860843448]	0.24
1224	[-1.0434072395698626, 0.3002919302558674, 0.0020500000937317964, -0.4292036732051034]	[-1.038896512653536, 0.5443813674355339, 0.0020500000937317964, -0.6292036732051034]	Left	[-12.358766850097531, 3.4444761831218442]	0.24
1225	[-1.21544684783014, 0.30183244628965683, 0.0020500000937317964, -0.8292036732051034]	[-1.038896512653536, 0.5443813674355339, 0.0020500000937317964, -0.6292036732051034]	Left	[-58.41645549442061, 7.488644555234531]	0.24
1226	[-1.4760283380405441, 0.7491764095473623, 0.0020500000937317964, -0.8292036732051034]	[-1.7330949640512283, 0.594525998000923, 0.0020500000937317964, -1.0292036732051033]	Right	[-41.47924212122717, 6.310314765237791]	0.24
1227	[-1.6235070811487933, 0.614083773437132, 0.0020500000937317964, -0.6292036732051034]	[-1.4760283380405441, 0.7491764095473623, 0.0020500000937317964, -0.8292036732051034]	Left	[-77.46926841923153, 8.623833120049476]	0.24
1228	[-1.501923708649586, 0.4813529046397079, 0.0020500000937317964, -0.8292036732051034]	[-1.4760283380405441, 0.7491764095473623, 0.0020500000937317964, -0.8292036732051034]	Left	[-14.490938233948025, 3.729785611076071]	0.24
1229	[-1.1990884340145722, 0.44684498617545165, 0.0020500000937317964, -0.8292036732051034]	[-1.501923708649586, 0.4813529046397079, 0.0020500000937317964, -0.8292036732051034]	Right	[-5.710886377156453, 2.341463414634146]	0.24
1230	[-1.3429090720668144, 0.2337355681051892, 0.0020500000937317964, -0.8292036732051034]	[-1.1990884340145722, 0.44684498617545165, 0.0020500000937317964, -0.8292036732051034]	Left	[-11.085450346420322, 3.2622127969468067]	0.24
1231	[-1.0032041116547383, 0.23300080866849046, 0.0020500000937317964, -1.0292036732051033]	[-1.3429090720668144, 0.2337355681051892, 0.0020500000937317964, -0.8292036732051034]	Right	[-11.414982164090365, 3.3103448275862064]	0.24
1232	[-1.0541446393493257, 0.36263515071640995, 0.0020500000937317964, -0.8292036732051034]	[-1.3429090720668144, 0.2337355681051892, 0.0020500000937317964, -0.8292036732051034]	Right	[-34.16370106761562, 5.726879868210175]	0.24
1233	[-1.2078164359565842, 0.08625682499694015, 0.0020500000937317964, -0.8292036732051034]	[-1.0541446393493257, 0.36263515071640995, 0.0020500000937317964, -0.8292036732051034]	Left	[-23.999999999999993, 4.8]	0.24
1234	[-0.8312417897674458, 0.11929522458779897, 0.0020500000937317964, -0.6292036732051034]	[-1.2078164359565842, 0.08625682499694015, 0.0020500000937317964, -0.8292036732051034]	Right	[-8.815426997245178, 2.9090909090909087]	0.24
1235	[-1.0831365367078722, 0.024168801004135765, 0.0020500000937317964, -0.8292036732051034]	[-1.0541446393493257, 0.36263515071640995, 0.0020500000937317964, -0.8292036732051034]	Left	[-8.61759425493716, 2.8762632850175023]	0.24
1236	[-1.0831365367078722, 0.024168801004135765, 0.0020500000937317964, -0.6292036732051034]	[-1.0541446393493257, 0.36263515071640995, 0.0020500000937317964, -0.8292036732051034]	Left	[-8.61759425493716, 2.8762632850175023]	0.24
1237	[-0.9360112573940358, 0.22629290195903332, 0.0020500000937317964, -0.4292036732051034]	[-1.0831365367078722, 0.024168801004135765, 0.0020500000937317964, -0.6292036732051034]	Right	[-29.49788630781102, 5.321463225044272]	0.24
1238	[-0.9283108820208961, 0.002818732939182722, 0.0020500000937317964, -0.4292036732051034]	[-0.9360112573940358, 0.22629290195903332, 0.0020500000937317964, -0.4292036732051034]	Left	[-39.3010814308184, 6.142396777609345]	0.24
1239	[-0.7541517720288994, 0.14306353464960483, 0.0020500000937317964, -0.4292036732051034]	[-0.9283108820208961, 0.002818732939182722, 0.0020500000937317964, -0.4292036732051034]	Right	[-23.999999999999982, 4.799999999999998]	0.24
1240	[-0.6945149443370623, -0.1591672526353012, 0.0020500000937317964, -0.22920367320510338]	[-0.7541517720288994, 0.14306353464960483, 0.0020500000937317964, -0.4292036732051034]	Left	[-11.866501854140916, 3.3751802588862243]	0.24
1241	[-0.4137294655618056, 0.03203817330483755, 0.0020500000937317964, -0.029203673205103364]	[-0.6945149443370623, -0.1591672526353012, 0.0020500000937317964, -0.22920367320510338]	Right	[-7.487483174254052, 2.6810415601560322]	0.24
1242	[-0.24256607370472133, -0.273089821621846, 0.0020500000937317964, -0.22920367320510338]	[-0.4137294655618056, 0.03203817330483755, 0.0020500000937317964, -0.029203673205103364]	Left	[-4.419154332281435, 2.059705842830519]	0.24
1243	[-0.41956937002206335, -0.1678765473034635, 0.0020500000937317964, -0.029203673205103364]	[-0.4137294655618056, 0.03203817330483755, 0.0020500000937317964, -0.029203673205103364]	Left	[-12.686511433535912, 3.489849706820406]	0.24
1244	[-0.5516897623106254, 0.012882064071029126, 0.0020500000937317964, -0.029203673205103364]	[-0.6945149443370623, -0.1591672526353012, 0.0020500000937317964, -0.22920367320510338]	Right	[-16.5694132260668, 3.9883125124573837]	0.24
1245	[-0.7333444302015423, 0.1885284059908889, 0.0020500000937317964, -0.22920367320510338]	[-0.9283108820208961, 0.002818732939182722, 0.0020500000937317964, -0.4292036732051034]	Right	[-22.588235294117634, 4.656684000697592]	0.24
1246	[-0.614852380316739, -0.09582987877341556, 0.0020500000937317964, -0.22920367320510338]	[-0.7333444302015423, 0.1885284059908889, 0.0020500000937317964, -0.22920367320510338]	Left	[-8.889894691291262, 2.921352238885207]	0.24
1247	[-0.5109811035254298, 0.08530752172063824, 0.0020500000937317964, -0.22920367320510338]	[-0.614852380316739, -0.09582987877341556, 0.0020500000937317964, -0.22920367320510338]	Right	[-15.973377703826957, 3.9159216789504203]	0.24
1248	[-0.8580246766662942, 0.30057677117971576, 0.0020500000937317964, -0.22920367320510338]	[-0.9283108820208961, 0.002818732939182722, 0.0020500000937317964, -0.4292036732051034]	Right	[-82.75862068965513, 8.913376232498488]	0.24
1249	[-0.7395326267814909, 0.016218486415411293, 0.0020500000937317964, -0.22920367320510338]	[-0.8580246766662942, 0.30057677117971576, 0.0020500000937317964, -0.22920367320510338]	Left	[-26.8030771721848, 5.072568785664459]	0.24
1250	[-0.6713719983735648, 0.30837277567886984, 0.0020500000937317964, -0.22920367320510338]	[-0.7395326267814909, 0.016218486415411293, 0.0020500000937317964, -0.22920367320510338]	Right	[-27.507163323782244, 5.138762184693017]	0.24
1251	[-0.5415198437541071, 0.07270687245847515, 0.0020500000937317964, -0.4292036732051034]	[-0.6713719983735648, 0.30837277567886984, 0.0020500000937317964, -0.22920367320510338]	Left	[-22.64150943396227, 4.662172139314869]	0.24
1252	[-0.24915206827477182, 0.15885258541776875, 0.0020500000937317964, -0.4292036732051034]	[-0.5415198437541071, 0.07270687245847515, 0.0020500000937317964, -0.4292036732051034]	Right	[-4.785023911870859, 2.1432738871632866]	0.24
1253	[-0.6940922078428735, 0.21098801259105032, 0.0020500000937317964, -0.22920367320510338]	[-0.7395326267814909, 0.016218486415411293, 0.0020500000937317964, -0.22920367320510338]	Right	[-27.50716332378225, 5.138762184693018]	0.24
1254	[-0.5577535395199261, 0.17917971933401813, 0.0020500000937317964, -0.22920367320510338]	[-0.7395326267814909, 0.016218486415411293, 0.0020500000937317964, -0.22920367320510338]	Right	[-9.151572926596758, 2.9640361012533045]	0.24
1255	[-0.505809195370724, -0.03831001631092959, 0.0020500000937317964, -0.4292036732051034]	[-0.5577535395199261, 0.17917971933401813, 0.0020500000937317964, -0.22920367320510338]	Left	[-16.66666666666666, 3.999999999999999]	0.24
1256	[-0.6729849210458896, -0.050650062703945425, 0.0020500000937317964, -0.4292036732051034]	[-0.5577535395199261, 0.17917971933401813, 0.0020500000937317964, -0.22920367320510338]	Left	[-107.86516853932578, 10.175979648061052]	0.24
1257	[-0.6259141679278523, -0.11297456992944041, 0.0020500000937317964, -0.22920367320510338]	[-0.5577535395199261, 0.17917971933401813, 0.0020500000937317964, -0.22920367320510338]	Left	[-32.432432432432435, 5.579886659703326]	0.24
1258	[-0.8580764173020932, 0.23140765511469208, 0.0020500000937317964, -0.8292036732051034]	[-1.0831365367078722, 0.024168801004135765, 0.0020500000937317964, -0.6292036732051034]	Right	[-17.246520031287414, 4.068987494455582]	0.24
1259	[-1.0018970553543354, 0.01829823704442962, 0.0020500000937317964, -0.6292036732051034]	[-0.8580764173020932, 0.23140765511469208, 0.0020500000937317964, -0.8292036732051034]	Left	[-144.70216322876087, 11.78618159963652]	0.24
1260	[-0.7768369359485563, 0.22553709115498594, 0.0020500000937317964, -0.8292036732051034]	[-1.0018970553543354, 0.01829823704442962, 0.0020500000937317964, -0.6292036732051034]	Right	[-144.70216322876087, 11.78618159963652]	0.24
1261	[-0.8033471915213072, 0.12114740608281309, 0.0020500000937317964, -0.8292036732051034]	[-1.0018970553543354, 0.01829823704442962, 0.0020500000937317964, -0.6292036732051034]	Right	[-63.35541913108588, 7.798794930362154]	0.24
1262	[-0.8292425621303491, -0.14667609882484128, 0.0020500000937317964, -0.6292036732051034]	[-0.8033471915213072, 0.12114740608281309, 0.0020500000937317964, -0.8292036732051034]	Left	[-16.83439525014277, 4.020077044054885]	0.24
1263	[-0.5255881658007742, -0.12033207502965276, 0.0020500000937317964, -0.6292036732051034]	[-0.8292425621303491, -0.14667609882484128, 0.0020500000937317964, -0.6292036732051034]	Right	[-7.086836534884266, 2.6083257222764367]	0.24
1264	[-0.6212888605954189, -0.4217311079010644, 0.0020500000937317964, -0.4292036732051034]	[-0.5255881658007742, -0.12033207502965276, 0.0020500000937317964, -0.6292036732051034]	Left	[-8.074011774600505, 2.7840709947155595]	0.24
1265	[-0.3691431698756807, -0.20720243696995982, 0.0020500000937317964, -0.22920367320510338]	[-0.6212888605954189, -0.4217311079010644, 0.0020500000937317964, -0.4292036732051034]	Right	[-29.979860528735873, 5.364761514511753]	0.24
