i	f_sup	f_swg	f_swg_id	traj_params	h_max
2126	[-0.7064870505117863, 0.9606902275844056, 0.0020500000937317964, -0.4292036732051033]	[-0.8726970581920308, 0.8343010138558082, 0.0020500000937317964, -0.6292036732051033]	Right	[-157.3770491803281, 12.291540473558022]	0.24
2127	[-1.3058728325378104, 0.830793153289155, 0.0020500000937317964, -0.029203673205103253]	[-1.190641451011847, 1.0606229353271186, 0.0020500000937317964, -0.22920367320510326]	Left	[-56.80473372781059, 7.384615384615381]	0.24
2128	[-1.0701309993780064, 1.0239919837681597, 0.0020500000937317964, -0.029203673205103253]	[-1.3058728325378104, 0.830793153289155, 0.0020500000937317964, -0.029203673205103253]	Right	[-60.5121004226194, 7.62178564417254]	0.24
2129	[-1.075970903838264, 0.8240772631598586, 0.0020500000937317964, -0.22920367320510326]	[-1.0701309993780064, 1.0239919837681597, 0.0020500000937317964, -0.029203673205103253]	Left	[-18.14744801512286, 4.173913043478259]	0.24
2130	[-1.1388652722508832, 0.7258718741937855, 0.0020500000937317964, 0.17079632679489676]	[-1.0701309993780064, 1.0239919837681597, 0.0020500000937317964, -0.029203673205103253]	Left	[-24.67866323907452, 4.867393215008578]	0.24
2131	[-1.0039761065780206, 1.002828392412944, 0.0020500000937317964, 0.17079632679489676]	[-1.1388652722508832, 0.7258718741937855, 0.0020500000937317964, 0.17079632679489676]	Right	[-198.9898182205621, 13.821368437739428]	0.24
2132	[-1.231985684630239, 0.9127637916174631, 0.0020500000937317964, -0.029203673205103253]	[-1.1388652722508832, 0.7258718741937855, 0.0020500000937317964, 0.17079632679489676]	Right	[-24.890682025562064, 4.888256820640624]	0.24
2133	[-1.2392855652055612, 0.6628703908570868, 0.0020500000937317964, -0.22920367320510326]	[-1.231985684630239, 0.9127637916174631, 0.0020500000937317964, -0.029203673205103253]	Left	[-68.31076377376947, 8.098045024746325]	0.24
2134	[-1.0347862684746878, 0.9232163868635131, 0.0020500000937317964, -0.22920367320510326]	[-1.2392855652055612, 0.6628703908570868, 0.0020500000937317964, -0.22920367320510326]	Right	[-24.617362538742512, 4.861344262361267]	0.24
2135	[-1.1126940789449433, 0.9413925544389601, 0.0020500000937317964, -0.22920367320510326]	[-1.2392855652055612, 0.6628703908570868, 0.0020500000937317964, -0.22920367320510326]	Right	[-63.78698020019934, 7.825311558793769]	0.24
2136	[-1.171124936797635, 0.9550246801205453, 0.0020500000937317964, -0.029203673205103253]	[-1.2392855652055612, 0.6628703908570868, 0.0020500000937317964, -0.22920367320510326]	Right	[-174.8629635989873, 12.956405560765218]	0.24
2137	[-0.9632019772236097, 1.060599236057379, 0.0020500000937317964, 0.17079632679489676]	[-1.1388652722508832, 0.7258718741937855, 0.0020500000937317964, 0.17079632679489676]	Right	[-75.15320274497485, 8.493943408993013]	0.24
2138	[-0.8221652184997034, 0.8312335178502881, 0.0020500000937317964, 0.37079632679489677]	[-0.9632019772236097, 1.060599236057379, 0.0020500000937317964, 0.17079632679489676]	Left	[-8.617594254937162, 2.8762632850175027]	0.24
2139	[-0.9505591145530716, 0.9958998697751329, 0.0020500000937317964, 0.37079632679489677]	[-0.8221652184997034, 0.8312335178502881, 0.0020500000937317964, 0.37079632679489677]	Right	[-220.90040056165986, 14.562430584871246]	0.24
2140	[-0.8136668613546914, 0.7819610313508651, 0.0020500000937317964, 0.37079632679489677]	[-0.9632019772236097, 1.060599236057379, 0.0020500000937317964, 0.17079632679489676]	Left	[-8.815426997245178, 2.9090909090909087]	0.24
2141	[-0.9420607574080597, 0.9466273832757099, 0.0020500000937317964, 0.5707963267948968]	[-0.8136668613546914, 0.7819610313508651, 0.0020500000937317964, 0.37079632679489677]	Right	[-71.44699453700801, 8.28185454807845]	0.24
2142	[-0.8291702791009709, 1.0978085325887004, 0.0020500000937317964, 0.37079632679489677]	[-0.8136668613546914, 0.7819610313508651, 0.0020500000937317964, 0.37079632679489677]	Right	[-49.614895768538496, 6.901470853216505]	0.24
2143	[-0.7025551107462156, 0.9026017329267425, 0.0020500000937317964, -0.029203673205103253]	[-0.9632019772236097, 1.060599236057379, 0.0020500000937317964, 0.17079632679489676]	Left	[-4.3321299638989155, 2.039324585578019]	0.24
2144	[-0.5967578459818074, 1.0995965013049147, 0.0020500000937317964, 0.17079632679489676]	[-0.7025551107462156, 0.9026017329267425, 0.0020500000937317964, -0.029203673205103253]	Right	[-7.069110747916562, 2.605061672590478]	0.24
2145	[-0.6367407901034675, 1.1007644821969662, 0.0020500000937317964, -0.22920367320510326]	[-0.7025551107462156, 0.9026017329267425, 0.0020500000937317964, -0.029203673205103253]	Right	[-8.873265886293328, 2.918618723102008]	0.24
2146	[-0.6351104559240476, 0.8436704487958322, 0.0020500000937317964, -0.029203673205103253]	[-0.6367407901034675, 1.1007644821969662, 0.0020500000937317964, -0.22920367320510326]	Left	[-119.67571302402351, 10.718613926392841]	0.24
2147	[-0.6338208378733386, 1.2007218425011168, 0.0020500000937317964, 0.17079632679489676]	[-0.7025551107462156, 0.9026017329267425, 0.0020500000937317964, -0.029203673205103253]	Right	[-7.492608085760972, 2.6819589412089315]	0.24
2148	[-0.4842857220044203, 0.9220836377946029, 0.0020500000937317964, 0.17079632679489676]	[-0.6338208378733386, 1.2007218425011168, 0.0020500000937317964, 0.17079632679489676]	Left	[-19.991224402663512, 4.380819036043029]	0.24
2149	[-0.5237037112039588, 0.9152849520785933, 0.0020500000937317964, 0.17079632679489676]	[-0.6338208378733386, 1.2007218425011168, 0.0020500000937317964, 0.17079632679489676]	Left	[-29.861250477655123, 5.354138628999899]	0.24
2150	[-0.49278407914943234, 0.9713561242940258, 0.0020500000937317964, -0.029203673205103253]	[-0.6338208378733386, 1.2007218425011168, 0.0020500000937317964, 0.17079632679489676]	Left	[-19.699964602027396, 4.3487890289075075]	0.24
2151	[-0.34554389414829945, 1.2171615919322218, 0.0020500000937317964, 0.17079632679489676]	[-0.49278407914943234, 0.9713561242940258, 0.0020500000937317964, -0.029203673205103253]	Right	[-11.514400089680803, 3.3247291748492196]	0.24
2152	[-0.19600877827938112, 0.9385233872257079, 0.0020500000937317964, -0.029203673205103253]	[-0.34554389414829945, 1.2171615919322218, 0.0020500000937317964, 0.17079632679489676]	Left	[-10.767936980733667, 3.2151546621436924]	0.24
2153	[-0.19600877827938112, 0.9385233872257079, 0.0020500000937317964, 0.17079632679489676]	[-0.34554389414829945, 1.2171615919322218, 0.0020500000937317964, 0.17079632679489676]	Left	[-10.767936980733667, 3.2151546621436924]	0.24
2154	[-0.10053760180605696, 1.2086812197288568, 0.0020500000937317964, 0.17079632679489676]	[-0.19600877827938112, 0.9385233872257079, 0.0020500000937317964, 0.17079632679489676]	Right	[-15.97337770382696, 3.9159216789504208]	0.24
2155	[-0.37067744936755886, 1.0098736173605154, 0.0020500000937317964, 0.17079632679489676]	[-0.34554389414829945, 1.2171615919322218, 0.0020500000937317964, 0.17079632679489676]	Left	[-58.55934385205694, 7.497797683185021]	0.24
2156	[-0.12567115702531637, 1.0013932451571501, 0.0020500000937317964, 0.17079632679489676]	[-0.34554389414829945, 1.2171615919322218, 0.0020500000937317964, 0.17079632679489676]	Left	[-7.075778018585042, 2.606289872182609]	0.24
2157	[0.06698885229198126, 1.2375756340218975, 0.0020500000937317964, 0.37079632679489677]	[-0.12567115702531637, 1.0013932451571501, 0.0020500000937317964, 0.17079632679489676]	Right	[-5.627198124267292, 2.3242440059719636]	0.24
2158	[-0.3536807350775347, 0.9113286443616693, 0.0020500000937317964, 0.37079632679489677]	[-0.34554389414829945, 1.2171615919322218, 0.0020500000937317964, 0.17079632679489676]	Left	[-41.82452761157592, 6.336524797324862]	0.24
2159	[-0.4224464578953676, 1.0342259822254682, 0.0020500000937317964, -0.029203673205103253]	[-0.6338208378733386, 1.2007218425011168, 0.0020500000937317964, 0.17079632679489676]	Left	[-10.022362353681183, 3.1018491032824174]	0.24
2160	[-0.6589543930925981, 0.9934338679294104, 0.0020500000937317964, 0.17079632679489676]	[-0.6338208378733386, 1.2007218425011168, 0.0020500000937317964, 0.17079632679489676]	Left	[-94.56731157460679, 9.528096300501089]	0.24
2161	[-0.49278407914943234, 0.9713561242940258, 0.0020500000937317964, 0.37079632679489677]	[-0.6338208378733386, 1.2007218425011168, 0.0020500000937317964, 0.17079632679489676]	Left	[-19.699964602027396, 4.3487890289075075]	0.24
2162	[-0.3974885945706664, 1.2229883372932724, 0.0020500000937317964, 0.37079632679489677]	[-0.49278407914943234, 0.9713561242940258, 0.0020500000937317964, 0.37079632679489677]	Right	[-17.036764943857147, 4.044167942371194]	0.24
2163	[-0.15725000820123092, 1.1018049159056285, 0.0020500000937317964, 0.17079632679489676]	[-0.3974885945706664, 1.2229883372932724, 0.0020500000937317964, 0.37079632679489677]	Left	[-7.407407407407407, 2.6666666666666665]	0.24
2164	[-0.11064805390286958, 1.1199228036294622, 0.0020500000937317964, 0.17079632679489676]	[-0.3974885945706664, 1.2229883372932724, 0.0020500000937317964, 0.37079632679489677]	Left	[-5.710886377156453, 2.341463414634146]	0.24
2165	[-0.1616381967729419, 1.415557722626, 0.0020500000937317964, -0.029203673205103253]	[-0.11064805390286958, 1.1199228036294622, 0.0020500000937317964, 0.17079632679489676]	Right	[-10.355051156246919, 3.152911211879751]	0.24
2166	[-0.17039805346332848, 1.1156856417135486, 0.0020500000937317964, 0.17079632679489676]	[-0.1616381967729419, 1.415557722626, 0.0020500000937317964, -0.029203673205103253]	Left	[-267.55733615915847, 16.02669781061564]	0.24
2167	[-0.23037246964581878, 1.117437613051626, 0.0020500000937317964, -0.22920367320510326]	[-0.1616381967729419, 1.415557722626, 0.0020500000937317964, -0.029203673205103253]	Left	[-66.94508431189666, 8.016687653851857]	0.24
2168	[-0.17357194597254705, 1.3608995207711747, 0.0020500000937317964, -0.029203673205103253]	[-0.23037246964581878, 1.117437613051626, 0.0020500000937317964, -0.22920367320510326]	Right	[-306.7157914643428, 17.159462689891228]	0.24
2169	[0.049030102151677024, 1.104290229881502, 0.0020500000937317964, -0.22920367320510326]	[-0.17357194597254705, 1.3608995207711747, 0.0020500000937317964, -0.029203673205103253]	Left	[-12.270150239625952, 3.43210492701504]	0.24
2170	[0.04757012603661259, 1.0543115497294269, 0.0020500000937317964, 0.17079632679489676]	[-0.17357194597254705, 1.3608995207711747, 0.0020500000937317964, -0.029203673205103253]	Left	[-11.817277362847864, 3.3681725413544283]	0.24
2171	[0.13454294536492473, 1.3737418687319987, 0.0020500000937317964, -0.029203673205103253]	[0.04757012603661259, 1.0543115497294269, 0.0020500000937317964, 0.17079632679489676]	Right	[-10.094667777057895, 3.1130179996228065]	0.24
2172	[0.18245929170947514, 1.3312680679485853, 0.0020500000937317964, -0.029203673205103253]	[0.04757012603661259, 1.0543115497294269, 0.0020500000937317964, 0.17079632679489676]	Right	[-7.5213733219349015, 2.687102228992694]	0.24
2173	[0.23659380343170772, 1.129601376002207, 0.0020500000937317964, 0.17079632679489676]	[0.18245929170947514, 1.3312680679485853, 0.0020500000937317964, -0.029203673205103253]	Left	[-23.18924119447237, 4.718227585300806]	0.24
2174	[0.3799813262495823, 1.3572854077219425, 0.0020500000937317964, 0.37079632679489677]	[0.23659380343170772, 1.129601376002207, 0.0020500000937317964, 0.17079632679489676]	Right	[-24.186321688658083, 4.8185961462973586]	0.24
2175	[0.2841486335604814, 1.4422330092887692, 0.0020500000937317964, -0.029203673205103253]	[0.23659380343170772, 1.129601376002207, 0.0020500000937317964, 0.17079632679489676]	Right	[-42.376733619633114, 6.378217954479745]	0.24
2176	[0.33206497990503187, 1.3997592085053558, 0.0020500000937317964, 0.17079632679489676]	[0.23659380343170772, 1.129601376002207, 0.0020500000937317964, 0.17079632679489676]	Right	[-35.45981631668219, 5.834502863485021]	0.24
2177	[0.43368374942939975, 1.1635948045822553, 0.0020500000937317964, -0.029203673205103253]	[0.33206497990503187, 1.3997592085053558, 0.0020500000937317964, 0.17079632679489676]	Left	[-23.999999999999993, 4.8]	0.24
2178	[0.4251853922843877, 1.2128672910816782, 0.0020500000937317964, 0.37079632679489677]	[0.33206497990503187, 1.3997592085053558, 0.0020500000937317964, 0.17079632679489676]	Left	[-22.588235294117652, 4.656684000697593]	0.24
2179	[0.44591774998577555, 1.4355108837227908, 0.0020500000937317964, 0.17079632679489676]	[0.4251853922843877, 1.2128672910816782, 0.0020500000937317964, 0.37079632679489677]	Right	[-67.4127216850048, 8.044638762405967]	0.24
2180	[0.7065646164631696, 1.2775133805921541, 0.0020500000937317964, 0.17079632679489676]	[0.44591774998577555, 1.4355108837227908, 0.0020500000937317964, 0.17079632679489676]	Left	[-11.517228767472329, 3.3251375335124767]	0.24
2181	[0.43778090905654027, 1.1296779361522382, 0.0020500000937317964, 0.17079632679489676]	[0.44591774998577555, 1.4355108837227908, 0.0020500000937317964, 0.17079632679489676]	Left	[-135.61015597243852, 11.409897008016372]	0.24
2182	[0.5954528658546938, 1.1568726790162769, 0.0020500000937317964, -0.029203673205103253]	[0.44591774998577555, 1.4355108837227908, 0.0020500000937317964, 0.17079632679489676]	Left	[-29.881957735301405, 5.355994718620375]	0.24
2183	[0.6641871387275707, 1.454992788590651, 0.0020500000937317964, -0.029203673205103253]	[0.5954528658546938, 1.1568726790162769, 0.0020500000937317964, -0.029203673205103253]	Right	[-19.99122440266352, 4.38081903604303]	0.24
2184	[0.8353505305846551, 1.1498647936639677, 0.0020500000937317964, -0.22920367320510326]	[0.6641871387275707, 1.454992788590651, 0.0020500000937317964, -0.029203673205103253]	Left	[-16.666666666666657, 3.9999999999999987]	0.24
2185	[0.7168616743347389, 1.2033474164921976, 0.0020500000937317964, -0.22920367320510326]	[0.6641871387275707, 1.454992788590651, 0.0020500000937317964, -0.029203673205103253]	Left	[-56.80473372781059, 7.384615384615381]	0.24
2186	[0.9862870483753412, 1.3458604608884266, 0.0020500000937317964, -0.22920367320510326]	[0.7168616743347389, 1.2033474164921976, 0.0020500000937317964, -0.22920367320510326]	Right	[-8.300318187666493, 2.822818708340979]	0.24
2187	[0.9879173825547611, 1.0887664274872926, 0.0020500000937317964, -0.22920367320510326]	[0.9862870483753412, 1.3458604608884266, 0.0020500000937317964, -0.22920367320510326]	Left	[-11.085450346420325, 3.2622127969468075]	0.24
2188	[1.2687028613300178, 1.2799718534274314, 0.0020500000937317964, -0.22920367320510326]	[0.9879173825547611, 1.0887664274872926, 0.0020500000937317964, -0.22920367320510326]	Right	[-11.414982164090375, 3.3103448275862077]	0.24
2189	[0.910000866330958, 1.415001030954714, 0.0020500000937317964, -0.4292036732051033]	[0.7168616743347389, 1.2033474164921976, 0.0020500000937317964, -0.22920367320510326]	Right	[-15.477947068823864, 3.854715188709914]	0.24
2190	[0.4096819745381082, 1.5287147923195135, 0.0020500000937317964, 0.5707963267948968]	[0.4251853922843877, 1.2128672910816782, 0.0020500000937317964, 0.37079632679489677]	Right	[-42.37673361963319, 6.3782179544797515]	0.24
2191	[0.6289046494859327, 1.3723772767043534, 0.0020500000937317964, 0.37079632679489677]	[0.4096819745381082, 1.5287147923195135, 0.0020500000937317964, 0.5707963267948968]	Left	[-14.340136112023663, 3.7103275687656896]	0.24
2192	[0.48424510141548627, 1.5577034126776472, 0.0020500000937317964, 0.37079632679489677]	[0.4251853922843877, 1.2128672910816782, 0.0020500000937317964, 0.37079632679489677]	Right	[-19.956278697612795, 4.376988410963443]	0.24
2193	[0.5929524277584883, 1.2780916868874794, 0.0020500000937317964, 0.17079632679489676]	[0.48424510141548627, 1.5577034126776472, 0.0020500000937317964, 0.37079632679489677]	Left	[-29.629629629629655, 5.333333333333336]	0.24
2194	[0.7686157227857618, 1.612819048751073, 0.0020500000937317964, -0.029203673205103253]	[0.5929524277584883, 1.2780916868874794, 0.0020500000937317964, 0.17079632679489676]	Right	[-11.441595282297557, 3.314201483163879]	0.24
2195	[0.9426990668729751, 1.40764841412854, 0.0020500000937317964, -0.22920367320510326]	[0.7686157227857618, 1.612819048751073, 0.0020500000937317964, -0.029203673205103253]	Left	[-6.901129813417173, 2.5739239734072346]	0.24
2196	[1.2234845456482317, 1.5988538400686787, 0.0020500000937317964, -0.4292036732051033]	[0.9426990668729751, 1.40764841412854, 0.0020500000937317964, -0.22920367320510326]	Right	[-4.635426750616313, 2.1095046054919293]	0.24
2197	[1.2259421344396846, 1.2678040549043743, 0.0020500000937317964, -0.6292036732051033]	[1.2234845456482317, 1.5988538400686787, 0.0020500000937317964, -0.4292036732051033]	Left	[-9.620869577644367, 3.0390845323120894]	0.24
2198	[1.2951325736615782, 1.464813402703613, 0.0020500000937317964, -0.6292036732051033]	[1.2259421344396846, 1.2678040549043743, 0.0020500000937317964, -0.6292036732051033]	Right	[-41.55794004366282, 6.316298159675199]	0.24
2199	[1.2623140315127117, 1.2511581814424886, 0.0020500000937317964, -0.22920367320510326]	[1.2234845456482317, 1.5988538400686787, 0.0020500000937317964, -0.4292036732051033]	Left	[-7.580368574952727, 2.697620031056008]	0.24
2200	[0.9410687326935552, 1.664742447529674, 0.0020500000937317964, -0.029203673205103253]	[0.9426990668729751, 1.40764841412854, 0.0020500000937317964, -0.22920367320510326]	Right	[-29.596671391157898, 5.330366266544128]	0.24
2201	[1.0737091565440438, 1.4107611136471172, 0.0020500000937317964, -0.029203673205103253]	[0.9410687326935552, 1.664742447529674, 0.0020500000937317964, -0.029203673205103253]	Left	[-55.90062385039066, 7.325612527043389]	0.24
2202	[0.7363399505763629, 1.505775718607215, 0.0020500000937317964, 0.37079632679489677]	[0.5929524277584883, 1.2780916868874794, 0.0020500000937317964, 0.17079632679489676]	Right	[-14.490938233948038, 3.729785611076073]	0.24
2203	[0.7891249317613315, 1.2044225275484466, 0.0020500000937317964, 0.5707963267948968]	[0.7363399505763629, 1.505775718607215, 0.0020500000937317964, 0.37079632679489677]	Left	[-21.86250488449071, 4.581266712287234]	0.24
2204	[0.7111813384816792, 1.5108940535776294, 0.0020500000937317964, 0.7707963267948967]	[0.7891249317613315, 1.2044225275484466, 0.0020500000937317964, 0.5707963267948968]	Right	[-1456.4142648665766, 37.39194691737665]	0.24
2205	[0.5189121948766211, 1.3029521759172402, 0.0020500000937317964, 0.5707963267948968]	[0.48424510141548627, 1.5577034126776472, 0.0020500000937317964, 0.37079632679489677]	Left	[-56.80473372781079, 7.384615384615394]	0.24
2206	[0.6680384486313773, 1.360929416633508, 0.0020500000937317964, 0.5707963267948968]	[0.48424510141548627, 1.5577034126776472, 0.0020500000937317964, 0.37079632679489677]	Left	[-11.86650185414093, 3.375180258886226]	0.24
2207	[0.7265011986701585, 1.6955666931851543, 0.0020500000937317964, 0.5707963267948968]	[0.6680384486313773, 1.360929416633508, 0.0020500000937317964, 0.5707963267948968]	Right	[-12.356118666282292, 3.444107129522977]	0.24
2208	[1.0821302169364166, 1.5673949280924575, 0.0020500000937317964, 0.37079632679489677]	[0.7265011986701585, 1.6955666931851543, 0.0020500000937317964, 0.5707963267948968]	Left	[-4.483886034563288, 2.0747362707536485]	0.24
2209	[0.6499205609075437, 1.4075313709318693, 0.0020500000937317964, 0.5707963267948968]	[0.48424510141548627, 1.5577034126776472, 0.0020500000937317964, 0.37079632679489677]	Left	[-10.859728506787338, 3.228829411182301]	0.24
2210	[0.6813681956529178, 1.7842421967239104, 0.0020500000937317964, 0.7707963267948967]	[0.6499205609075437, 1.4075313709318693, 0.0020500000937317964, 0.5707963267948968]	Right	[-10.645690521210799, 3.196852029788424]	0.24
2211	[0.8555448729897093, 1.6049031739990296, 0.0020500000937317964, 0.5707963267948968]	[0.6813681956529178, 1.7842421967239104, 0.0020500000937317964, 0.7707963267948967]	Left	[-11.817277362847879, 3.3681725413544306]	0.24
2212	[0.7776681720683796, 1.598968575983176, 0.0020500000937317964, 0.7707963267948967]	[0.6813681956529178, 1.7842421967239104, 0.0020500000937317964, 0.7707963267948967]	Left	[-18.124268263117546, 4.171246520237427]	0.24
2213	[0.6752271038215405, 1.8479782696427731, 0.0020500000937317964, 0.7707963267948967]	[0.7776681720683796, 1.598968575983176, 0.0020500000937317964, 0.7707963267948967]	Right	[-234.1463414634147, 14.992681141306186]	0.24
2214	[0.6813681956529178, 1.7842421967239104, 0.0020500000937317964, 0.7707963267948967]	[0.7776681720683796, 1.598968575983176, 0.0020500000937317964, 0.7707963267948967]	Right	[0]	0
2215	[0.6326509223136142, 1.693541439955383, 0.0020500000937317964, 0.5707963267948968]	[0.6499205609075437, 1.4075313709318693, 0.0020500000937317964, 0.5707963267948968]	Right	[-23.717607884192866, 4.771677228064064]	0.24
2216	[0.818214757869123, 1.5155918321054973, 0.0020500000937317964, 0.7707963267948967]	[0.6326509223136142, 1.693541439955383, 0.0020500000937317964, 0.5707963267948968]	Left	[-23.999999999999982, 4.799999999999998]	0.24
2217	[0.807997512361604, 1.7844702579678917, 0.0020500000937317964, 0.5707963267948968]	[0.818214757869123, 1.5155918321054973, 0.0020500000937317964, 0.7707963267948967]	Right	[-24.606250909681155, 4.860246997148798]	0.24
2218	[1.0002050720160216, 1.6702062915931264, 0.0020500000937317964, 0.7707963267948967]	[0.807997512361604, 1.7844702579678917, 0.0020500000937317964, 0.5707963267948968]	Left	[-16.834395250142773, 4.020077044054885]	0.24
2219	[0.8342344246658433, 1.9272155214238131, 0.0020500000937317964, 0.9707963267948967]	[1.0002050720160216, 1.6702062915931264, 0.0020500000937317964, 0.7707963267948967]	Right	[-45.57412183771086, 6.61446573535629]	0.24
2220	[0.9654229992440768, 1.7647668898502253, 0.0020500000937317964, 0.7707963267948967]	[0.8342344246658433, 1.9272155214238131, 0.0020500000937317964, 0.9707963267948967]	Left	[-94.567311574607, 9.5280963005011]	0.24
2221	[1.0542353026028355, 1.586059193112337, 0.0020500000937317964, 0.37079632679489677]	[0.807997512361604, 1.7844702579678917, 0.0020500000937317964, 0.5707963267948968]	Left	[-15.8229552387136, 3.897439804431244]	0.24
2222	[1.0749676603042233, 1.8087027857534494, 0.0020500000937317964, 0.37079632679489677]	[1.0542353026028355, 1.586059193112337, 0.0020500000937317964, 0.37079632679489677]	Right	[-13.359258589727316, 3.5811853130127496]	0.24
2223	[1.239597331805259, 1.550832525231882, 0.0020500000937317964, 0.5707963267948968]	[1.0749676603042233, 1.8087027857534494, 0.0020500000937317964, 0.37079632679489677]	Left	[-26.966292134831445, 5.087989824030526]	0.24
2224	[1.1277526414891919, 1.507349594694681, 0.0020500000937317964, 0.5707963267948968]	[1.0749676603042233, 1.8087027857534494, 0.0020500000937317964, 0.37079632679489677]	Left	[-82.7586206896551, 8.913376232498486]	0.24
2225	[1.0608790267017445, 1.6497448345874572, 0.0020500000937317964, 0.5707963267948968]	[0.807997512361604, 1.7844702579678917, 0.0020500000937317964, 0.5707963267948968]	Left	[-12.48650945763392, 3.462231806122831]	0.24
2226	[0.7172382396921754, 1.4507555554013205, 0.0020500000937317964, 0.37079632679489677]	[0.6326509223136142, 1.693541439955383, 0.0020500000937317964, 0.5707963267948968]	Left	[-150.00000000000009, 12.000000000000004]	0.24
2227	[0.6266488010730069, 1.683765326893127, 0.0020500000937317964, 0.5707963267948968]	[0.7172382396921754, 1.4507555554013205, 0.0020500000937317964, 0.37079632679489677]	Right	[-7294.9522293195, 83.68485012322553]	0.24
2228	[0.776297948823274, 1.7955916769972897, 0.0020500000937317964, 0.5707963267948968]	[0.7172382396921754, 1.4507555554013205, 0.0020500000937317964, 0.37079632679489677]	Right	[-30.919149892846008, 5.448154173399663]	0.24
2229	[1.0561945784568214, 1.6187927043764603, 0.0020500000937317964, 0.7707963267948967]	[0.776297948823274, 1.7955916769972897, 0.0020500000937317964, 0.5707963267948968]	Left	[-6.707288473177253, 2.5375178687548514]	0.24
2230	[1.131926967089532, 1.667419911904593, 0.0020500000937317964, 0.37079632679489677]	[0.776297948823274, 1.7955916769972897, 0.0020500000937317964, 0.5707963267948968]	Left	[-4.3853601619498255, 2.0518152342430427]	0.24
2231	[1.02321964074653, 1.9470316376947607, 0.0020500000937317964, 0.17079632679489676]	[1.131926967089532, 1.667419911904593, 0.0020500000937317964, 0.37079632679489677]	Right	[-11.441595282297566, 3.31420148316388]	0.24
2232	[1.1727547566154484, 1.6683934329882468, 0.0020500000937317964, -0.029203673205103253]	[1.02321964074653, 1.9470316376947607, 0.0020500000937317964, 0.17079632679489676]	Left	[-575.5892108881764, 23.50671483752354]	0.24
2233	[1.2785520213798567, 1.865388201366419, 0.0020500000937317964, -0.22920367320510326]	[1.1727547566154484, 1.6683934329882468, 0.0020500000937317964, -0.029203673205103253]	Right	[-13.359258589727283, 3.581185313012745]	0.24
2234	[0.9113735252903089, 1.5852239307953155, 0.0020500000937317964, 0.5707963267948968]	[0.776297948823274, 1.7955916769972897, 0.0020500000937317964, 0.5707963267948968]	Left	[-17.2134775569041, 4.065087754849572]	0.24
2235	[0.2751167714383035, 1.07845471495808, 0.0020500000937317964, -0.22920367320510326]	[0.18245929170947514, 1.3312680679485853, 0.0020500000937317964, -0.029203673205103253]	Left	[-18.33447761898818, 4.195366314665342]	0.24
2236	[0.5072098686696503, 1.2810202456328732, 0.0020500000937317964, -0.029203673205103253]	[0.2751167714383035, 1.07845471495808, 0.0020500000937317964, -0.22920367320510326]	Right	[-8.889894691291262, 2.921352238885207]	0.24
2237	[0.42930205819939476, 1.2991964132083202, 0.0020500000937317964, -0.22920367320510326]	[0.2751167714383035, 1.07845471495808, 0.0020500000937317964, -0.22920367320510326]	Right	[-15.49388141303878, 3.856698867751698]	0.24
2238	[0.11372501883659825, 1.0331479583742111, 0.0020500000937317964, -0.22920367320510326]	[0.18245929170947514, 1.3312680679485853, 0.0020500000937317964, -0.029203673205103253]	Left	[-198.98981822056265, 13.821368437739448]	0.24
2239	[0.40587060234650923, 1.2730457658582597, 0.0020500000937317964, -0.4292036732051033]	[0.11372501883659825, 1.0331479583742111, 0.0020500000937317964, -0.22920367320510326]	Right	[-18.010429102893564, 4.158126012854567]	0.24
2240	[0.40587060234650923, 1.2730457658582597, 0.0020500000937317964, -0.22920367320510326]	[0.11372501883659825, 1.0331479583742111, 0.0020500000937317964, -0.22920367320510326]	Right	[-18.010429102893564, 4.158126012854567]	0.24
2241	[0.535722756965967, 1.037379862637865, 0.0020500000937317964, -0.22920367320510326]	[0.40587060234650923, 1.2730457658582597, 0.0020500000937317964, -0.22920367320510326]	Left	[-5.390230207748454, 2.274779329833669]	0.24
2242	[0.33770997393858315, 0.9808914765948011, 0.0020500000937317964, -0.22920367320510326]	[0.40587060234650923, 1.2730457658582597, 0.0020500000937317964, -0.22920367320510326]	Left	[-18.147448015122873, 4.173913043478261]	0.24
2243	[0.44645484176105704, 1.0068636486694023, 0.0020500000937317964, -0.22920367320510326]	[0.40587060234650923, 1.2730457658582597, 0.0020500000937317964, -0.22920367320510326]	Left	[-8.617594254937162, 2.8762632850175027]	0.24
2244	[0.4740486422615305, 0.949083183337769, 0.0020500000937317964, -0.22920367320510326]	[0.40587060234650923, 1.2730457658582597, 0.0020500000937317964, -0.22920367320510326]	Left	[-7.012417823228634, 2.5945945945945947]	0.24
2245	[0.5730550337752224, 0.9773273763593009, 0.0020500000937317964, -0.029203673205103253]	[0.40587060234650923, 1.2730457658582597, 0.0020500000937317964, -0.22920367320510326]	Left	[-4.483886034563288, 2.0747362707536485]	0.24
2246	[0.6388693544179704, 1.1754901256295247, 0.0020500000937317964, -0.22920367320510326]	[0.5730550337752224, 0.9773273763593009, 0.0020500000937317964, -0.029203673205103253]	Right	[-15.045719850354782, 3.8005119466120076]	0.24
2247	[0.5122778681573527, 0.8969679620476514, 0.0020500000937317964, -0.4292036732051033]	[0.6388693544179704, 1.1754901256295247, 0.0020500000937317964, -0.22920367320510326]	Left	[-94.56731157460722, 9.52809630050111]	0.24
