i	f_sup	f_swg	f_swg_id	traj_params	h_max
17	[3.36, 0.15, 0.0020500000937317964, 2.941592653589793]	[3.3, -0.1, 0.000205, 3.141592653589793]	Left	[-156.7721311168091, 12.267917668010275]	0.24
18	[3.1830568129432137, -0.018199609256939725, 0.0020500000937317964, 2.7415926535897928]	[3.36, 0.15, 0.0020500000937317964, 2.941592653589793]	Right	[-46.95386620254137, 6.713857213903613]	0.24
19	[3.2415952060910067, -0.1320998135046688, 0.0020500000937317964, 3.141592653589793]	[3.36, 0.15, 0.0020500000937317964, 2.941592653589793]	Right	[-215.31152286743296, 14.37705909993713]	0.24
20	[3.1415952060910066, 0.1679001864953312, 0.0020500000937317964, 3.3415926535897933]	[3.2415952060910067, -0.1320998135046688, 0.0020500000937317964, 3.141592653589793]	Left	[-19.991224402663445, 4.380819036043022]	0.24
21	[3.133920683289811, -0.059256164917199344, 0.0020500000937317964, 2.7415926535897928]	[3.36, 0.15, 0.0020500000937317964, 2.941592653589793]	Right	[-32.70285663901917, 5.603111526700242]	0.24
22	[3.0194312402463104, 0.26057530231451154, 0.0020500000937317964, 2.7415926535897928]	[3.133920683289811, -0.059256164917199344, 0.0020500000937317964, 2.7415926535897928]	Left	[-7.487483174254062, 2.6810415601560336]	0.24
23	[3.1565406921113683, 0.1483211344218967, 0.0020500000937317964, 2.7415926535897928]	[3.133920683289811, -0.059256164917199344, 0.0020500000937317964, 2.7415926535897928]	Left	[-23.18924119447243, 4.718227585300812]	0.24
24	[3.0828558125911374, 0.17947460180658878, 0.0020500000937317964, 2.941592653589793]	[3.133920683289811, -0.059256164917199344, 0.0020500000937317964, 2.7415926535897928]	Left	[-12.35876685009755, 3.444476183121847]	0.24
25	[2.895979158994598, -0.037728336342413016, 0.0020500000937317964, 2.941592653589793]	[3.0828558125911374, 0.17947460180658878, 0.0020500000937317964, 2.941592653589793]	Right	[-16.81861338187588, 4.018192236143119]	0.24
26	[3.3202661338409873, -0.046013315568248336, 0.0020500000937317964, 2.941592653589793]	[3.36, 0.15, 0.0020500000937317964, 2.941592653589793]	Right	[-287.58796112980974, 16.615819762081088]	0.24
27	[3.3599999999999994, 0.15, 0.0020500000937317964, 3.141592653589793]	[3.3202661338409873, -0.046013315568248336, 0.0020500000937317964, 2.941592653589793]	Left	[-4.867778304876401e+30, 2161727821137838.0]	0.24
28	[3.3210629384090313, 0.2599268176318278, 0.0020500000937317964, 2.941592653589793]	[3.3202661338409873, -0.046013315568248336, 0.0020500000937317964, 2.941592653589793]	Left	[-70.58823529411762, 8.231932086840422]	0.24
29	[3.3202661338409873, -0.046013315568248336, 0.0020500000937317964, 3.141592653589793]	[3.3210629384090313, 0.2599268176318278, 0.0020500000937317964, 2.941592653589793]	Right	[0]	0
30	[3.140266133840987, 0.20398668443175166, 0.0020500000937317964, 3.141592653589793]	[3.3202661338409873, -0.046013315568248336, 0.0020500000937317964, 3.141592653589793]	Left	[-26.80307717218473, 5.072568785664452]	0.24
31	[2.910266133840987, -0.09601331556824827, 0.0020500000937317964, 3.3415926535897933]	[3.140266133840987, 0.20398668443175166, 0.0020500000937317964, 3.141592653589793]	Right	[-5.627198124267288, 2.3242440059719627]	0.24
32	[3.1599999999999997, 0.19999999999999998, 0.0020500000937317964, 2.941592653589793]	[3.3, -0.1, 0.000205, 3.141592653589793]	Left	[-32.307770263937016, 5.5691628144844]	0.24
33	[3.100399200761481, -0.09401997335237247, 0.0020500000937317964, 3.141592653589793]	[3.1599999999999997, 0.19999999999999998, 0.0020500000937317964, 2.941592653589793]	Right	[-23.981950284174214, 4.7982035844219775]	0.24
34	[2.870399200761481, 0.10598002664762757, 0.0020500000937317964, 2.941592653589793]	[3.100399200761481, -0.09401997335237247, 0.0020500000937317964, 3.141592653589793]	Left	[-10.35505115624691, 3.15291121187975]	0.24
35	[2.9631898798637075, -0.06620626704106383, 0.0020500000937317964, 3.141592653589793]	[3.1599999999999997, 0.19999999999999998, 0.0020500000937317964, 2.941592653589793]	Right	[-8.345997112167433, 2.830580671100135]	0.24
36	[3.0231898798637076, 0.23379373295893616, 0.0020500000937317964, 2.941592653589793]	[2.9631898798637075, -0.06620626704106383, 0.0020500000937317964, 3.141592653589793]	Left	[-48.340740929897436, 6.812276513229739]	0.24
37	[2.9834560137046955, 0.037780417390687826, 0.0020500000937317964, 3.141592653589793]	[3.0231898798637076, 0.23379373295893616, 0.0020500000937317964, 2.941592653589793]	Right	[-85.5314110046493, 9.061465365185883]	0.24
38	[2.8034560137046953, 0.23778041739068786, 0.0020500000937317964, 3.3415926535897933]	[2.9834560137046955, 0.037780417390687826, 0.0020500000937317964, 3.141592653589793]	Left	[-19.876243225883425, 4.368202547598736]	0.24
39	[3.2399999999999998, 0.19999999999999998, 0.0020500000937317964, 3.3415926535897933]	[3.3, -0.1, 0.000205, 3.141592653589793]	Left	[-70.31691175092179, 8.216111341557284]	0.24
40	[3.1999999999999997, 0.19999999999999998, 0.0020500000937317964, 3.3415926535897933]	[3.3, -0.1, 0.000205, 3.141592653589793]	Left	[-47.815499990626805, 6.7751789786151795]	0.24
41	[3.3, 0.19999999999999998, 0.0020500000937317964, 3.3415926535897933]	[3.3, -0.1, 0.000205, 3.141592653589793]	Left	[-95.63099998125368, 9.581549999062684]	0.24
42	[3.3, 0.19999999999999998, 0.0020500000937317964, 3.141592653589793]	[3.3, -0.1, 0.000205, 3.141592653589793]	Left	[-95.63099998125368, 9.581549999062684]	0.24
43	[3.1199999999999997, 0.0, 0.0020500000937317964, 3.141592653589793]	[3.3, 0.19999999999999998, 0.0020500000937317964, 3.141592653589793]	Right	[-22.554481127654128, 4.653212026779417]	0.24
44	[3.0599999999999996, 0.25, 0.0020500000937317964, 2.941592653589793]	[3.1199999999999997, 0.0, 0.0020500000937317964, 3.141592653589793]	Left	[-15.973377703826927, 3.9159216789504168]	0.24
45	[2.8239872167500577, -0.008259493809261387, 0.0020500000937317964, 3.141592653589793]	[3.0599999999999996, 0.25, 0.0020500000937317964, 2.941592653589793]	Right	[-10.947433413182715, 3.2418414638373982]	0.24
46	[2.8899999999999997, 0.20000000000000004, 0.0020500000937317964, 2.941592653589793]	[3.1199999999999997, 0.0, 0.0020500000937317964, 3.141592653589793]	Left	[-5.71088637715645, 2.3414634146341453]	0.24
47	[2.771595206091007, -0.08209981350466874, 0.0020500000937317964, 2.941592653589793]	[2.8899999999999997, 0.20000000000000004, 0.0020500000937317964, 2.941592653589793]	Right	[-7.492608085760986, 2.681958941208934]	0.24
48	[2.8899999999999997, 0.20000000000000004, 0.0020500000937317964, 3.141592653589793]	[2.771595206091007, -0.08209981350466874, 0.0020500000937317964, 2.941592653589793]	Left	[0]	0
49	[2.7499999999999996, -0.09999999999999995, 0.0020500000937317964, 3.141592653589793]	[2.8899999999999997, 0.20000000000000004, 0.0020500000937317964, 3.141592653589793]	Right	[-1220.1793215307755, 34.2253144422304]	0.24
50	[2.60578069242604, 0.2576141059305679, 0.0020500000937317964, 2.941592653589793]	[2.771595206091007, -0.08209981350466874, 0.0020500000937317964, 2.941592653589793]	Left	[-11.414982164090382, 3.310344827586209]	0.24
51	[2.880066533460247, 0.15099667110793796, 0.0020500000937317964, 2.941592653589793]	[2.771595206091007, -0.08209981350466874, 0.0020500000937317964, 2.941592653589793]	Left	[-384.0000000000008, 19.20000000000002]	0.24
52	[3.1799999999999997, 0.25, 0.0020500000937317964, 2.941592653589793]	[3.1199999999999997, 0.0, 0.0020500000937317964, 3.141592653589793]	Left	[-56.80473372781057, 7.38461538461538]	0.24
53	[2.953920683289811, 0.04074383508280066, 0.0020500000937317964, 2.7415926535897928]	[3.1799999999999997, 0.25, 0.0020500000937317964, 2.941592653589793]	Right	[-32.829043280539416, 5.613900742738318]	0.24
54	[3.081462139170513, 0.06590684427945537, 0.0020500000937317964, 2.941592653589793]	[3.1799999999999997, 0.25, 0.0020500000937317964, 2.941592653589793]	Right	[-164.69719586225426, 12.574152378103427]	0.24
55	[2.894983887857996, 0.0016739727304916907, 0.0020500000937317964, 2.941592653589793]	[3.1799999999999997, 0.25, 0.0020500000937317964, 2.941592653589793]	Right	[-18.959198121908845, 4.26624310102372]	0.24
56	[3.0133886817669886, 0.2837737862351605, 0.0020500000937317964, 2.7415926535897928]	[2.894983887857996, 0.0016739727304916907, 0.0020500000937317964, 2.941592653589793]	Left	[-33.21799307958476, 5.64705882352941]	0.24
57	[2.9545846870965145, 0.29569394608286415, 0.0020500000937317964, 3.141592653589793]	[2.894983887857996, 0.0016739727304916907, 0.0020500000937317964, 2.941592653589793]	Left	[-18.14744801512292, 4.173913043478266]	0.24
58	[2.9831898798637075, -0.016206267041063815, 0.0020500000937317964, 3.141592653589793]	[3.1799999999999997, 0.25, 0.0020500000937317964, 2.941592653589793]	Right	[-50.58048465839711, 6.968304332623628]	0.24
59	[3.1792031954319557, -0.055940133200076125, 0.0020500000937317964, 3.141592653589793]	[3.1799999999999997, 0.25, 0.0020500000937317964, 2.941592653589793]	Right	[-144.70216322876138, 11.786181599636539]	0.24
60	[2.9992031954319556, 0.19405986679992387, 0.0020500000937317964, 3.3415926535897933]	[3.1792031954319557, -0.055940133200076125, 0.0020500000937317964, 3.141592653589793]	Left	[-26.80307717218473, 5.072568785664452]	0.24
61	[2.9049173543977487, 0.05067730162255374, 0.0020500000937317964, 2.7415926535897928]	[3.1799999999999997, 0.25, 0.0020500000937317964, 2.941592653589793]	Right	[-19.660555053413706, 4.344437000495824]	0.24
62	[2.9470082803347384, 0.304307650661794, 0.0020500000937317964, 2.5415926535897926]	[2.9049173543977487, 0.05067730162255374, 0.0020500000937317964, 2.7415926535897928]	Left	[-16.773111173464702, 4.012753010904872]	0.24
63	[2.9049173543977487, 0.05067730162255374, 0.0020500000937317964, 2.941592653589793]	[3.1799999999999997, 0.25, 0.0020500000937317964, 2.941592653589793]	Right	[-19.660555053413706, 4.344437000495824]	0.24
64	[2.7192359076532755, 0.29238456327366624, 0.0020500000937317964, 3.141592653589793]	[2.9049173543977487, 0.05067730162255374, 0.0020500000937317964, 2.941592653589793]	Left	[-4.483886034563287, 2.074736270753648]	0.24
65	[2.5392359076532753, 0.04238456327366627, 0.0020500000937317964, 2.941592653589793]	[2.7192359076532755, 0.29238456327366624, 0.0020500000937317964, 3.141592653589793]	Right	[-7.175333535157454, 2.6245609525692397]	0.24
66	[2.578969773812288, 0.2383978788419146, 0.0020500000937317964, 2.7415926535897928]	[2.5392359076532753, 0.04238456327366627, 0.0020500000937317964, 2.941592653589793]	Left	[-42.498278291075685, 6.387358386644095]	0.24
67	[2.289242076729894, 0.14375189877232733, 0.0020500000937317964, 2.941592653589793]	[2.578969773812288, 0.2383978788419146, 0.0020500000937317964, 2.7415926535897928]	Right	[-13.19184127055062, 3.5586749809063196]	0.24
68	[2.5563497649907307, 0.03082057950281855, 0.0020500000937317964, 2.7415926535897928]	[2.578969773812288, 0.2383978788419146, 0.0020500000937317964, 2.7415926535897928]	Right	[-2250.29974545055, 46.47889580909305]	0.24
69	[2.42242472288037, 0.37216501616914976, 0.0020500000937317964, 2.941592653589793]	[2.5392359076532753, 0.04238456327366627, 0.0020500000937317964, 2.941592653589793]	Left	[-10.162838303774404, 3.12351160901051]	0.24
70	[2.31395339551113, 0.13906853155654306, 0.0020500000937317964, 2.7415926535897928]	[2.42242472288037, 0.37216501616914976, 0.0020500000937317964, 2.941592653589793]	Right	[-15.97337770382693, 3.915921678950417]	0.24
71	[2.2846841989372337, 0.1960186336804076, 0.0020500000937317964, 2.7415926535897928]	[2.42242472288037, 0.37216501616914976, 0.0020500000937317964, 2.941592653589793]	Right	[-10.859728506787325, 3.228829411182299]	0.24
72	[2.2355480692838308, 0.15496207802014797, 0.0020500000937317964, 3.141592653589793]	[2.42242472288037, 0.37216501616914976, 0.0020500000937317964, 2.941592653589793]	Right	[-9.15157292659674, 2.9640361012533014]	0.24
73	[2.1755480692838307, 0.454962078020148, 0.0020500000937317964, 3.3415926535897933]	[2.2355480692838308, 0.15496207802014797, 0.0020500000937317964, 3.141592653589793]	Left	[-14.15857459616096, 3.68676438253308]	0.24
74	[2.1963454061701815, 0.16290885125195043, 0.0020500000937317964, 2.7415926535897928]	[2.42242472288037, 0.37216501616914976, 0.0020500000937317964, 2.941592653589793]	Right	[-7.267221801665406, 2.6413127284740043]	0.24
75	[2.3131709088627765, 0.4392271494528159, 0.0020500000937317964, 2.5415926535897926]	[2.1963454061701815, 0.16290885125195043, 0.0020500000937317964, 2.7415926535897928]	Left	[-58.41645549442066, 7.488644555234534]	0.24
76	[2.24976255107835, 0.24028147806717812, 0.0020500000937317964, 2.5415926535897926]	[2.3131709088627765, 0.4392271494528159, 0.0020500000937317964, 2.5415926535897926]	Right	[-108.59833234855977, 10.210504348689998]	0.24
77	[3.0133886817669886, 0.2837737862351605, 0.0020500000937317964, 2.941592653589793]	[2.9049173543977487, 0.05067730162255374, 0.0020500000937317964, 2.941592653589793]	Left	[-33.21799307958476, 5.64705882352941]	0.24
78	[2.875648157823852, 0.1076274037464183, 0.0020500000937317964, 3.141592653589793]	[3.0133886817669886, 0.2837737862351605, 0.0020500000937317964, 2.941592653589793]	Right	[-234.1463414634148, 14.992681141306187]	0.24
79	[2.8364454947102025, 0.11557417697822076, 0.0020500000937317964, 2.7415926535897928]	[3.0133886817669886, 0.2837737862351605, 0.0020500000937317964, 2.941592653589793]	Right	[-107.86516853932591, 10.175979648061059]	0.24
80	[2.824322458242394, 0.44641104310229734, 0.0020500000937317964, 2.941592653589793]	[2.8364454947102025, 0.11557417697822076, 0.0020500000937317964, 2.7415926535897928]	Left	[-15.434849338773086, 3.8493447968741594]	0.24
81	[2.7874800184822783, 0.46198777679464337, 0.0020500000937317964, 2.941592653589793]	[2.8364454947102025, 0.11557417697822076, 0.0020500000937317964, 2.7415926535897928]	Left	[-11.59490999506118, 3.3363323568341827]	0.24
82	[2.737812685783513, 0.21697113233433296, 0.0020500000937317964, 2.941592653589793]	[2.7874800184822783, 0.46198777679464337, 0.0020500000937317964, 2.941592653589793]	Right	[-47.97655493166023, 6.78656708022501]	0.24
83	[2.5514672352323364, 0.20372828298538198, 0.0020500000937317964, 2.941592653589793]	[2.7874800184822783, 0.46198777679464337, 0.0020500000937317964, 2.941592653589793]	Right	[-10.788486082242269, 3.2182210363728245]	0.24
84	[2.6889421576527917, 0.27789462107409874, 0.0020500000937317964, 2.941592653589793]	[2.7874800184822783, 0.46198777679464337, 0.0020500000937317964, 2.941592653589793]	Right	[-19.956278697612767, 4.376988410963439]	0.24
85	[3.0422594760568633, 0.07385361751125782, 0.0020500000937317964, 2.7415926535897928]	[3.1799999999999997, 0.25, 0.0020500000937317964, 2.941592653589793]	Right	[-83.49317432995527, 8.952845768623352]	0.24
86	[2.9911946053581895, 0.312584384235046, 0.0020500000937317964, 2.7415926535897928]	[3.0422594760568633, 0.07385361751125782, 0.0020500000937317964, 2.7415926535897928]	Left	[-24.264309794523857, 4.826358606935761]	0.24
87	[2.7454205635051903, 0.09078465395739166, 0.0020500000937317964, 2.941592653589793]	[2.9911946053581895, 0.312584384235046, 0.0020500000937317964, 2.7415926535897928]	Right	[-10.859728506787317, 3.2288294111822977]	0.24
88	[2.913310936896459, 0.128372185434469, 0.0020500000937317964, 2.941592653589793]	[2.9911946053581895, 0.312584384235046, 0.0020500000937317964, 2.7415926535897928]	Right	[-48.979591836734514, 6.857142857142844]	0.24
89	[3.1201431445185936, 0.2580658163118348, 0.0020500000937317964, 2.941592653589793]	[3.0422594760568633, 0.07385361751125782, 0.0020500000937317964, 2.7415926535897928]	Left	[-263.16506967145193, 15.894604961577178]	0.24
90	[3.0116718171493537, 0.024969331699228076, 0.0020500000937317964, 2.941592653589793]	[3.1201431445185936, 0.2580658163118348, 0.0020500000937317964, 2.941592653589793]	Right	[-288.6976427505068, 16.647814782742103]	0.24
91	[3.080409278359581, 0.06205250074358645, 0.0020500000937317964, 2.7415926535897928]	[3.1201431445185936, 0.2580658163118348, 0.0020500000937317964, 2.941592653589793]	Right	[-602.0040063581076, 24.04004671592348]	0.24
92	[3.0119728850162244, 0.36241305085986486, 0.0020500000937317964, 2.941592653589793]	[3.080409278359581, 0.06205250074358645, 0.0020500000937317964, 2.7415926535897928]	Left	[-42.498278291075465, 6.387358386644078]	0.24
93	[2.9035015576469845, 0.12931656624725815, 0.0020500000937317964, 2.941592653589793]	[3.0119728850162244, 0.36241305085986486, 0.0020500000937317964, 2.941592653589793]	Right	[-26.80007434296896, 5.0722846301494355]	0.24
94	[3.084350401993853, 0.32748396655049805, 0.0020500000937317964, 2.7415926535897928]	[3.0422594760568633, 0.07385361751125782, 0.0020500000937317964, 2.7415926535897928]	Left	[-63.355419131086144, 7.79879493036217]	0.24
95	[2.8017339203807383, 0.12126096996518976, 0.0020500000937317964, 2.941592653589793]	[3.084350401993853, 0.32748396655049805, 0.0020500000937317964, 2.7415926535897928]	Right	[-15.973377703826944, 3.915921678950419]	0.24
96	[3.0227885589414307, 0.027800567811113563, 0.0020500000937317964, 2.5415926535897926]	[3.084350401993853, 0.32748396655049805, 0.0020500000937317964, 2.7415926535897928]	Right	[-383.9999999999995, 19.19999999999999]	0.24
97	[3.1639491772901898, 0.23413447153853303, 0.0020500000937317964, 2.5415926535897926]	[3.0227885589414307, 0.027800567811113563, 0.0020500000937317964, 2.5415926535897926]	Left	[-63.78698020019941, 7.825311558793773]	0.24
98	[2.9072415728540757, 0.1068505140864186, 0.0020500000937317964, 2.7415926535897928]	[3.1639491772901898, 0.23413447153853303, 0.0020500000937317964, 2.5415926535897926]	Right	[-48.97959183673463, 6.857142857142852]	0.24
99	[3.0440765721662597, -0.047344761338072444, 0.0020500000937317964, 2.3415926535897924]	[3.1639491772901898, 0.23413447153853303, 0.0020500000937317964, 2.5415926535897926]	Right	[-157.37704918032787, 12.291540473558014]	0.24
100	[3.1875477903461644, 0.09199658053136053, 0.0020500000937317964, 2.3415926535897924]	[3.0440765721662597, -0.047344761338072444, 0.0020500000937317964, 2.3415926535897924]	Left	[-46.24260840018174, 6.6628000168228425]	0.24
101	[3.217480996875287, 0.2047086169200484, 0.0020500000937317964, 2.3415926535897924]	[3.0440765721662597, -0.047344761338072444, 0.0020500000937317964, 2.3415926535897924]	Left	[-257.2666693838053, 15.715470168227647]	0.24
102	[3.0799443767112358, -0.012509425870714186, 0.0020500000937317964, 2.5415926535897926]	[3.217480996875287, 0.2047086169200484, 0.0020500000937317964, 2.3415926535897924]	Right	[-384.0000000000009, 19.20000000000002]	0.24
103	[3.072544584376253, 0.2954601230678118, 0.0020500000937317964, 2.3415926535897924]	[3.0799443767112358, -0.012509425870714186, 0.0020500000937317964, 2.5415926535897926]	Left	[-32.82904328053933, 5.613900742738311]	0.24
104	[2.815535354545566, 0.12948947571763372, 0.0020500000937317964, 2.3415926535897924]	[3.072544584376253, 0.2954601230678118, 0.0020500000937317964, 2.3415926535897924]	Right	[-10.65768826831162, 3.198652956727121]	0.24
105	[2.988939779254593, 0.3815428539757546, 0.0020500000937317964, 2.5415926535897926]	[2.815535354545566, 0.12948947571763372, 0.0020500000937317964, 2.3415926535897924]	Left	[-66.66666666666663, 7.999999999999997]	0.24
106	[2.889335901790754, 0.34056642667701903, 0.0020500000937317964, 2.3415926535897924]	[2.815535354545566, 0.12948947571763372, 0.0020500000937317964, 2.3415926535897924]	Left	[-26.966292134831427, 5.087989824030524]	0.24
107	[2.674129074520897, 0.1315544138728696, 0.0020500000937317964, 2.3415926535897924]	[2.889335901790754, 0.34056642667701903, 0.0020500000937317964, 2.3415926535897924]	Right	[-48.00000000000007, 6.7882250993908615]	0.24
108	[2.6483257443022463, 0.30165493753351935, 0.0020500000937317964, 2.5415926535897926]	[2.889335901790754, 0.34056642667701903, 0.0020500000937317964, 2.3415926535897924]	Right	[-16.66666666666666, 3.999999999999999]	0.24
109	[2.702171500233402, 0.6283055682817278, 0.0020500000937317964, 2.5415926535897926]	[2.6483257443022463, 0.30165493753351935, 0.0020500000937317964, 2.5415926535897926]	Left	[-8.147723190071293, 2.796750661476357]	0.24
110	[2.6403262081311567, 0.23812535843018018, 0.0020500000937317964, 2.3415926535897924]	[2.889335901790754, 0.34056642667701903, 0.0020500000937317964, 2.3415926535897924]	Right	[-22.588235294117634, 4.656684000697592]	0.24
111	[3.1258766555825375, 0.22726176872465206, 0.0020500000937317964, 2.5415926535897926]	[3.0440765721662597, -0.047344761338072444, 0.0020500000937317964, 2.3415926535897924]	Left	[-641.3892691908258, 24.813981913896704]	0.24
112	[2.9564839135640266, -0.02033891574825128, 0.0020500000937317964, 2.5415926535897926]	[3.1258766555825375, 0.22726176872465206, 0.0020500000937317964, 2.5415926535897926]	Right	[-114.26137202902535, 10.473343169583643]	0.24
113	[2.9021824757428107, 0.07739211233673618, 0.0020500000937317964, 2.7415926535897928]	[3.1258766555825375, 0.22726176872465206, 0.0020500000937317964, 2.5415926535897926]	Right	[-26.89586255812548, 5.081341167034592]	0.24
114	[2.9995370613199737, 0.3076573608374574, 0.0020500000937317964, 2.7415926535897928]	[2.9021824757428107, 0.07739211233673618, 0.0020500000937317964, 2.7415926535897928]	Left	[-42.809089062991056, 6.410672780642559]	0.24
115	[2.890059439275002, 0.40822897846081274, 0.0020500000937317964, 2.5415926535897926]	[2.9021824757428107, 0.07739211233673618, 0.0020500000937317964, 2.7415926535897928]	Left	[-10.864781059319865, 3.2295804397703227]	0.24
116	[3.2234155948911405, 0.12683191599871876, 0.0020500000937317964, 2.1415926535897922]	[3.0440765721662597, -0.047344761338072444, 0.0020500000937317964, 2.3415926535897924]	Left	[-63.78698020019941, 7.825311558793773]	0.24
117	[2.9709742994487716, -0.0352587757617229, 0.0020500000937317964, 2.1415926535897922]	[3.2234155948911405, 0.12683191599871876, 0.0020500000937317964, 2.1415926535897922]	Right	[-174.86296359898773, 12.956405560765232]	0.24
118	[3.1489239072986575, 0.15030505979378564, 0.0020500000937317964, 2.1415926535897922]	[2.9709742994487716, -0.0352587757617229, 0.0020500000937317964, 2.1415926535897922]	Left	[-157.37704918032844, 12.291540473558035]	0.24
119	[2.895331976627232, 0.0825471621113827, 0.0020500000937317964, 1.9415926535897923]	[3.2234155948911405, 0.12683191599871876, 0.0020500000937317964, 2.1415926535897922]	Right	[-24.617362538742512, 4.861344262361267]	0.24
120	[2.9308518675798894, 0.21230978133090733, 0.0020500000937317964, 1.9415926535897923]	[3.2234155948911405, 0.12683191599871876, 0.0020500000937317964, 2.1415926535897922]	Right	[-11.964060671017464, 3.389026149821917]	0.24
121	[3.095518219504734, 0.3407036773842755, 0.0020500000937317964, 1.7415926535897923]	[2.9308518675798894, 0.21230978133090733, 0.0020500000937317964, 1.9415926535897923]	Left	[-15.459218762745778, 3.8523823813629856]	0.24
122	[2.881431559217018, 0.4052552218030735, 0.0020500000937317964, 1.9415926535897923]	[3.095518219504734, 0.3407036773842755, 0.0020500000937317964, 1.7415926535897923]	Right	[-24.199458057173988, 4.819904535868633]	0.24
123	[2.8253603870015853, 0.4361748538575999, 0.0020500000937317964, 1.9415926535897923]	[3.095518219504734, 0.3407036773842755, 0.0020500000937317964, 1.7415926535897923]	Right	[-15.674998967722134, 3.879175042327073]	0.24
124	[3.055121397929561, 0.01877145482509099, 0.0020500000937317964, 2.1415926535897922]	[3.2234155948911405, 0.12683191599871876, 0.0020500000937317964, 2.1415926535897922]	Right	[-213.64942928409414, 14.321433312093115]	0.24
125	[3.2234155948911405, 0.12683191599871876, 0.0020500000937317964, 2.3415926535897924]	[3.055121397929561, 0.01877145482509099, 0.0020500000937317964, 2.1415926535897922]	Left	[0]	0
126	[3.190997456539052, 0.17732017508719258, 0.0020500000937317964, 2.1415926535897922]	[3.055121397929561, 0.01877145482509099, 0.0020500000937317964, 2.1415926535897922]	Left	[-266.6666666666669, 16.000000000000007]	0.24
127	[2.9385561610966833, 0.01522948332675092, 0.0020500000937317964, 2.3415926535897924]	[3.190997456539052, 0.17732017508719258, 0.0020500000937317964, 2.1415926535897922]	Right	[-70.58823529411794, 8.231932086840441]	0.24
128	[3.056224049057937, 0.3246713488568337, 0.0020500000937317964, 2.5415926535897926]	[2.9385561610966833, 0.01522948332675092, 0.0020500000937317964, 2.3415926535897924]	Left	[-24.074486596731607, 4.80744288919404]	0.24
