i	f_sup	f_swg	f_swg_id	traj_params	h_max
4946	[0.7926946524515929, -0.8487970316282556, 0.10000000149011612, -3.2584073464102086]	[0.7536744773345736, -1.1029179200531096, 0.10000000149011612, -3.0584073464102084]	Left	[-211.08904592141403, 14.235360342631214]	0.24
4947	[0.7885401823107182, -0.7989699267770947, 0.10000000149011612, -2.858407346410208]	[0.7536744773345736, -1.1029179200531096, 0.10000000149011612, -3.0584073464102084]	Left	[-1456.4142648665602, 37.391946917376444]	0.24
4948	[0.7885401823107182, -0.7989699267770947, 0.10000000149011612, -3.0584073464102084]	[0.7536744773345736, -1.1029179200531096, 0.10000000149011612, -3.0584073464102084]	Left	[-1456.4142648665602, 37.391946917376444]	0.24
4949	[0.8649505886956103, -0.9932929820126885, 0.10000000149011612, -3.0584073464102084]	[0.7885401823107182, -0.7989699267770947, 0.10000000149011612, -3.0584073464102084]	Right	[-39.34426229508194, 6.145770236779005]	0.24
4950	[0.8649505886956103, -0.9932929820126885, 0.10000000149011612, -3.2584073464102086]	[0.7885401823107182, -0.7989699267770947, 0.10000000149011612, -3.0584073464102084]	Right	[-39.34426229508194, 6.145770236779005]	0.24
4951	[0.8649505886956103, -0.9932929820126885, 0.10000000149011612, -2.858407346410208]	[0.7885401823107182, -0.7989699267770947, 0.10000000149011612, -3.0584073464102084]	Right	[-39.34426229508194, 6.145770236779005]	0.24
4952	[0.7885401823107182, -0.7989699267770947, 0.10000000149011612, -3.2584073464102086]	[0.7536744773345736, -1.1029179200531096, 0.10000000149011612, -3.0584073464102084]	Left	[-1456.4142648665602, 37.391946917376444]	0.24
4953	[0.7926946524515929, -0.8487970316282556, 0.10000000149011612, -3.0584073464102084]	[0.7536744773345736, -1.1029179200531096, 0.10000000149011612, -3.0584073464102084]	Left	[-211.08904592141403, 14.235360342631214]	0.24
4954	[0.8496915059996103, -1.0749763702332171, 0.10000000149011612, -2.658407346410208]	[0.7658668565399329, -0.7869252842381073, 0.10000000149011612, -2.858407346410208]	Right	[-70.58823529411768, 8.231932086840427]	0.24
4955	[0.8099022411333382, -0.8699963360801278, 0.10000000149011612, -2.658407346410208]	[0.8496915059996103, -1.0749763702332171, 0.10000000149011612, -2.658407346410208]	Left	[-108.59833234855967, 10.210504348689994]	0.24
4956	[0.9559538480325687, -1.0192241087035665, 0.10000000149011612, -2.458407346410208]	[0.8099022411333382, -0.8699963360801278, 0.10000000149011612, -2.658407346410208]	Right	[-66.6666666666667, 8.000000000000002]	0.24
4957	[0.9559538480325687, -1.0192241087035665, 0.10000000149011612, -2.658407346410208]	[0.8099022411333382, -0.8699963360801278, 0.10000000149011612, -2.658407346410208]	Right	[-66.6666666666667, 8.000000000000002]	0.24
4958	[0.9559538480325687, -1.0192241087035665, 0.10000000149011612, -2.858407346410208]	[0.8099022411333382, -0.8699963360801278, 0.10000000149011612, -2.658407346410208]	Right	[-66.6666666666667, 8.000000000000002]	0.24
4959	[0.893330948288686, -1.0102029260087635, 0.10000000149011612, -2.658407346410208]	[0.7658668565399329, -0.7869252842381073, 0.10000000149011612, -2.858407346410208]	Right	[-56.804733727810714, 7.384615384615389]	0.24
4960	[0.778110513890642, -1.0437327857926344, 0.10000000149011612, -3.0584073464102084]	[0.7658668565399329, -0.7869252842381073, 0.10000000149011612, -2.858407346410208]	Right	[-383.9999999999991, 19.199999999999978]	0.24
4961	[0.819102850526165, -0.8276594364960553, 0.10000000149011612, -3.0584073464102084]	[0.8749859501659499, -1.0196934938261286, 0.10000000149011612, -2.858407346410208]	Left	[-266.6666666666665, 15.999999999999995]	0.24
4962	[0.8051320756162187, -0.7796509221635368, 0.10000000149011612, -3.0584073464102084]	[0.8889567250758961, -1.0677020081586468, 0.10000000149011612, -2.858407346410208]	Left	[-70.58823529411772, 8.231932086840429]	0.24
4963	[0.8906838426351331, -0.8589030209366381, 0.10000000149011612, -3.0584073464102084]	[0.8889567250758961, -1.0677020081586468, 0.10000000149011612, -2.858407346410208]	Left	[-66.6666666666667, 8.000000000000002]	0.24
4964	[0.8627422928152407, -0.7628859922716014, 0.10000000149011612, -3.0584073464102084]	[0.8889567250758961, -1.0677020081586468, 0.10000000149011612, -2.858407346410208]	Left	[-39.34426229508198, 6.145770236779008]	0.24
4965	[0.8191028505261649, -0.8276594364960552, 0.10000000149011612, -3.0584073464102084]	[0.8889567250758961, -1.0677020081586468, 0.10000000149011612, -2.858407346410208]	Left	[-157.37704918032833, 12.291540473558031]	0.24
4966	[0.7754634082370891, -0.892432880720509, 0.10000000149011612, -2.658407346410208]	[0.8889567250758961, -1.0677020081586468, 0.10000000149011612, -2.858407346410208]	Left	[-7.788445287802241e+31, 8646911284551352.0]	0.24
4967	[0.8330736254361112, -0.8756679508285735, 0.10000000149011612, -2.858407346410208]	[0.8889567250758961, -1.0677020081586468, 0.10000000149011612, -2.858407346410208]	Left	[-266.6666666666665, 15.999999999999995]	0.24
4968	[0.876713067725187, -0.8108945066041198, 0.10000000149011612, -3.0584073464102084]	[0.8889567250758961, -1.0677020081586468, 0.10000000149011612, -2.858407346410208]	Left	[-56.804733727810664, 7.384615384615386]	0.24
4969	[0.761492633327143, -0.8444243663879907, 0.10000000149011612, -2.658407346410208]	[0.8889567250758961, -1.0677020081586468, 0.10000000149011612, -2.858407346410208]	Left	[-384.0000000000024, 19.20000000000006]	0.24
4970	[0.9075442402263734, -0.9936521390114292, 0.10000000149011612, -2.458407346410208]	[0.761492633327143, -0.8444243663879907, 0.10000000149011612, -2.658407346410208]	Right	[-164.69719586225406, 12.57415237810342]	0.24
4971	[0.9075442402263734, -0.9936521390114292, 0.10000000149011612, -2.658407346410208]	[0.761492633327143, -0.8444243663879907, 0.10000000149011612, -2.658407346410208]	Right	[-164.69719586225406, 12.57415237810342]	0.24
4972	[0.7913936953729344, -0.7722722597760994, 0.10000000149011612, -2.858407346410208]	[0.9075442402263734, -0.9936521390114292, 0.10000000149011612, -2.658407346410208]	Left	[-157.37704918032804, 12.29154047355802]	0.24
4973	[0.8677549753601013, -0.7886721048583399, 0.10000000149011612, -2.658407346410208]	[0.9075442402263734, -0.9936521390114292, 0.10000000149011612, -2.658407346410208]	Left	[-66.66666666666676, 8.000000000000005]	0.24
4974	[0.8677549753601013, -0.7886721048583399, 0.10000000149011612, -2.858407346410208]	[0.9075442402263734, -0.9936521390114292, 0.10000000149011612, -2.658407346410208]	Left	[-66.66666666666676, 8.000000000000005]	0.24
4975	[0.8445248663894135, -0.7443961290112739, 0.10000000149011612, -2.858407346410208]	[0.9075442402263734, -0.9936521390114292, 0.10000000149011612, -2.658407346410208]	Left	[-56.804733727810664, 7.384615384615386]	0.24
4976	[0.761492633327143, -0.8444243663879907, 0.10000000149011612, -2.658407346410208]	[0.9075442402263734, -0.9936521390114292, 0.10000000149011612, -2.658407346410208]	Left	[0]	0
4977	[0.7681635864022466, -0.7279962839290334, 0.10000000149011612, -2.858407346410208]	[0.9075442402263734, -0.9936521390114292, 0.10000000149011612, -2.658407346410208]	Left	[-70.58823529411767, 8.231932086840425]	0.24
4978	[0.9095984530609459, -0.9992824400322078, 0.10000000149011612, -2.858407346410208]	[0.7681635864022466, -0.7279962839290334, 0.10000000149011612, -2.858407346410208]	Right	[-26725.998417077924, 160.17789635400635]	0.24
4979	[0.761492633327143, -0.8444243663879907, 0.10000000149011612, -2.858407346410208]	[0.9075442402263734, -0.9936521390114292, 0.10000000149011612, -2.658407346410208]	Left	[0]	0
4980	[0.8212947574187257, -0.7001201531642081, 0.10000000149011612, -2.858407346410208]	[0.9075442402263734, -0.9936521390114292, 0.10000000149011612, -2.658407346410208]	Left	[-39.34426229508201, 6.14577023677901]	0.24
4981	[0.8445248663894135, -0.7443961290112739, 0.10000000149011612, -2.658407346410208]	[0.9075442402263734, -0.9936521390114292, 0.10000000149011612, -2.658407346410208]	Left	[-56.804733727810664, 7.384615384615386]	0.24
4982	[0.7913936953729344, -0.7722722597760994, 0.10000000149011612, -2.658407346410208]	[0.9075442402263734, -0.9936521390114292, 0.10000000149011612, -2.658407346410208]	Left	[-157.37704918032804, 12.29154047355802]	0.24
4983	[0.9075442402263734, -0.9936521390114292, 0.10000000149011612, -2.858407346410208]	[0.761492633327143, -0.8444243663879907, 0.10000000149011612, -2.658407346410208]	Right	[-164.69719586225406, 12.57415237810342]	0.24
4984	[0.8191028505261649, -0.8276594364960552, 0.10000000149011612, -2.658407346410208]	[0.8889567250758961, -1.0677020081586468, 0.10000000149011612, -2.858407346410208]	Left	[-157.37704918032833, 12.291540473558031]	0.24
4985	[0.8906838426351331, -0.8589030209366381, 0.10000000149011612, -2.658407346410208]	[0.8889567250758961, -1.0677020081586468, 0.10000000149011612, -2.858407346410208]	Left	[-66.6666666666667, 8.000000000000002]	0.24
4986	[0.8330736254361112, -0.8756679508285735, 0.10000000149011612, -3.0584073464102084]	[0.8889567250758961, -1.0677020081586468, 0.10000000149011612, -2.858407346410208]	Left	[-266.6666666666665, 15.999999999999995]	0.24
4987	[0.876713067725187, -0.8108945066041198, 0.10000000149011612, -2.658407346410208]	[0.8889567250758961, -1.0677020081586468, 0.10000000149011612, -2.858407346410208]	Left	[-56.804733727810664, 7.384615384615386]	0.24
4988	[0.8051320756162187, -0.7796509221635368, 0.10000000149011612, -2.658407346410208]	[0.8889567250758961, -1.0677020081586468, 0.10000000149011612, -2.858407346410208]	Left	[-70.58823529411772, 8.231932086840429]	0.24
4989	[0.8980525114989699, -0.9567548255518008, 0.10000000149011612, -2.458407346410208]	[0.8051320756162187, -0.7796509221635368, 0.10000000149011612, -2.658407346410208]	Right	[-77.46926841923148, 8.623833120049472]	0.24
4990	[0.7717991839245057, -0.8016416498497507, 0.10000000149011612, -2.458407346410208]	[0.8980525114989699, -0.9567548255518008, 0.10000000149011612, -2.458407346410208]	Left	[-602.0040063581027, 24.040046715923385]	0.24
4991	[0.8525999522947668, -1.1226887427049508, 0.10000000149011612, -2.2584073464102077]	[0.7717991839245057, -0.8016416498497507, 0.10000000149011612, -2.458407346410208]	Right	[-32.43243243243241, 5.579886659703323]	0.24
4992	[0.8520592555415608, -1.0586597832645455, 0.10000000149011612, -2.658407346410208]	[0.7717991839245057, -0.8016416498497507, 0.10000000149011612, -2.458407346410208]	Right	[-76.79999999999984, 8.586501033599184]	0.24
4993	[0.7890398817046009, -0.8094037732643902, 0.10000000149011612, -2.658407346410208]	[0.8520592555415608, -1.0586597832645455, 0.10000000149011612, -2.658407346410208]	Left	[-2685.3731261798366, 50.7735974807049]	0.24
4994	[0.9583215975745192, -1.0029075217348946, 0.10000000149011612, -2.658407346410208]	[0.7890398817046009, -0.8094037732643902, 0.10000000149011612, -2.658407346410208]	Right	[-66.6666666666666, 7.999999999999996]	0.24
4995	[0.8520592555415608, -1.0586597832645455, 0.10000000149011612, -2.458407346410208]	[0.7717991839245057, -0.8016416498497507, 0.10000000149011612, -2.458407346410208]	Right	[-76.79999999999984, 8.586501033599184]	0.24
4996	[0.7723398806777118, -0.8656706092901562, 0.10000000149011612, -2.458407346410208]	[0.8520592555415608, -1.0586597832645455, 0.10000000149011612, -2.458407346410208]	Left	[-234.14634146341402, 14.992681141306162]	0.24
4997	[0.9451271609627909, -0.982907786719867, 0.10000000149011612, -2.658407346410208]	[0.7723398806777118, -0.8656706092901562, 0.10000000149011612, -2.458407346410208]	Right	[-66.66666666666663, 7.999999999999997]	0.24
4998	[0.9766904928564069, -1.0216860806453796, 0.10000000149011612, -2.658407346410208]	[0.7723398806777118, -0.8656706092901562, 0.10000000149011612, -2.458407346410208]	Right	[-56.80473372781069, 7.384615384615387]	0.24
4999	[0.8985932082521759, -1.0207837849922063, 0.10000000149011612, -2.2584073464102077]	[0.7723398806777118, -0.8656706092901562, 0.10000000149011612, -2.458407346410208]	Right	[-266.66666666666674, 16.000000000000004]	0.24
5000	[0.9766904928564069, -1.0216860806453796, 0.10000000149011612, -2.2584073464102077]	[0.7723398806777118, -0.8656706092901562, 0.10000000149011612, -2.458407346410208]	Right	[-56.80473372781069, 7.384615384615387]	0.24
5001	[0.8221375953452095, -0.8947475054568526, 0.10000000149011612, -2.2584073464102077]	[0.9766904928564069, -1.0216860806453796, 0.10000000149011612, -2.2584073464102077]	Left	[-288.697642750507, 16.64781478274211]	0.24
5002	[0.9766904928564069, -1.0216860806453796, 0.10000000149011612, -2.458407346410208]	[0.7723398806777118, -0.8656706092901562, 0.10000000149011612, -2.458407346410208]	Right	[-56.80473372781069, 7.384615384615387]	0.24
5003	[0.9451271609627909, -0.982907786719867, 0.10000000149011612, -2.2584073464102077]	[0.7723398806777118, -0.8656706092901562, 0.10000000149011612, -2.458407346410208]	Right	[-66.66666666666663, 7.999999999999997]	0.24
5004	[0.7723398806777118, -0.8656706092901562, 0.10000000149011612, -2.658407346410208]	[0.8520592555415608, -1.0586597832645455, 0.10000000149011612, -2.458407346410208]	Left	[-234.14634146341402, 14.992681141306162]	0.24
5005	[0.9183914875769421, -1.0148983819135946, 0.10000000149011612, -2.858407346410208]	[0.7723398806777118, -0.8656706092901562, 0.10000000149011612, -2.658407346410208]	Right	[-152.0183944222105, 12.080465994543507]	0.24
5006	[0.9183914875769421, -1.0148983819135946, 0.10000000149011612, -2.658407346410208]	[0.7723398806777118, -0.8656706092901562, 0.10000000149011612, -2.658407346410208]	Right	[-152.0183944222105, 12.080465994543507]	0.24
5007	[0.7723398806777118, -0.8656706092901562, 0.10000000149011612, -2.2584073464102077]	[0.8520592555415608, -1.0586597832645455, 0.10000000149011612, -2.458407346410208]	Left	[-234.14634146341402, 14.992681141306162]	0.24
5008	[0.9649743507454672, -0.946243315225324, 0.10000000149011612, -2.458407346410208]	[0.7723398806777118, -0.8656706092901562, 0.10000000149011612, -2.2584073464102077]	Right	[-37.81421096540123, 6.02508444146513]	0.24
5009	[0.9268927781889091, -0.9926091844786832, 0.10000000149011612, -2.458407346410208]	[0.7723398806777118, -0.8656706092901562, 0.10000000149011612, -2.2584073464102077]	Right	[-96.35905589130219, 9.61793603927839]	0.24
5010	[0.9649743507454672, -0.946243315225324, 0.10000000149011612, -2.2584073464102077]	[0.7723398806777118, -0.8656706092901562, 0.10000000149011612, -2.2584073464102077]	Right	[-37.81421096540123, 6.02508444146513]	0.24
5011	[0.8104214532342698, -0.819304740036797, 0.10000000149011612, -2.458407346410208]	[0.9649743507454672, -0.946243315225324, 0.10000000149011612, -2.2584073464102077]	Left	[-266.66666666666697, 16.00000000000001]	0.24
5012	[1.0036125751232665, -0.9779779590224558, 0.10000000149011612, -2.2584073464102077]	[0.7723398806777118, -0.8656706092901562, 0.10000000149011612, -2.2584073464102077]	Right	[-32.56669806394554, 5.591424696925436]	0.24
5013	[0.7717832288564705, -0.7875700962396652, 0.10000000149011612, -2.0584073464102075]	[1.0036125751232665, -0.9779779590224558, 0.10000000149011612, -2.2584073464102077]	Left	[-157.377049180328, 12.291540473558019]	0.24
5014	[0.810978105055511, -0.8974052530872879, 0.10000000149011612, -2.0584073464102075]	[1.0036125751232665, -0.9779779590224558, 0.10000000149011612, -2.2584073464102077]	Left	[-384.00000000000057, 19.200000000000014]	0.24
5015	[0.7723398806777118, -0.8656706092901562, 0.10000000149011612, -2.458407346410208]	[1.0036125751232665, -0.9779779590224558, 0.10000000149011612, -2.2584073464102077]	Left	[0]	0
5016	[1.042250799501066, -1.0097126028195875, 0.10000000149011612, -2.0584073464102075]	[0.7723398806777118, -0.8656706092901562, 0.10000000149011612, -2.2584073464102077]	Right	[-24.89068202556203, 4.8882568206406205]	0.24
5017	[0.7900139852607408, -1.1091611142943312, 0.10000000149011612, -2.658407346410208]	[0.7717991839245057, -0.8016416498497507, 0.10000000149011612, -2.458407346410208]	Right	[-27.507163323782194, 5.138762184693013]	0.24
5018	[0.9296158433925858, -0.9955331194773134, 0.10000000149011612, -2.658407346410208]	[0.7717991839245057, -0.8016416498497507, 0.10000000149011612, -2.458407346410208]	Right	[-384.0000000000002, 19.200000000000006]	0.24
5019	[0.9146452225755869, -1.072187411675165, 0.10000000149011612, -2.658407346410208]	[0.7717991839245057, -0.8016416498497507, 0.10000000149011612, -2.458407346410208]	Right	[-70.58823529411767, 8.231932086840425]	0.24
5020	[0.8217247866928357, -0.8950835082869011, 0.10000000149011612, -2.658407346410208]	[0.9146452225755869, -1.072187411675165, 0.10000000149011612, -2.658407346410208]	Left	[-85.53141100464944, 9.06146536518589]	0.24
5021	[0.7984946777221479, -0.8508075324398352, 0.10000000149011612, -2.658407346410208]	[0.9146452225755869, -1.072187411675165, 0.10000000149011612, -2.658407346410208]	Left	[-306.7157914643421, 17.159462689891207]	0.24
5022	[0.9445462846213784, -1.0000353050632738, 0.10000000149011612, -2.458407346410208]	[0.7984946777221479, -0.8508075324398352, 0.10000000149011612, -2.658407346410208]	Right	[-157.37704918032784, 12.291540473558012]	0.24
5023	[0.9296158433925858, -0.9955331194773134, 0.10000000149011612, -2.2584073464102077]	[0.7717991839245057, -0.8016416498497507, 0.10000000149011612, -2.458407346410208]	Right	[-384.0000000000002, 19.200000000000006]	0.24
5024	[1.007713127996817, -0.9964354151304866, 0.10000000149011612, -2.2584073464102077]	[0.7717991839245057, -0.8016416498497507, 0.10000000149011612, -2.458407346410208]	Right	[-70.58823529411764, 8.231932086840423]	0.24
5025	[0.8330736254361112, -0.8756679508285735, 0.10000000149011612, -2.658407346410208]	[0.8889567250758961, -1.0677020081586468, 0.10000000149011612, -2.858407346410208]	Left	[-266.6666666666665, 15.999999999999995]	0.24
5026	[0.9791252323353417, -1.024895723452012, 0.10000000149011612, -2.658407346410208]	[0.8330736254361112, -0.8756679508285735, 0.10000000149011612, -2.658407346410208]	Right	[-96.35905589130196, 9.61793603927838]	0.24
5027	[0.7976528447584584, -0.8942520380051237, 0.10000000149011612, -2.658407346410208]	[0.9791252323353417, -1.024895723452012, 0.10000000149011612, -2.658407346410208]	Left	[-600.0000000000023, 24.000000000000046]	0.24
5028	[0.8905732806412097, -1.0713559413933875, 0.10000000149011612, -2.858407346410208]	[0.7976528447584584, -0.8942520380051237, 0.10000000149011612, -2.658407346410208]	Right	[-95.99999999999997, 9.6]	0.24
5029	[0.8783296232905006, -0.8145484398388605, 0.10000000149011612, -3.0584073464102084]	[0.8905732806412097, -1.0713559413933875, 0.10000000149011612, -2.858407346410208]	Left	[-74.64191616637314, 8.465000857632456]	0.24
5030	[0.8346901810014248, -0.8793218840633142, 0.10000000149011612, -3.0584073464102084]	[0.8905732806412097, -1.0713559413933875, 0.10000000149011612, -2.858407346410208]	Left	[-602.0040063581044, 24.040046715923417]	0.24
5031	[0.8783296232905006, -0.8145484398388605, 0.10000000149011612, -2.658407346410208]	[0.8905732806412097, -1.0713559413933875, 0.10000000149011612, -2.858407346410208]	Left	[-74.64191616637314, 8.465000857632456]	0.24
5032	[0.8207194060914785, -0.831313369730796, 0.10000000149011612, -2.658407346410208]	[0.8905732806412097, -1.0713559413933875, 0.10000000149011612, -2.858407346410208]	Left	[-213.64942928409394, 14.32143331209311]	0.24
5033	[0.8862047964525904, -0.847791820063748, 0.10000000149011612, -2.858407346410208]	[0.9791252323353417, -1.024895723452012, 0.10000000149011612, -2.658407346410208]	Left	[-266.66666666666544, 15.999999999999963]	0.24
5034	[0.9393359674690696, -0.8199156892989227, 0.10000000149011612, -2.858407346410208]	[0.9791252323353417, -1.024895723452012, 0.10000000149011612, -2.658407346410208]	Left	[-66.6666666666666, 7.999999999999996]	0.24
5035	[0.8906838426351331, -0.8589030209366381, 0.10000000149011612, -2.858407346410208]	[0.8889567250758961, -1.0677020081586468, 0.10000000149011612, -2.858407346410208]	Left	[-66.6666666666667, 8.000000000000002]	0.24
5036	[0.8627422928152407, -0.7628859922716014, 0.10000000149011612, -2.858407346410208]	[0.8889567250758961, -1.0677020081586468, 0.10000000149011612, -2.858407346410208]	Left	[-39.34426229508198, 6.145770236779008]	0.24
5037	[0.8749859501659498, -1.0196934938261284, 0.10000000149011612, -2.658407346410208]	[0.8627422928152407, -0.7628859922716014, 0.10000000149011612, -2.858407346410208]	Right	[-383.99999999999864, 19.199999999999967]	0.24
5038	[0.8191028505261649, -0.8276594364960552, 0.10000000149011612, -2.858407346410208]	[0.8889567250758961, -1.0677020081586468, 0.10000000149011612, -2.858407346410208]	Left	[-157.37704918032833, 12.291540473558031]	0.24
5039	[0.7754634082370891, -0.892432880720509, 0.10000000149011612, -2.858407346410208]	[0.8889567250758961, -1.0677020081586468, 0.10000000149011612, -2.858407346410208]	Left	[-7.788445287802241e+31, 8646911284551352.0]	0.24
5040	[1.7217116523109501, -0.4878724287606464, 0.0020500000937317964, -1.4584073464102074]	[1.4849203577835126, -0.3265346376637669, 0.10000000149011612, -1.6584073464102074]	Right	[-11.866501854140912, 3.3751802588862234]	0.24
5041	[1.4168751996048075, -0.4618967266231547, 0.10000000149011612, -1.6584073464102074]	[1.7217116523109501, -0.4878724287606464, 0.0020500000937317964, -1.4584073464102074]	Left	[-41.82452761157591, 6.336524797324861]	0.24
5042	[1.4934763562508937, -0.6947749411484334, 0.10000000149011612, -1.6584073464102074]	[1.7217116523109501, -0.4878724287606464, 0.0020500000937317964, -1.4584073464102074]	Left	[-7.075778018585045, 2.6062898721826095]	0.24
5043	[1.4437918060692205, -0.7003825674951862, 0.10000000149011612, -1.4584073464102074]	[1.7217116523109501, -0.4878724287606464, 0.0020500000937317964, -1.4584073464102074]	Left	[-6.786666601220136, 2.5524889690596764]	0.24
5044	[1.718009638172649, -0.9008933665971196, 0.0020500000937317964, -1.6584073464102074]	[1.4437918060692205, -0.7003825674951862, 0.10000000149011612, -1.4584073464102074]	Right	[-5.62719812426729, 2.3242440059719627]	0.24
5045	[1.4742184249700558, -0.8192487442071074, 0.10000000149011612, -1.4584073464102074]	[1.718009638172649, -0.9008933665971196, 0.0020500000937317964, -1.6584073464102074]	Left	[-63.76641467938027, 7.8240499801704395]	0.24
5046	[1.7484362570734844, -1.0197595433090407, 0.0020500000937317964, -1.6584073464102074]	[1.4742184249700558, -0.8192487442071074, 0.10000000149011612, -1.4584073464102074]	Right	[-63.76641467938027, 7.8240499801704395]	0.24
5047	[1.4567186282821663, -1.0184816659742755, 0.10000000149011612, -1.8584073464102073]	[1.718009638172649, -0.9008933665971196, 0.0020500000937317964, -1.6584073464102074]	Left	[-9.471739464342663, 3.0154385892882907]	0.24
5048	[1.7614156418089013, -1.0460448651334553, 0.0020500000937317964, -1.6584073464102074]	[1.4567186282821663, -1.0184816659742755, 0.10000000149011612, -1.8584073464102073]	Right	[-41.82452761157593, 6.336524797324863]	0.24
5049	[1.4069103978403743, -1.0141067168023032, 0.10000000149011612, -1.8584073464102073]	[1.718009638172649, -0.9008933665971196, 0.0020500000937317964, -1.6584073464102074]	Left	[-9.620869577644362, 3.039084532312089]	0.24
5050	[1.748628258775363, -0.7263582696326779, 0.0020500000937317964, -1.6584073464102074]	[1.4437918060692205, -0.7003825674951862, 0.10000000149011612, -1.4584073464102074]	Right	[-16.66666666666666, 3.9999999999999996]	0.24
5051	[1.7531143598527652, -0.7661059097780165, 0.0020500000937317964, -1.6584073464102074]	[1.4437918060692205, -0.7003825674951862, 0.10000000149011612, -1.4584073464102074]	Right	[-12.244897959183671, 3.428571428571428]	0.24
5052	[1.4236043512209107, -0.5215181868411626, 0.10000000149011612, -1.2584073464102075]	[1.7217116523109501, -0.4878724287606464, 0.0020500000937317964, -1.4584073464102074]	Left	[-22.978470763584532, 4.6967363065261765]	0.24
5053	[1.7398182603856074, -0.5244785332365884, 0.0020500000937317964, -1.4584073464102074]	[1.4236043512209107, -0.5215181868411626, 0.10000000149011612, -1.2584073464102075]	Right	[-575.5892108881828, 23.50671483752367]	0.24
5054	[1.484666357861138, -0.49289520475234405, 0.10000000149011612, -1.4584073464102074]	[1.7398182603856074, -0.5244785332365884, 0.0020500000937317964, -1.4584073464102074]	Left	[-211.0890459214141, 14.235360342631218]	0.24
5055	[1.5268536797157544, -0.4205644016309649, 0.10000000149011612, -1.4584073464102074]	[1.7960195981157874, -0.21332128745858336, 0.0020500000937317964, -1.6584073464102074]	Left	[-7.5803685749527245, 2.6976200310560072]	0.24
5056	[1.7368071331359527, -0.4975029966073006, 0.0020500000937317964, -1.2584073464102075]	[1.5268536797157544, -0.4205644016309649, 0.10000000149011612, -1.4584073464102074]	Right	[-11.392581744251796, 3.3070951716698027]	0.24
5057	[1.469766483167803, -0.6467989820341973, 0.10000000149011612, -1.0584073464102075]	[1.7368071331359527, -0.4975029966073006, 0.0020500000937317964, -1.2584073464102075]	Left	[-17.633757855042685, 4.114414604878922]	0.24
5058	[1.4513265109690978, -0.5897028576008263, 0.10000000149011612, -1.2584073464102075]	[1.7368071331359527, -0.4975029966073006, 0.0020500000937317964, -1.2584073464102075]	Left	[-27.97841074527812, 5.182593396695037]	0.24
5059	[1.4943531127660765, -0.7229271479453585, 0.10000000149011612, -1.2584073464102075]	[1.7368071331359527, -0.4975029966073006, 0.0020500000937317964, -1.2584073464102075]	Left	[-10.380677029394656, 3.156810090616613]	0.24
5060	[1.5066464275652134, -0.7609912309009392, 0.10000000149011612, -1.2584073464102075]	[1.7368071331359527, -0.4975029966073006, 0.0020500000937317964, -1.2584073464102075]	Left	[-8.254602260696329, 2.815034310673402]	0.24
5061	[1.82286033672991, -0.7639515772963651, 0.0020500000937317964, -1.4584073464102074]	[1.5066464275652134, -0.7609912309009392, 0.10000000149011612, -1.2584073464102075]	Right	[-12.244897959183671, 3.428571428571428]	0.24
5062	[1.7998668626337078, -0.8554463867064473, 0.0020500000937317964, -1.4584073464102074]	[1.5066464275652134, -0.7609912309009392, 0.10000000149011612, -1.2584073464102075]	Right	[-7.2672218016654035, 2.641312728474004]	0.24
5063	[1.7277001293409584, -0.794684864294207, 0.0020500000937317964, -1.2584073464102075]	[1.5066464275652134, -0.7609912309009392, 0.10000000149011612, -1.2584073464102075]	Right	[-10.859728506787329, 3.2288294111822995]	0.24
5064	[1.4606594793728087, -0.9439808497211037, 0.10000000149011612, -1.0584073464102075]	[1.7277001293409584, -0.794684864294207, 0.0020500000937317964, -1.2584073464102075]	Left	[-26.966292134831445, 5.087989824030526]	0.24
5065	[1.8351536515290467, -0.8020156602519458, 0.0020500000937317964, -1.2584073464102075]	[1.5066464275652134, -0.7609912309009392, 0.10000000149011612, -1.2584073464102075]	Right	[-9.374999999999995, 2.999999999999999]	0.24
5066	[1.7522867589392321, -0.8708130302053683, 0.0020500000937317964, -1.4584073464102074]	[1.5066464275652134, -0.7609912309009392, 0.10000000149011612, -1.2584073464102075]	Right	[-6.876790830945561, 2.5693810923465086]	0.24
5067	[1.4609086094652959, -0.9640802485038923, 0.10000000149011612, -1.4584073464102074]	[1.7522867589392321, -0.8708130302053683, 0.0020500000937317964, -1.4584073464102074]	Left	[-22.151922135626947, 4.611490567072849]	0.24
5068	[1.4799745390442551, -1.1330077191215813, 0.10000000149011612, -1.6584073464102074]	[1.7522867589392321, -0.8708130302053683, 0.0020500000937317964, -1.4584073464102074]	Left	[-6.901129813417177, 2.573923973407235]	0.24
5069	[1.4474503062330895, -0.8448373280678766, 0.10000000149011612, -1.4584073464102074]	[1.7522867589392321, -0.8708130302053683, 0.0020500000937317964, -1.4584073464102074]	Left	[-91.13045514780556, 9.353354314998088]	0.24
5070	[1.5150792607243715, -0.9982202623024782, 0.10000000149011612, -1.4584073464102074]	[1.7522867589392321, -0.8708130302053683, 0.0020500000937317964, -1.4584073464102074]	Left	[-17.03676494385716, 4.044167942371196]	0.24
5071	[1.7567728600166344, -0.9105606703507069, 0.0020500000937317964, -1.2584073464102075]	[1.5150792607243715, -0.9982202623024782, 0.10000000149011612, -1.4584073464102074]	Right	[-599.9999999999991, 23.999999999999982]	0.24
