i	f_sup	f_swg	f_swg_id	traj_params	h_max
819	[2.2584275434363645, 2.7932852264833397, 0.0020500000937317964, 0.37079632679489677]	[2.132036734908514, 2.4670562217647585, 0.0020500000937317964, 0.17079632679489676]	Right	[-5.440301618325007, 2.285320448775621]	0.24
820	[2.563385971827995, 2.643617738521168, 0.0020500000937317964, 0.37079632679489677]	[2.2584275434363645, 2.7932852264833397, 0.0020500000937317964, 0.37079632679489677]	Left	[-4.4191543322814315, 2.059705842830518]	0.24
821	[1.8633140819645506, 2.523519801130208, 0.0020500000937317964, 0.37079632679489677]	[1.7680185973857847, 2.2718875881309613, 0.0020500000937317964, 0.37079632679489677]	Right	[-10.0223623536812, 3.1018491032824196]	0.24
822	[1.282369991590492, 2.150917353700714, 0.0020500000937317964, 0.37079632679489677]	[1.098576644374601, 2.347691349744853, 0.0020500000937317964, 0.37079632679489677]	Left	[-10.86478105931987, 3.229580439770323]	0.24
823	[1.1177403200894562, 2.4087876142222813, 0.0020500000937317964, 0.17079632679489676]	[1.282369991590492, 2.150917353700714, 0.0020500000937317964, 0.37079632679489677]	Right	[-234.1463414634137, 14.992681141306152]	0.24
824	[1.3868855437118623, 2.201517624592222, 0.0020500000937317964, 0.37079632679489677]	[1.1177403200894562, 2.4087876142222813, 0.0020500000937317964, 0.17079632679489676]	Left	[-71.19608205539366, 8.267299363950595]	0.24
825	[0.10167277182358186, 2.4785368803783583, 0.0020500000937317964, 0.17079632679489676]	[0.1528873313156856, 2.1769128281278296, 0.0020500000937317964, -0.029203673205103253]	Right	[-82.75862068965563, 8.913376232498514]	0.24
826	[0.20329154134794974, 2.242372476455258, 0.0020500000937317964, -0.029203673205103253]	[0.10167277182358186, 2.4785368803783583, 0.0020500000937317964, 0.17079632679489676]	Left	[-140.64800745666025, 11.619900479711255]	0.24
827	[0.44195332673788257, 2.535528667238413, 0.0020500000937317964, 0.17079632679489676]	[0.20329154134794974, 2.242372476455258, 0.0020500000937317964, -0.029203673205103253]	Right	[-8.064589307708669, 2.7824459986494476]	0.24
828	[0.7110985503602887, 2.328258677608354, 0.0020500000937317964, 0.17079632679489676]	[0.44195332673788257, 2.535528667238413, 0.0020500000937317964, 0.17079632679489676]	Left	[-3.619303583478171, 1.864009506450824]	0.24
829	[0.8065697268336128, 2.5984165101115027, 0.0020500000937317964, 0.37079632679489677]	[0.7110985503602887, 2.328258677608354, 0.0020500000937317964, 0.17079632679489676]	Right	[-7.012417823228631, 2.5945945945945943]	0.24
830	[1.0457625252120266, 2.369534869948069, 0.0020500000937317964, 0.5707963267948968]	[0.8065697268336128, 2.5984165101115027, 0.0020500000937317964, 0.37079632679489677]	Left	[-8.442997008952668, 2.846976840192867]	0.24
831	[0.2705658381057622, 2.490513905877557, 0.0020500000937317964, -0.22920367320510326]	[0.20329154134794974, 2.242372476455258, 0.0020500000937317964, -0.029203673205103253]	Right	[-33.48644431190435, 5.669831261989035]	0.24
832	[0.44195332673788257, 2.535528667238413, 0.0020500000937317964, -0.22920367320510326]	[0.20329154134794974, 2.242372476455258, 0.0020500000937317964, -0.029203673205103253]	Right	[-8.064589307708669, 2.7824459986494476]	0.24
833	[-0.10740043847137289, 2.4018252446016444, 0.0020500000937317964, 0.17079632679489676]	[-0.00578166894700502, 2.1656608406785436, 0.0020500000937317964, 0.17079632679489676]	Right	[-100.07890200295391, 9.801823601903665]	0.24
834	[-0.5802015498925206, 2.573351299857117, 0.0020500000937317964, 0.17079632679489676]	[-0.7274417348936535, 2.327545832218921, 0.0020500000937317964, -0.029203673205103253]	Right	[-43.438914027149316, 6.457658822364599]	0.24
835	[-0.4785827803681527, 2.3371868959340167, 0.0020500000937317964, 0.17079632679489676]	[-0.5802015498925206, 2.573351299857117, 0.0020500000937317964, 0.17079632679489676]	Left	[-15.477947068823864, 3.854715188709914]	0.24
836	[-0.4306664340236023, 2.294713095150603, 0.0020500000937317964, -0.029203673205103253]	[-0.5802015498925206, 2.573351299857117, 0.0020500000937317964, 0.17079632679489676]	Left	[-10.767936980733667, 3.2151546621436924]	0.24
837	[-0.5292114070224483, 2.277716380860579, 0.0020500000937317964, 0.37079632679489677]	[-0.5802015498925206, 2.573351299857117, 0.0020500000937317964, 0.17079632679489676]	Left	[-22.97847076358455, 4.696736306526178]	0.24
838	[-0.5074332613300387, 2.6080581922774813, 0.0020500000937317964, 0.17079632679489676]	[-0.5292114070224483, 2.277716380860579, 0.0020500000937317964, 0.37079632679489677]	Right	[-147.69702941202047, 11.907524857649454]	0.24
839	[-0.5377097641674603, 2.326988867360002, 0.0020500000937317964, 0.37079632679489677]	[-0.5802015498925206, 2.573351299857117, 0.0020500000937317964, 0.17079632679489676]	Left	[-26.667754914409482, 5.059747495461913]	0.24
840	[-0.5542589699047614, 2.535138149822048, 0.0020500000937317964, 0.37079632679489677]	[-0.5377097641674603, 2.326988867360002, 0.0020500000937317964, 0.37079632679489677]	Right	[-450.0149857752265, 20.784955769599737]	0.24
841	[-0.5195918764436266, 2.280386913061641, 0.0020500000937317964, 0.5707963267948968]	[-0.5542589699047614, 2.535138149822048, 0.0020500000937317964, 0.37079632679489677]	Left	[-384.00000000000273, 19.200000000000067]	0.24
842	[-1.1775375071857632, 2.4400843440343074, 0.0020500000937317964, 0.5707963267948968]	[-1.0129078356847276, 2.18221408351274, 0.0020500000937317964, 0.37079632679489677]	Right	[-58.536585365853675, 7.496340570653093]	0.24
843	[-0.8219084889195051, 2.3119125789416106, 0.0020500000937317964, 0.7707963267948967]	[-1.1775375071857632, 2.4400843440343074, 0.0020500000937317964, 0.5707963267948968]	Left	[-18.010429102893546, 4.158126012854566]	0.24
844	[-1.0102933657071735, 2.451459630452214, 0.0020500000937317964, 0.5707963267948968]	[-1.0129078356847276, 2.18221408351274, 0.0020500000937317964, 0.37079632679489677]	Right	[-15.973377703826975, 3.9159216789504225]	0.24
845	[-0.7640555754659419, 2.253048565596659, 0.0020500000937317964, 0.5707963267948968]	[-1.0102933657071735, 2.451459630452214, 0.0020500000937317964, 0.5707963267948968]	Left	[-14.340136112023668, 3.7103275687656905]	0.24
846	[-0.8083403293532784, 2.5811321838605674, 0.0020500000937317964, 0.7707963267948967]	[-0.7640555754659419, 2.253048565596659, 0.0020500000937317964, 0.5707963267948968]	Right	[-16.66666666666666, 3.999999999999999]	0.24
847	[-0.5993283165491288, 2.3659253565907106, 0.0020500000937317964, 0.5707963267948968]	[-0.8083403293532784, 2.5811321838605674, 0.0020500000937317964, 0.7707963267948967]	Left	[-24.07448659673164, 4.807442889194044]	0.24
848	[-0.6165979551430583, 2.6519354256142242, 0.0020500000937317964, 0.37079632679489677]	[-0.5993283165491288, 2.3659253565907106, 0.0020500000937317964, 0.5707963267948968]	Right	[-22.97847076358458, 4.696736306526181]	0.24
849	[-0.7237530119747173, 2.338346299306505, 0.0020500000937317964, 0.7707963267948967]	[-1.0102933657071735, 2.451459630452214, 0.0020500000937317964, 0.5707963267948968]	Left	[-8.889894691291271, 2.9213522388852087]	0.24
850	[-0.9758063902328383, 2.5117507240155317, 0.0020500000937317964, 0.7707963267948967]	[-0.7237530119747173, 2.338346299306505, 0.0020500000937317964, 0.7707963267948967]	Right	[-198.98981822056308, 13.82136843773946]	0.24
851	[-0.671473147456515, 2.5285220489854754, 0.0020500000937317964, 0.5707963267948968]	[-0.9758063902328383, 2.5117507240155317, 0.0020500000937317964, 0.7707963267948967]	Left	[-24.678663239074538, 4.86739321500858]	0.24
852	[-0.7585883474420756, 2.374214103851481, 0.0020500000937317964, 0.7707963267948967]	[-0.9758063902328383, 2.5117507240155317, 0.0020500000937317964, 0.7707963267948967]	Left	[-384.00000000000057, 19.200000000000014]	0.24
853	[-0.8384762638843112, 2.714828138803828, 0.0020500000937317964, 0.5707963267948968]	[-0.7585883474420756, 2.374214103851481, 0.0020500000937317964, 0.7707963267948967]	Right	[-15.973377703826927, 3.9159216789504168]	0.24
854	[-0.48284724561805303, 2.586656373711131, 0.0020500000937317964, 0.7707963267948967]	[-0.8384762638843112, 2.714828138803828, 0.0020500000937317964, 0.5707963267948968]	Left	[-7.923088385145186, 2.757927636784435]	0.24
855	[-0.6488178929682313, 2.843665603541818, 0.0020500000937317964, 0.5707963267948968]	[-0.48284724561805303, 2.586656373711131, 0.0020500000937317964, 0.7707963267948967]	Right	[-18.26157770500681, 4.187017386733251]	0.24
856	[-0.2931888747019732, 2.715493838449121, 0.0020500000937317964, 0.7707963267948967]	[-0.6488178929682313, 2.843665603541818, 0.0020500000937317964, 0.5707963267948968]	Left	[-18.26157770500681, 4.187017386733251]	0.24
857	[-0.47557158202537764, 2.8171626540681958, 0.0020500000937317964, 0.5707963267948968]	[-0.2931888747019732, 2.715493838449121, 0.0020500000937317964, 0.7707963267948967]	Right	[-31.25336687260608, 5.477520625036645]	0.24
858	[-0.24970518297864414, 2.7245107799281563, 0.0020500000937317964, 0.7707963267948967]	[-0.47557158202537764, 2.8171626540681958, 0.0020500000937317964, 0.5707963267948968]	Left	[-486.7816769326571, 21.617363619446078]	0.24
859	[-0.3890465248480772, 2.867981998108061, 0.0020500000937317964, 0.5707963267948968]	[-0.24970518297864414, 2.7245107799281563, 0.0020500000937317964, 0.7707963267948967]	Right	[-95.34032836785951, 9.566959560547183]	0.24
860	[-0.10914989521452972, 2.6911830254872315, 0.0020500000937317964, 0.7707963267948967]	[-0.3890465248480772, 2.867981998108061, 0.0020500000937317964, 0.5707963267948968]	Left	[-46.006695211145335, 6.645782677961981]	0.24
861	[-0.36120327347265074, 2.8645874501962583, 0.0020500000937317964, 0.7707963267948967]	[-0.10914989521452972, 2.6911830254872315, 0.0020500000937317964, 0.7707963267948967]	Right	[-1220.1793215307882, 34.22531444223058]	0.24
862	[-0.17882056614924627, 2.7629186345771837, 0.0020500000937317964, 0.9707963267948967]	[-0.36120327347265074, 2.8645874501962583, 0.0020500000937317964, 0.7707963267948967]	Left	[-96.0000000000002, 9.60000000000001]	0.24
863	[-0.37776623753488403, 2.82632699236161, 0.0020500000937317964, 0.9707963267948967]	[-0.17882056614924627, 2.7629186345771837, 0.0020500000937317964, 0.9707963267948967]	Right	[-552.2972535395504, 23.02618864245597]	0.24
864	[-0.15623486721344482, 2.795932059173571, 0.0020500000937317964, 0.7707963267948967]	[-0.37776623753488403, 2.82632699236161, 0.0020500000937317964, 0.9707963267948967]	Left	[-599.9999999999941, 23.999999999999883]	0.24
865	[-0.000297784181122418, 2.8467614417723257, 0.0020500000937317964, 0.7707963267948967]	[-0.37776623753488403, 2.82632699236161, 0.0020500000937317964, 0.9707963267948967]	Left	[-24.67866323907452, 4.867393215008578]	0.24
866	[-0.21269911455294835, 2.713398497682603, 0.0020500000937317964, 1.1707963267948966]	[-0.37776623753488403, 2.82632699236161, 0.0020500000937317964, 0.9707963267948967]	Left	[-266.6666666666662, 15.999999999999986]	0.24
867	[-0.37354621281500633, 2.846545825784506, 0.0020500000937317964, 1.1707963267948966]	[-0.21269911455294835, 2.713398497682603, 0.0020500000937317964, 1.1707963267948966]	Right	[-2250.2997454506312, 46.47889580909389]	0.24
868	[-0.10433913008342, 2.8412973396076318, 0.0020500000937317964, 1.3707963267948966]	[-0.37354621281500633, 2.846545825784506, 0.0020500000937317964, 1.1707963267948966]	Left	[-34.16370106761572, 5.726879868210184]	0.24
869	[-0.3612759343914341, 2.8321606776359225, 0.0020500000937317964, 1.3707963267948966]	[-0.10433913008342, 2.8412973396076318, 0.0020500000937317964, 1.3707963267948966]	Right	[-2685.373126179798, 50.77359748070454]	0.24
870	[-0.3612759343914341, 2.8321606776359225, 0.0020500000937317964, 1.5707963267948966]	[-0.10433913008342, 2.8412973396076318, 0.0020500000937317964, 1.3707963267948966]	Right	[-2685.373126179798, 50.77359748070454]	0.24
871	[-0.07386281407562179, 2.784983982732084, 0.0020500000937317964, 0.9707963267948967]	[-0.37354621281500633, 2.846545825784506, 0.0020500000937317964, 1.1707963267948966]	Left	[-39.34426229508194, 6.145770236779005]	0.24
872	[-0.2728084854612596, 2.8483923405165106, 0.0020500000937317964, 0.9707963267948967]	[-0.07386281407562179, 2.784983982732084, 0.0020500000937317964, 0.9707963267948967]	Right	[-94.567311574607, 9.5280963005011]	0.24
873	[-0.032596033330137886, 2.7567518590623323, 0.0020500000937317964, 0.7707963267948967]	[-0.2728084854612596, 2.8483923405165106, 0.0020500000937317964, 0.9707963267948967]	Left	[-383.99999999999983, 19.199999999999996]	0.24
874	[-0.07386281407562179, 2.784983982732084, 0.0020500000937317964, 1.1707963267948966]	[-0.2728084854612596, 2.8483923405165106, 0.0020500000937317964, 0.9707963267948967]	Left	[0]	0
875	[-0.28144011341471786, 2.8076039915536413, 0.0020500000937317964, 0.9707963267948967]	[-0.07386281407562179, 2.784983982732084, 0.0020500000937317964, 1.1707963267948966]	Right	[-552.2972535395492, 23.026188642455946]	0.24
876	[-0.06647458173384, 2.7072317221677515, 0.0020500000937317964, 1.1707963267948966]	[-0.2728084854612596, 2.8483923405165106, 0.0020500000937317964, 0.9707963267948967]	Left	[-157.3770491803273, 12.291540473557992]	0.24
877	[-0.09722791461414082, 2.729720323091911, 0.0020500000937317964, 1.3707963267948966]	[-0.37354621281500633, 2.846545825784506, 0.0020500000937317964, 1.1707963267948966]	Left	[-70.58823529411765, 8.231932086840425]	0.24
878	[-0.28132107033468545, 2.8282581839213976, 0.0020500000937317964, 1.5707963267948966]	[-0.09722791461414082, 2.729720323091911, 0.0020500000937317964, 1.3707963267948966]	Right	[-108.59833234855945, 10.210504348689984]	0.24
879	[-0.03132107033468545, 2.7682581839213976, 0.0020500000937317964, 1.3707963267948966]	[-0.28132107033468545, 2.8282581839213976, 0.0020500000937317964, 1.5707963267948966]	Left	[-164.69719586225426, 12.574152378103427]	0.24
880	[0.018678929665314536, 2.8282581839213976, 0.0020500000937317964, 1.7707963267948965]	[-0.28132107033468545, 2.8282581839213976, 0.0020500000937317964, 1.5707963267948966]	Left	[-41.47924212122714, 6.310314765237789]	0.24
881	[-0.2753410436870579, 2.7686573846828795, 0.0020500000937317964, 1.5707963267948966]	[0.018678929665314536, 2.8282581839213976, 0.0020500000937317964, 1.7707963267948965]	Right	[-267.55733615916057, 16.0266978106157]	0.24
882	[-0.3541647189221549, 2.7205836611202017, 0.0020500000937317964, 1.5707963267948966]	[-0.09722791461414082, 2.729720323091911, 0.0020500000937317964, 1.3707963267948966]	Right	[-59.105623922467686, 7.532688694322166]	0.24
883	[-0.1041647189221549, 2.7805836611202017, 0.0020500000937317964, 1.3707963267948966]	[-0.3541647189221549, 2.7205836611202017, 0.0020500000937317964, 1.5707963267948966]	Left	[-364.2989448460557, 18.700988932465936]	0.24
884	[-0.05416471892215491, 2.860583661120202, 0.0020500000937317964, 1.5707963267948966]	[-0.3541647189221549, 2.7205836611202017, 0.0020500000937317964, 1.5707963267948966]	Left	[-50.58048465839701, 6.968304332623621]	0.24
885	[-0.3541647189221549, 2.860583661120202, 0.0020500000937317964, 1.5707963267948966]	[-0.05416471892215491, 2.860583661120202, 0.0020500000937317964, 1.5707963267948966]	Right	[-48.979591836734606, 6.8571428571428505]	0.24
886	[-0.1541647189221549, 2.8005836611202017, 0.0020500000937317964, 1.7707963267948965]	[-0.3541647189221549, 2.860583661120202, 0.0020500000937317964, 1.5707963267948966]	Left	[-70.58823529411764, 8.231932086840423]	0.24
887	[-0.1541647189221549, 2.860583661120202, 0.0020500000937317964, 1.7707963267948965]	[-0.3541647189221549, 2.860583661120202, 0.0020500000937317964, 1.5707963267948966]	Left	[-96.00000000000004, 9.600000000000001]	0.24
888	[-0.3501780344904032, 2.8208497949611897, 0.0020500000937317964, 1.9707963267948965]	[-0.1541647189221549, 2.860583661120202, 0.0020500000937317964, 1.7707963267948965]	Right	[-602.0040063581114, 24.040046715923555]	0.24
889	[-0.1041647189221549, 2.860583661120202, 0.0020500000937317964, 1.7707963267948965]	[-0.3541647189221549, 2.860583661120202, 0.0020500000937317964, 1.5707963267948966]	Left	[-384.00000000000017, 19.200000000000003]	0.24
890	[-0.3862645324268237, 2.742178867211209, 0.0020500000937317964, 1.5707963267948966]	[-0.1041647189221549, 2.860583661120202, 0.0020500000937317964, 1.7707963267948965]	Right	[-63.78698020019956, 7.825311558793782]	0.24
891	[-0.1041647189221549, 2.860583661120202, 0.0020500000937317964, 1.5707963267948966]	[-0.3541647189221549, 2.860583661120202, 0.0020500000937317964, 1.5707963267948966]	Left	[-384.00000000000017, 19.200000000000003]	0.24
892	[-0.3541647189221549, 2.8005836611202017, 0.0020500000937317964, 1.7707963267948965]	[-0.1041647189221549, 2.860583661120202, 0.0020500000937317964, 1.5707963267948966]	Right	[-266.6666666666662, 15.999999999999986]	0.24
893	[-0.4041647189221549, 2.860583661120202, 0.0020500000937317964, 1.3707963267948966]	[-0.1041647189221549, 2.860583661120202, 0.0020500000937317964, 1.5707963267948966]	Right	[-384.00000000000017, 19.200000000000003]	0.24
894	[-0.1220649054174861, 2.742178867211209, 0.0020500000937317964, 1.1707963267948966]	[-0.4041647189221549, 2.860583661120202, 0.0020500000937317964, 1.3707963267948966]	Left	[-66.9450843118968, 8.016687653851866]	0.24
895	[-0.22007156320161023, 2.762045800290715, 0.0020500000937317964, 1.1707963267948966]	[-0.4041647189221549, 2.860583661120202, 0.0020500000937317964, 1.3707963267948966]	Left	[-41.47924212122715, 6.3103147652377904]	0.24
896	[-0.09822458572207876, 2.859786856552158, 0.0020500000937317964, 1.3707963267948966]	[-0.4041647189221549, 2.860583661120202, 0.0020500000937317964, 1.3707963267948966]	Left	[-26725.998417077877, 160.17789635400624]	0.24
897	[-0.3061580611380308, 2.8407167280406957, 0.0020500000937317964, 1.1707963267948966]	[-0.09822458572207876, 2.859786856552158, 0.0020500000937317964, 1.3707963267948966]	Right	[-96.00000000000014, 9.600000000000007]	0.24
898	[-0.1220649054174861, 2.742178867211209, 0.0020500000937317964, 1.3707963267948966]	[-0.4041647189221549, 2.860583661120202, 0.0020500000937317964, 1.3707963267948966]	Left	[-66.9450843118968, 8.016687653851866]	0.24
899	[-0.20815140335390656, 2.8208497949611897, 0.0020500000937317964, 1.1707963267948966]	[-0.4041647189221549, 2.860583661120202, 0.0020500000937317964, 1.3707963267948966]	Left	[-77.46926841923158, 8.623833120049479]	0.24
900	[-0.22007156320161023, 2.762045800290715, 0.0020500000937317964, 1.3707963267948966]	[-0.4041647189221549, 2.860583661120202, 0.0020500000937317964, 1.3707963267948966]	Left	[-41.47924212122715, 6.3103147652377904]	0.24
901	[-0.11014474556978243, 2.800982861881683, 0.0020500000937317964, 1.3707963267948966]	[-0.4041647189221549, 2.860583661120202, 0.0020500000937317964, 1.3707963267948966]	Left	[-267.5573361591567, 16.026697810615588]	0.24
902	[-0.35516139003009284, 2.8506501945804485, 0.0020500000937317964, 1.1707963267948966]	[-0.11014474556978243, 2.800982861881683, 0.0020500000937317964, 1.3707963267948966]	Right	[-383.9999999999999, 19.2]	0.24
903	[-0.4041647189221549, 2.860583661120202, 0.0020500000937317964, 1.7707963267948965]	[-0.1041647189221549, 2.860583661120202, 0.0020500000937317964, 1.5707963267948966]	Right	[-384.00000000000017, 19.200000000000003]	0.24
904	[-0.05416471892215491, 2.860583661120202, 0.0020500000937317964, 1.7707963267948965]	[-0.3541647189221549, 2.860583661120202, 0.0020500000937317964, 1.5707963267948966]	Left	[0]	0
905	[-0.1541647189221549, 2.8005836611202017, 0.0020500000937317964, 1.3707963267948966]	[-0.3541647189221549, 2.860583661120202, 0.0020500000937317964, 1.5707963267948966]	Left	[-70.58823529411764, 8.231932086840423]	0.24
906	[-0.05416471892215491, 2.8005836611202017, 0.0020500000937317964, 1.7707963267948965]	[-0.3541647189221549, 2.860583661120202, 0.0020500000937317964, 1.5707963267948966]	Left	[-266.6666666666662, 15.999999999999986]	0.24
907	[-0.1541647189221549, 2.8005836611202017, 0.0020500000937317964, 1.5707963267948966]	[-0.3541647189221549, 2.860583661120202, 0.0020500000937317964, 1.5707963267948966]	Left	[-70.58823529411764, 8.231932086840423]	0.24
908	[-0.3041647189221549, 2.860583661120202, 0.0020500000937317964, 1.7707963267948965]	[-0.05416471892215491, 2.860583661120202, 0.0020500000937317964, 1.5707963267948966]	Right	[-43.43891402714925, 6.4576588223645945]	0.24
909	[-0.04722791461414083, 2.8514469991484925, 0.0020500000937317964, 1.9707963267948965]	[-0.3041647189221549, 2.860583661120202, 0.0020500000937317964, 1.7707963267948965]	Left	[-7294.952229319548, 83.6848501232258]	0.24
910	[-0.32354621281500634, 2.7346214964558975, 0.0020500000937317964, 2.1707963267948966]	[-0.04722791461414083, 2.8514469991484925, 0.0020500000937317964, 1.9707963267948965]	Right	[-59.105623922467686, 7.532688694322166]	0.24
911	[-0.09623124350620291, 2.8415135326087397, 0.0020500000937317964, 1.9707963267948965]	[-0.3041647189221549, 2.860583661120202, 0.0020500000937317964, 1.7707963267948965]	Left	[-450.01498577522455, 20.784955769599694]	0.24
912	[-0.36543832623778927, 2.8362650464318655, 0.0020500000937317964, 2.1707963267948966]	[-0.09623124350620291, 2.8415135326087397, 0.0020500000937317964, 1.9707963267948965]	Right	[-220.90040056166035, 14.56243058487126]	0.24
913	[0.0017754142779212168, 2.8613804656882458, 0.0020500000937317964, 1.7707963267948965]	[-0.3041647189221549, 2.860583661120202, 0.0020500000937317964, 1.7707963267948965]	Left	[-306.7157914643428, 17.159462689891228]	0.24
914	[-0.3041647189221549, 2.860583661120202, 0.0020500000937317964, 1.5707963267948966]	[0.0017754142779212168, 2.8613804656882458, 0.0020500000937317964, 1.7707963267948965]	Right	[0]	0
915	[-0.05416471892215491, 2.8205836611202018, 0.0020500000937317964, 1.5707963267948966]	[-0.3541647189221549, 2.7205836611202017, 0.0020500000937317964, 1.5707963267948966]	Left	[-94.94999527923652, 9.547355417500023]	0.24
916	[-0.3422445590744512, 2.7793876557906763, 0.0020500000937317964, 1.3707963267948966]	[-0.09722791461414082, 2.729720323091911, 0.0020500000937317964, 1.3707963267948966]	Right	[-174.8629635989878, 12.956405560765234]	0.24
917	[-0.09722791461414082, 2.729720323091911, 0.0020500000937317964, 1.1707963267948966]	[-0.3422445590744512, 2.7793876557906763, 0.0020500000937317964, 1.3707963267948966]	Left	[0]	0
918	[-0.15815140335390657, 2.6808497949611896, 0.0020500000937317964, 1.5707963267948966]	[-0.3422445590744512, 2.7793876557906763, 0.0020500000937317964, 1.3707963267948966]	Left	[-157.3770491803281, 12.291540473558022]	0.24
919	[-0.40815140335390654, 2.7808497949611897, 0.0020500000937317964, 1.5707963267948966]	[-0.15815140335390657, 2.6808497949611896, 0.0020500000937317964, 1.5707963267948966]	Right	[-220.90040056166052, 14.562430584871267]	0.24
920	[-0.07736098153463472, 2.8277269808760352, 0.0020500000937317964, 1.1707963267948966]	[-0.3422445590744512, 2.7793876557906763, 0.0020500000937317964, 1.3707963267948966]	Left	[-95.99999999999972, 9.599999999999985]	0.24
921	[-0.15815140335390657, 2.6808497949611896, 0.0020500000937317964, 1.1707963267948966]	[-0.3422445590744512, 2.7793876557906763, 0.0020500000937317964, 1.3707963267948966]	Left	[-157.3770491803281, 12.291540473558022]	0.24
922	[-0.0363044258743751, 2.7785908512226323, 0.0020500000937317964, 1.5707963267948966]	[-0.3422445590744512, 2.7793876557906763, 0.0020500000937317964, 1.3707963267948966]	Left	[-157.37704918032816, 12.291540473558024]	0.24
923	[-0.1462312435062029, 2.739653789631664, 0.0020500000937317964, 1.1707963267948966]	[-0.3422445590744512, 2.7793876557906763, 0.0020500000937317964, 1.3707963267948966]	Left	[-383.9999999999995, 19.19999999999999]	0.24
924	[-0.08530775476643715, 2.7885243177623855, 0.0020500000937317964, 1.1707963267948966]	[-0.3422445590744512, 2.7793876557906763, 0.0020500000937317964, 1.3707963267948966]	Left	[-266.66666666666583, 15.999999999999975]	0.24
925	[-0.06014474556978244, 2.6609828618816835, 0.0020500000937317964, 1.1707963267948966]	[-0.3422445590744512, 2.7793876557906763, 0.0020500000937317964, 1.3707963267948966]	Left	[-157.3770491803285, 12.291540473558038]	0.24
926	[-0.1666460648528041, 2.6939275805671703, 0.0020500000937317964, 0.9707963267948967]	[-0.37354621281500633, 2.846545825784506, 0.0020500000937317964, 1.1707963267948966]	Left	[-383.9999999999995, 19.19999999999999]	0.24
927	[-0.20531088221116656, 2.6356462371182707, 0.0020500000937317964, 0.9707963267948967]	[-0.37776623753488403, 2.82632699236161, 0.0020500000937317964, 0.9707963267948967]	Left	[-56.80473372781084, 7.384615384615397]	0.24
928	[-0.19523262612247247, 2.6075782203655713, 0.0020500000937317964, 0.5707963267948968]	[-0.36120327347265074, 2.8645874501962583, 0.0020500000937317964, 0.7707963267948967]	Left	[-66.66666666666634, 7.9999999999999805]	0.24
929	[-0.13616501050793672, 2.7332565747276263, 0.0020500000937317964, 0.37079632679489677]	[-0.3890465248480772, 2.867981998108061, 0.0020500000937317964, 0.5707963267948968]	Left	[-74.02917851125217, 8.430184539546099]	0.24
930	[-0.08744773716863308, 2.8239573314961537, 0.0020500000937317964, 0.5707963267948968]	[-0.3890465248480772, 2.867981998108061, 0.0020500000937317964, 0.5707963267948968]	Left	[-26.506819252054193, 5.04445700566196]	0.24
931	[-0.36396914935340946, 2.5323032202737386, 0.0020500000937317964, 0.37079632679489677]	[-0.47557158202537764, 2.8171626540681958, 0.0020500000937317964, 0.5707963267948968]	Left	[-24.890682025562064, 4.888256820640624]	0.24
932	[-0.28336402237096003, 2.7028986876934304, 0.0020500000937317964, 0.7707963267948967]	[-0.47557158202537764, 2.8171626540681958, 0.0020500000937317964, 0.5707963267948968]	Left	[-3762.263422638747, 60.09802730317524]	0.24
933	[-0.36396914935340946, 2.5323032202737386, 0.0020500000937317964, 0.5707963267948968]	[-0.47557158202537764, 2.8171626540681958, 0.0020500000937317964, 0.5707963267948968]	Left	[-24.890682025562064, 4.888256820640624]	0.24
934	[-0.40258010272699973, 2.645254538686263, 0.0020500000937317964, 0.5707963267948968]	[-0.6488178929682313, 2.843665603541818, 0.0020500000937317964, 0.5707963267948968]	Left	[-97.19984296466376, 9.659805859647346]	0.24
935	[-0.42649346541983807, 2.8675789662346562, 0.0020500000937317964, 0.37079632679489677]	[-0.40258010272699973, 2.645254538686263, 0.0020500000937317964, 0.5707963267948968]	Right	[-19.2, 4.2932505167995965]	0.24
936	[-0.13965292475204127, 2.764513432570846, 0.0020500000937317964, 0.17079632679489676]	[-0.42649346541983807, 2.8675789662346562, 0.0020500000937317964, 0.37079632679489677]	Left	[-11.517228767472334, 3.325137533512477]	0.24
937	[-0.31778613907683595, 2.5879672404444882, 0.0020500000937317964, 0.37079632679489677]	[-0.42649346541983807, 2.8675789662346562, 0.0020500000937317964, 0.37079632679489677]	Left	[-91.67433888188494, 9.38122408466025]	0.24
938	[-0.6763855721238692, 2.462386843361459, 0.0020500000937317964, 0.37079632679489677]	[-0.8384762638843112, 2.714828138803828, 0.0020500000937317964, 0.5707963267948968]	Left	[-66.062341838821, 7.9636579638548115]	0.24
939	[-0.6546074264314596, 2.792728654778361, 0.0020500000937317964, 0.17079632679489676]	[-0.6763855721238692, 2.462386843361459, 0.0020500000937317964, 0.37079632679489677]	Right	[-24.074486596731592, 4.807442889194039]	0.24
940	[-0.5444902997620797, 2.5072917643558377, 0.0020500000937317964, 0.37079632679489677]	[-0.6546074264314596, 2.792728654778361, 0.0020500000937317964, 0.17079632679489676]	Left	[-49.45187031585927, 6.890123039774028]	0.24
941	[-1.5120338650943859, 2.170593097423775, 0.0020500000937317964, 0.9707963267948967]	[-1.3747574613801885, 1.8857155992192018, 0.0020500000937317964, 0.7707963267948967]	Right	[-12.244897959183676, 3.428571428571429]	0.24
