i	f_sup	f_swg	f_swg_id	traj_params	h_max
0	[-2.4, 1.1, 0.000205, 1.5707963267948966]	[-2.2, 1.1, 0.000205, 1.5707963267948966]	Right	None	None
1	[-2.1999999999999997, 1.1600000000000001, 0.0020500000937317964, 1.7707963267948965]	[-2.4, 1.1, 0.000205, 1.5707963267948966]	Left	[-265.64166661459296, 15.969249998437789]	0.24
2	[-2.5397139194352363, 1.3258145136649673, 0.0020500000937317964, 1.7707963267948965]	[-2.1999999999999997, 1.1600000000000001, 0.0020500000937317964, 1.7707963267948965]	Right	[-13.562338918013504, 3.6083089719429826]	0.24
3	[-2.1, 1.1, 0.0020500000937317964, 1.7707963267948965]	[-2.4, 1.1, 0.000205, 1.5707963267948966]	Left	[-95.63099998125347, 9.581549999062673]	0.24
4	[-2.1, 1.33, 0.0020500000937317964, 1.5707963267948966]	[-2.4, 1.1, 0.000205, 1.5707963267948966]	Left	[-15.203656594793898, 3.82041417244939]	0.24
5	[-2.15, 1.28, 0.0020500000937317964, 1.7707963267948965]	[-2.4, 1.1, 0.000205, 1.5707963267948966]	Left	[-27.401432659384998, 5.128886125617575]	0.24
6	[-2.1999999999999997, 1.2000000000000002, 0.0020500000937317964, 1.5707963267948966]	[-2.4, 1.1, 0.000205, 1.5707963267948966]	Left	[-95.63099998125347, 9.581549999062673]	0.24
7	[-2.1999999999999997, 1.2400000000000002, 0.0020500000937317964, 1.5707963267948966]	[-2.4, 1.1, 0.000205, 1.5707963267948966]	Left	[-48.791326521047694, 6.843964285044767]	0.24
8	[-2.1, 1.2000000000000002, 0.0020500000937317964, 1.7707963267948965]	[-2.4, 1.1, 0.000205, 1.5707963267948966]	Left	[-47.815499990626726, 6.775178978615174]	0.24
9	[-2.405940133200076, 1.1992031954319564, 0.0020500000937317964, 1.9707963267948965]	[-2.1, 1.2000000000000002, 0.0020500000937317964, 1.7707963267948965]	Right	[-96.82623104928773, 9.641240919317681]	0.24
10	[-2.2146167189302197, 1.3886638804094076, 0.0020500000937317964, 2.1707963267948966]	[-2.405940133200076, 1.1992031954319564, 0.0020500000937317964, 1.9707963267948965]	Left	[-19.699964602027414, 4.348789028907509]	0.24
11	[-2.260669768630364, 1.369192963293975, 0.0020500000937317964, 2.1707963267948966]	[-2.405940133200076, 1.1992031954319564, 0.0020500000937317964, 1.9707963267948965]	Left	[-17.63375785504272, 4.114414604878926]	0.24
12	[-2.6099060983143736, 1.3483606319592065, 0.0020500000937317964, 1.9707963267948967]	[-2.260669768630364, 1.369192963293975, 0.0020500000937317964, 2.1707963267948966]	Right	[-15.035225702250912, 3.7991863173791405]	0.24
13	[-2.5460536186330884, 1.3435793310325712, 0.0020500000937317964, 2.370796326794897]	[-2.260669768630364, 1.369192963293975, 0.0020500000937317964, 2.1707963267948966]	Right	[-23.71760788419288, 4.771677228064066]	0.24
14	[-2.6099060983143736, 1.3483606319592065, 0.0020500000937317964, 2.370796326794897]	[-2.260669768630364, 1.369192963293975, 0.0020500000937317964, 2.1707963267948966]	Right	[-15.035225702250912, 3.7991863173791405]	0.24
15	[-2.4439354509641955, 1.6053698617898933, 0.0020500000937317964, 2.570796326794897]	[-2.6099060983143736, 1.3483606319592065, 0.0020500000937317964, 2.370796326794897]	Left	[-10.742359996389817, 3.211333927908187]	0.24
16	[-2.542300365534893, 1.5615025210738276, 0.0020500000937317964, 2.570796326794897]	[-2.6099060983143736, 1.3483606319592065, 0.0020500000937317964, 2.370796326794897]	Left	[-8.254602260696323, 2.815034310673401]	0.24
17	[-2.7681667645816264, 1.4688506469337879, 0.0020500000937317964, 2.370796326794897]	[-2.542300365534893, 1.5615025210738276, 0.0020500000937317964, 2.570796326794897]	Right	[-24.264309794523854, 4.826358606935761]	0.24
18	[-2.635556657351831, 1.652074393288959, 0.0020500000937317964, 2.1707963267948966]	[-2.6099060983143736, 1.3483606319592065, 0.0020500000937317964, 2.370796326794897]	Left	[-4.352516026045857, 2.0441172630267626]	0.24
19	[-2.5658859864171144, 1.7238100023789114, 0.0020500000937317964, 2.1707963267948966]	[-2.6099060983143736, 1.3483606319592065, 0.0020500000937317964, 2.370796326794897]	Left	[-4.385360161949823, 2.0518152342430422]	0.24
20	[-2.5648535173394964, 1.653106862366577, 0.0020500000937317964, 2.1707963267948966]	[-2.6099060983143736, 1.3483606319592065, 0.0020500000937317964, 2.370796326794897]	Left	[-5.544810717851445, 2.307166723307483]	0.24
21	[-2.5013239382361574, 1.6611063985376666, 0.0020500000937317964, 2.570796326794897]	[-2.6099060983143736, 1.3483606319592065, 0.0020500000937317964, 2.370796326794897]	Left	[-6.707288473177242, 2.537517868754849]	0.24
22	[-2.6129263709081254, 1.3762469647432094, 0.0020500000937317964, 2.770796326794897]	[-2.5013239382361574, 1.6611063985376666, 0.0020500000937317964, 2.570796326794897]	Right	[-1220.1793215307741, 34.22531444223038]	0.24
23	[-2.4664145871309238, 1.5875152709664158, 0.0020500000937317964, 2.770796326794897]	[-2.6129263709081254, 1.3762469647432094, 0.0020500000937317964, 2.770796326794897]	Left	[-144.7021632287624, 11.786181599636581]	0.24
24	[-2.594808483184292, 1.4228489190415707, 0.0020500000937317964, 2.570796326794897]	[-2.4664145871309238, 1.5875152709664158, 0.0020500000937317964, 2.770796326794897]	Right	[-384.000000000002, 19.20000000000005]	0.24
25	[-2.8148794072620205, 1.5059195181515628, 0.0020500000937317964, 2.570796326794897]	[-2.5013239382361574, 1.6611063985376666, 0.0020500000937317964, 2.570796326794897]	Right	[-14.362902060456912, 3.7132716003598008]	0.24
26	[-2.7032769745900525, 1.7907789519460202, 0.0020500000937317964, 2.770796326794897]	[-2.8148794072620205, 1.5059195181515628, 0.0020500000937317964, 2.570796326794897]	Left	[-16.66666666666667, 4.000000000000001]	0.24
27	[-2.7198261803273533, 1.5826296694839745, 0.0020500000937317964, 2.770796326794897]	[-2.7032769745900525, 1.7907789519460202, 0.0020500000937317964, 2.770796326794897]	Right	[-64.34504701959777, 7.8594685023106905]	0.24
28	[-2.861723619204481, 1.8523797702070546, 0.0020500000937317964, 2.770796326794897]	[-2.7198261803273533, 1.5826296694839745, 0.0020500000937317964, 2.770796326794897]	Left	[-33.21799307958476, 5.64705882352941]	0.24
29	[-2.629315571706512, 1.6838691260014487, 0.0020500000937317964, 2.370796326794897]	[-2.8148794072620205, 1.5059195181515628, 0.0020500000937317964, 2.570796326794897]	Left	[-56.80473372781062, 7.384615384615382]	0.24
30	[-2.8383275845106617, 1.4686622987315918, 0.0020500000937317964, 2.570796326794897]	[-2.629315571706512, 1.6838691260014487, 0.0020500000937317964, 2.370796326794897]	Right	[-495.37714686624395, 21.807385468955104]	0.24
31	[-2.7256155481219735, 1.498595505260714, 0.0020500000937317964, 2.570796326794897]	[-2.629315571706512, 1.6838691260014487, 0.0020500000937317964, 2.370796326794897]	Right	[-119.67571302402354, 10.718613926392843]	0.24
32	[-2.6129263709081254, 1.3762469647432094, 0.0020500000937317964, 2.370796326794897]	[-2.5013239382361574, 1.6611063985376666, 0.0020500000937317964, 2.570796326794897]	Right	[-1220.1793215307741, 34.22531444223038]	0.24
33	[-2.527372536823406, 1.40482487929871, 0.0020500000937317964, 2.1707963267948966]	[-2.260669768630364, 1.369192963293975, 0.0020500000937317964, 2.1707963267948966]	Right	[-16.83439525014281, 4.020077044054889]	0.24
34	[-2.3549171814996885, 1.5955056345420495, 0.0020500000937317964, 1.9707963267948967]	[-2.527372536823406, 1.40482487929871, 0.0020500000937317964, 2.1707963267948966]	Left	[-15.973377703826948, 3.9159216789504194]	0.24
35	[-2.4639410590525768, 1.666313784661459, 0.0020500000937317964, 1.9707963267948967]	[-2.527372536823406, 1.40482487929871, 0.0020500000937317964, 2.1707963267948966]	Left	[-7.407407407407406, 2.666666666666666]	0.24
36	[-2.3775028804354896, 1.6285190591384366, 0.0020500000937317964, 2.1707963267948966]	[-2.527372536823406, 1.40482487929871, 0.0020500000937317964, 2.1707963267948966]	Left	[-11.866501854140926, 3.3751802588862256]	0.24
37	[-2.617715332566611, 1.5368785776842584, 0.0020500000937317964, 2.1707963267948966]	[-2.3775028804354896, 1.6285190591384366, 0.0020500000937317964, 2.1707963267948966]	Right	[-37.50000000000013, 6.00000000000001]	0.24
38	[-2.582515978465534, 1.8396342637924916, 0.0020500000937317964, 2.370796326794897]	[-2.617715332566611, 1.5368785776842584, 0.0020500000937317964, 2.1707963267948966]	Left	[-11.085450346420322, 3.2622127969468067]	0.24
39	[-2.4865267579883774, 1.6993272092578462, 0.0020500000937317964, 1.9707963267948967]	[-2.617715332566611, 1.5368785776842584, 0.0020500000937317964, 2.1707963267948966]	Left	[-56.804733727810955, 7.384615384615405]	0.24
40	[-2.3814074975616086, 1.7227780320009627, 0.0020500000937317964, 1.9707963267948967]	[-2.527372536823406, 1.40482487929871, 0.0020500000937317964, 2.1707963267948966]	Left	[-6.876790830945561, 2.5693810923465086]	0.24
41	[-2.6577257957624743, 1.6059525293083676, 0.0020500000937317964, 2.1707963267948966]	[-2.3814074975616086, 1.7227780320009627, 0.0020500000937317964, 1.9707963267948967]	Right	[-16.711839780880272, 4.005417105576529]	0.24
42	[-2.4175133436313527, 1.6975930107625459, 0.0020500000937317964, 1.9707963267948967]	[-2.6577257957624743, 1.6059525293083676, 0.0020500000937317964, 2.1707963267948966]	Left	[-495.37714686624304, 21.807385468955083]	0.24
43	[-2.3417072616511123, 1.3856814467444736, 0.0020500000937317964, 1.9707963267948965]	[-2.1, 1.2000000000000002, 0.0020500000937317964, 1.7707963267948965]	Right	[-11.24912672003257, 3.2862138842393067]	0.24
44	[-2.150383847381256, 1.5751421317219247, 0.0020500000937317964, 1.9707963267948965]	[-2.3417072616511123, 1.3856814467444736, 0.0020500000937317964, 1.9707963267948965]	Left	[-6.700628098955839, 2.5362576712545604]	0.24
45	[-2.1114420131503913, 1.4830360323216363, 0.0020500000937317964, 1.7707963267948965]	[-2.3417072616511123, 1.3856814467444736, 0.0020500000937317964, 1.9707963267948965]	Left	[-11.964060671017455, 3.3890261498219156]	0.24
46	[-2.1964368970814, 1.5556712146064922, 0.0020500000937317964, 1.9707963267948965]	[-2.3417072616511123, 1.3856814467444736, 0.0020500000937317964, 1.9707963267948965]	Left	[-7.069110747916566, 2.605061672590479]	0.24
47	[-2.380649095881977, 1.477787546144762, 0.0020500000937317964, 2.1707963267948966]	[-2.1964368970814, 1.5556712146064922, 0.0020500000937317964, 1.9707963267948965]	Right	[-96.00000000000031, 9.600000000000016]	0.24
48	[-2.516268364313111, 1.6701606576499932, 0.0020500000937317964, 1.7707963267948965]	[-2.1964368970814, 1.5556712146064922, 0.0020500000937317964, 1.9707963267948965]	Right	[-8.617594254937165, 2.876263285017503]	0.24
49	[-2.1999999999999997, 1.1600000000000001, 0.0020500000937317964, 1.5707963267948966]	[-2.4, 1.1, 0.000205, 1.5707963267948966]	Left	[-265.64166661459296, 15.969249998437789]	0.24
50	[-2.4, 1.34, 0.0020500000937317964, 1.7707963267948965]	[-2.1999999999999997, 1.1600000000000001, 0.0020500000937317964, 1.5707963267948966]	Right	[-16.602604163412092, 3.992312499609451]	0.24
51	[-2.133793732958936, 1.5368101201362923, 0.0020500000937317964, 1.5707963267948966]	[-2.4, 1.34, 0.0020500000937317964, 1.7707963267948965]	Left	[-6.558759745377064, 2.509264704163748]	0.24
52	[-2.433793732958936, 1.7668101201362922, 0.0020500000937317964, 1.7707963267948965]	[-2.133793732958936, 1.5368101201362923, 0.0020500000937317964, 1.5707963267948966]	Right	[-5.237061735605891, 2.2422264083231327]	0.24
53	[-2.1887770884986253, 1.8164774528350576, 0.0020500000937317964, 1.5707963267948966]	[-2.433793732958936, 1.7668101201362922, 0.0020500000937317964, 1.7707963267948965]	Left	[-11.817277362847872, 3.3681725413544297]	0.24
54	[-2.488777088498625, 1.8164774528350576, 0.0020500000937317964, 1.5707963267948966]	[-2.1887770884986253, 1.8164774528350576, 0.0020500000937317964, 1.5707963267948966]	Right	[-174.86296359898836, 12.956405560765255]	0.24
55	[-2.288777088498625, 1.7564774528350575, 0.0020500000937317964, 1.3707963267948966]	[-2.488777088498625, 1.8164774528350576, 0.0020500000937317964, 1.5707963267948966]	Left	[-70.588235294118, 8.231932086840445]	0.24
56	[-2.238777088498625, 1.8164774528350576, 0.0020500000937317964, 1.3707963267948966]	[-2.488777088498625, 1.8164774528350576, 0.0020500000937317964, 1.5707963267948966]	Left	[-384.00000000000273, 19.200000000000067]	0.24
57	[-2.1887770884986253, 1.7564774528350575, 0.0020500000937317964, 1.3707963267948966]	[-2.488777088498625, 1.8164774528350576, 0.0020500000937317964, 1.5707963267948966]	Left	[-266.6666666666662, 15.999999999999986]	0.24
58	[-2.288777088498625, 1.7564774528350575, 0.0020500000937317964, 1.7707963267948965]	[-2.488777088498625, 1.8164774528350576, 0.0020500000937317964, 1.5707963267948966]	Left	[-70.588235294118, 8.231932086840445]	0.24
59	[-2.288777088498625, 1.8164774528350576, 0.0020500000937317964, 1.7707963267948965]	[-2.488777088498625, 1.8164774528350576, 0.0020500000937317964, 1.5707963267948966]	Left	[-96.00000000000068, 9.600000000000033]	0.24
60	[-2.545713892806639, 1.8256141148067668, 0.0020500000937317964, 1.7707963267948965]	[-2.288777088498625, 1.8164774528350576, 0.0020500000937317964, 1.7707963267948965]	Right	[-288.69764275050863, 16.64781478274216]	0.24
61	[-2.1887770884986253, 1.8164774528350576, 0.0020500000937317964, 1.9707963267948965]	[-2.433793732958936, 1.7668101201362922, 0.0020500000937317964, 1.7707963267948965]	Left	[-11.817277362847872, 3.3681725413544297]	0.24
62	[-2.441730286160972, 1.6443882905022893, 0.0020500000937317964, 1.7707963267948965]	[-2.1887770884986253, 1.8164774528350576, 0.0020500000937317964, 1.9707963267948965]	Right	[-63.78698020019941, 7.825311558793773]	0.24
63	[-2.176856928650922, 1.757673458164583, 0.0020500000937317964, 1.9707963267948965]	[-2.433793732958936, 1.7668101201362922, 0.0020500000937317964, 1.7707963267948965]	Left	[-18.959198121908834, 4.266243101023719]	0.24
64	[-2.4772174787672, 1.8261098515079397, 0.0020500000937317964, 1.7707963267948965]	[-2.176856928650922, 1.757673458164583, 0.0020500000937317964, 1.9707963267948965]	Right	[-177.70933201592803, 13.061430194863458]	0.24
65	[-2.269284003351248, 1.8070397229964774, 0.0020500000937317964, 1.7707963267948965]	[-2.4772174787672, 1.8261098515079397, 0.0020500000937317964, 1.7707963267948965]	Left	[-87.43334836568256, 9.161660025948095]	0.24
66	[-2.220280674459186, 1.8169731895362304, 0.0020500000937317964, 1.7707963267948965]	[-2.4772174787672, 1.8261098515079397, 0.0020500000937317964, 1.7707963267948965]	Left	[-177.70933201592803, 13.061430194863458]	0.24
67	[-2.5023804879638547, 1.6985683956272377, 0.0020500000937317964, 1.5707963267948966]	[-2.220280674459186, 1.8169731895362304, 0.0020500000937317964, 1.7707963267948965]	Right	[-56.80473372781075, 7.38461538461539]	0.24
68	[-2.3844342279900177, 1.735053449343026, 0.0020500000937317964, 2.1707963267948966]	[-2.176856928650922, 1.757673458164583, 0.0020500000937317964, 1.9707963267948965]	Right	[-278.67711862015693, 16.356345370386094]	0.24
69	[-2.219367105008082, 1.847981944022033, 0.0020500000937317964, 1.9707963267948967]	[-2.3844342279900177, 1.735053449343026, 0.0020500000937317964, 2.1707963267948966]	Left	[-96.35905589130252, 9.617936039278407]	0.24
70	[-2.4729974540473223, 1.8058910180850436, 0.0020500000937317964, 2.1707963267948966]	[-2.219367105008082, 1.847981944022033, 0.0020500000937317964, 1.9707963267948967]	Right	[-74.64191616637328, 8.465000857632464]	0.24
71	[-2.355264538455277, 2.16511095153278, 0.10000000149011612, 2.370796326794897]	[-2.4729974540473223, 1.8058910180850436, 0.0020500000937317964, 2.1707963267948966]	Left	[-6.418909028643408, 2.498549551302494]	0.24
72	[-2.6595977812316, 2.1818822765027233, 0.10000000149011612, 2.570796326794897]	[-2.355264538455277, 2.16511095153278, 0.10000000149011612, 2.370796326794897]	Right	[-4.336817432481082, 2.0537280105190274]	0.24
73	[-2.7180605312703814, 2.5165195530543696, 0.10000000149011612, 2.370796326794897]	[-2.6595977812316, 2.1818822765027233, 0.10000000149011612, 2.570796326794897]	Left	[-3.7630982627789593, 1.9006773351276118]	0.24
74	[-2.581654187951948, 2.4883538025319063, 0.10000000149011612, 2.570796326794897]	[-2.6595977812316, 2.1818822765027233, 0.10000000149011612, 2.570796326794897]	Left	[-6.164190371750857, 2.4326164426149925]	0.24
75	[-2.7180605312703814, 2.5165195530543696, 0.10000000149011612, 2.770796326794897]	[-2.6595977812316, 2.1818822765027233, 0.10000000149011612, 2.570796326794897]	Left	[-3.7630982627789593, 1.9006773351276118]	0.24
76	[-2.64897186673658, 2.5315779870013575, 0.10000000149011612, 2.370796326794897]	[-2.6595977812316, 2.1818822765027233, 0.10000000149011612, 2.570796326794897]	Left	[-4.352516026045858, 2.0441172630267626]	0.24
77	[-2.547995348559632, 2.4667417102971805, 0.10000000149011612, 2.570796326794897]	[-2.6595977812316, 2.1818822765027233, 0.10000000149011612, 2.570796326794897]	Left	[-7.492608085760989, 2.6819589412089346]	0.24
78	[-2.6423281426376706, 2.467892345526237, 0.10000000149011612, 2.370796326794897]	[-2.6595977812316, 2.1818822765027233, 0.10000000149011612, 2.570796326794897]	Left	[-5.514639819616024, 2.3008811848575283]	0.24
79	[-2.6759869820299866, 2.4895044377609628, 0.10000000149011612, 2.770796326794897]	[-2.6595977812316, 2.1818822765027233, 0.10000000149011612, 2.570796326794897]	Left	[-4.6132993215884515, 2.104463672465009]	0.24
80	[-2.429810126313268, 1.5855842958318147, 0.0020500000937317964, 1.9707963267948965]	[-2.176856928650922, 1.757673458164583, 0.0020500000937317964, 1.9707963267948965]	Right	[-29.216034712751192, 5.295978976944786]	0.24
81	[-2.4772174787672, 1.8261098515079397, 0.0020500000937317964, 1.9707963267948965]	[-2.176856928650922, 1.757673458164583, 0.0020500000937317964, 1.9707963267948965]	Right	[-177.70933201592803, 13.061430194863458]	0.24
82	[-2.2904653992973243, 2.1547793828211983, 0.10000000149011612, 1.7707963267948965]	[-2.4772174787672, 1.8261098515079397, 0.0020500000937317964, 1.9707963267948965]	Left	[-4.478897990663726, 2.0870984813568683]	0.24
83	[-2.514292421176881, 2.25225483755996, 0.10000000149011612, 1.7707963267948965]	[-2.2904653992973243, 2.1547793828211983, 0.10000000149011612, 1.7707963267948965]	Right	[-4.1760008392052, 2.015290441636307]	0.24
84	[-2.2321926076722125, 2.3706596314689525, 0.10000000149011612, 1.9707963267948965]	[-2.514292421176881, 2.25225483755996, 0.10000000149011612, 1.7707963267948965]	Left	[-19.200000000000042, 4.293250516799601]	0.24
85	[-2.5325531577884908, 2.4390960248123092, 0.10000000149011612, 2.1707963267948966]	[-2.2321926076722125, 2.3706596314689525, 0.10000000149011612, 1.9707963267948965]	Right	[-27.239387071260673, 5.113688647973226]	0.24
86	[-2.2659663939073726, 2.5372709497019637, 0.10000000149011612, 1.7707963267948965]	[-2.514292421176881, 2.25225483755996, 0.10000000149011612, 1.7707963267948965]	Left	[-6.535057862491494, 2.5047266413706377]	0.24
87	[-2.5308499714471893, 2.5856102747873226, 0.10000000149011612, 1.9707963267948965]	[-2.2659663939073726, 2.5372709497019637, 0.10000000149011612, 1.7707963267948965]	Right	[-8.617594254937162, 2.8762632850175027]	0.24
88	[-2.546743517910794, 2.664015601014622, 0.10000000149011612, 1.5707963267948966]	[-2.2659663939073726, 2.5372709497019637, 0.10000000149011612, 1.7707963267948965]	Right	[-5.627198124267288, 2.3242440059719627]	0.24
89	[-2.246743517910794, 2.804015601014622, 0.10000000149011612, 1.3707963267948966]	[-2.546743517910794, 2.664015601014622, 0.10000000149011612, 1.5707963267948966]	Left	[-13.422400662115631, 3.5896385104395967]	0.24
90	[-2.4427568334790424, 2.8437494671736343, 0.10000000149011612, 1.1707963267948966]	[-2.246743517910794, 2.804015601014622, 0.10000000149011612, 1.3707963267948966]	Right	[-22.26474521403094, 4.623219160441099]	0.24
91	[-2.4546769933267463, 2.78494547250316, 0.10000000149011612, 1.1707963267948966]	[-2.246743517910794, 2.804015601014622, 0.10000000149011612, 1.3707963267948966]	Right	[-41.557940043662775, 6.3162981596751955]	0.24
92	[-2.18546991059516, 2.779696986326286, 0.10000000149011612, 0.9707963267948967]	[-2.4546769933267463, 2.78494547250316, 0.10000000149011612, 1.1707963267948966]	Left	[-220.90040056166163, 14.562430584871302]	0.24
93	[-2.1549935945873617, 2.7233836294507383, 0.10000000149011612, 1.3707963267948966]	[-2.4546769933267463, 2.78494547250316, 0.10000000149011612, 1.1707963267948966]	Left	[-64.3450470195983, 7.8594685023107225]	0.24
94	[-2.4000102390476723, 2.7730509621495036, 0.10000000149011612, 1.1707963267948966]	[-2.1549935945873617, 2.7233836294507383, 0.10000000149011612, 1.3707963267948966]	Right	[-306.71579146434476, 17.15946268989128]	0.24
95	[-2.1612794723238844, 2.8241158328481775, 0.10000000149011612, 1.1707963267948966]	[-2.4000102390476723, 2.7730509621495036, 0.10000000149011612, 1.1707963267948966]	Left	[-94.2424808316752, 9.511718120214045]	0.24
96	[-2.587800073571054, 2.614879471361219, 0.10000000149011612, 1.5707963267948966]	[-2.2659663939073726, 2.5372709497019637, 0.10000000149011612, 1.7707963267948965]	Right	[-7.012417823228636, 2.5945945945945947]	0.24
97	[-2.3878000735710536, 2.7948794713612193, 0.10000000149011612, 1.7707963267948965]	[-2.587800073571054, 2.614879471361219, 0.10000000149011612, 1.5707963267948966]	Left	[-11.821845391117446, 3.368823470512034]	0.24
98	[-2.701686980002932, 2.833285329906825, 0.10000000149011612, 1.7707963267948965]	[-2.3878000735710536, 2.7948794713612193, 0.10000000149011612, 1.7707963267948965]	Right	[-15.8229552387136, 3.897439804431244]	0.24
99	[-2.444750175694918, 2.8241486679351158, 0.10000000149011612, 1.7707963267948965]	[-2.701686980002932, 2.833285329906825, 0.10000000149011612, 1.7707963267948965]	Left	[-234.14634146341504, 14.992681141306194]	0.24
100	[-2.7268499891995868, 2.705743874026123, 0.10000000149011612, 1.5707963267948966]	[-2.444750175694918, 2.8241486679351158, 0.10000000149011612, 1.7707963267948965]	Right	[-56.80473372781075, 7.38461538461539]	0.24
101	[-2.7586370821267967, 2.8625545264807215, 0.10000000149011612, 1.5707963267948966]	[-2.444750175694918, 2.8241486679351158, 0.10000000149011612, 1.7707963267948965]	Right	[-234.14634146341504, 14.992681141306194]	0.24
102	[-2.5086370821267967, 2.8625545264807215, 0.10000000149011612, 1.7707963267948965]	[-2.7586370821267967, 2.8625545264807215, 0.10000000149011612, 1.5707963267948966]	Left	[-172.7691743285277, 12.878602694212853]	0.24
103	[-2.704650397695045, 2.8228206603217094, 0.10000000149011612, 1.7707963267948965]	[-2.5086370821267967, 2.8625545264807215, 0.10000000149011612, 1.7707963267948965]	Right	[-213.64942928409414, 14.321433312093115]	0.24
104	[-2.7536537265871073, 2.812887193781956, 0.10000000149011612, 1.7707963267948965]	[-2.5086370821267967, 2.8625545264807215, 0.10000000149011612, 1.7707963267948965]	Right	[-385.28256406918825, 19.232037372738766]	0.24
105	[-2.7417335667394034, 2.7540831991114816, 0.10000000149011612, 1.7707963267948965]	[-2.5086370821267967, 2.8625545264807215, 0.10000000149011612, 1.7707963267948965]	Right	[-79.65643057212323, 8.744722599902087]	0.24
106	[-2.6927302378473414, 2.764016665651235, 0.10000000149011612, 1.5707963267948966]	[-2.5086370821267967, 2.8625545264807215, 0.10000000149011612, 1.7707963267948965]	Right	[-68.31076377376965, 8.098045024746334]	0.24
107	[-2.6526836511108702, 2.843218796446578, 0.10000000149011612, 1.9707963267948965]	[-2.444750175694918, 2.8241486679351158, 0.10000000149011612, 1.7707963267948965]	Right	[-384.0000000000029, 19.200000000000074]	0.24
108	[-2.677846660307525, 2.715677340565876, 0.10000000149011612, 1.7707963267948965]	[-2.444750175694918, 2.8241486679351158, 0.10000000149011612, 1.7707963267948965]	Right	[-66.66666666666646, 7.999999999999988]	0.24
109	[-2.628843331415463, 2.725610807105629, 0.10000000149011612, 1.7707963267948965]	[-2.444750175694918, 2.8241486679351158, 0.10000000149011612, 1.7707963267948965]	Right	[-56.804733727810714, 7.384615384615389]	0.24
110	[-2.49375350458698, 2.814215201395363, 0.10000000149011612, 1.5707963267948966]	[-2.701686980002932, 2.833285329906825, 0.10000000149011612, 1.7707963267948965]	Left	[-82.75862068965534, 8.913376232498498]	0.24
111	[-2.74375350458698, 2.814215201395363, 0.10000000149011612, 1.7707963267948965]	[-2.49375350458698, 2.814215201395363, 0.10000000149011612, 1.5707963267948966]	Right	[-450.014985775226, 20.784955769599726]	0.24
112	[-2.74375350458698, 2.754215201395363, 0.10000000149011612, 1.5707963267948966]	[-2.49375350458698, 2.814215201395363, 0.10000000149011612, 1.5707963267948966]	Right	[-119.67571302402392, 10.718613926392859]	0.24
113	[-2.74375350458698, 2.814215201395363, 0.10000000149011612, 1.3707963267948966]	[-2.49375350458698, 2.814215201395363, 0.10000000149011612, 1.5707963267948966]	Right	[-450.014985775226, 20.784955769599726]	0.24
114	[-2.437813371386904, 2.813418396827319, 0.10000000149011612, 1.1707963267948966]	[-2.74375350458698, 2.814215201395363, 0.10000000149011612, 1.3707963267948966]	Left	[-306.7157914643446, 17.159462689891278]	0.24
115	[-2.437813371386904, 2.813418396827319, 0.10000000149011612, 1.3707963267948966]	[-2.74375350458698, 2.814215201395363, 0.10000000149011612, 1.3707963267948966]	Left	[-306.7157914643446, 17.159462689891278]	0.24
116	[-2.6937535045869803, 2.814215201395363, 0.10000000149011612, 1.3707963267948966]	[-2.49375350458698, 2.814215201395363, 0.10000000149011612, 1.5707963267948966]	Right	[-2250.2997454506253, 46.478895809093835]	0.24
117	[-2.74375350458698, 2.754215201395363, 0.10000000149011612, 1.3707963267948966]	[-2.49375350458698, 2.814215201395363, 0.10000000149011612, 1.5707963267948966]	Right	[-119.67571302402392, 10.718613926392859]	0.24
118	[-2.6937535045869803, 2.754215201395363, 0.10000000149011612, 1.5707963267948966]	[-2.49375350458698, 2.814215201395363, 0.10000000149011612, 1.5707963267948966]	Right	[-152.01839442221103, 12.080465994543529]	0.24
119	[-2.3937535045869804, 2.854215201395363, 0.10000000149011612, 1.5707963267948966]	[-2.6937535045869803, 2.754215201395363, 0.10000000149011612, 1.5707963267948966]	Left	[-82.75862068965566, 8.913376232498516]	0.24
120	[-2.6437535045869804, 2.854215201395363, 0.10000000149011612, 1.5707963267948966]	[-2.3937535045869804, 2.854215201395363, 0.10000000149011612, 1.5707963267948966]	Right	[-76.8, 8.586501033599193]	0.24
121	[-2.3937535045869804, 2.854215201395363, 0.10000000149011612, 1.5707963267948966]	[-2.6437535045869804, 2.854215201395363, 0.10000000149011612, 1.5707963267948966]	Left	[0]	0
122	[-2.4437535045869803, 2.854215201395363, 0.10000000149011612, 1.3707963267948966]	[-2.6437535045869804, 2.854215201395363, 0.10000000149011612, 1.5707963267948966]	Left	[-384.00000000000273, 19.200000000000067]	0.24
123	[-2.3937535045869804, 2.854215201395363, 0.10000000149011612, 1.3707963267948966]	[-2.6437535045869804, 2.854215201395363, 0.10000000149011612, 1.5707963267948966]	Left	[0]	0
124	[-2.3437535045869806, 2.794215201395363, 0.10000000149011612, 1.5707963267948966]	[-2.6437535045869804, 2.854215201395363, 0.10000000149011612, 1.5707963267948966]	Left	[-157.37704918032816, 12.291540473558024]	0.24
125	[-2.3437535045869806, 2.854215201395363, 0.10000000149011612, 1.5707963267948966]	[-2.6437535045869804, 2.854215201395363, 0.10000000149011612, 1.5707963267948966]	Left	[-384.00000000000273, 19.200000000000067]	0.24
